cell_id,Formicarius analis,Formicarius analis [hoffmanni Group],Formicarius analis [analis Group]
8466167ffffffff,4.0,0.0,0.0
8466191ffffffff,59.0,0.0,0.0
8466193ffffffff,103.0,0.0,0.0
8466197ffffffff,9.0,0.0,0.0
8466199ffffffff,36.0,0.0,0.0
846619bffffffff,219.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0
84661adffffffff,3.0,0.0,0.0
84661c1ffffffff,3.0,0.0,0.0
84661c3ffffffff,16.0,0.0,0.0
84661d1ffffffff,64.0,0.0,0.0
84661d3ffffffff,16.0,0.0,0.0
84661d7ffffffff,4.0,0.0,0.0
84661ddffffffff,3.0,0.0,0.0
8466213ffffffff,7.0,0.0,0.0
8466291ffffffff,3.0,0.0,0.0
8466293ffffffff,6.0,0.0,0.0
846629bffffffff,7.0,0.0,0.0
846629dffffffff,2.0,0.0,0.0
84662b1ffffffff,3.0,0.0,0.0
84662b7ffffffff,10.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0
84662d3ffffffff,23.0,21.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662e1ffffffff,9.0,0.0,0.0
84662e9ffffffff,21.0,0.0,0.0
846641dffffffff,2.0,0.0,0.0
84665abffffffff,2.0,0.0,0.0
8466a01ffffffff,27.0,0.0,0.0
8466a05ffffffff,2.0,0.0,0.0
8466a0bffffffff,777.0,99.0,0.0
8466a31ffffffff,2.0,0.0,0.0
8466a39ffffffff,2.0,0.0,0.0
8466a51ffffffff,4388.0,642.0,0.0
8466a55ffffffff,73.0,10.0,0.0
8466a57ffffffff,281.0,9.0,0.0
8466a59ffffffff,25.0,0.0,0.0
8466a5bffffffff,169.0,12.0,0.0
8466a5dffffffff,46.0,4.0,0.0
8466a65ffffffff,9.0,1.0,0.0
8466a67ffffffff,2.0,0.0,0.0
8466b01ffffffff,234.0,0.0,0.0
8466b09ffffffff,359.0,0.0,0.0
8466b0bffffffff,739.0,0.0,0.0
8466b1dffffffff,18.0,2.0,0.0
8466b41ffffffff,98.0,0.0,0.0
8466b43ffffffff,58.0,0.0,0.0
8466b45ffffffff,73.0,0.0,0.0
8466b47ffffffff,72.0,0.0,0.0
8466b49ffffffff,65.0,0.0,0.0
8466b4bffffffff,52.0,0.0,0.0
8466b4dffffffff,19.0,0.0,0.0
8466b51ffffffff,175.0,0.0,0.0
8466b55ffffffff,1214.0,0.0,0.0
8466b57ffffffff,3.0,0.0,0.0
8466b59ffffffff,33.0,0.0,0.0
8466b5bffffffff,17.0,0.0,0.0
8466b5dffffffff,94.0,0.0,0.0
8466b69ffffffff,1.0,0.0,0.0
8466c21ffffffff,5.0,0.0,0.0
8466c2dffffffff,2.0,0.0,0.0
8466ce9ffffffff,3.0,0.0,0.0
8466cedffffffff,6.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0
8466d1bffffffff,6.0,0.0,0.0
8466d81ffffffff,17.0,0.0,2.0
8466da7ffffffff,10.0,0.0,0.0
8466dadffffffff,2.0,0.0,0.0
8466db1ffffffff,13.0,0.0,1.0
8466dc3ffffffff,116.0,0.0,21.0
8466dcbffffffff,1.0,0.0,0.0
8466dd1ffffffff,1.0,0.0,0.0
8466dd5ffffffff,7.0,0.0,3.0
8466dddffffffff,5.0,0.0,4.0
8466de1ffffffff,21.0,0.0,0.0
8466de3ffffffff,20.0,0.0,1.0
8466de7ffffffff,7.0,0.0,1.0
8466debffffffff,11.0,0.0,2.0
8466e15ffffffff,2.0,0.0,0.0
8466e49ffffffff,6.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0
8466e57ffffffff,5.0,0.0,0.0
8466ee5ffffffff,4.0,0.0,0.0
8467413ffffffff,7.0,0.0,0.0
8467417ffffffff,12.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0
8467425ffffffff,85.0,0.0,0.0
8467427ffffffff,2.0,0.0,0.0
8467433ffffffff,14.0,0.0,0.0
8467437ffffffff,223.0,0.0,2.0
846743bffffffff,12.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0
84674c5ffffffff,2.0,0.0,0.0
84674c7ffffffff,20.0,0.0,0.0
84674cdffffffff,6.0,0.0,0.0
84674ddffffffff,1.0,0.0,0.0
84674e9ffffffff,8.0,0.0,0.0
84674ebffffffff,18.0,0.0,0.0
84674edffffffff,201.0,0.0,8.0
8467519ffffffff,152.0,0.0,0.0
8467531ffffffff,4.0,0.0,0.0
8467537ffffffff,4.0,0.0,0.0
8467553ffffffff,4.0,0.0,0.0
84675a5ffffffff,12.0,0.0,0.0
84675c1ffffffff,26.0,0.0,0.0
84675c7ffffffff,7.0,0.0,0.0
84675c9ffffffff,14.0,0.0,0.0
84675cbffffffff,46.0,0.0,0.0
84675ebffffffff,86.0,0.0,1.0
8467909ffffffff,2.0,0.0,0.0
846790bffffffff,13.0,0.0,0.0
846792dffffffff,9.0,0.0,0.0
8467945ffffffff,2.0,0.0,0.0
8467949ffffffff,3.0,0.0,0.0
846794dffffffff,3.0,0.0,0.0
8467961ffffffff,107.0,0.0,0.0
8467969ffffffff,2.0,0.0,0.0
84679a1ffffffff,7.0,0.0,0.0
84679a5ffffffff,116.0,0.0,0.0
84679a7ffffffff,73.0,0.0,0.0
84679adffffffff,4.0,0.0,0.0
84679b5ffffffff,17.0,0.0,0.0
84679b7ffffffff,85.0,0.0,0.0
846d651ffffffff,494.0,0.0,0.0
846d653ffffffff,127.0,0.0,0.0
846d655ffffffff,18.0,0.0,0.0
846d659ffffffff,5.0,0.0,0.0
846d65bffffffff,23.0,0.0,0.0
846d65dffffffff,3.0,0.0,0.0
846d681ffffffff,58.0,0.0,0.0
846d689ffffffff,24.0,0.0,0.0
846d68bffffffff,78.0,0.0,0.0
846d68dffffffff,18.0,0.0,0.0
846d691ffffffff,100.0,0.0,0.0
846d693ffffffff,181.0,0.0,0.0
846d697ffffffff,1881.0,0.0,0.0
846d699ffffffff,23.0,0.0,0.0
846d69bffffffff,90.0,0.0,0.0
846d69dffffffff,20.0,0.0,0.0
846d6c9ffffffff,2.0,0.0,0.0
846d6d1ffffffff,26.0,0.0,0.0
846d6d3ffffffff,59.0,0.0,0.0
846d6d5ffffffff,2.0,0.0,0.0
846d6d7ffffffff,4.0,0.0,0.0
848044dffffffff,2.0,0.0,0.0
8480465ffffffff,2.0,0.0,0.0
8480469ffffffff,6.0,0.0,0.0
8480619ffffffff,13.0,0.0,0.0
8480643ffffffff,11.0,0.0,0.0
8480655ffffffff,46.0,0.0,0.0
8480665ffffffff,4.0,0.0,0.0
8480713ffffffff,13.0,0.0,0.0
8480717ffffffff,2.0,0.0,0.0
8480723ffffffff,3.0,0.0,0.0
8480743ffffffff,1.0,0.0,1.0
8480745ffffffff,10.0,0.0,0.0
848075bffffffff,12.0,0.0,0.0
848075dffffffff,1.0,0.0,0.0
8481403ffffffff,1.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0
84814a9ffffffff,17.0,0.0,0.0
84814adffffffff,28.0,0.0,0.0
84814d5ffffffff,28.0,0.0,0.0
84814d9ffffffff,5.0,0.0,0.0
84814e3ffffffff,13.0,0.0,0.0
84814e7ffffffff,32.0,0.0,0.0
8481583ffffffff,12.0,0.0,0.0
84815abffffffff,9.0,0.0,0.0
848a155ffffffff,10.0,0.0,0.0
848a157ffffffff,2.0,0.0,0.0
848a459ffffffff,2.0,0.0,0.0
848a68bffffffff,2.0,0.0,0.0
848a699ffffffff,15.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0
848a6d3ffffffff,2.0,0.0,0.0
848a6d9ffffffff,10.0,0.0,0.0
848a6dbffffffff,5.0,0.0,0.0
848a70bffffffff,7.0,0.0,0.0
848a809ffffffff,15.0,0.0,0.0
848a827ffffffff,4.0,0.0,0.0
848a837ffffffff,1.0,0.0,0.0
848a857ffffffff,2.0,0.0,0.0
848a925ffffffff,4.0,0.0,0.0
848a927ffffffff,2.0,0.0,0.0
848a9c9ffffffff,2.0,0.0,0.0
848a9cdffffffff,26.0,0.0,0.0
848aaa3ffffffff,1.0,0.0,0.0
848af09ffffffff,2.0,0.0,2.0
848af2dffffffff,2.0,0.0,0.0
848af63ffffffff,68.0,0.0,10.0
848af67ffffffff,152.0,0.0,2.0
848b05dffffffff,2.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0
848b213ffffffff,22.0,0.0,0.0
848b223ffffffff,3.0,0.0,0.0
848b22bffffffff,11.0,0.0,0.0
848b23dffffffff,2.0,0.0,0.0
848b2b5ffffffff,5.0,0.0,0.0
848b2c5ffffffff,1.0,0.0,0.0
848b2c7ffffffff,4.0,0.0,0.0
848b2e9ffffffff,10.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b401ffffffff,42.0,0.0,0.0
848b403ffffffff,2.0,0.0,0.0
848b40bffffffff,22.0,0.0,0.0
848b40dffffffff,112.0,0.0,1.0
848b429ffffffff,14.0,0.0,0.0
848b445ffffffff,14.0,0.0,0.0
848b447ffffffff,14.0,0.0,0.0
848b449ffffffff,2.0,0.0,0.0
848b44bffffffff,207.0,0.0,1.0
848b44dffffffff,386.0,0.0,3.0
848b459ffffffff,40.0,0.0,0.0
848b461ffffffff,1.0,0.0,0.0
848b463ffffffff,2.0,0.0,0.0
848b469ffffffff,70.0,0.0,0.0
848b46bffffffff,18.0,0.0,0.0
848b481ffffffff,1.0,0.0,1.0
848b4e5ffffffff,22.0,0.0,0.0
848b511ffffffff,2.0,0.0,0.0
848b529ffffffff,20.0,0.0,0.0
848b563ffffffff,6.0,0.0,0.0
848b56bffffffff,3.0,0.0,0.0
848b5c3ffffffff,3.0,0.0,0.0
848b5cdffffffff,27.0,0.0,0.0
848b603ffffffff,2.0,0.0,0.0
848b617ffffffff,206.0,0.0,0.0
848b623ffffffff,4.0,0.0,3.0
848b627ffffffff,84.0,0.0,1.0
848b633ffffffff,12.0,0.0,0.0
848b635ffffffff,17.0,0.0,0.0
848b637ffffffff,269.0,0.0,1.0
848b639ffffffff,3.0,0.0,0.0
848b63bffffffff,270.0,0.0,10.0
848b63dffffffff,5.0,0.0,0.0
848b683ffffffff,8.0,0.0,0.0
848b68bffffffff,1.0,0.0,0.0
848b691ffffffff,8.0,0.0,0.0
848b693ffffffff,9.0,0.0,0.0
848b695ffffffff,6.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b699ffffffff,2.0,0.0,0.0
848b69bffffffff,8.0,0.0,0.0
848b6bbffffffff,10.0,0.0,0.0
848b6c1ffffffff,3.0,0.0,0.0
848b6c3ffffffff,2.0,0.0,0.0
848b6cbffffffff,6.0,0.0,0.0
848b6d9ffffffff,1.0,0.0,0.0
848b6e5ffffffff,35.0,0.0,0.0
848b6e7ffffffff,137.0,0.0,0.0
848b6edffffffff,106.0,0.0,5.0
848b709ffffffff,54.0,0.0,4.0
848b713ffffffff,922.0,0.0,0.0
848b717ffffffff,69.0,0.0,0.0
848b71bffffffff,45.0,0.0,1.0
848b745ffffffff,3.0,0.0,0.0
848b747ffffffff,13.0,0.0,0.0
848b751ffffffff,32.0,0.0,0.0
848b757ffffffff,2.0,0.0,2.0
848b75bffffffff,3.0,0.0,0.0
848b75dffffffff,40.0,0.0,1.0
848b761ffffffff,2.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b76bffffffff,4.0,0.0,0.0
848b99dffffffff,3.0,0.0,0.0
848b9d5ffffffff,2.0,0.0,0.0
848e643ffffffff,46.0,0.0,0.0
848e64bffffffff,6.0,0.0,0.0
848e651ffffffff,1.0,0.0,0.0
848e65bffffffff,5.0,0.0,0.0
848e65dffffffff,3.0,0.0,0.0
848e6c9ffffffff,3.0,0.0,0.0
848e6cbffffffff,1.0,0.0,0.0
848f401ffffffff,97.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0
848f41bffffffff,2.0,0.0,0.0
848f429ffffffff,2.0,0.0,0.0
848f439ffffffff,2.0,0.0,0.0
848f461ffffffff,3.0,0.0,0.0
848f463ffffffff,18.0,0.0,0.0
848f467ffffffff,5.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0
848f48dffffffff,25.0,0.0,0.0
848f4a5ffffffff,8.0,0.0,0.0
848f4a7ffffffff,6.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0
848f4b3ffffffff,2.0,0.0,0.0
848f4c7ffffffff,11.0,0.0,0.0
848f4e3ffffffff,2.0,0.0,0.0
848f4e7ffffffff,2.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0
848f613ffffffff,10.0,0.0,0.0
848f61bffffffff,3.0,0.0,0.0
848f6b5ffffffff,23.0,0.0,9.0
848f6e1ffffffff,2.0,0.0,0.0
848f71dffffffff,2.0,0.0,0.0
848f72bffffffff,68.0,0.0,15.0
848f731ffffffff,3.0,0.0,0.0
848f733ffffffff,1.0,0.0,0.0
848f73dffffffff,2.0,0.0,0.0
848f74bffffffff,6.0,0.0,0.0
848f763ffffffff,7.0,0.0,0.0
848f76bffffffff,2.0,0.0,0.0
