cell_id,Rallus elegans,Rallus elegans elegans,Rallus elegans ramsdeni
8444443ffffffff,15.0,0.0,0.0
844444bffffffff,57.0,0.0,0.0
8444451ffffffff,5.0,0.0,0.0
8444455ffffffff,4.0,0.0,0.0
8444457ffffffff,3.0,0.0,0.0
8444459ffffffff,1254.0,0.0,0.0
844445bffffffff,7.0,0.0,0.0
844445dffffffff,116.0,0.0,0.0
8444461ffffffff,22.0,0.0,0.0
8444465ffffffff,495.0,0.0,0.0
8444467ffffffff,49.0,0.0,0.0
8444469ffffffff,10.0,0.0,0.0
844446dffffffff,53.0,0.0,0.0
8444499ffffffff,74.0,0.0,0.0
84444c1ffffffff,22.0,0.0,0.0
84444cdffffffff,14.0,0.0,0.0
84444e1ffffffff,1.0,0.0,0.0
84444edffffffff,8.0,0.0,0.0
8444501ffffffff,31.0,0.0,0.0
8444509ffffffff,40.0,0.0,0.0
844450dffffffff,19.0,0.0,0.0
8444539ffffffff,3.0,0.0,0.0
8444551ffffffff,37.0,0.0,0.0
8444555ffffffff,28.0,0.0,0.0
8444559ffffffff,1.0,0.0,0.0
844455bffffffff,330.0,0.0,0.0
8444563ffffffff,100.0,0.0,0.0
8444585ffffffff,2.0,0.0,0.0
844458bffffffff,8.0,0.0,0.0
8444595ffffffff,2.0,0.0,0.0
84445a9ffffffff,2.0,0.0,0.0
84445b9ffffffff,1.0,0.0,0.0
84445c7ffffffff,76.0,0.0,0.0
84445d1ffffffff,2.0,0.0,0.0
84445d7ffffffff,6.0,0.0,0.0
8444633ffffffff,345.0,0.0,0.0
8444637ffffffff,67.0,0.0,0.0
8444689ffffffff,1.0,0.0,0.0
84446c1ffffffff,53.0,0.0,0.0
84446c3ffffffff,4.0,0.0,0.0
84446c5ffffffff,1753.0,0.0,0.0
84446c7ffffffff,28.0,0.0,0.0
84446c9ffffffff,116.0,0.0,0.0
84446cdffffffff,171.0,0.0,0.0
84446ddffffffff,57.0,0.0,0.0
84446e1ffffffff,6.0,0.0,0.0
84446e5ffffffff,298.0,0.0,0.0
84446e9ffffffff,159.0,0.0,0.0
84446ebffffffff,256.0,0.0,0.0
84446edffffffff,248.0,0.0,0.0
8444713ffffffff,23.0,0.0,0.0
8444715ffffffff,1.0,0.0,0.0
8444717ffffffff,9.0,0.0,0.0
8444731ffffffff,123.0,0.0,0.0
8444733ffffffff,118.0,0.0,0.0
8444735ffffffff,24.0,0.0,0.0
844473bffffffff,32.0,0.0,0.0
844473dffffffff,12.0,0.0,0.0
8444a11ffffffff,1.0,0.0,0.0
8444a13ffffffff,76.0,0.0,0.0
8444a19ffffffff,53.0,0.0,0.0
8444a1bffffffff,20.0,0.0,0.0
8444a53ffffffff,202.0,4.0,0.0
8444a81ffffffff,42.0,0.0,0.0
8444a83ffffffff,222.0,0.0,0.0
8444a89ffffffff,6.0,0.0,0.0
8444a8bffffffff,71.0,0.0,0.0
8444a8dffffffff,8.0,0.0,0.0
8444a91ffffffff,17.0,0.0,0.0
8444a93ffffffff,486.0,14.0,0.0
8444a95ffffffff,455.0,0.0,0.0
8444a97ffffffff,59.0,0.0,0.0
8444a99ffffffff,13.0,0.0,0.0
8444a9bffffffff,60.0,7.0,0.0
8444a9dffffffff,34.0,0.0,0.0
8444ab9ffffffff,6.0,0.0,0.0
8444abbffffffff,121.0,0.0,0.0
8444ac1ffffffff,36.0,0.0,0.0
8444ac3ffffffff,4.0,0.0,0.0
8444ac5ffffffff,129.0,4.0,0.0
8444ac7ffffffff,25.0,0.0,0.0
8444ac9ffffffff,79.0,0.0,0.0
8444acbffffffff,14.0,0.0,0.0
8444acdffffffff,181.0,0.0,0.0
8444ad1ffffffff,2.0,0.0,0.0
8444ad3ffffffff,80.0,0.0,0.0
8444ad5ffffffff,6.0,0.0,0.0
8444ad7ffffffff,14.0,0.0,0.0
8444ad9ffffffff,5.0,0.0,0.0
8444adbffffffff,8.0,0.0,0.0
8444addffffffff,19.0,0.0,0.0
8444ae9ffffffff,140.0,1.0,0.0
8444aebffffffff,15.0,0.0,0.0
8444c0bffffffff,8.0,0.0,0.0
8444c27ffffffff,271.0,0.0,0.0
8444c65ffffffff,18.0,0.0,0.0
8444d33ffffffff,2.0,0.0,0.0
8444d37ffffffff,2.0,0.0,0.0
8444d3bffffffff,89.0,0.0,0.0
8444d51ffffffff,72.0,0.0,0.0
8444d59ffffffff,54.0,0.0,0.0
8444d5dffffffff,15.0,0.0,0.0
8444de5ffffffff,2.0,0.0,0.0
8444e01ffffffff,4.0,0.0,0.0
8444e33ffffffff,78.0,0.0,0.0
8444e41ffffffff,2.0,0.0,0.0
8444e47ffffffff,21.0,0.0,0.0
8444e63ffffffff,81.0,0.0,0.0
8444e99ffffffff,3.0,0.0,0.0
8444ed3ffffffff,146.0,0.0,0.0
8444ee9ffffffff,6.0,0.0,0.0
8444eedffffffff,38.0,0.0,0.0
8444f01ffffffff,17.0,0.0,0.0
8444f05ffffffff,5.0,0.0,0.0
8444f07ffffffff,1.0,0.0,0.0
8444f09ffffffff,2.0,0.0,0.0
8444f0bffffffff,1.0,0.0,0.0
8444f0dffffffff,17.0,0.0,0.0
8444f31ffffffff,257.0,0.0,0.0
8444f35ffffffff,16.0,0.0,0.0
8444f37ffffffff,35.0,0.0,0.0
8444f39ffffffff,2.0,0.0,0.0
8444f3dffffffff,12.0,0.0,0.0
8444f41ffffffff,2.0,0.0,0.0
8444f43ffffffff,713.0,0.0,0.0
8444f47ffffffff,2.0,0.0,0.0
8444f49ffffffff,2.0,0.0,0.0
8444f4dffffffff,22.0,1.0,0.0
8444f55ffffffff,25.0,0.0,0.0
8444f57ffffffff,2.0,0.0,0.0
8444f59ffffffff,2.0,0.0,0.0
8444f61ffffffff,2.0,0.0,0.0
8444f63ffffffff,19.0,0.0,0.0
8444f69ffffffff,69.0,0.0,0.0
8444f6bffffffff,188.0,0.0,0.0
8445889ffffffff,36.0,0.0,3.0
844588dffffffff,4.0,0.0,2.0
84458c7ffffffff,19.0,0.0,0.0
84458d5ffffffff,9.0,0.0,0.0
84458e1ffffffff,7.0,0.0,0.0
84458ebffffffff,7.0,0.0,0.0
8445911ffffffff,2.0,0.0,0.0
8445923ffffffff,1.0,0.0,0.0
84459d5ffffffff,3.0,0.0,0.0
8448903ffffffff,107.0,0.0,0.0
8448907ffffffff,7.0,0.0,0.0
844890bffffffff,2.0,0.0,0.0
8448915ffffffff,3.0,0.0,0.0
8448923ffffffff,144.0,0.0,0.0
8448927ffffffff,4.0,0.0,0.0
8448935ffffffff,36.0,0.0,0.0
8448937ffffffff,33.0,0.0,0.0
8448939ffffffff,13.0,0.0,0.0
8448957ffffffff,3.0,0.0,0.0
844c933ffffffff,4.0,0.0,0.0
846d341ffffffff,1.0,0.0,0.0
