cell_id,Dacnis lineata,Dacnis lineata egregia/aequatorialis,Dacnis lineata lineata
8466e0dffffffff,15.0,2.0,0.0
8466e15ffffffff,22.0,0.0,0.0
8466e21ffffffff,3.0,3.0,0.0
8466e23ffffffff,9.0,0.0,0.0
8466e27ffffffff,27.0,0.0,0.0
8466e29ffffffff,5.0,0.0,0.0
8466e2bffffffff,50.0,14.0,0.0
8466e2dffffffff,13.0,0.0,0.0
8466e39ffffffff,14.0,0.0,0.0
8466e41ffffffff,2.0,0.0,0.0
8466e45ffffffff,2.0,1.0,0.0
8466e47ffffffff,7.0,0.0,0.0
8466e49ffffffff,58.0,0.0,0.0
8466e4dffffffff,6.0,0.0,0.0
8466e57ffffffff,97.0,0.0,0.0
8466e59ffffffff,3.0,0.0,0.0
8466e61ffffffff,3.0,0.0,0.0
8466e63ffffffff,102.0,0.0,0.0
8466e67ffffffff,386.0,3.0,0.0
8466e69ffffffff,215.0,4.0,0.0
8466e6bffffffff,15.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,4.0,0.0,0.0
8466e9dffffffff,3.0,0.0,0.0
8466ec5ffffffff,2.0,0.0,0.0
8466ec7ffffffff,4.0,0.0,0.0
8466ee5ffffffff,15.0,0.0,0.0
84675a5ffffffff,1.0,0.0,0.0
8480469ffffffff,4.0,0.0,0.0
848068bffffffff,1.0,0.0,0.0
84806abffffffff,2.0,0.0,0.0
84806b3ffffffff,2.0,0.0,1.0
84806b7ffffffff,7.0,0.0,2.0
8480759ffffffff,3.0,0.0,0.0
848075dffffffff,1.0,0.0,0.0
8481423ffffffff,1.0,0.0,0.0
8481431ffffffff,5.0,0.0,1.0
84814a9ffffffff,6.0,0.0,0.0
84814adffffffff,1.0,0.0,0.0
84814d5ffffffff,15.0,0.0,0.0
84814d9ffffffff,2.0,0.0,0.0
84814e3ffffffff,6.0,0.0,0.0
84814e7ffffffff,20.0,0.0,1.0
848a049ffffffff,2.0,0.0,0.0
848a04bffffffff,2.0,0.0,0.0
848a051ffffffff,6.0,0.0,0.0
848a059ffffffff,1.0,0.0,1.0
848a05bffffffff,10.0,0.0,1.0
848a05dffffffff,10.0,0.0,6.0
848a069ffffffff,6.0,0.0,0.0
848a109ffffffff,8.0,0.0,0.0
848a155ffffffff,15.0,0.0,0.0
848a157ffffffff,2.0,0.0,1.0
848a213ffffffff,1.0,0.0,0.0
848a233ffffffff,5.0,0.0,0.0
848a249ffffffff,4.0,0.0,0.0
848a313ffffffff,14.0,0.0,0.0
848a317ffffffff,2.0,0.0,0.0
848a337ffffffff,4.0,0.0,0.0
848a459ffffffff,16.0,0.0,0.0
848a45bffffffff,8.0,0.0,0.0
848a45dffffffff,3.0,0.0,0.0
848a68bffffffff,2.0,0.0,0.0
848a699ffffffff,153.0,0.0,0.0
848a69dffffffff,5.0,0.0,0.0
848a6d1ffffffff,1.0,0.0,0.0
848a6d3ffffffff,3.0,0.0,0.0
848a6d7ffffffff,4.0,0.0,0.0
848a6d9ffffffff,5.0,0.0,0.0
848a6dbffffffff,36.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0
848a809ffffffff,3.0,0.0,1.0
848a81bffffffff,1.0,0.0,0.0
848a927ffffffff,8.0,0.0,0.0
848a9cdffffffff,7.0,0.0,0.0
848aa9dffffffff,13.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848aaddffffffff,3.0,0.0,0.0
848ad13ffffffff,4.0,0.0,0.0
848ade3ffffffff,2.0,0.0,0.0
848af09ffffffff,2.0,0.0,0.0
848af29ffffffff,16.0,0.0,0.0
848af2bffffffff,2.0,0.0,0.0
848af2dffffffff,20.0,0.0,0.0
848af61ffffffff,66.0,0.0,0.0
848af63ffffffff,124.0,0.0,7.0
848af67ffffffff,56.0,0.0,2.0
848af6bffffffff,12.0,0.0,1.0
848b01bffffffff,1.0,0.0,0.0
848b0a5ffffffff,2.0,0.0,0.0
848b119ffffffff,2.0,0.0,0.0
848b211ffffffff,3.0,0.0,0.0
848b213ffffffff,5.0,0.0,0.0
848b223ffffffff,8.0,0.0,0.0
848b2c5ffffffff,4.0,0.0,0.0
848b2c7ffffffff,2.0,0.0,0.0
848b2cdffffffff,2.0,0.0,0.0
848b2e9ffffffff,1.0,0.0,0.0
848b401ffffffff,8.0,0.0,0.0
848b40bffffffff,10.0,0.0,0.0
848b40dffffffff,8.0,0.0,2.0
848b429ffffffff,1.0,0.0,0.0
848b447ffffffff,11.0,0.0,0.0
848b44bffffffff,159.0,0.0,0.0
848b44dffffffff,79.0,0.0,0.0
848b459ffffffff,18.0,0.0,0.0
848b469ffffffff,6.0,0.0,0.0
848b46bffffffff,2.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,3.0,0.0,0.0
848b529ffffffff,4.0,0.0,0.0
848b563ffffffff,4.0,0.0,0.0
848b567ffffffff,8.0,0.0,0.0
848b56bffffffff,2.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0
848b5cdffffffff,28.0,0.0,3.0
848b5e9ffffffff,2.0,0.0,0.0
848b603ffffffff,2.0,0.0,0.0
848b617ffffffff,238.0,0.0,3.0
848b627ffffffff,24.0,0.0,0.0
848b633ffffffff,7.0,0.0,0.0
848b635ffffffff,2.0,0.0,0.0
848b637ffffffff,181.0,0.0,1.0
848b639ffffffff,14.0,0.0,0.0
848b63bffffffff,135.0,0.0,7.0
848b63dffffffff,2.0,0.0,0.0
848b683ffffffff,3.0,0.0,0.0
848b689ffffffff,2.0,0.0,0.0
848b691ffffffff,4.0,0.0,0.0
848b693ffffffff,6.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b69bffffffff,8.0,0.0,0.0
848b6c3ffffffff,9.0,0.0,0.0
848b6c7ffffffff,3.0,0.0,0.0
848b6cbffffffff,10.0,0.0,0.0
848b6cdffffffff,2.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0
848b6e5ffffffff,12.0,0.0,0.0
848b6e7ffffffff,21.0,0.0,0.0
848b6edffffffff,26.0,0.0,3.0
848b709ffffffff,95.0,0.0,9.0
848b713ffffffff,106.0,0.0,3.0
848b71bffffffff,15.0,0.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,2.0,0.0,0.0
848b747ffffffff,2.0,0.0,0.0
848b74bffffffff,5.0,0.0,0.0
848b751ffffffff,3.0,0.0,0.0
848b757ffffffff,2.0,0.0,2.0
848b75bffffffff,3.0,0.0,0.0
848b75dffffffff,2.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0
848b849ffffffff,101.0,0.0,1.0
848b881ffffffff,3.0,0.0,0.0
848b96dffffffff,1.0,0.0,1.0
848b999ffffffff,31.0,0.0,0.0
848b99dffffffff,42.0,0.0,3.0
848b9c9ffffffff,1.0,0.0,1.0
848b9d1ffffffff,11.0,0.0,0.0
848b9d5ffffffff,435.0,0.0,25.0
848b9d7ffffffff,2.0,0.0,0.0
848ba09ffffffff,16.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0
848e643ffffffff,23.0,0.0,3.0
848e649ffffffff,49.0,0.0,0.0
848e64bffffffff,4.0,0.0,0.0
848e651ffffffff,5.0,0.0,0.0
848e659ffffffff,2.0,0.0,0.0
848e65bffffffff,2.0,0.0,0.0
848e65dffffffff,3.0,0.0,0.0
848e66bffffffff,1.0,0.0,0.0
848e6c9ffffffff,3.0,0.0,0.0
848f0d9ffffffff,2.0,2.0,0.0
848f0dbffffffff,229.0,138.0,0.0
848f285ffffffff,4.0,4.0,0.0
848f289ffffffff,3.0,3.0,0.0
848f28dffffffff,9.0,0.0,0.0
848f291ffffffff,12.0,7.0,0.0
848f293ffffffff,2.0,0.0,0.0
848f295ffffffff,10.0,3.0,0.0
848f2a9ffffffff,80.0,49.0,0.0
848f2b3ffffffff,4.0,4.0,0.0
848f2b9ffffffff,20.0,7.0,0.0
848f2bbffffffff,36.0,18.0,0.0
848f2c1ffffffff,1.0,0.0,0.0
848f2c3ffffffff,9.0,8.0,0.0
848f2c9ffffffff,26.0,12.0,0.0
848f2cbffffffff,21.0,8.0,0.0
848f2cdffffffff,118.0,34.0,0.0
848f2e9ffffffff,2.0,0.0,0.0
848f401ffffffff,338.0,0.0,30.0
848f403ffffffff,2.0,0.0,0.0
848f40dffffffff,4.0,0.0,0.0
848f415ffffffff,1.0,0.0,0.0
848f429ffffffff,11.0,0.0,0.0
848f431ffffffff,6.0,0.0,0.0
848f435ffffffff,4.0,0.0,0.0
848f437ffffffff,1.0,0.0,1.0
848f439ffffffff,109.0,0.0,7.0
848f44bffffffff,6.0,0.0,0.0
848f461ffffffff,46.0,0.0,5.0
848f463ffffffff,297.0,0.0,35.0
848f465ffffffff,138.0,0.0,8.0
848f467ffffffff,20.0,0.0,0.0
848f46bffffffff,9.0,0.0,0.0
848f46dffffffff,4.0,0.0,0.0
848f485ffffffff,5.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0
848f4a1ffffffff,1.0,0.0,0.0
848f4a5ffffffff,13.0,0.0,0.0
848f4a7ffffffff,3.0,0.0,0.0
848f4abffffffff,4.0,0.0,0.0
848f4b3ffffffff,7.0,0.0,0.0
848f4c1ffffffff,1.0,0.0,0.0
848f5d7ffffffff,6.0,0.0,0.0
848f5ddffffffff,13.0,0.0,0.0
848f613ffffffff,3.0,0.0,0.0
848f619ffffffff,2.0,0.0,0.0
848f61bffffffff,11.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0
848f6b5ffffffff,1.0,0.0,0.0
848f705ffffffff,61.0,0.0,11.0
848f70dffffffff,9.0,0.0,7.0
848f71bffffffff,3.0,0.0,0.0
848f71dffffffff,2.0,0.0,0.0
848f721ffffffff,96.0,0.0,26.0
848f723ffffffff,2.0,0.0,0.0
848f727ffffffff,13.0,0.0,2.0
848f729ffffffff,370.0,0.0,81.0
848f72bffffffff,301.0,0.0,117.0
848f733ffffffff,75.0,0.0,11.0
848f737ffffffff,8.0,0.0,4.0
848f73dffffffff,5.0,0.0,1.0
848f741ffffffff,2.0,0.0,0.0
848f745ffffffff,41.0,0.0,2.0
848f74bffffffff,13.0,0.0,0.0
848f74dffffffff,38.0,0.0,2.0
848f763ffffffff,61.0,0.0,22.0
848f765ffffffff,9.0,5.0,0.0
848f76bffffffff,47.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0
84a8c97ffffffff,20.0,0.0,20.0
84b324bffffffff,16.0,0.0,0.0
84b3253ffffffff,5.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b325bffffffff,5.0,0.0,0.0
