cell_id,Vireo gilvus,Vireo gilvus gilvus,Vireo gilvus [swainsoni Group]
83260efffffffff,20.0,14.0,0.0
832611fffffffff,2.0,0.0,0.0
832612fffffffff,5.0,5.0,0.0
832619fffffffff,2.0,0.0,0.0
83261bfffffffff,6.0,4.0,0.0
832626fffffffff,2.0,0.0,0.0
83262bfffffffff,2.0,0.0,0.0
83262cfffffffff,2.0,0.0,0.0
83262dfffffffff,2.0,0.0,0.0
832633fffffffff,2.0,0.0,0.0
832640fffffffff,7.0,0.0,0.0
832641fffffffff,6.0,2.0,0.0
832642fffffffff,2.0,0.0,0.0
832643fffffffff,9.0,0.0,0.0
832646fffffffff,23.0,0.0,0.0
832648fffffffff,37.0,0.0,0.0
832649fffffffff,6.0,0.0,0.0
83264afffffffff,50.0,0.0,0.0
83264bfffffffff,10.0,0.0,0.0
83264cfffffffff,18.0,1.0,0.0
83264dfffffffff,47.0,3.0,0.0
83264efffffffff,17.0,0.0,0.0
832651fffffffff,3.0,0.0,0.0
832652fffffffff,1.0,0.0,0.0
832653fffffffff,12.0,1.0,0.0
832655fffffffff,3.0,0.0,0.0
832656fffffffff,22.0,1.0,0.0
832659fffffffff,54.0,1.0,0.0
83265afffffffff,2.0,2.0,0.0
83265bfffffffff,4.0,0.0,0.0
83265cfffffffff,2.0,0.0,0.0
83265dfffffffff,28.0,0.0,0.0
832662fffffffff,2.0,0.0,0.0
832663fffffffff,6.0,0.0,0.0
832664fffffffff,52.0,7.0,0.0
832665fffffffff,2.0,0.0,0.0
832666fffffffff,4.0,0.0,0.0
832668fffffffff,7.0,0.0,0.0
832669fffffffff,2.0,0.0,0.0
83266afffffffff,4.0,0.0,0.0
83266bfffffffff,4.0,0.0,0.0
83266cfffffffff,4.0,0.0,0.0
83266dfffffffff,3.0,0.0,0.0
832671fffffffff,3.0,0.0,0.0
832673fffffffff,2.0,0.0,0.0
832674fffffffff,2.0,1.0,0.0
832675fffffffff,1.0,1.0,0.0
832676fffffffff,2.0,0.0,0.0
832680fffffffff,27.0,0.0,7.0
832681fffffffff,125.0,43.0,19.0
832682fffffffff,2.0,0.0,0.0
832683fffffffff,25.0,0.0,12.0
832685fffffffff,13.0,0.0,0.0
832688fffffffff,36.0,3.0,19.0
832689fffffffff,6.0,0.0,0.0
83268afffffffff,2.0,0.0,2.0
83268bfffffffff,20.0,0.0,5.0
83268cfffffffff,43.0,3.0,6.0
83268dfffffffff,51.0,10.0,2.0
83268efffffffff,7.0,0.0,3.0
832690fffffffff,7.0,0.0,3.0
832691fffffffff,5.0,0.0,5.0
832692fffffffff,2.0,0.0,0.0
832694fffffffff,9.0,0.0,8.0
832695fffffffff,2.0,0.0,0.0
832696fffffffff,251.0,0.0,176.0
832698fffffffff,43.0,0.0,4.0
832699fffffffff,17.0,0.0,2.0
83269afffffffff,4.0,0.0,0.0
83269bfffffffff,2.0,0.0,2.0
83269cfffffffff,27.0,0.0,12.0
83269dfffffffff,36.0,0.0,10.0
83269efffffffff,12.0,0.0,2.0
8326a1fffffffff,4.0,0.0,2.0
8326a5fffffffff,2.0,0.0,2.0
8326a6fffffffff,4.0,0.0,4.0
8326a8fffffffff,70.0,58.0,2.0
8326a9fffffffff,35.0,28.0,4.0
8326aafffffffff,32.0,11.0,4.0
8326abfffffffff,12.0,6.0,0.0
8326acfffffffff,8.0,8.0,0.0
8326adfffffffff,3.0,0.0,0.0
8326aefffffffff,16.0,5.0,8.0
8326b0fffffffff,2.0,0.0,2.0
8326b5fffffffff,3.0,0.0,0.0
8326b6fffffffff,5.0,0.0,2.0
8326c1fffffffff,6.0,0.0,0.0
8326c3fffffffff,3.0,0.0,0.0
8326c4fffffffff,10.0,6.0,0.0
8326c8fffffffff,1.0,1.0,0.0
8326cafffffffff,2.0,0.0,0.0
8326cbfffffffff,1.0,1.0,0.0
8326d0fffffffff,2.0,0.0,0.0
8326d4fffffffff,20.0,15.0,4.0
8326defffffffff,7.0,0.0,0.0
8326e0fffffffff,3.0,0.0,0.0
8326e1fffffffff,3.0,1.0,0.0
8326e2fffffffff,9.0,2.0,0.0
8326e4fffffffff,9.0,0.0,0.0
8326e5fffffffff,15.0,6.0,0.0
8326e6fffffffff,2.0,0.0,0.0
8326e8fffffffff,5.0,0.0,0.0
8326eafffffffff,4.0,0.0,0.0
8326edfffffffff,1.0,0.0,0.0
8326f0fffffffff,3.0,3.0,0.0
8326f1fffffffff,42.0,41.0,0.0
8326f2fffffffff,53.0,44.0,0.0
8326f3fffffffff,5.0,5.0,0.0
8326f4fffffffff,6.0,6.0,0.0
8326f5fffffffff,6.0,6.0,0.0
8326f6fffffffff,2.0,0.0,0.0
832702fffffffff,18.0,0.0,0.0
832703fffffffff,3.0,0.0,0.0
83270afffffffff,2.0,2.0,0.0
83270bfffffffff,4.0,4.0,0.0
832710fffffffff,2.0,2.0,0.0
832711fffffffff,2.0,0.0,0.0
832715fffffffff,2.0,0.0,0.0
83271bfffffffff,2.0,0.0,0.0
83271dfffffffff,14.0,2.0,0.0
832741fffffffff,7.0,2.0,0.0
832744fffffffff,26.0,2.0,0.0
832746fffffffff,32.0,0.0,0.0
832748fffffffff,205.0,0.0,0.0
832749fffffffff,47.0,0.0,0.0
83274afffffffff,6.0,0.0,0.0
83274bfffffffff,16.0,5.0,0.0
83274cfffffffff,13.0,0.0,0.0
83274dfffffffff,88.0,0.0,0.0
83274efffffffff,12.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0
832754fffffffff,6.0,0.0,0.0
832756fffffffff,17.0,1.0,0.0
832758fffffffff,15.0,0.0,0.0
832759fffffffff,27.0,4.0,0.0
83275afffffffff,3.0,0.0,0.0
83275bfffffffff,2.0,0.0,0.0
83275cfffffffff,10.0,0.0,0.0
83275dfffffffff,9.0,0.0,0.0
83275efffffffff,7.0,0.0,0.0
832763fffffffff,6.0,0.0,0.0
83276afffffffff,16.0,1.0,0.0
83276bfffffffff,32.0,2.0,0.0
83276dfffffffff,2.0,0.0,0.0
832771fffffffff,2.0,0.0,0.0
832780fffffffff,19.0,12.0,0.0
832786fffffffff,9.0,0.0,0.0
83278dfffffffff,2.0,2.0,0.0
83278efffffffff,2.0,2.0,0.0
832792fffffffff,26.0,0.0,20.0
832795fffffffff,18.0,0.0,17.0
832796fffffffff,2.0,0.0,0.0
832798fffffffff,4.0,0.0,4.0
83279afffffffff,4.0,0.0,4.0
83279bfffffffff,10.0,0.0,10.0
83279cfffffffff,7.0,7.0,0.0
83279efffffffff,6.0,2.0,4.0
8327a0fffffffff,1.0,0.0,0.0
8327a1fffffffff,6.0,0.0,0.0
8327a2fffffffff,1.0,0.0,0.0
8327a4fffffffff,2.0,0.0,0.0
8327a6fffffffff,2.0,0.0,0.0
8327aafffffffff,1.0,0.0,0.0
8327adfffffffff,4.0,2.0,0.0
8327aefffffffff,12.0,0.0,0.0
8327b0fffffffff,2.0,2.0,0.0
8327b2fffffffff,13.0,8.0,5.0
8327b6fffffffff,1.0,1.0,0.0
832800fffffffff,2.0,0.0,0.0
832802fffffffff,6.0,0.0,2.0
832806fffffffff,24.0,0.0,13.0
832810fffffffff,15.0,0.0,1.0
832811fffffffff,15.0,0.0,1.0
832812fffffffff,11.0,0.0,7.0
832813fffffffff,6.0,0.0,0.0
832814fffffffff,21.0,0.0,9.0
832815fffffffff,84.0,0.0,0.0
832818fffffffff,6.0,0.0,0.0
832819fffffffff,2.0,0.0,0.0
83281afffffffff,2.0,0.0,0.0
83281bfffffffff,21.0,0.0,7.0
83281cfffffffff,4.0,0.0,0.0
83281dfffffffff,5.0,0.0,0.0
83281efffffffff,83.0,0.0,38.0
832830fffffffff,301.0,0.0,32.0
832831fffffffff,6.0,0.0,5.0
832832fffffffff,71.0,0.0,24.0
832833fffffffff,18.0,0.0,2.0
832834fffffffff,104.0,0.0,23.0
832835fffffffff,41.0,5.0,2.0
832836fffffffff,357.0,0.0,29.0
832881fffffffff,6.0,0.0,2.0
832884fffffffff,107.0,0.0,0.0
832885fffffffff,2.0,0.0,2.0
832886fffffffff,1.0,0.0,0.0
832888fffffffff,8.0,0.0,0.0
832889fffffffff,3.0,0.0,0.0
83288afffffffff,6.0,0.0,2.0
83288cfffffffff,2.0,0.0,2.0
83288efffffffff,1.0,0.0,0.0
832890fffffffff,25.0,0.0,19.0
832891fffffffff,2.0,0.0,0.0
832892fffffffff,28.0,0.0,6.0
832893fffffffff,5.0,0.0,3.0
832894fffffffff,8.0,0.0,0.0
832896fffffffff,2.0,0.0,2.0
832898fffffffff,30.0,0.0,16.0
832899fffffffff,2.0,0.0,0.0
83289afffffffff,8.0,0.0,4.0
83289bfffffffff,3.0,0.0,3.0
83289efffffffff,3.0,0.0,1.0
8328a1fffffffff,5.0,0.0,3.0
8328a9fffffffff,2.0,0.0,2.0
8328aafffffffff,6.0,0.0,6.0
8328aefffffffff,9.0,0.0,6.0
8328b0fffffffff,8.0,0.0,0.0
8328b2fffffffff,20.0,0.0,16.0
8328b6fffffffff,8.0,0.0,0.0
8328c6fffffffff,9.0,0.0,0.0
8328d0fffffffff,2.0,0.0,0.0
8328d1fffffffff,31.0,0.0,8.0
8328d2fffffffff,5.0,0.0,4.0
8328d3fffffffff,7.0,0.0,2.0
8328d4fffffffff,5.0,0.0,2.0
8328d5fffffffff,40.0,0.0,6.0
8328d8fffffffff,3.0,0.0,3.0
8328d9fffffffff,4.0,0.0,0.0
8328dafffffffff,2.0,0.0,2.0
8328dcfffffffff,13.0,0.0,2.0
8328ddfffffffff,2.0,0.0,0.0
8328defffffffff,25.0,0.0,3.0
8328f0fffffffff,61.0,0.0,4.0
8328f1fffffffff,10.0,0.0,5.0
8328f3fffffffff,2.0,0.0,1.0
8328f4fffffffff,15.0,0.0,2.0
8328f5fffffffff,12.0,0.0,10.0
8328f6fffffffff,3.0,0.0,0.0
832912fffffffff,32.0,0.0,7.0
832913fffffffff,2.0,0.0,0.0
832916fffffffff,4.0,0.0,4.0
83291afffffffff,32.0,0.0,19.0
832981fffffffff,15.0,0.0,0.0
832984fffffffff,12.0,0.0,0.0
832985fffffffff,13.0,0.0,0.0
832986fffffffff,4.0,0.0,0.0
832989fffffffff,14.0,0.0,4.0
83298cfffffffff,11.0,0.0,6.0
83298dfffffffff,25.0,0.0,25.0
832990fffffffff,6.0,0.0,4.0
832992fffffffff,4.0,0.0,0.0
832993fffffffff,2.0,0.0,0.0
832994fffffffff,3.0,0.0,3.0
832995fffffffff,6.0,0.0,0.0
8329a0fffffffff,57.0,0.0,8.0
8329a1fffffffff,51.0,0.0,3.0
8329a2fffffffff,7.0,0.0,0.0
8329a3fffffffff,3.0,0.0,3.0
8329a4fffffffff,133.0,0.0,0.0
8329a5fffffffff,89.0,0.0,2.0
8329a6fffffffff,42.0,0.0,8.0
8329a8fffffffff,2.0,0.0,0.0
8329a9fffffffff,28.0,7.0,1.0
8329aafffffffff,4.0,0.0,4.0
8329abfffffffff,1.0,0.0,1.0
8329acfffffffff,13.0,0.0,3.0
8329adfffffffff,14.0,0.0,0.0
8329aefffffffff,22.0,0.0,11.0
8329b0fffffffff,17.0,0.0,0.0
8329b1fffffffff,5.0,0.0,0.0
8329b2fffffffff,16.0,0.0,0.0
8329b5fffffffff,56.0,0.0,2.0
8329b6fffffffff,38.0,0.0,7.0
832a06fffffffff,19.0,2.0,0.0
832a10fffffffff,314.0,53.0,0.0
832a12fffffffff,640.0,51.0,0.0
832a13fffffffff,911.0,54.0,0.0
832a14fffffffff,39.0,0.0,0.0
832a15fffffffff,8.0,1.0,0.0
832a16fffffffff,42.0,6.0,0.0
832a30fffffffff,103.0,7.0,0.0
832a31fffffffff,54.0,6.0,0.0
832a32fffffffff,33.0,10.0,0.0
832a33fffffffff,53.0,12.0,0.0
832a34fffffffff,47.0,26.0,0.0
832a36fffffffff,40.0,9.0,0.0
832a80fffffffff,2.0,2.0,0.0
832a81fffffffff,3.0,1.0,0.0
832a82fffffffff,1.0,0.0,0.0
832a84fffffffff,15.0,3.0,0.0
832a85fffffffff,27.0,11.0,0.0
832a88fffffffff,13.0,0.0,0.0
832a89fffffffff,55.0,4.0,0.0
832a8afffffffff,7.0,4.0,0.0
832a8bfffffffff,81.0,4.0,0.0
832a8cfffffffff,13.0,3.0,0.0
832a8dfffffffff,16.0,0.0,0.0
832a8efffffffff,9.0,0.0,0.0
832a90fffffffff,4.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0
832a92fffffffff,3.0,3.0,0.0
832a93fffffffff,2.0,0.0,0.0
832a94fffffffff,18.0,18.0,0.0
832a95fffffffff,8.0,1.0,0.0
832a99fffffffff,12.0,0.0,0.0
832a9bfffffffff,18.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0
832a9efffffffff,2.0,2.0,0.0
832aa0fffffffff,4.0,0.0,0.0
832aa1fffffffff,26.0,0.0,0.0
832aa2fffffffff,10.0,0.0,0.0
832aa3fffffffff,17.0,0.0,0.0
832aa4fffffffff,94.0,59.0,0.0
832aa5fffffffff,8.0,2.0,0.0
832aa6fffffffff,7.0,1.0,0.0
832aa8fffffffff,117.0,12.0,0.0
832aa9fffffffff,53.0,2.0,0.0
832aaafffffffff,63.0,4.0,0.0
832aabfffffffff,3.0,2.0,0.0
832aacfffffffff,1219.0,91.0,0.0
832aadfffffffff,85.0,13.0,7.0
832aaefffffffff,59.0,2.0,0.0
832ab0fffffffff,5.0,0.0,0.0
832ab1fffffffff,5.0,2.0,0.0
832ab2fffffffff,344.0,25.0,0.0
832ab3fffffffff,9.0,2.0,0.0
832ab4fffffffff,19.0,5.0,0.0
832ab5fffffffff,267.0,231.0,0.0
832ab6fffffffff,18.0,0.0,0.0
832ad6fffffffff,4.0,0.0,0.0
832af0fffffffff,46.0,6.0,0.0
832af2fffffffff,3.0,0.0,0.0
832af3fffffffff,6.0,0.0,0.0
832af6fffffffff,51.0,3.0,0.0
832b00fffffffff,3.0,0.0,0.0
832b01fffffffff,2.0,0.0,0.0
832b02fffffffff,9.0,0.0,0.0
832b03fffffffff,29.0,0.0,0.0
832b05fffffffff,5.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0
832b0afffffffff,58.0,2.0,3.0
832b0cfffffffff,33.0,1.0,0.0
832b0efffffffff,2.0,0.0,0.0
832b10fffffffff,26.0,0.0,0.0
832b11fffffffff,3.0,0.0,0.0
832b12fffffffff,36.0,0.0,0.0
832b14fffffffff,4.0,0.0,0.0
832b16fffffffff,156.0,0.0,0.0
832b18fffffffff,2.0,0.0,0.0
832b19fffffffff,22.0,0.0,0.0
832b1afffffffff,30.0,29.0,0.0
832b1cfffffffff,4.0,0.0,0.0
832b1dfffffffff,6.0,0.0,0.0
832b29fffffffff,5.0,0.0,0.0
832b2afffffffff,6.0,0.0,0.0
832b2cfffffffff,1.0,1.0,0.0
832b30fffffffff,4.0,0.0,0.0
832b31fffffffff,3.0,0.0,0.0
832b81fffffffff,15.0,0.0,0.0
832b82fffffffff,3.0,2.0,0.0
832b83fffffffff,25.0,3.0,0.0
832b85fffffffff,2.0,0.0,0.0
832b88fffffffff,6.0,0.0,0.0
832b89fffffffff,49.0,2.0,0.0
832b8afffffffff,8.0,3.0,0.0
832b8bfffffffff,8.0,0.0,0.0
832b8cfffffffff,15.0,0.0,0.0
832b8dfffffffff,55.0,2.0,0.0
832b8efffffffff,10.0,0.0,0.0
832b90fffffffff,14.0,0.0,0.0
832b91fffffffff,19.0,4.0,0.0
832b93fffffffff,12.0,3.0,0.0
832b94fffffffff,1.0,0.0,0.0
832b98fffffffff,93.0,11.0,0.0
832b99fffffffff,18.0,6.0,0.0
832b9afffffffff,2.0,0.0,0.0
832b9bfffffffff,86.0,7.0,0.0
832b9cfffffffff,33.0,2.0,0.0
832b9dfffffffff,75.0,13.0,0.0
832b9efffffffff,6.0,0.0,0.0
832ba0fffffffff,13.0,0.0,0.0
832ba5fffffffff,7.0,0.0,0.0
832ba8fffffffff,46.0,2.0,0.0
832ba9fffffffff,3.0,0.0,0.0
832baafffffffff,211.0,19.0,0.0
832babfffffffff,29.0,7.0,0.0
832bacfffffffff,9.0,0.0,0.0
832badfffffffff,2.0,0.0,0.0
832baefffffffff,5.0,2.0,0.0
834413fffffffff,29.0,0.0,0.0
834414fffffffff,2.0,0.0,0.0
834416fffffffff,4.0,0.0,0.0
83441afffffffff,4.0,0.0,0.0
83441efffffffff,62.0,2.0,0.0
834432fffffffff,1.0,0.0,0.0
834440fffffffff,36.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,2.0,0.0,0.0
834445fffffffff,7.0,0.0,0.0
834446fffffffff,2.0,0.0,0.0
83444afffffffff,2.0,0.0,0.0
83444cfffffffff,15.0,0.0,0.0
83444efffffffff,1.0,0.0,0.0
834450fffffffff,57.0,2.0,0.0
834455fffffffff,3.0,0.0,0.0
834456fffffffff,4.0,0.0,0.0
83445afffffffff,1.0,0.0,0.0
83445bfffffffff,5.0,0.0,0.0
834463fffffffff,4.0,0.0,0.0
834468fffffffff,3.0,0.0,0.0
83446afffffffff,2.0,0.0,0.0
83446cfffffffff,25.0,4.0,0.0
83446dfffffffff,4.0,0.0,0.0
83446efffffffff,45.0,2.0,0.0
834473fffffffff,39.0,0.0,0.0
834486fffffffff,3.0,1.0,0.0
8344a1fffffffff,42.0,1.0,4.0
8344a5fffffffff,4.0,0.0,0.0
8344a8fffffffff,5.0,0.0,0.0
8344a9fffffffff,2.0,0.0,0.0
8344b5fffffffff,3.0,0.0,0.0
8344c0fffffffff,2.0,0.0,0.0
8344c1fffffffff,9.0,0.0,0.0
8344c2fffffffff,2.0,0.0,0.0
8344c3fffffffff,12.0,5.0,0.0
8344c9fffffffff,4.0,0.0,0.0
8344cafffffffff,6.0,0.0,0.0
8344ccfffffffff,13.0,0.0,0.0
8344cdfffffffff,5.0,0.0,0.0
8344d0fffffffff,21.0,0.0,0.0
8344d1fffffffff,1.0,0.0,0.0
8344d3fffffffff,2.0,0.0,0.0
8344d8fffffffff,6.0,0.0,0.0
8344d9fffffffff,11.0,0.0,0.0
8344dafffffffff,4.0,0.0,0.0
8344dbfffffffff,15.0,0.0,0.0
8344ddfffffffff,2.0,0.0,0.0
8344e0fffffffff,2.0,0.0,0.0
8344e4fffffffff,4.0,0.0,0.0
8344e5fffffffff,2.0,0.0,0.0
8344e6fffffffff,3.0,0.0,0.0
8344e8fffffffff,11.0,2.0,0.0
8344ecfffffffff,2.0,0.0,0.0
8344eefffffffff,6.0,0.0,0.0
8344f0fffffffff,2.0,0.0,0.0
8344f3fffffffff,16.0,0.0,0.0
8344f4fffffffff,14.0,0.0,0.0
83451bfffffffff,2.0,0.0,0.0
834520fffffffff,2.0,0.0,0.0
834522fffffffff,7.0,0.0,0.0
834524fffffffff,4.0,0.0,0.0
834526fffffffff,10.0,0.0,0.0
834528fffffffff,5.0,0.0,0.0
83452efffffffff,7.0,0.0,0.0
834535fffffffff,2.0,0.0,0.0
834569fffffffff,1.0,0.0,0.0
834805fffffffff,5.0,0.0,0.0
83480afffffffff,2.0,0.0,2.0
834823fffffffff,3.0,0.0,1.0
83482efffffffff,5.0,0.0,2.0
834833fffffffff,6.0,0.0,0.0
834836fffffffff,24.0,0.0,23.0
834842fffffffff,1.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0
834846fffffffff,7.0,0.0,0.0
83484afffffffff,20.0,0.0,0.0
834859fffffffff,5.0,0.0,1.0
83485bfffffffff,38.0,0.0,2.0
83485cfffffffff,2.0,0.0,0.0
83485dfffffffff,8.0,0.0,1.0
834871fffffffff,3.0,0.0,0.0
834873fffffffff,7.0,0.0,0.0
834882fffffffff,3.0,0.0,0.0
834883fffffffff,2.0,0.0,0.0
834886fffffffff,2.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0
834890fffffffff,2.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0
834892fffffffff,3.0,0.0,0.0
834893fffffffff,2.0,0.0,0.0
834895fffffffff,12.0,0.0,0.0
834898fffffffff,6.0,1.0,0.0
834899fffffffff,1.0,0.0,0.0
83489cfffffffff,2.0,0.0,0.0
83489dfffffffff,7.0,0.0,0.0
83489efffffffff,17.0,0.0,0.0
8348a2fffffffff,1.0,0.0,0.0
8348abfffffffff,11.0,0.0,4.0
8348b1fffffffff,9.0,0.0,0.0
8348b2fffffffff,38.0,1.0,0.0
8348b3fffffffff,39.0,0.0,0.0
8348c0fffffffff,8.0,0.0,0.0
8348c1fffffffff,6.0,0.0,0.0
8348c3fffffffff,4.0,0.0,0.0
8348c5fffffffff,4.0,0.0,0.0
8348c6fffffffff,14.0,0.0,1.0
8348c8fffffffff,3.0,0.0,0.0
8348c9fffffffff,1.0,0.0,0.0
8348cdfffffffff,7.0,0.0,1.0
8348d0fffffffff,11.0,0.0,0.0
8348d1fffffffff,8.0,0.0,0.0
8348d2fffffffff,1.0,0.0,0.0
8348d3fffffffff,8.0,0.0,0.0
8348d4fffffffff,12.0,0.0,8.0
8348d8fffffffff,43.0,0.0,7.0
8348dafffffffff,18.0,0.0,0.0
8348dbfffffffff,2.0,0.0,2.0
8348dcfffffffff,4.0,0.0,0.0
8348e3fffffffff,2.0,0.0,0.0
8348e8fffffffff,78.0,0.0,23.0
8348e9fffffffff,17.0,0.0,0.0
8348eafffffffff,11.0,0.0,2.0
8348ebfffffffff,51.0,0.0,6.0
8348ecfffffffff,76.0,0.0,22.0
8348edfffffffff,3.0,0.0,0.0
8348eefffffffff,21.0,1.0,0.0
8348f2fffffffff,4.0,0.0,2.0
8348f6fffffffff,1.0,0.0,0.0
834980fffffffff,2.0,0.0,0.0
834982fffffffff,9.0,0.0,0.0
834983fffffffff,6.0,0.0,0.0
834985fffffffff,4.0,0.0,4.0
834986fffffffff,34.0,0.0,26.0
83498cfffffffff,2.0,0.0,0.0
834990fffffffff,3.0,3.0,0.0
834994fffffffff,2.0,0.0,0.0
834995fffffffff,35.0,4.0,6.0
834996fffffffff,23.0,2.0,0.0
834998fffffffff,21.0,0.0,0.0
83499bfffffffff,2.0,0.0,0.0
8349a2fffffffff,13.0,2.0,11.0
8349a3fffffffff,4.0,0.0,4.0
8349a8fffffffff,17.0,0.0,14.0
8349a9fffffffff,44.0,0.0,44.0
8349aafffffffff,6.0,0.0,6.0
8349b0fffffffff,1.0,0.0,1.0
8349b1fffffffff,6.0,0.0,6.0
8349b2fffffffff,1.0,0.0,0.0
8349b3fffffffff,31.0,0.0,24.0
8349b5fffffffff,13.0,7.0,6.0
8349b6fffffffff,2.0,0.0,0.0
834cc5fffffffff,5.0,0.0,0.0
8366a5fffffffff,1.0,0.0,0.0
8366a6fffffffff,2.0,0.0,0.0
8366b4fffffffff,11.0,0.0,0.0
8366b5fffffffff,3.0,0.0,0.0
836793fffffffff,2.0,0.0,0.0
83679bfffffffff,3.0,0.0,0.0
836d04fffffffff,1.0,0.0,0.0
836d05fffffffff,6.0,0.0,0.0
836d15fffffffff,12.0,11.0,1.0
836d23fffffffff,12.0,1.0,0.0
836d28fffffffff,13.0,0.0,0.0
836d29fffffffff,17.0,0.0,0.0
836d2afffffffff,6.0,0.0,0.0
836d2bfffffffff,44.0,0.0,0.0
836d2dfffffffff,10.0,0.0,0.0
836d30fffffffff,9.0,3.0,0.0
836d31fffffffff,2.0,0.0,0.0
836d32fffffffff,42.0,1.0,41.0
836d33fffffffff,23.0,6.0,14.0
836d34fffffffff,10.0,0.0,0.0
836d35fffffffff,4.0,4.0,0.0
836d60fffffffff,4.0,0.0,0.0
836d64fffffffff,56.0,0.0,0.0
836d65fffffffff,1.0,0.0,0.0
836d66fffffffff,28.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0
836d69fffffffff,58.0,0.0,0.0
836d6bfffffffff,1.0,0.0,0.0
836d6cfffffffff,2.0,0.0,0.0
836d6dfffffffff,2.0,0.0,0.0
836d74fffffffff,3.0,0.0,0.0
