cell_id,Geotrygon montana,Geotrygon montana montana,Geotrygon montana martinica
83a8a1fffffffff,121.0,1.0,0.0
83a8a2fffffffff,86.0,0.0,0.0
83a8a3fffffffff,20.0,0.0,0.0
83a8a5fffffffff,34.0,0.0,0.0
83a8aafffffffff,2.0,0.0,0.0
83a8acfffffffff,5.0,0.0,0.0
83a8aefffffffff,2.0,0.0,0.0
83a8b1fffffffff,3.0,0.0,0.0
83a908fffffffff,2.0,0.0,0.0
83a90efffffffff,5.0,0.0,0.0
83a918fffffffff,4.0,0.0,0.0
83a919fffffffff,15.0,0.0,0.0
83a91bfffffffff,30.0,0.0,0.0
83a91dfffffffff,39.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0
83a942fffffffff,25.0,0.0,0.0
83a943fffffffff,118.0,0.0,0.0
83a946fffffffff,14.0,0.0,0.0
83a950fffffffff,100.0,0.0,0.0
83a951fffffffff,4.0,0.0,0.0
83a952fffffffff,67.0,0.0,0.0
83a953fffffffff,235.0,0.0,0.0
83a955fffffffff,26.0,0.0,0.0
83a95afffffffff,5.0,0.0,0.0
83a95cfffffffff,62.0,0.0,0.0
83a95efffffffff,4.0,0.0,0.0
83b324fffffffff,5.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0
