cell_id,Anthracothorax nigricollis,Anthracothorax nigricollis nigricollis,Anthracothorax nigricollis iridescens
828f4ffffffffff,59.0,0.0,0.0
828f5ffffffffff,32.0,0.0,0.0
828f67fffffffff,139.0,0.0,0.0
828f6ffffffffff,78.0,0.0,0.0
828f77fffffffff,28.0,0.0,0.0
82a597fffffffff,75.0,0.0,0.0
82a807fffffffff,237.0,0.0,0.0
82a80ffffffffff,7.0,0.0,0.0
82a817fffffffff,1115.0,0.0,0.0
82a81ffffffffff,245.0,0.0,0.0
82a827fffffffff,3.0,0.0,0.0
82a82ffffffffff,37.0,0.0,0.0
82a837fffffffff,211.0,0.0,0.0
82a847fffffffff,81.0,0.0,0.0
82a84ffffffffff,2.0,0.0,0.0
82a857fffffffff,41.0,0.0,0.0
82a85ffffffffff,167.0,0.0,0.0
82a867fffffffff,6.0,0.0,0.0
82a86ffffffffff,11.0,0.0,0.0
82a877fffffffff,18.0,0.0,0.0
82a887fffffffff,11.0,0.0,0.0
82a88ffffffffff,29.0,0.0,0.0
82a897fffffffff,36.0,0.0,0.0
82a8a7fffffffff,353.0,0.0,0.0
82a8affffffffff,17.0,0.0,0.0
82a8b7fffffffff,8.0,0.0,0.0
82a8c7fffffffff,91.0,0.0,0.0
82a8cffffffffff,9.0,0.0,0.0
82a8d7fffffffff,52.0,0.0,0.0
82a8dffffffffff,27.0,0.0,0.0
82a8effffffffff,2.0,0.0,0.0
82a8f7fffffffff,15.0,0.0,0.0
82a907fffffffff,2.0,0.0,0.0
82a90ffffffffff,14.0,0.0,0.0
82a91ffffffffff,44.0,0.0,0.0
82a92ffffffffff,1.0,0.0,0.0
82a947fffffffff,181.0,0.0,0.0
82a94ffffffffff,70.0,0.0,0.0
82a957fffffffff,604.0,0.0,0.0
82a95ffffffffff,49.0,0.0,0.0
82a967fffffffff,2.0,0.0,0.0
82a977fffffffff,14.0,0.0,0.0
82b36ffffffffff,6.0,0.0,0.0
