cell_id,Dendrocolaptes certhia,Dendrocolaptes certhia radiolatus,Dendrocolaptes certhia certhia,Dendrocolaptes certhia juruanus/polyzonus,Dendrocolaptes certhia concolor,Dendrocolaptes certhia ridgwayi,Dendrocolaptes certhia retentus,Dendrocolaptes certhia medius
83815cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
83815dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
83815efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
838163fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
838a00fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
838a05fffffffff,23.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0
838a10fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a14fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a15fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a1afffffffff,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
838a21fffffffff,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
838a23fffffffff,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
838a31fffffffff,28.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0
838a33fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a35fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
838a45fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838a63fffffffff,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838a68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a69fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a6dfffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a73fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a80fffffffff,25.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0
838a81fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a82fffffffff,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
838a90fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a92fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
838a9cfffffffff,37.0,0.0,3.0,0.0,1.0,13.0,0.0,0.0
838aa8fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa9fffffffff,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
838aaafffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aabfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aacfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ab2fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
838ac4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ad1fffffffff,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838adbfffffffff,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
838ae5fffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838af0fffffffff,48.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
838af1fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838af2fffffffff,83.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
838af4fffffffff,15.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0
838af6fffffffff,388.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
838b12fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
838b22fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b40fffffffff,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
838b42fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b44fffffffff,98.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
838b45fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b46fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b4efffffffff,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
838b51fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
838b56fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
838b5cfffffffff,28.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
838b61fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b62fffffffff,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838b63fffffffff,74.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
838b69fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b70fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b71fffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b74fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b76fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b96fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b99fffffffff,55.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
838b9dfffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f41fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f44fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f61fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f63fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f65fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6bfffffffff,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
838f71fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
