cell_id,Limosa lapponica,Limosa lapponica [lapponica Group],Limosa lapponica [baueri Group]
83bb56fffffffff,199.0,0.0,0.0
83bb58fffffffff,15.0,0.0,0.0
83bb5efffffffff,9.0,0.0,0.0
83bb72fffffffff,2.0,0.0,0.0
83bb74fffffffff,331.0,0.0,0.0
83bb76fffffffff,62.0,0.0,0.0
83bc09fffffffff,2.0,0.0,0.0
83bc1bfffffffff,12.0,7.0,0.0
83bc44fffffffff,5.0,0.0,0.0
83bc49fffffffff,2.0,0.0,0.0
83bc68fffffffff,8.0,4.0,0.0
83bc69fffffffff,2.0,0.0,0.0
83bc71fffffffff,18.0,0.0,0.0
83bc73fffffffff,7.0,0.0,0.0
83bc89fffffffff,5.0,0.0,0.0
83bc9bfffffffff,2.0,0.0,0.0
83bcf6fffffffff,33.0,6.0,0.0
83be08fffffffff,412.0,0.0,20.0
83be0cfffffffff,1385.0,0.0,87.0
83be0dfffffffff,71.0,0.0,2.0
83be0efffffffff,202.0,0.0,14.0
83be18fffffffff,392.0,0.0,31.0
83be1afffffffff,85.0,0.0,3.0
83be1dfffffffff,481.0,0.0,22.0
83be29fffffffff,70.0,0.0,4.0
83be49fffffffff,40.0,0.0,0.0
83be60fffffffff,139.0,0.0,16.0
83be63fffffffff,915.0,0.0,78.0
83be66fffffffff,170.0,0.0,16.0
83be68fffffffff,23.0,0.0,11.0
83be69fffffffff,13.0,0.0,0.0
83be6efffffffff,16.0,0.0,0.0
83be74fffffffff,287.0,0.0,22.0
83be75fffffffff,20.0,0.0,7.0
83be76fffffffff,117.0,0.0,8.0
83be88fffffffff,198.0,0.0,14.0
83be8afffffffff,3.0,0.0,0.0
83be8bfffffffff,291.0,0.0,18.0
83be8dfffffffff,2416.0,0.0,279.0
83bea9fffffffff,270.0,0.0,124.0
83beabfffffffff,113.0,0.0,15.0
83bf49fffffffff,2.0,0.0,0.0
83bf4afffffffff,16.0,0.0,0.0
83bf4bfffffffff,23.0,0.0,0.0
83bf4cfffffffff,195.0,0.0,0.0
83bf4dfffffffff,5.0,0.0,0.0
83bf4efffffffff,44.0,0.0,0.0
83bf59fffffffff,4.0,0.0,0.0
83bf6bfffffffff,10.0,0.0,0.0
83bf8bfffffffff,97.0,0.0,24.0
83c986fffffffff,42.0,0.0,0.0
83c991fffffffff,51.0,0.0,4.0
83c993fffffffff,154.0,0.0,5.0
83c99cfffffffff,2.0,0.0,0.0
83d44dfffffffff,3.0,0.0,0.0
83d892fffffffff,2.0,0.0,0.0
83d896fffffffff,22.0,0.0,0.0
83d8b6fffffffff,2.0,0.0,0.0
83da81fffffffff,10.0,0.0,0.0
83da83fffffffff,2.0,0.0,0.0
83da84fffffffff,244.0,0.0,0.0
83da85fffffffff,68.0,0.0,0.0
83da86fffffffff,37.0,0.0,0.0
83da90fffffffff,10.0,0.0,0.0
83da91fffffffff,27.0,0.0,0.0
83da92fffffffff,23.0,0.0,0.0
83da94fffffffff,335.0,0.0,0.0
83da96fffffffff,18.0,0.0,0.0
83da9cfffffffff,1.0,0.0,0.0
83daaafffffffff,550.0,0.0,0.0
83dab3fffffffff,246.0,0.0,0.0
