cell_id,Plectropterus gambensis,Plectropterus gambensis gambensis,Plectropterus gambensis niger
839751fffffffff,642.0,8.0,24.0
839753fffffffff,2.0,1.0,0.0
839754fffffffff,34.0,0.0,0.0
839755fffffffff,12.0,0.0,0.0
83975cfffffffff,196.0,0.0,14.0
83975dfffffffff,54.0,0.0,10.0
83975efffffffff,20.0,3.0,1.0
839764fffffffff,2.0,0.0,0.0
839772fffffffff,7.0,0.0,0.0
83978dfffffffff,2.0,0.0,0.0
8397a8fffffffff,15.0,0.0,0.0
8397aafffffffff,69.0,7.0,0.0
8397acfffffffff,2.0,0.0,0.0
83ac96fffffffff,9.0,0.0,0.0
83aca2fffffffff,5.0,0.0,0.0
83ad12fffffffff,2.0,0.0,0.0
83ad32fffffffff,196.0,0.0,47.0
83ad36fffffffff,960.0,0.0,240.0
83ada2fffffffff,9.0,0.0,3.0
83ada3fffffffff,5.0,0.0,0.0
83ada4fffffffff,11.0,0.0,0.0
83ada8fffffffff,4.0,0.0,0.0
83adacfffffffff,2.0,0.0,2.0
83adaefffffffff,5.0,0.0,0.0
83adb5fffffffff,2.0,0.0,1.0
83bc09fffffffff,4.0,0.0,0.0
83bc0bfffffffff,2.0,0.0,2.0
83bc19fffffffff,25.0,0.0,4.0
83bc1bfffffffff,63.0,0.0,12.0
83bc41fffffffff,11.0,0.0,8.0
83bc43fffffffff,4.0,0.0,0.0
83bc44fffffffff,17.0,0.0,5.0
83bc45fffffffff,38.0,0.0,5.0
83bc46fffffffff,12.0,0.0,2.0
83bc48fffffffff,15.0,0.0,4.0
83bc49fffffffff,24.0,0.0,3.0
83bc4bfffffffff,25.0,0.0,12.0
83bc4cfffffffff,4.0,0.0,0.0
83bc4dfffffffff,104.0,0.0,23.0
83bc50fffffffff,2.0,0.0,0.0
83bc51fffffffff,2.0,0.0,2.0
83bc52fffffffff,1.0,0.0,0.0
83bc54fffffffff,2.0,0.0,0.0
83bc55fffffffff,4.0,0.0,0.0
83bc5efffffffff,7.0,0.0,0.0
83bc68fffffffff,239.0,0.0,46.0
83bc69fffffffff,62.0,0.0,7.0
83bc6afffffffff,183.0,0.0,34.0
83bc6bfffffffff,207.0,0.0,29.0
83bc71fffffffff,20.0,0.0,0.0
83bc73fffffffff,16.0,0.0,2.0
83bc89fffffffff,45.0,0.0,0.0
83bc8bfffffffff,3.0,0.0,0.0
83bc99fffffffff,5.0,0.0,0.0
83bcc0fffffffff,9.0,0.0,7.0
83bcc1fffffffff,6.0,0.0,4.0
83bcc2fffffffff,322.0,0.0,47.0
83bcc3fffffffff,148.0,0.0,23.0
83bcc4fffffffff,30.0,0.0,5.0
83bcc6fffffffff,314.0,0.0,63.0
83bccafffffffff,30.0,0.0,0.0
83bcccfffffffff,12.0,0.0,0.0
83bccefffffffff,2.0,0.0,2.0
83bcd0fffffffff,24.0,0.0,10.0
83bcd1fffffffff,81.0,0.0,10.0
83bcd2fffffffff,176.0,0.0,34.0
83bcd3fffffffff,2.0,0.0,1.0
83bcd4fffffffff,65.0,0.0,0.0
83bcd5fffffffff,66.0,0.0,12.0
83bcd6fffffffff,229.0,0.0,34.0
83bcd8fffffffff,2.0,0.0,0.0
83bcd9fffffffff,21.0,0.0,6.0
83bcdcfffffffff,288.0,0.0,56.0
83bcddfffffffff,40.0,0.0,3.0
83bcdefffffffff,82.0,0.0,8.0
83bce0fffffffff,10.0,0.0,5.0
83bce1fffffffff,6.0,0.0,0.0
83bce2fffffffff,326.0,0.0,92.0
83bce3fffffffff,3.0,0.0,0.0
83bce4fffffffff,2.0,0.0,0.0
83bce5fffffffff,4.0,0.0,0.0
83bce6fffffffff,95.0,0.0,27.0
83bce8fffffffff,12.0,0.0,2.0
83bce9fffffffff,25.0,0.0,6.0
83bceafffffffff,9.0,0.0,0.0
83bcebfffffffff,2.0,0.0,0.0
83bcedfffffffff,2.0,0.0,0.0
83bceefffffffff,1.0,0.0,0.0
83bcf0fffffffff,27.0,0.0,3.0
83bcf1fffffffff,14.0,0.0,5.0
83bcf2fffffffff,467.0,0.0,63.0
83bcf3fffffffff,118.0,0.0,34.0
83bcf4fffffffff,58.0,0.0,21.0
83bcf5fffffffff,621.0,0.0,229.0
83bcf6fffffffff,409.0,0.0,74.0
