cell_id,Hemixos flavala,Hemixos flavala [flavala Group],Hemixos flavala remotus
843ced7ffffffff,4.0,0.0,0.0
843ceddffffffff,2.0,0.0,0.0
843cee7ffffffff,1.0,0.0,0.0
843d103ffffffff,2.0,0.0,0.0
843d131ffffffff,77.0,0.0,0.0
843d135ffffffff,12.0,0.0,0.0
843d137ffffffff,293.0,0.0,0.0
843d139ffffffff,27.0,0.0,0.0
843d13dffffffff,20.0,0.0,0.0
843d1a9ffffffff,4.0,0.0,0.0
843d1adffffffff,4.0,0.0,0.0
843d1e7ffffffff,3.0,0.0,0.0
843d1edffffffff,6.0,0.0,0.0
843da99ffffffff,4.0,0.0,0.0
843dad1ffffffff,444.0,0.0,0.0
843dad7ffffffff,8.0,0.0,0.0
843dad9ffffffff,82.0,0.0,0.0
843dadbffffffff,4.0,0.0,0.0
843daddffffffff,224.0,0.0,0.0
844045dffffffff,2.0,0.0,0.0
84404c1ffffffff,10.0,0.0,0.0
84404c5ffffffff,2.0,0.0,0.0
84404c9ffffffff,4.0,0.0,0.0
84404ddffffffff,81.0,0.0,0.0
84404e7ffffffff,2.0,0.0,0.0
8440611ffffffff,7.0,0.0,0.0
8440613ffffffff,3.0,0.0,0.0
8440615ffffffff,2.0,0.0,0.0
8440619ffffffff,2.0,0.0,0.0
8440651ffffffff,12.0,0.0,0.0
8440653ffffffff,20.0,0.0,0.0
8440657ffffffff,3.0,0.0,0.0
84406abffffffff,2.0,0.0,0.0
84406b1ffffffff,4.0,0.0,0.0
84406b7ffffffff,42.0,0.0,0.0
84406cdffffffff,1.0,0.0,0.0
8441421ffffffff,2.0,0.0,0.0
8441437ffffffff,3.0,1.0,0.0
8441439ffffffff,7.0,0.0,0.0
8441487ffffffff,1.0,1.0,0.0
84415c3ffffffff,1.0,0.0,0.0
84415ddffffffff,3.0,0.0,0.0
8441609ffffffff,2.0,0.0,0.0
8441643ffffffff,3.0,0.0,0.0
8441653ffffffff,2.0,0.0,0.0
8441659ffffffff,2.0,0.0,0.0
844165bffffffff,1.0,0.0,0.0
84416a1ffffffff,2.0,0.0,0.0
8464161ffffffff,2.0,0.0,0.0
846416dffffffff,299.0,82.0,0.0
846480bffffffff,14.0,12.0,0.0
8464821ffffffff,31.0,10.0,0.0
8464823ffffffff,3.0,3.0,0.0
8464825ffffffff,10.0,0.0,0.0
8464827ffffffff,13.0,9.0,0.0
846482bffffffff,260.0,73.0,0.0
846482dffffffff,1.0,1.0,0.0
8464843ffffffff,1.0,0.0,0.0
846484bffffffff,8.0,4.0,0.0
846488bffffffff,2.0,2.0,0.0
84648d3ffffffff,2.0,0.0,0.0
8464903ffffffff,2.0,2.0,0.0
8464911ffffffff,368.0,100.0,0.0
846491bffffffff,2.0,0.0,0.0
8464949ffffffff,2.0,0.0,0.0
846494bffffffff,12.0,5.0,0.0
8464953ffffffff,9.0,0.0,0.0
8464983ffffffff,56.0,4.0,0.0
8464a11ffffffff,3.0,0.0,0.0
8464a15ffffffff,13.0,7.0,0.0
8464a31ffffffff,3.0,0.0,0.0
8464a35ffffffff,65.0,13.0,0.0
8464a3dffffffff,17.0,14.0,0.0
8464a53ffffffff,2.0,2.0,0.0
8464a5bffffffff,9.0,0.0,0.0
8464b01ffffffff,2.0,0.0,0.0
8464b03ffffffff,32.0,16.0,0.0
8464b0bffffffff,3.0,0.0,0.0
8464b15ffffffff,2.0,0.0,0.0
8464b25ffffffff,1.0,0.0,0.0
8464b55ffffffff,54.0,17.0,0.0
8464b5dffffffff,14.0,6.0,0.0
8465993ffffffff,444.0,171.0,0.0
846599bffffffff,6.0,0.0,0.0
8465b0dffffffff,4.0,0.0,0.0
8465b2bffffffff,102.0,17.0,0.0
8465b39ffffffff,3.0,0.0,0.0
8465b3dffffffff,7.0,0.0,0.0
8465b61ffffffff,133.0,4.0,11.0
8465b65ffffffff,3.0,0.0,0.0
8465b67ffffffff,39.0,0.0,10.0
8465b6bffffffff,89.0,0.0,35.0
8469345ffffffff,40.0,1.0,0.0
