cell_id,Milvus milvus,Milvus milvus milvus,Milvus milvus fasciicauda
841f8d3ffffffff,4.0,2.0,0.0
841f8d5ffffffff,13.0,0.0,0.0
841f8d7ffffffff,10.0,2.0,0.0
841f8d9ffffffff,4.0,2.0,0.0
841f8ddffffffff,28.0,13.0,0.0
841f8e1ffffffff,141.0,14.0,0.0
841f8e3ffffffff,8.0,0.0,0.0
841f8e5ffffffff,101.0,5.0,0.0
841f8e7ffffffff,14.0,0.0,0.0
841f8e9ffffffff,218.0,2.0,0.0
841f8ebffffffff,81.0,16.0,0.0
841f8edffffffff,220.0,17.0,0.0
841f901ffffffff,2.0,0.0,0.0
841f903ffffffff,4.0,0.0,0.0
841f907ffffffff,31.0,0.0,0.0
841f90dffffffff,5.0,2.0,0.0
841f911ffffffff,24.0,14.0,0.0
841f913ffffffff,24.0,17.0,0.0
841f915ffffffff,1.0,1.0,0.0
841f917ffffffff,5.0,5.0,0.0
841f91bffffffff,46.0,6.0,0.0
841f91dffffffff,1.0,0.0,0.0
841f921ffffffff,4.0,0.0,0.0
841f923ffffffff,6.0,4.0,0.0
841f925ffffffff,15.0,0.0,0.0
841f927ffffffff,5.0,0.0,0.0
841f92bffffffff,32.0,0.0,0.0
841f92dffffffff,14.0,0.0,0.0
841f931ffffffff,8.0,0.0,0.0
841f933ffffffff,1.0,0.0,0.0
841f935ffffffff,6.0,2.0,0.0
841f937ffffffff,1.0,1.0,0.0
841f939ffffffff,8.0,0.0,0.0
841f93bffffffff,5.0,0.0,0.0
841f93dffffffff,3.0,0.0,0.0
841f945ffffffff,2.0,0.0,0.0
841f949ffffffff,4.0,0.0,0.0
841f94dffffffff,6.0,0.0,0.0
841f953ffffffff,2.0,0.0,0.0
841f957ffffffff,1.0,0.0,0.0
841f959ffffffff,5.0,0.0,0.0
841f95bffffffff,1.0,0.0,0.0
841f961ffffffff,4.0,0.0,0.0
841f963ffffffff,11.0,0.0,0.0
841f965ffffffff,2.0,0.0,0.0
841f969ffffffff,1.0,0.0,0.0
841f96bffffffff,8.0,0.0,0.0
841f96dffffffff,2.0,0.0,0.0
841f981ffffffff,3.0,0.0,0.0
841f983ffffffff,1.0,0.0,0.0
841f985ffffffff,2.0,0.0,0.0
841f987ffffffff,1.0,0.0,0.0
841f98bffffffff,2.0,0.0,0.0
841f997ffffffff,2.0,0.0,0.0
841f99dffffffff,1.0,0.0,0.0
841f9a3ffffffff,2.0,0.0,0.0
841f9abffffffff,2.0,0.0,0.0
841f9b5ffffffff,5.0,0.0,0.0
841f9b9ffffffff,1.0,0.0,0.0
841f9c1ffffffff,16.0,0.0,0.0
841f9c3ffffffff,25.0,0.0,0.0
841f9c5ffffffff,10.0,2.0,0.0
841f9c9ffffffff,102.0,3.0,0.0
841f9cbffffffff,44.0,2.0,0.0
841f9cdffffffff,19.0,4.0,0.0
841f9d3ffffffff,2.0,0.0,0.0
841f9d5ffffffff,1.0,0.0,0.0
841f9d7ffffffff,16.0,0.0,0.0
841f9d9ffffffff,6.0,0.0,0.0
841f9dbffffffff,10.0,0.0,0.0
841f9ddffffffff,8.0,0.0,0.0
841f9e1ffffffff,2.0,0.0,0.0
841f9e5ffffffff,4.0,2.0,0.0
841f9ebffffffff,1.0,0.0,0.0
841f9edffffffff,2.0,0.0,0.0
841fa01ffffffff,7.0,0.0,0.0
841fa03ffffffff,60.0,5.0,0.0
841fa05ffffffff,8.0,4.0,0.0
841fa07ffffffff,18.0,0.0,0.0
841fa09ffffffff,3.0,0.0,0.0
841fa0bffffffff,19.0,0.0,0.0
841fa0dffffffff,1.0,0.0,0.0
841fa11ffffffff,68.0,0.0,0.0
841fa13ffffffff,4.0,0.0,0.0
841fa15ffffffff,17.0,0.0,0.0
841fa17ffffffff,21.0,0.0,0.0
841fa19ffffffff,11.0,1.0,0.0
841fa1bffffffff,2.0,0.0,0.0
841fa1dffffffff,11.0,2.0,0.0
841fa21ffffffff,4.0,0.0,0.0
841fa29ffffffff,3.0,0.0,0.0
841fa2bffffffff,4.0,0.0,0.0
841fa2dffffffff,2.0,0.0,0.0
841fa33ffffffff,10.0,0.0,0.0
841fa35ffffffff,13.0,0.0,0.0
841fa37ffffffff,2.0,0.0,0.0
841fa39ffffffff,2.0,0.0,0.0
841fa3bffffffff,27.0,4.0,0.0
841fa3dffffffff,8.0,0.0,0.0
841fa41ffffffff,4.0,4.0,0.0
841fa47ffffffff,1.0,0.0,0.0
841fa4dffffffff,5.0,0.0,0.0
841fa53ffffffff,15.0,0.0,0.0
841fa57ffffffff,9.0,3.0,0.0
841fa59ffffffff,2.0,0.0,0.0
841fa5bffffffff,7.0,0.0,0.0
841fa5dffffffff,1.0,0.0,0.0
841fa63ffffffff,3.0,2.0,0.0
841fa67ffffffff,2.0,0.0,0.0
841fa6bffffffff,3.0,0.0,0.0
841fa81ffffffff,11.0,0.0,0.0
841fa83ffffffff,12.0,0.0,0.0
841fa85ffffffff,19.0,0.0,0.0
841fa87ffffffff,6.0,0.0,0.0
841fa89ffffffff,8.0,0.0,0.0
841fa8bffffffff,13.0,2.0,0.0
841fa8dffffffff,25.0,0.0,0.0
841fa91ffffffff,1.0,0.0,0.0
841fa93ffffffff,24.0,0.0,0.0
841fa95ffffffff,53.0,2.0,0.0
841fa97ffffffff,3.0,0.0,0.0
841fa99ffffffff,10.0,0.0,0.0
841fa9bffffffff,11.0,0.0,0.0
841fa9dffffffff,4.0,0.0,0.0
841faa1ffffffff,4.0,0.0,0.0
841faa3ffffffff,5.0,0.0,0.0
841faa5ffffffff,38.0,1.0,0.0
841faa7ffffffff,207.0,0.0,0.0
841faa9ffffffff,4.0,0.0,0.0
841faabffffffff,4.0,0.0,0.0
841faadffffffff,141.0,3.0,0.0
841fab1ffffffff,10.0,0.0,0.0
841fab3ffffffff,2.0,0.0,0.0
841fab5ffffffff,29.0,2.0,0.0
841fab7ffffffff,25.0,1.0,0.0
841fab9ffffffff,50.0,0.0,0.0
841fabbffffffff,6.0,0.0,0.0
841fabdffffffff,4.0,0.0,0.0
841fac1ffffffff,5.0,0.0,0.0
841fac5ffffffff,9.0,0.0,0.0
841fac7ffffffff,286.0,1.0,0.0
841fac9ffffffff,6.0,0.0,0.0
841facbffffffff,11.0,0.0,0.0
841fad1ffffffff,5.0,0.0,0.0
841fad3ffffffff,67.0,0.0,0.0
841fad5ffffffff,4.0,0.0,0.0
841fad7ffffffff,1.0,0.0,0.0
841fadbffffffff,73.0,4.0,0.0
841faddffffffff,84.0,0.0,0.0
841fae1ffffffff,177.0,0.0,0.0
841fae3ffffffff,172.0,0.0,0.0
841fae5ffffffff,29.0,0.0,0.0
841fae7ffffffff,69.0,0.0,0.0
841fae9ffffffff,5.0,0.0,0.0
841faebffffffff,96.0,1.0,0.0
841faedffffffff,28.0,0.0,0.0
841fb0bffffffff,1.0,0.0,0.0
841fb11ffffffff,33.0,0.0,0.0
841fb13ffffffff,9.0,0.0,0.0
841fb15ffffffff,6.0,0.0,0.0
841fb17ffffffff,8.0,0.0,0.0
841fb19ffffffff,1.0,1.0,0.0
841fb1bffffffff,2.0,0.0,0.0
841fb29ffffffff,2.0,0.0,0.0
841fb2bffffffff,2.0,0.0,0.0
841fb2dffffffff,1.0,0.0,0.0
841fb31ffffffff,6.0,2.0,0.0
841fb33ffffffff,2.0,0.0,0.0
841fb39ffffffff,2.0,0.0,0.0
841fb3dffffffff,3.0,0.0,0.0
841fb47ffffffff,1.0,0.0,0.0
841fb55ffffffff,4.0,0.0,0.0
8438169ffffffff,3.0,0.0,0.0
8438259ffffffff,11.0,0.0,0.0
843825bffffffff,6.0,0.0,0.0
8438361ffffffff,2.0,0.0,0.0
8438367ffffffff,5.0,0.0,0.0
843836dffffffff,2.0,2.0,0.0
8438685ffffffff,2.0,0.0,0.0
8438695ffffffff,2.0,0.0,0.0
84386e1ffffffff,2.0,0.0,0.0
8439001ffffffff,82.0,0.0,0.0
8439003ffffffff,966.0,0.0,0.0
8439005ffffffff,35.0,0.0,0.0
8439007ffffffff,140.0,0.0,0.0
8439009ffffffff,118.0,0.0,0.0
843900bffffffff,653.0,0.0,0.0
843900dffffffff,118.0,0.0,0.0
8439011ffffffff,250.0,0.0,0.0
8439013ffffffff,18.0,0.0,0.0
8439015ffffffff,237.0,0.0,0.0
8439017ffffffff,8.0,0.0,0.0
8439019ffffffff,143.0,0.0,0.0
843901bffffffff,424.0,0.0,0.0
843901dffffffff,1318.0,0.0,0.0
8439021ffffffff,78.0,0.0,0.0
8439023ffffffff,34.0,0.0,0.0
8439025ffffffff,131.0,5.0,0.0
8439027ffffffff,19.0,0.0,0.0
8439029ffffffff,184.0,0.0,0.0
843902bffffffff,104.0,0.0,0.0
843902dffffffff,240.0,0.0,0.0
8439031ffffffff,28.0,0.0,0.0
8439033ffffffff,99.0,0.0,0.0
8439035ffffffff,137.0,0.0,0.0
8439037ffffffff,8.0,0.0,0.0
8439039ffffffff,256.0,0.0,0.0
843903bffffffff,167.0,0.0,0.0
843903dffffffff,168.0,0.0,0.0
8439041ffffffff,109.0,0.0,0.0
8439043ffffffff,129.0,0.0,0.0
8439047ffffffff,337.0,0.0,0.0
843904bffffffff,128.0,0.0,0.0
8439051ffffffff,330.0,0.0,0.0
8439053ffffffff,277.0,0.0,0.0
8439055ffffffff,114.0,0.0,0.0
8439057ffffffff,660.0,0.0,0.0
8439059ffffffff,159.0,0.0,0.0
843905bffffffff,461.0,0.0,0.0
843905dffffffff,178.0,0.0,0.0
8439061ffffffff,31.0,0.0,0.0
8439063ffffffff,165.0,0.0,0.0
8439065ffffffff,20.0,0.0,0.0
8439067ffffffff,151.0,0.0,0.0
8439069ffffffff,4.0,0.0,0.0
843906bffffffff,47.0,0.0,0.0
843906dffffffff,68.0,0.0,0.0
8439081ffffffff,55.0,0.0,0.0
8439083ffffffff,6.0,0.0,0.0
8439085ffffffff,3.0,0.0,0.0
8439087ffffffff,33.0,0.0,0.0
8439089ffffffff,388.0,0.0,0.0
843908bffffffff,52.0,0.0,0.0
843908dffffffff,87.0,0.0,0.0
8439091ffffffff,2.0,0.0,0.0
8439095ffffffff,11.0,0.0,0.0
8439097ffffffff,17.0,0.0,0.0
8439099ffffffff,1.0,0.0,0.0
843909bffffffff,4.0,0.0,0.0
843909dffffffff,5.0,0.0,0.0
84390a1ffffffff,13.0,0.0,0.0
84390a3ffffffff,11.0,0.0,0.0
84390a5ffffffff,2.0,0.0,0.0
84390a9ffffffff,5.0,0.0,0.0
84390abffffffff,16.0,0.0,0.0
84390adffffffff,8.0,0.0,0.0
84390bdffffffff,3.0,0.0,0.0
84390c1ffffffff,357.0,0.0,0.0
84390c3ffffffff,137.0,0.0,0.0
84390c5ffffffff,100.0,0.0,0.0
84390c7ffffffff,53.0,0.0,0.0
84390c9ffffffff,753.0,12.0,0.0
84390cbffffffff,2701.0,26.0,0.0
84390cdffffffff,93.0,0.0,0.0
84390d1ffffffff,2.0,0.0,0.0
84390d3ffffffff,22.0,0.0,0.0
84390d5ffffffff,4.0,0.0,0.0
84390dbffffffff,1.0,0.0,0.0
84390ddffffffff,115.0,0.0,0.0
84390e3ffffffff,42.0,0.0,0.0
84390e5ffffffff,10.0,0.0,0.0
84390e7ffffffff,11.0,0.0,0.0
84390e9ffffffff,17.0,0.0,0.0
84390ebffffffff,30.0,0.0,0.0
8439101ffffffff,139.0,0.0,0.0
8439103ffffffff,10.0,0.0,0.0
843910bffffffff,2.0,0.0,0.0
8439111ffffffff,13.0,0.0,0.0
8439113ffffffff,11.0,0.0,0.0
8439115ffffffff,6.0,0.0,0.0
8439119ffffffff,704.0,18.0,0.0
843911bffffffff,24.0,0.0,0.0
843911dffffffff,154.0,1.0,0.0
8439151ffffffff,37.0,3.0,0.0
8439153ffffffff,252.0,5.0,0.0
8439155ffffffff,2.0,0.0,0.0
8439157ffffffff,733.0,3.0,0.0
8439159ffffffff,27.0,0.0,0.0
843915bffffffff,922.0,0.0,0.0
843915dffffffff,3.0,0.0,0.0
8439181ffffffff,3.0,0.0,0.0
8439183ffffffff,2.0,0.0,0.0
8439185ffffffff,17.0,0.0,0.0
8439189ffffffff,149.0,19.0,0.0
843918bffffffff,48.0,2.0,0.0
843918dffffffff,9.0,0.0,0.0
843919dffffffff,3.0,3.0,0.0
84391a9ffffffff,476.0,4.0,0.0
84391abffffffff,68.0,4.0,0.0
84391c1ffffffff,25.0,2.0,0.0
84391c3ffffffff,10.0,0.0,0.0
84391c5ffffffff,254.0,1.0,0.0
84391c7ffffffff,184.0,5.0,0.0
84391c9ffffffff,37.0,0.0,0.0
84391cbffffffff,24.0,0.0,0.0
84391cdffffffff,29.0,0.0,0.0
84391d1ffffffff,13.0,0.0,0.0
84391d3ffffffff,3.0,0.0,0.0
84391d5ffffffff,31.0,10.0,0.0
84391d7ffffffff,9.0,1.0,0.0
84391d9ffffffff,11.0,0.0,0.0
84391dbffffffff,15.0,0.0,0.0
84391ddffffffff,4.0,0.0,0.0
84391e1ffffffff,1.0,0.0,0.0
84391e3ffffffff,58.0,0.0,0.0
84391e7ffffffff,1.0,0.0,0.0
84391e9ffffffff,75.0,1.0,0.0
84391ebffffffff,836.0,21.0,0.0
8439211ffffffff,16.0,0.0,0.0
8439213ffffffff,34.0,0.0,0.0
8439215ffffffff,2.0,0.0,0.0
8439217ffffffff,44.0,4.0,0.0
843921bffffffff,7.0,0.0,0.0
8439231ffffffff,2.0,0.0,0.0
8439233ffffffff,148.0,0.0,0.0
8439237ffffffff,49.0,0.0,0.0
8439239ffffffff,8.0,0.0,0.0
843923bffffffff,22.0,0.0,0.0
843923dffffffff,34.0,0.0,0.0
8439281ffffffff,133.0,0.0,0.0
8439283ffffffff,48.0,0.0,0.0
8439285ffffffff,106.0,0.0,0.0
8439287ffffffff,79.0,0.0,0.0
8439289ffffffff,39.0,0.0,0.0
843928bffffffff,457.0,0.0,0.0
843928dffffffff,421.0,0.0,0.0
8439291ffffffff,54.0,0.0,0.0
8439293ffffffff,335.0,0.0,0.0
8439295ffffffff,77.0,0.0,0.0
8439297ffffffff,223.0,0.0,0.0
8439299ffffffff,169.0,0.0,0.0
843929bffffffff,162.0,0.0,0.0
843929dffffffff,1239.0,0.0,0.0
84392a1ffffffff,1550.0,0.0,0.0
84392a3ffffffff,614.0,2.0,0.0
84392a5ffffffff,317.0,0.0,0.0
84392a7ffffffff,840.0,0.0,0.0
84392a9ffffffff,230.0,0.0,0.0
84392abffffffff,115.0,3.0,0.0
84392adffffffff,1218.0,0.0,0.0
84392b1ffffffff,280.0,3.0,0.0
84392b3ffffffff,2.0,0.0,0.0
84392b5ffffffff,1917.0,49.0,0.0
84392b7ffffffff,835.0,8.0,0.0
84392b9ffffffff,185.0,2.0,0.0
84392bbffffffff,15.0,0.0,0.0
84392bdffffffff,88.0,0.0,0.0
84392c1ffffffff,86.0,0.0,0.0
84392c3ffffffff,26.0,0.0,0.0
84392c5ffffffff,483.0,0.0,0.0
84392c7ffffffff,128.0,0.0,0.0
84392c9ffffffff,20.0,0.0,0.0
84392cbffffffff,28.0,0.0,0.0
84392cdffffffff,58.0,0.0,0.0
84392d1ffffffff,202.0,0.0,0.0
84392d3ffffffff,32.0,0.0,0.0
84392d5ffffffff,81.0,0.0,0.0
84392d7ffffffff,72.0,0.0,0.0
84392d9ffffffff,61.0,0.0,0.0
84392dbffffffff,431.0,2.0,0.0
84392ddffffffff,105.0,0.0,0.0
84392e1ffffffff,1095.0,7.0,0.0
84392e3ffffffff,53.0,0.0,0.0
84392e5ffffffff,400.0,0.0,0.0
84392e7ffffffff,372.0,1.0,0.0
84392e9ffffffff,89.0,0.0,0.0
84392ebffffffff,569.0,3.0,0.0
84392edffffffff,147.0,1.0,0.0
8439333ffffffff,33.0,1.0,0.0
8439423ffffffff,204.0,0.0,0.0
8439427ffffffff,93.0,0.0,0.0
8439431ffffffff,25.0,0.0,0.0
8439433ffffffff,115.0,0.0,0.0
8439435ffffffff,226.0,0.0,0.0
8439437ffffffff,2.0,0.0,0.0
8439441ffffffff,1.0,0.0,0.0
8439445ffffffff,5.0,0.0,0.0
8439447ffffffff,9.0,0.0,0.0
8439449ffffffff,19.0,0.0,0.0
843944bffffffff,11.0,0.0,0.0
843944dffffffff,88.0,0.0,0.0
8439459ffffffff,20.0,0.0,0.0
843945dffffffff,4.0,0.0,0.0
8439469ffffffff,5.0,0.0,0.0
843946dffffffff,9.0,0.0,0.0
8439541ffffffff,2.0,0.0,0.0
8439545ffffffff,2.0,0.0,0.0
8439547ffffffff,4.0,0.0,0.0
8439549ffffffff,2.0,0.0,0.0
843954bffffffff,1.0,0.0,0.0
8439565ffffffff,2.0,0.0,0.0
8439567ffffffff,1.0,0.0,0.0
8439569ffffffff,4.0,0.0,0.0
843956dffffffff,4.0,0.0,0.0
84395c1ffffffff,104.0,0.0,0.0
84395c9ffffffff,555.0,0.0,0.0
84395cbffffffff,3.0,0.0,0.0
84395d9ffffffff,21.0,0.0,0.0
8439601ffffffff,12.0,0.0,0.0
8439603ffffffff,2.0,0.0,0.0
8439605ffffffff,5.0,0.0,0.0
8439607ffffffff,18.0,3.0,0.0
8439609ffffffff,2.0,0.0,0.0
843960bffffffff,1.0,0.0,0.0
843960dffffffff,9.0,0.0,0.0
8439611ffffffff,10.0,0.0,0.0
8439613ffffffff,1.0,0.0,0.0
8439615ffffffff,2.0,0.0,0.0
8439617ffffffff,11.0,0.0,0.0
843961bffffffff,11.0,0.0,0.0
8439621ffffffff,24.0,0.0,0.0
8439623ffffffff,38.0,0.0,0.0
8439625ffffffff,64.0,0.0,0.0
8439627ffffffff,66.0,0.0,0.0
8439629ffffffff,11.0,0.0,0.0
843962bffffffff,9.0,0.0,0.0
843962dffffffff,99.0,1.0,0.0
8439633ffffffff,12.0,3.0,0.0
8439635ffffffff,48.0,1.0,0.0
8439639ffffffff,3.0,1.0,0.0
843963bffffffff,4.0,1.0,0.0
843963dffffffff,8.0,0.0,0.0
8439643ffffffff,3.0,0.0,0.0
8439647ffffffff,1.0,0.0,0.0
843964bffffffff,6.0,0.0,0.0
8439651ffffffff,4.0,0.0,0.0
8439653ffffffff,4.0,0.0,0.0
8439657ffffffff,4.0,0.0,0.0
843965dffffffff,2.0,0.0,0.0
8439663ffffffff,3.0,1.0,0.0
8439665ffffffff,47.0,3.0,0.0
8439667ffffffff,42.0,1.0,0.0
843966bffffffff,2.0,0.0,0.0
843966dffffffff,1.0,0.0,0.0
8439689ffffffff,15.0,3.0,0.0
843968bffffffff,2.0,0.0,0.0
8439695ffffffff,2.0,0.0,0.0
8439699ffffffff,2.0,0.0,0.0
843969bffffffff,5.0,0.0,0.0
843969dffffffff,2.0,0.0,0.0
84396c5ffffffff,17.0,2.0,0.0
84396c7ffffffff,97.0,3.0,0.0
84396cbffffffff,3.0,0.0,0.0
84396d9ffffffff,3.0,0.0,0.0
84396ddffffffff,6.0,2.0,0.0
84396e9ffffffff,10.0,0.0,0.0
84396ebffffffff,6.0,0.0,0.0
8439701ffffffff,128.0,0.0,0.0
8439703ffffffff,33.0,0.0,0.0
8439705ffffffff,11.0,0.0,0.0
8439709ffffffff,151.0,0.0,0.0
843970bffffffff,78.0,0.0,0.0
843970dffffffff,62.0,0.0,0.0
8439711ffffffff,653.0,0.0,0.0
8439713ffffffff,144.0,0.0,0.0
8439715ffffffff,17.0,0.0,0.0
8439717ffffffff,5.0,0.0,0.0
8439719ffffffff,175.0,0.0,0.0
843971bffffffff,320.0,0.0,0.0
843971dffffffff,366.0,2.0,0.0
8439721ffffffff,14.0,0.0,0.0
8439723ffffffff,2.0,0.0,0.0
8439727ffffffff,3.0,0.0,0.0
8439729ffffffff,89.0,0.0,0.0
843972dffffffff,3.0,0.0,0.0
8439733ffffffff,2.0,0.0,0.0
8439735ffffffff,3.0,0.0,0.0
8439737ffffffff,6.0,0.0,0.0
8439739ffffffff,17.0,0.0,0.0
843973bffffffff,7.0,0.0,0.0
843973dffffffff,1.0,0.0,0.0
8439741ffffffff,292.0,0.0,0.0
8439743ffffffff,248.0,0.0,0.0
8439745ffffffff,211.0,0.0,0.0
8439747ffffffff,233.0,0.0,0.0
8439749ffffffff,815.0,0.0,0.0
843974bffffffff,603.0,0.0,0.0
843974dffffffff,172.0,0.0,0.0
8439751ffffffff,75.0,0.0,0.0
8439753ffffffff,193.0,6.0,0.0
8439755ffffffff,523.0,6.0,0.0
8439757ffffffff,237.0,6.0,0.0
8439759ffffffff,628.0,18.0,0.0
843975bffffffff,284.0,2.0,0.0
843975dffffffff,320.0,24.0,0.0
8439761ffffffff,38.0,0.0,0.0
8439763ffffffff,21.0,0.0,0.0
8439765ffffffff,18.0,0.0,0.0
8439767ffffffff,3.0,0.0,0.0
8439769ffffffff,499.0,0.0,0.0
843976bffffffff,6.0,0.0,0.0
843976dffffffff,76.0,0.0,0.0
8439837ffffffff,1.0,0.0,0.0
8439885ffffffff,4.0,0.0,0.0
84399c9ffffffff,2.0,0.0,0.0
8439a83ffffffff,3.0,0.0,0.0
8439a93ffffffff,2.0,0.0,0.0
843f241ffffffff,2.0,0.0,0.0
843f34bffffffff,2.0,0.0,0.0
8454153ffffffff,2.0,0.0,0.0
84574cbffffffff,1.0,0.0,0.0
