cell_id,Sula brewsteri,Sula brewsteri brewsteri,Sula brewsteri etesiaca
8429a4dffffffff,69.0,0.0,0.0
8429a51ffffffff,22.0,0.0,0.0
8429a53ffffffff,2.0,0.0,0.0
8429a55ffffffff,232.0,10.0,0.0
8429a57ffffffff,80.0,0.0,0.0
8429a59ffffffff,37.0,0.0,0.0
8429a5bffffffff,125.0,1.0,0.0
8429a5dffffffff,43.0,0.0,0.0
8429a61ffffffff,20.0,0.0,0.0
8429a6dffffffff,2.0,0.0,0.0
8429ad1ffffffff,2.0,0.0,0.0
8429ad3ffffffff,2.0,0.0,0.0
8429ad9ffffffff,4.0,0.0,0.0
8429b0bffffffff,133.0,0.0,0.0
8429b6dffffffff,2.0,0.0,0.0
8446083ffffffff,1.0,1.0,0.0
844608bffffffff,1.0,1.0,0.0
844633dffffffff,2.0,2.0,0.0
8446421ffffffff,2.0,2.0,0.0
8446427ffffffff,1.0,1.0,0.0
8446495ffffffff,2.0,2.0,0.0
8447a35ffffffff,2.0,2.0,0.0
84482adffffffff,2.0,2.0,0.0
8448361ffffffff,2.0,2.0,0.0
8448483ffffffff,2.0,0.0,0.0
84484b3ffffffff,5.0,0.0,0.0
8448557ffffffff,1.0,0.0,0.0
844856bffffffff,1.0,1.0,0.0
84485b5ffffffff,1.0,0.0,0.0
84485c1ffffffff,3.0,0.0,0.0
84485c7ffffffff,17.0,0.0,0.0
84485cdffffffff,1.0,0.0,0.0
84485e1ffffffff,1.0,1.0,0.0
84485e7ffffffff,1.0,1.0,0.0
84486a1ffffffff,6.0,2.0,0.0
84486a7ffffffff,2.0,0.0,0.0
8449083ffffffff,2.0,0.0,0.0
84490b9ffffffff,4.0,0.0,0.0
8449a2bffffffff,5.0,3.0,0.0
8449a89ffffffff,1.0,0.0,0.0
8449a93ffffffff,2.0,0.0,0.0
8449ad5ffffffff,3.0,3.0,0.0
844a4d9ffffffff,1.0,1.0,0.0
844ee93ffffffff,1.0,1.0,0.0
844f49bffffffff,1.0,1.0,0.0
845d105ffffffff,17.0,17.0,0.0
845d12bffffffff,2.0,2.0,0.0
8466125ffffffff,4.0,0.0,4.0
84661a5ffffffff,1.0,0.0,0.0
84661adffffffff,11.0,0.0,0.0
8466841ffffffff,2.0,0.0,2.0
8466847ffffffff,1.0,0.0,0.0
846684dffffffff,2.0,0.0,0.0
8466a19ffffffff,1.0,0.0,1.0
8466a27ffffffff,2.0,0.0,0.0
8466ae9ffffffff,4.0,0.0,2.0
8466b1bffffffff,1.0,0.0,0.0
8466b45ffffffff,3.0,0.0,0.0
8466b6dffffffff,4.0,0.0,0.0
8466d49ffffffff,1.0,0.0,0.0
8466d69ffffffff,2.0,0.0,2.0
8466d6bffffffff,5.0,0.0,5.0
8466f23ffffffff,3.0,0.0,0.0
846c547ffffffff,2.0,0.0,0.0
846c5b1ffffffff,7.0,1.0,6.0
846c5bbffffffff,2.0,0.0,0.0
846c5d7ffffffff,7.0,0.0,7.0
846c5edffffffff,1.0,0.0,0.0
846c619ffffffff,23.0,11.0,0.0
846c657ffffffff,1.0,0.0,0.0
846d0c3ffffffff,5.0,0.0,0.0
846d0cbffffffff,2.0,0.0,0.0
846d0d1ffffffff,2.0,0.0,0.0
846d0dbffffffff,5.0,0.0,0.0
846d141ffffffff,2.0,2.0,0.0
846d147ffffffff,7.0,7.0,0.0
846d159ffffffff,28.0,9.0,0.0
846d15dffffffff,15.0,14.0,0.0
846d16bffffffff,3.0,3.0,0.0
846d16dffffffff,4.0,4.0,0.0
846d2a3ffffffff,1.0,0.0,0.0
846d2b3ffffffff,3.0,0.0,0.0
846d4bbffffffff,1.0,1.0,0.0
846d543ffffffff,1.0,0.0,0.0
846d545ffffffff,1.0,0.0,0.0
846d54dffffffff,1.0,0.0,0.0
846d569ffffffff,1.0,0.0,0.0
846d625ffffffff,1.0,1.0,0.0
846d663ffffffff,8.0,0.0,0.0
846d6b3ffffffff,31.0,0.0,0.0
846d6bbffffffff,46.0,2.0,0.0
846d745ffffffff,4.0,0.0,0.0
846d761ffffffff,17.0,0.0,0.0
846d767ffffffff,1.0,0.0,0.0
846d769ffffffff,7.0,0.0,0.0
846d76bffffffff,11.0,0.0,0.0
846d76dffffffff,45.0,0.0,0.0
8470657ffffffff,2.0,2.0,0.0
848e2c9ffffffff,2.0,0.0,0.0
848e4ebffffffff,4.0,0.0,0.0
848e75bffffffff,1.0,0.0,0.0
848f013ffffffff,1.0,0.0,0.0
848f01bffffffff,4.0,0.0,0.0
848f089ffffffff,3.0,0.0,0.0
848f0b7ffffffff,1.0,0.0,0.0
848f201ffffffff,1.0,0.0,0.0
848f211ffffffff,2.0,0.0,0.0
848f247ffffffff,1.0,0.0,0.0
848f2a7ffffffff,11.0,0.0,0.0
848f2adffffffff,2.0,0.0,0.0
848f2e5ffffffff,3.0,2.0,0.0
848f2e7ffffffff,6.0,0.0,0.0
848f527ffffffff,3.0,3.0,0.0
848f52dffffffff,2.0,0.0,0.0
84b0a21ffffffff,5.0,0.0,0.0
84b2007ffffffff,2.0,0.0,0.0
84b219dffffffff,3.0,0.0,0.0
84b2269ffffffff,1.0,0.0,0.0
84b2c4dffffffff,2.0,0.0,0.0
84b3037ffffffff,1.0,0.0,0.0
84b3193ffffffff,3.0,0.0,0.0
84b31ddffffffff,1.0,0.0,0.0
84b3307ffffffff,3.0,0.0,0.0
84b3337ffffffff,1.0,0.0,0.0
84b3367ffffffff,2.0,0.0,0.0
