cell_id,Botaurus exilis,Botaurus exilis exilis/pullus,Botaurus exilis [erythromelas Group]
8244c7fffffffff,14.0,0.0,0.0
8244cffffffffff,52.0,0.0,0.0
8244d7fffffffff,138.0,0.0,0.0
8244dffffffffff,78.0,0.0,0.0
8244e7fffffffff,23.0,0.0,0.0
8244effffffffff,49.0,0.0,0.0
8244f7fffffffff,141.0,0.0,0.0
824507fffffffff,6.0,0.0,0.0
82450ffffffffff,20.0,0.0,0.0
824527fffffffff,17.0,0.0,0.0
82452ffffffffff,54.0,0.0,0.0
824537fffffffff,4.0,0.0,0.0
824577fffffffff,9.0,0.0,0.0
8245a7fffffffff,19.0,0.0,0.0
8245b7fffffffff,10.0,0.0,0.0
82481ffffffffff,2.0,0.0,0.0
824827fffffffff,3.0,0.0,0.0
82482ffffffffff,15.0,0.0,0.0
824837fffffffff,3.0,0.0,0.0
82485ffffffffff,35.0,0.0,0.0
824877fffffffff,1.0,0.0,0.0
824887fffffffff,7.0,0.0,0.0
82488ffffffffff,9.0,0.0,0.0
824897fffffffff,53.0,0.0,0.0
82489ffffffffff,8.0,0.0,0.0
8248a7fffffffff,40.0,0.0,0.0
8248affffffffff,1.0,0.0,0.0
8248b7fffffffff,136.0,0.0,0.0
8248c7fffffffff,47.0,0.0,0.0
8248cffffffffff,4.0,0.0,0.0
8248e7fffffffff,1.0,0.0,0.0
8248effffffffff,408.0,0.0,0.0
8248f7fffffffff,16.0,0.0,0.0
824997fffffffff,13.0,0.0,0.0
8249affffffffff,1.0,0.0,0.0
8249b7fffffffff,3.0,0.0,0.0
824c8ffffffffff,17.0,0.0,0.0
824cc7fffffffff,29.0,0.0,0.0
824ceffffffffff,11.0,0.0,0.0
824cf7fffffffff,12.0,0.0,0.0
825e5ffffffffff,2.0,0.0,0.0
826617fffffffff,2.0,0.0,0.0
8266b7fffffffff,120.0,0.0,0.0
8266cffffffffff,5.0,0.0,0.0
8266d7fffffffff,7.0,0.0,0.0
8266dffffffffff,5.0,0.0,0.0
8266e7fffffffff,14.0,0.0,0.0
826727fffffffff,5.0,0.0,0.0
826747fffffffff,1.0,0.0,0.0
82675ffffffffff,5.0,0.0,0.0
826777fffffffff,63.0,0.0,0.0
82679ffffffffff,8.0,0.0,0.0
826d07fffffffff,6.0,0.0,0.0
826d17fffffffff,1.0,0.0,0.0
826d27fffffffff,18.0,0.0,0.0
826d2ffffffffff,38.0,0.0,0.0
826d37fffffffff,22.0,0.0,0.0
826d67fffffffff,7.0,0.0,0.0
826d6ffffffffff,33.0,0.0,0.0
826d77fffffffff,10.0,0.0,0.0
82806ffffffffff,8.0,0.0,0.0
828b0ffffffffff,2.0,0.0,0.0
828b27fffffffff,1.0,0.0,0.0
828e67fffffffff,9.0,0.0,0.0
828f0ffffffffff,7.0,0.0,0.0
828f47fffffffff,1.0,0.0,0.0
828f4ffffffffff,2.0,0.0,0.0
828f57fffffffff,14.0,0.0,0.0
828f5ffffffffff,2.0,0.0,0.0
82a847fffffffff,3.0,0.0,0.0
82a85ffffffffff,2.0,0.0,0.0
82a877fffffffff,2.0,0.0,0.0
82a91ffffffffff,2.0,0.0,0.0
82a947fffffffff,9.0,0.0,0.0
82a94ffffffffff,4.0,0.0,0.0
82a95ffffffffff,7.0,0.0,0.0
82a967fffffffff,2.0,0.0,0.0
82b307fffffffff,3.0,0.0,0.0
82b31ffffffffff,2.0,0.0,0.0
