cell_id,Pachyramphus viridis,Pachyramphus viridis xanthogenys/peruanus,Pachyramphus viridis griseigularis,Pachyramphus viridis viridis
83a889fffffffff,2.0,0.0,0.0,2.0
83a88bfffffffff,5.0,0.0,0.0,5.0
83a88cfffffffff,4.0,0.0,0.0,0.0
83a88dfffffffff,6.0,0.0,0.0,0.0
83a891fffffffff,91.0,0.0,0.0,28.0
83a895fffffffff,5.0,0.0,0.0,3.0
83a89bfffffffff,2.0,0.0,0.0,0.0
83a8a1fffffffff,143.0,0.0,0.0,48.0
83a8a2fffffffff,140.0,0.0,0.0,32.0
83a8a3fffffffff,41.0,0.0,0.0,17.0
83a8a5fffffffff,3.0,0.0,0.0,0.0
83a8a8fffffffff,1.0,0.0,0.0,0.0
83a8aafffffffff,9.0,0.0,0.0,5.0
83a8acfffffffff,42.0,0.0,0.0,22.0
83a8aefffffffff,8.0,0.0,0.0,5.0
83a8b1fffffffff,1.0,0.0,0.0,1.0
83a8c0fffffffff,7.0,0.0,0.0,5.0
83a8d0fffffffff,1.0,0.0,0.0,1.0
83a8d1fffffffff,2.0,0.0,0.0,0.0
83a8d4fffffffff,10.0,0.0,0.0,2.0
83a8ddfffffffff,2.0,0.0,0.0,0.0
83a901fffffffff,18.0,0.0,0.0,0.0
83a909fffffffff,1.0,0.0,0.0,0.0
83a90afffffffff,2.0,0.0,0.0,0.0
83a90cfffffffff,4.0,0.0,0.0,0.0
83a90dfffffffff,3.0,0.0,0.0,0.0
83a90efffffffff,9.0,0.0,0.0,4.0
83a91bfffffffff,6.0,0.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0,0.0
83a921fffffffff,1.0,0.0,0.0,0.0
83a92afffffffff,3.0,0.0,0.0,0.0
83a92cfffffffff,237.0,0.0,0.0,0.0
83a92dfffffffff,16.0,0.0,0.0,0.0
83a92efffffffff,23.0,0.0,0.0,9.0
83a940fffffffff,4.0,0.0,0.0,0.0
83a941fffffffff,185.0,0.0,0.0,0.0
83a942fffffffff,9.0,0.0,0.0,0.0
83a943fffffffff,32.0,0.0,0.0,0.0
83a944fffffffff,24.0,0.0,0.0,0.0
83a945fffffffff,57.0,0.0,0.0,0.0
83a946fffffffff,30.0,0.0,0.0,0.0
83a948fffffffff,6.0,0.0,0.0,0.0
83a94afffffffff,1.0,0.0,0.0,0.0
83a94bfffffffff,4.0,0.0,0.0,0.0
83a94cfffffffff,101.0,0.0,0.0,0.0
83a94dfffffffff,15.0,0.0,0.0,0.0
83a94efffffffff,140.0,0.0,0.0,0.0
83a950fffffffff,84.0,0.0,0.0,6.0
83a951fffffffff,5.0,0.0,0.0,0.0
83a952fffffffff,11.0,0.0,0.0,5.0
83a953fffffffff,136.0,0.0,0.0,0.0
83a954fffffffff,1.0,0.0,0.0,0.0
83a955fffffffff,8.0,0.0,0.0,0.0
83a956fffffffff,1.0,0.0,0.0,0.0
83a959fffffffff,8.0,0.0,0.0,0.0
83a95afffffffff,8.0,0.0,0.0,0.0
83a95dfffffffff,20.0,0.0,0.0,0.0
83a95efffffffff,3.0,0.0,0.0,0.0
83a960fffffffff,4.0,0.0,0.0,0.0
83a961fffffffff,22.0,0.0,0.0,0.0
83a962fffffffff,38.0,0.0,0.0,0.0
83a963fffffffff,11.0,0.0,0.0,0.0
83a964fffffffff,3.0,0.0,0.0,0.0
83a968fffffffff,26.0,0.0,0.0,0.0
83a96afffffffff,104.0,0.0,0.0,0.0
83a96bfffffffff,14.0,0.0,0.0,0.0
83a96cfffffffff,30.0,0.0,0.0,0.0
83a96efffffffff,64.0,0.0,0.0,0.0
83a971fffffffff,2.0,0.0,0.0,0.0
83a973fffffffff,1.0,0.0,0.0,0.0
83a976fffffffff,9.0,0.0,0.0,5.0
83b261fffffffff,8.0,0.0,0.0,0.0
83b265fffffffff,1.0,0.0,0.0,0.0
83b26dfffffffff,6.0,0.0,0.0,0.0
83b270fffffffff,21.0,0.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0,0.0
83b340fffffffff,5.0,0.0,0.0,0.0
83b342fffffffff,74.0,0.0,0.0,0.0
83b343fffffffff,3.0,0.0,0.0,0.0
83b344fffffffff,6.0,0.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0,0.0
83b346fffffffff,11.0,0.0,0.0,0.0
83b348fffffffff,2.0,0.0,0.0,0.0
83b349fffffffff,4.0,0.0,0.0,0.0
83b34afffffffff,2.0,0.0,0.0,0.0
83b34bfffffffff,6.0,0.0,0.0,0.0
83b34cfffffffff,10.0,0.0,0.0,0.0
83b34dfffffffff,14.0,0.0,0.0,0.0
83b34efffffffff,2.0,0.0,0.0,0.0
83b351fffffffff,38.0,0.0,0.0,0.0
83b358fffffffff,42.0,0.0,0.0,0.0
83b35bfffffffff,53.0,0.0,0.0,0.0
83b35cfffffffff,59.0,0.0,0.0,0.0
83b35dfffffffff,2.0,0.0,0.0,0.0
83b35efffffffff,73.0,0.0,0.0,0.0
83b361fffffffff,1.0,0.0,0.0,0.0
83b362fffffffff,9.0,0.0,0.0,0.0
83b363fffffffff,3.0,0.0,0.0,0.0
83b366fffffffff,9.0,0.0,0.0,0.0
83b369fffffffff,6.0,0.0,0.0,0.0
83b36dfffffffff,3.0,0.0,0.0,0.0
83b371fffffffff,1.0,0.0,0.0,0.0
83c2c1fffffffff,28.0,0.0,0.0,3.0
83c2c5fffffffff,4.0,0.0,0.0,0.0
83c2c8fffffffff,1.0,0.0,0.0,0.0
83c2c9fffffffff,10.0,0.0,0.0,0.0
83c2cafffffffff,25.0,0.0,0.0,0.0
83c2cbfffffffff,26.0,0.0,0.0,0.0
83c2ccfffffffff,4.0,0.0,0.0,0.0
83c2cdfffffffff,53.0,0.0,0.0,0.0
83c2cefffffffff,40.0,0.0,0.0,0.0
83c2d0fffffffff,18.0,0.0,0.0,6.0
83c2d2fffffffff,2.0,0.0,0.0,0.0
83c2d3fffffffff,13.0,0.0,0.0,0.0
83c2d4fffffffff,27.0,0.0,0.0,0.0
83c2d5fffffffff,2.0,0.0,0.0,0.0
83c2d6fffffffff,9.0,0.0,0.0,4.0
83c2d8fffffffff,38.0,0.0,0.0,0.0
83c2d9fffffffff,25.0,0.0,0.0,0.0
83c2defffffffff,1.0,0.0,0.0,0.0
83c2f2fffffffff,10.0,0.0,0.0,0.0
83c2f3fffffffff,45.0,0.0,0.0,0.0
