cell_id,Todiramphus chloris,Todiramphus chloris abyssinicus,Todiramphus chloris kalbaensis,Todiramphus chloris [humii Group],Todiramphus chloris occipitalis,Todiramphus chloris [chloris Group]
836435fffffffff,226.0,0.0,0.0,51.0,0.0,0.0
836436fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8364a0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8364a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8364a2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8364a4fffffffff,156.0,0.0,0.0,44.0,0.0,0.0
8364abfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8364e4fffffffff,2118.0,0.0,0.0,0.0,0.0,0.0
8364e6fffffffff,225.0,0.0,0.0,0.0,0.0,0.0
836500fffffffff,13.0,0.0,0.0,1.0,0.0,0.0
836501fffffffff,44.0,0.0,0.0,3.0,0.0,0.0
836503fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
836505fffffffff,497.0,0.0,0.0,28.0,0.0,0.0
836506fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836508fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83650bfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83650cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83650dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83650efffffffff,20.0,0.0,0.0,0.0,0.0,0.0
836511fffffffff,11.0,0.0,0.0,5.0,0.0,0.0
836518fffffffff,85.0,0.0,0.0,5.0,0.0,0.0
836519fffffffff,97.0,0.0,0.0,27.0,0.0,0.0
83651bfffffffff,22.0,0.0,0.0,7.0,0.0,0.0
83651cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83651dfffffffff,116.0,0.0,0.0,0.0,0.0,0.0
83651efffffffff,75.0,0.0,0.0,2.0,0.0,0.0
836520fffffffff,1378.0,0.0,0.0,13.0,0.0,0.0
836521fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836522fffffffff,121.0,0.0,0.0,4.0,0.0,0.0
836523fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
836524fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836525fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836526fffffffff,1897.0,0.0,0.0,21.0,0.0,0.0
836529fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83652cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83652dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83652efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836531fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836535fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836550fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836553fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836554fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836556fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836572fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836573fffffffff,23.0,0.0,0.0,0.0,0.0,5.0
836580fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
836581fffffffff,11.0,0.0,0.0,1.0,0.0,0.0
836582fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836583fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
836584fffffffff,448.0,0.0,0.0,0.0,0.0,19.0
836585fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
836586fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836588fffffffff,17.0,0.0,0.0,10.0,0.0,0.0
836589fffffffff,31.0,0.0,0.0,2.0,0.0,0.0
83658afffffffff,284.0,0.0,0.0,150.0,0.0,0.0
83658bfffffffff,2006.0,0.0,0.0,559.0,0.0,0.0
83658efffffffff,406.0,0.0,0.0,87.0,0.0,0.0
83659cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8365a2fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8365a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8365aafffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8365b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8365b1fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8365b3fffffffff,19.0,0.0,0.0,0.0,0.0,8.0
8365b5fffffffff,99.0,0.0,0.0,3.0,0.0,0.0
836802fffffffff,122.0,0.0,0.0,0.0,0.0,4.0
836803fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836805fffffffff,11.0,0.0,0.0,0.0,0.0,2.0
836810fffffffff,21.0,0.0,0.0,0.0,0.0,8.0
836811fffffffff,74.0,0.0,0.0,0.0,0.0,8.0
836812fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836815fffffffff,386.0,0.0,0.0,0.0,0.0,48.0
836816fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
836818fffffffff,345.0,0.0,0.0,0.0,0.0,27.0
836819fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83681afffffffff,12.0,0.0,0.0,0.0,0.0,1.0
83681bfffffffff,16.0,0.0,0.0,0.0,0.0,2.0
83681cfffffffff,237.0,0.0,0.0,0.0,0.0,24.0
83681dfffffffff,58.0,0.0,0.0,0.0,0.0,2.0
83681efffffffff,9.0,0.0,0.0,0.0,0.0,0.0
836828fffffffff,579.0,0.0,0.0,0.0,0.0,126.0
836829fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83682afffffffff,32.0,0.0,0.0,0.0,0.0,5.0
83682dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83682efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836840fffffffff,22.0,0.0,0.0,0.0,0.0,4.0
836841fffffffff,16.0,0.0,0.0,0.0,0.0,2.0
836842fffffffff,17.0,0.0,0.0,0.0,0.0,5.0
836843fffffffff,60.0,0.0,0.0,0.0,0.0,9.0
836844fffffffff,145.0,0.0,0.0,0.0,0.0,32.0
836845fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836846fffffffff,125.0,0.0,0.0,0.0,0.0,11.0
83684efffffffff,78.0,0.0,0.0,0.0,0.0,18.0
836855fffffffff,7.0,0.0,0.0,0.0,0.0,2.0
836856fffffffff,56.0,0.0,0.0,0.0,0.0,13.0
836858fffffffff,164.0,0.0,0.0,0.0,0.0,19.0
83685cfffffffff,324.0,0.0,0.0,0.0,0.0,26.0
83685dfffffffff,150.0,0.0,0.0,0.0,0.0,22.0
83685efffffffff,140.0,0.0,0.0,0.0,0.0,19.0
836862fffffffff,30.0,0.0,0.0,0.0,0.0,6.0
836863fffffffff,6.0,0.0,0.0,0.0,0.0,2.0
836865fffffffff,64.0,0.0,0.0,0.0,0.0,34.0
836866fffffffff,6.0,0.0,0.0,0.0,0.0,1.0
83686efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836870fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
836871fffffffff,48.0,0.0,0.0,0.0,0.0,1.0
836873fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836875fffffffff,15.0,0.0,0.0,0.0,0.0,3.0
836876fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836892fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83689afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8368a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8368a5fffffffff,60.0,0.0,0.0,0.0,0.0,1.0
8368c2fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8368c3fffffffff,43.0,0.0,0.0,0.0,0.0,2.0
8368c8fffffffff,272.0,0.0,0.0,0.0,0.0,50.0
8368cafffffffff,71.0,0.0,0.0,0.0,0.0,10.0
8368cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8368cefffffffff,84.0,0.0,0.0,0.0,0.0,25.0
8368d0fffffffff,8.0,0.0,0.0,0.0,0.0,6.0
8368d1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8368d2fffffffff,237.0,0.0,0.0,0.0,0.0,88.0
8368d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8368d8fffffffff,30.0,0.0,0.0,0.0,0.0,16.0
8368dcfffffffff,5.0,0.0,0.0,0.0,0.0,5.0
8368ddfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8368e4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8368f6fffffffff,19.0,0.0,0.0,0.0,0.0,1.0
836932fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836940fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836941fffffffff,588.0,0.0,0.0,0.0,0.0,11.0
836943fffffffff,388.0,0.0,0.0,0.0,0.0,13.0
836945fffffffff,87.0,0.0,0.0,0.0,0.0,6.0
83694afffffffff,18.0,0.0,0.0,0.0,0.0,1.0
83694bfffffffff,26.0,0.0,0.0,0.0,0.0,0.0
83694cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83694efffffffff,2450.0,0.0,0.0,0.0,0.0,65.0
836958fffffffff,82.0,0.0,0.0,0.0,0.0,16.0
836959fffffffff,28.0,0.0,0.0,0.0,0.0,17.0
83695afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83695dfffffffff,71.0,0.0,0.0,0.0,0.0,3.0
83695efffffffff,7.0,0.0,0.0,0.0,0.0,0.0
836968fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
836969fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83696afffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83696cfffffffff,64.0,0.0,0.0,0.0,0.0,4.0
83696dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83696efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83699afffffffff,60.0,0.0,0.0,0.0,0.0,8.0
83699bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
837290fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8372f2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
837319fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83731bfffffffff,1943.0,0.0,0.0,0.0,0.0,0.0
837390fffffffff,21.0,0.0,0.0,0.0,0.0,3.0
837392fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
837396fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83739afffffffff,27.0,0.0,0.0,0.0,0.0,4.0
83739bfffffffff,5.0,0.0,0.0,0.0,0.0,1.0
8373b0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8373b6fffffffff,4.0,0.0,0.0,0.0,0.0,2.0
838c10fffffffff,455.0,0.0,0.0,0.0,0.0,65.0
838c12fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838c13fffffffff,89.0,0.0,0.0,0.0,0.0,7.0
838c14fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
838c15fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838c16fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838c1afffffffff,13.0,0.0,0.0,0.0,0.0,1.0
838c1efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838c88fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
838c8afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838c8cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838c92fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838c96fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
838c99fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838cadfffffffff,91.0,0.0,0.0,0.0,0.0,12.0
838cc2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838cd0fffffffff,8.0,0.0,0.0,0.0,0.0,5.0
838cd2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838cd3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838cd5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838cdcfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838cdefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838cf5fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838d80fffffffff,18.0,0.0,0.0,0.0,0.0,4.0
838d84fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838d85fffffffff,16.0,0.0,0.0,0.0,0.0,3.0
838d89fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838d8afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838d8cfffffffff,49.0,0.0,0.0,0.0,0.0,4.0
838d92fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
838da2fffffffff,46.0,0.0,0.0,0.0,0.0,21.0
838da3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838da6fffffffff,70.0,0.0,0.0,0.0,0.0,17.0
838daafffffffff,5.0,0.0,0.0,0.0,0.0,2.0
838dabfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838db0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838db1fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
838db4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838db5fffffffff,843.0,0.0,0.0,0.0,0.0,233.0
839404fffffffff,24.0,0.0,0.0,0.0,0.0,12.0
839421fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
839423fffffffff,29.0,0.0,0.0,0.0,0.0,4.0
839426fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839428fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83942cfffffffff,194.0,0.0,0.0,0.0,0.0,64.0
83942dfffffffff,49.0,0.0,0.0,0.0,0.0,8.0
839431fffffffff,6.0,0.0,0.0,0.0,0.0,6.0
839460fffffffff,111.0,0.0,0.0,0.0,0.0,13.0
839466fffffffff,20.0,0.0,0.0,0.0,0.0,8.0
839500fffffffff,92.0,0.0,0.0,0.0,0.0,36.0
839501fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
839503fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
839509fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83950afffffffff,4.0,0.0,0.0,0.0,0.0,2.0
83950dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839512fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839513fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839518fffffffff,39.0,0.0,0.0,0.0,0.0,17.0
83951afffffffff,37.0,0.0,0.0,0.0,0.0,4.0
83951dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83951efffffffff,137.0,0.0,0.0,0.0,0.0,27.0
839521fffffffff,10.0,0.0,0.0,0.0,0.0,8.0
83952bfffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83952dfffffffff,5.0,0.0,0.0,0.0,0.0,4.0
839541fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
839544fffffffff,67.0,0.0,0.0,0.0,0.0,4.0
839545fffffffff,27.0,0.0,0.0,0.0,0.0,4.0
839548fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
839552fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
839553fffffffff,53.0,0.0,0.0,0.0,0.0,6.0
839558fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83955afffffffff,11.0,0.0,0.0,0.0,0.0,0.0
839561fffffffff,8.0,0.0,0.0,0.0,0.0,4.0
839566fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
839569fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83956afffffffff,28.0,0.0,0.0,0.0,0.0,2.0
83956bfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83956dfffffffff,10.0,0.0,0.0,0.0,0.0,2.0
839572fffffffff,11.0,0.0,0.0,0.0,0.0,10.0
8395a4fffffffff,376.0,0.0,0.0,0.0,0.0,100.0
8395a5fffffffff,63.0,0.0,0.0,0.0,0.0,16.0
8395a9fffffffff,61.0,0.0,0.0,0.0,0.0,7.0
8395adfffffffff,3.0,0.0,0.0,0.0,0.0,3.0
