cell_id,Dendrocincla fuliginosa,Dendrocincla fuliginosa [meruloides Group],Dendrocincla fuliginosa fuliginosa/rufoolivacea,Dendrocincla fuliginosa atrirostris/trumaii
848b6e5ffffffff,8.0,0.0,0.0,0.0
848b6e7ffffffff,26.0,0.0,0.0,0.0
848b6edffffffff,29.0,0.0,0.0,0.0
848b709ffffffff,2.0,0.0,0.0,0.0
848b713ffffffff,130.0,0.0,0.0,1.0
848b717ffffffff,9.0,0.0,0.0,0.0
848b71bffffffff,13.0,0.0,0.0,0.0
848b745ffffffff,3.0,0.0,0.0,0.0
848b747ffffffff,7.0,0.0,0.0,0.0
848b757ffffffff,2.0,0.0,0.0,0.0
848b75dffffffff,9.0,0.0,0.0,0.0
848b76bffffffff,4.0,0.0,0.0,0.0
848b849ffffffff,10.0,0.0,0.0,0.0
848b881ffffffff,2.0,0.0,0.0,0.0
848b999ffffffff,4.0,0.0,0.0,0.0
848b99dffffffff,12.0,0.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0,1.0
848b9d5ffffffff,81.0,0.0,0.0,1.0
848ba09ffffffff,4.0,0.0,0.0,0.0
848ba63ffffffff,1.0,0.0,0.0,0.0
848e643ffffffff,8.0,0.0,0.0,0.0
848e64bffffffff,4.0,0.0,0.0,0.0
848f0d1ffffffff,73.0,7.0,0.0,0.0
848f0d9ffffffff,2.0,0.0,0.0,0.0
848f0dbffffffff,363.0,21.0,0.0,0.0
848f285ffffffff,8.0,4.0,0.0,0.0
848f289ffffffff,6.0,1.0,0.0,0.0
848f28dffffffff,32.0,0.0,0.0,0.0
848f291ffffffff,12.0,0.0,0.0,0.0
848f293ffffffff,2.0,0.0,0.0,0.0
848f295ffffffff,61.0,0.0,0.0,0.0
848f297ffffffff,3.0,0.0,0.0,0.0
848f2a1ffffffff,2.0,0.0,0.0,0.0
848f2a9ffffffff,218.0,16.0,0.0,0.0
848f2abffffffff,32.0,0.0,0.0,0.0
848f2b9ffffffff,35.0,7.0,0.0,0.0
848f2bbffffffff,46.0,4.0,0.0,0.0
848f2bdffffffff,41.0,0.0,0.0,0.0
848f2c3ffffffff,38.0,2.0,0.0,0.0
848f2c9ffffffff,7.0,0.0,0.0,0.0
848f2cbffffffff,80.0,0.0,0.0,0.0
848f2cdffffffff,184.0,0.0,0.0,0.0
848f2ddffffffff,4.0,0.0,0.0,0.0
848f2e3ffffffff,4.0,0.0,0.0,0.0
848f2e7ffffffff,19.0,1.0,0.0,0.0
848f2ebffffffff,3.0,0.0,0.0,0.0
848f401ffffffff,38.0,0.0,0.0,0.0
848f439ffffffff,6.0,0.0,0.0,0.0
848f43dffffffff,1.0,0.0,0.0,0.0
848f461ffffffff,14.0,0.0,0.0,0.0
848f463ffffffff,62.0,0.0,0.0,0.0
848f465ffffffff,15.0,0.0,0.0,0.0
848f467ffffffff,1.0,0.0,0.0,0.0
848f46dffffffff,4.0,0.0,0.0,0.0
848f485ffffffff,4.0,0.0,0.0,0.0
848f489ffffffff,4.0,0.0,0.0,0.0
848f48dffffffff,6.0,0.0,0.0,0.0
848f4a5ffffffff,2.0,0.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0,0.0
848f4b3ffffffff,1.0,0.0,0.0,0.0
848f4c7ffffffff,7.0,0.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0,0.0
848f5ddffffffff,2.0,0.0,0.0,0.0
848f611ffffffff,1.0,0.0,0.0,0.0
848f613ffffffff,11.0,0.0,0.0,0.0
848f61bffffffff,17.0,0.0,0.0,0.0
848f625ffffffff,2.0,0.0,0.0,0.0
848f655ffffffff,15.0,0.0,0.0,0.0
848f657ffffffff,12.0,0.0,0.0,0.0
848f6b5ffffffff,2.0,0.0,0.0,0.0
848f6e9ffffffff,3.0,0.0,0.0,0.0
848f705ffffffff,7.0,0.0,0.0,0.0
848f71bffffffff,4.0,0.0,0.0,0.0
848f729ffffffff,32.0,5.0,0.0,0.0
848f72bffffffff,23.0,0.0,0.0,0.0
848f733ffffffff,2.0,0.0,0.0,0.0
848f745ffffffff,14.0,0.0,0.0,0.0
848f74bffffffff,4.0,0.0,0.0,0.0
848f74dffffffff,8.0,0.0,0.0,0.0
848f763ffffffff,5.0,0.0,0.0,0.0
848f769ffffffff,2.0,0.0,0.0,0.0
848f76bffffffff,14.0,0.0,0.0,0.0
84a8c97ffffffff,8.0,0.0,0.0,8.0
84a8cc7ffffffff,1.0,0.0,0.0,0.0
