cell_id,Hypsipetes leucocephalus,Hypsipetes leucocephalus [psaroides Group],Hypsipetes leucocephalus sinensis/ambiens,Hypsipetes leucocephalus [leucocephalus Group],Hypsipetes leucocephalus perniger,Hypsipetes leucocephalus nigerrimus
843c31dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c333ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c33bffffffff,79.0,0.0,0.0,0.0,0.0,0.0
843c341ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843c345ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843c355ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843c36bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c423ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c431ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843c43dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c521ffffffff,364.0,0.0,0.0,0.0,0.0,0.0
843c525ffffffff,125.0,0.0,0.0,0.0,0.0,0.0
843c527ffffffff,688.0,0.0,0.0,0.0,0.0,0.0
843c529ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843c52dffffffff,26.0,0.0,0.0,0.0,0.0,0.0
843c533ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
843c535ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843c537ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
843c567ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,648.0,0.0,0.0,0.0,0.0,0.0
843c583ffffffff,48.0,0.0,0.0,0.0,0.0,0.0
843c585ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
843c587ffffffff,92.0,0.0,0.0,0.0,0.0,0.0
843c589ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
843c58dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c591ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c595ffffffff,114.0,0.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,69.0,0.0,0.0,0.0,0.0,0.0
843c5a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c5a9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
843c5adffffffff,11.0,0.0,0.0,0.0,0.0,0.0
843c5b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c5b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c5b7ffffffff,81.0,0.0,0.0,0.0,0.0,0.0
843c5b9ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
843c5bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843c5bdffffffff,150.0,0.0,0.0,0.0,0.0,0.0
843c5c1ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
843c5c5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
843c5c7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c5cbffffffff,14.0,4.0,0.0,0.0,0.0,0.0
843c5d5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
843c5e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843c5e3ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
843c5e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843c5ebffffffff,24.0,0.0,0.0,0.0,0.0,0.0
843cc01ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843cc03ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
843cc0bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843cc11ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
843cc15ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843cc1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843cc31ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
843cc39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843ccb5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ccb7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843cd8bffffffff,27.0,0.0,0.0,6.0,0.0,0.0
843cd9dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
843cdb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843cdb5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843cdbdffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843cdd5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843ce05ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843ce15ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843ce17ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843ce19ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843ce1bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
843ce29ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
843ce2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843ce31ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
843ce33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843ce3bffffffff,48.0,0.0,0.0,0.0,0.0,0.0
843ce41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843ce43ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843ce49ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843ce4bffffffff,132.0,6.0,0.0,0.0,0.0,0.0
843ce4dffffffff,103.0,0.0,0.0,0.0,0.0,0.0
843ce51ffffffff,78.0,5.0,0.0,0.0,0.0,0.0
843ce53ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
843ce55ffffffff,179.0,11.0,0.0,0.0,0.0,0.0
843ce57ffffffff,151.0,5.0,0.0,0.0,0.0,0.0
843ce59ffffffff,67.0,3.0,0.0,0.0,0.0,0.0
843ce5bffffffff,174.0,7.0,0.0,0.0,0.0,0.0
843ce5dffffffff,303.0,49.0,0.0,0.0,0.0,0.0
843ce63ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843ce81ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
843ce83ffffffff,133.0,0.0,0.0,0.0,0.0,0.0
843ce85ffffffff,255.0,0.0,0.0,0.0,0.0,0.0
843ce87ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
843ce8bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
843ce95ffffffff,219.0,0.0,0.0,0.0,0.0,0.0
843ce9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843cea1ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
843cea3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843cea5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843ceabffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843cebdffffffff,38.0,0.0,0.0,0.0,0.0,0.0
843cec1ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
843cec3ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
843cec9ffffffff,221.0,0.0,0.0,0.0,0.0,0.0
843cecbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843cecdffffffff,36.0,0.0,0.0,0.0,0.0,0.0
843ced9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843ceedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843d101ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
843d103ffffffff,408.0,0.0,0.0,0.0,0.0,0.0
843d105ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843d107ffffffff,1459.0,0.0,0.0,0.0,0.0,0.0
843d109ffffffff,225.0,0.0,0.0,0.0,0.0,0.0
843d10bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843d10dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
843d111ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843d115ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
843d117ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843d11dffffffff,25.0,0.0,0.0,0.0,0.0,0.0
843d131ffffffff,114.0,0.0,0.0,0.0,0.0,0.0
843d133ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
843d135ffffffff,64.0,0.0,0.0,0.0,0.0,0.0
843d137ffffffff,237.0,0.0,0.0,0.0,0.0,0.0
843d139ffffffff,833.0,0.0,0.0,0.0,0.0,0.0
843d13bffffffff,40.0,0.0,0.0,0.0,0.0,0.0
843d13dffffffff,132.0,0.0,0.0,0.0,0.0,0.0
843d141ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843d143ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
843d147ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
843d14bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
843d151ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
843d155ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
843d157ffffffff,105.0,0.0,0.0,0.0,0.0,0.0
843d159ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
843d15dffffffff,192.0,0.0,0.0,0.0,0.0,0.0
843d1a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843d1a9ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
843d1abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843d1adffffffff,23.0,0.0,0.0,0.0,0.0,0.0
843d1e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843d1e5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
843d1e7ffffffff,463.0,0.0,0.0,0.0,0.0,0.0
843d1e9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843d1ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843d1edffffffff,718.0,0.0,0.0,0.0,0.0,0.0
843d301ffffffff,63.0,0.0,0.0,0.0,0.0,0.0
843d303ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
843d305ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843d307ffffffff,89.0,0.0,0.0,0.0,0.0,0.0
843d309ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843d30bffffffff,24.0,0.0,0.0,0.0,0.0,0.0
843d30dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
843d31dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
843d323ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
843d331ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843d333ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
843d335ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
843d337ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
843d339ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
843d33dffffffff,129.0,0.0,0.0,0.0,0.0,0.0
843d341ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
843d343ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843d345ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
843d347ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
843d349ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
843d34bffffffff,78.0,0.0,0.0,0.0,0.0,0.0
843d34dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
843d355ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843d359ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
843d35dffffffff,305.0,0.0,0.0,0.0,0.0,0.0
843d36bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
843da99ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
843dad1ffffffff,2858.0,0.0,0.0,0.0,0.0,0.0
843dad3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
843dad5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
843dad7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
843dad9ffffffff,490.0,0.0,0.0,0.0,0.0,0.0
843dadbffffffff,60.0,0.0,0.0,0.0,0.0,0.0
843daddffffffff,331.0,0.0,0.0,0.0,0.0,0.0
844004dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440135ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8440139ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8440187ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844020bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844022bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84402d7ffffffff,81.0,0.0,0.0,15.0,0.0,0.0
844030dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8440349ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844034bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440363ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8440369ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844036dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8440413ffffffff,3.0,0.0,3.0,0.0,0.0,0.0
8440417ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440439ffffffff,9.0,0.0,0.0,2.0,0.0,0.0
844043dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440447ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84404b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84404c1ffffffff,51.0,0.0,2.0,8.0,0.0,0.0
84404c3ffffffff,5.0,0.0,1.0,2.0,0.0,0.0
84404c5ffffffff,191.0,0.0,11.0,6.0,0.0,0.0
84404c7ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84404c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84404cbffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84404ddffffffff,293.0,0.0,9.0,10.0,0.0,0.0
84404e1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84404e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84404e9ffffffff,6.0,0.0,2.0,2.0,0.0,0.0
8440503ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440529ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844052dffffffff,2.0,0.0,0.0,1.0,0.0,0.0
8440591ffffffff,16.0,0.0,11.0,0.0,0.0,0.0
84405c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84405cbffffffff,2.0,0.0,0.0,1.0,0.0,0.0
84405ddffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8440611ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8440613ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8440619ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844061bffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8440627ffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8440651ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8440653ffffffff,5.0,0.0,4.0,0.0,0.0,0.0
8440657ffffffff,3.0,0.0,3.0,0.0,0.0,0.0
84406b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84406b7ffffffff,63.0,0.0,3.0,0.0,0.0,0.0
84406d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440717ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440a8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440ac5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8440b53ffffffff,11.0,0.0,0.0,1.0,0.0,0.0
8440c41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440c45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440c61ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8440c69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440e11ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8440e13ffffffff,100.0,0.0,0.0,1.0,0.0,0.0
8440e17ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8440e33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440e35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8440e37ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8440e3bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8440e53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8440ec1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440ec5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440ee5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440ee9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8440eebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8440eedffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8440f13ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8441035ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844112bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441185ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8441189ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844118bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
844118dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8441199ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84411a3ffffffff,2.0,0.0,0.0,1.0,0.0,0.0
84411a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84411a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84411adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84411b5ffffffff,37.0,0.0,0.0,2.0,0.0,0.0
84411bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84411c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84411c9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84411cbffffffff,82.0,0.0,0.0,1.0,0.0,0.0
84411e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8441421ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8441433ffffffff,26.0,1.0,0.0,0.0,0.0,0.0
844143bffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8441487ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8441489ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844148bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84414c3ffffffff,89.0,0.0,0.0,32.0,0.0,0.0
84414cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84414d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84414e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84414e3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8441517ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8441585ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8441587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8441593ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441599ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844159bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844159dffffffff,4.0,0.0,0.0,4.0,0.0,0.0
84415a1ffffffff,14.0,0.0,0.0,2.0,0.0,0.0
84415a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84415c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84415c3ffffffff,44.0,2.0,3.0,0.0,0.0,0.0
84415ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84415e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84415e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84415e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84415e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84415edffffffff,42.0,0.0,0.0,8.0,0.0,0.0
8441609ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8441611ffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8441617ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8441651ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441653ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8441659ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
844165bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844165dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84416a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84416c5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84416e1ffffffff,7.0,0.0,2.0,0.0,0.0,0.0
84416edffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8441709ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
844170bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8441715ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
8441719ffffffff,22.0,0.0,0.0,0.0,10.0,0.0
8441833ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8441837ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8441845ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844184bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844184dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441855ffffffff,72.0,0.0,0.0,3.0,0.0,0.0
8441859ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
844185dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8441863ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84418ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8441901ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8441905ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8441907ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
844190bffffffff,4.0,0.0,0.0,4.0,0.0,0.0
8441911ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8441919ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8441921ffffffff,96.0,0.0,0.0,73.0,0.0,0.0
8441923ffffffff,6.0,0.0,0.0,4.0,0.0,0.0
8441925ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8441929ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844192bffffffff,9.0,0.0,0.0,8.0,0.0,0.0
844192dffffffff,41.0,0.0,0.0,37.0,0.0,0.0
8441949ffffffff,9.0,0.0,0.0,6.0,0.0,0.0
844195dffffffff,6.0,0.0,0.0,3.0,0.0,0.0
8441965ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8441967ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84419a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84419ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84419edffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8441a09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441a0bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8441a0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441a37ffffffff,5.0,0.0,0.0,2.0,0.0,0.0
8441a39ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8441a43ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8441a55ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8441a97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8441ab3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8441b21ffffffff,4.0,0.0,0.0,4.0,0.0,0.0
8441b29ffffffff,7.0,0.0,0.0,6.0,0.0,0.0
8441b2dffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8441b31ffffffff,18.0,0.0,0.0,13.0,0.0,0.0
8441b33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
