cell_id,Ploceus cucullatus,Ploceus cucullatus collaris,Ploceus cucullatus [cucullatus Group],Ploceus cucullatus nigriceps/graueri,Ploceus cucullatus spilonotus
847a6b5ffffffff,19.0,0.0,5.0,0.0,0.0
847a6b7ffffffff,138.0,0.0,12.0,0.0,0.0
847a6b9ffffffff,2.0,0.0,0.0,0.0,0.0
847a6bbffffffff,5.0,0.0,0.0,0.0,0.0
847a6bdffffffff,1.0,0.0,0.0,0.0,0.0
847a6c7ffffffff,1.0,0.0,0.0,0.0,0.0
847a6cdffffffff,1.0,0.0,0.0,0.0,0.0
847a6d1ffffffff,89.0,0.0,10.0,0.0,0.0
847a6d3ffffffff,4.0,0.0,0.0,0.0,0.0
847a6d9ffffffff,20.0,0.0,0.0,8.0,0.0
847a6dbffffffff,8.0,0.0,0.0,0.0,0.0
847a6e1ffffffff,2.0,0.0,2.0,0.0,0.0
847a6e5ffffffff,293.0,0.0,133.0,0.0,0.0
847a6e7ffffffff,12.0,0.0,2.0,0.0,0.0
847a6e9ffffffff,1.0,0.0,0.0,0.0,0.0
847a6ebffffffff,1.0,0.0,0.0,0.0,0.0
847a6edffffffff,5.0,0.0,0.0,0.0,0.0
847ac15ffffffff,2.0,0.0,2.0,0.0,0.0
847ac81ffffffff,56.0,0.0,0.0,0.0,0.0
847ac83ffffffff,2.0,0.0,2.0,0.0,0.0
847ac87ffffffff,93.0,0.0,8.0,0.0,0.0
847ac8bffffffff,60.0,0.0,15.0,0.0,0.0
847ac97ffffffff,10.0,0.0,0.0,0.0,0.0
847aca1ffffffff,3.0,0.0,1.0,0.0,0.0
847aca3ffffffff,22.0,0.0,2.0,0.0,0.0
847acabffffffff,9.0,0.0,2.0,0.0,0.0
847acb5ffffffff,26.0,0.0,0.0,0.0,0.0
847acb7ffffffff,2.0,0.0,0.0,0.0,0.0
847acc5ffffffff,1.0,0.0,0.0,0.0,0.0
847accdffffffff,2.0,0.0,0.0,0.0,0.0
847acd5ffffffff,75.0,0.0,3.0,0.0,0.0
847acd7ffffffff,5.0,0.0,0.0,0.0,0.0
847ad91ffffffff,10.0,0.0,0.0,0.0,0.0
847ad93ffffffff,9.0,0.0,5.0,0.0,0.0
847ad95ffffffff,4.0,0.0,0.0,0.0,0.0
847ad97ffffffff,2.0,0.0,0.0,0.0,0.0
847ad99ffffffff,57.0,0.0,1.0,0.0,0.0
847ad9dffffffff,5.0,0.0,1.0,0.0,0.0
847ada9ffffffff,2.0,0.0,0.0,0.0,0.0
847ae87ffffffff,2.0,0.0,2.0,0.0,0.0
847aea7ffffffff,3.0,0.0,2.0,0.0,0.0
847aeabffffffff,2.0,0.0,0.0,0.0,0.0
847b481ffffffff,3.0,0.0,0.0,0.0,0.0
847b487ffffffff,6.0,0.0,0.0,0.0,0.0
847b489ffffffff,3.0,0.0,0.0,0.0,0.0
847b4a1ffffffff,14.0,0.0,0.0,0.0,0.0
847b4a5ffffffff,20.0,0.0,2.0,0.0,0.0
847b4a7ffffffff,2.0,0.0,0.0,0.0,0.0
847b4b1ffffffff,9.0,0.0,0.0,0.0,0.0
847b4b3ffffffff,4.0,0.0,0.0,0.0,0.0
847b4b7ffffffff,1.0,0.0,0.0,1.0,0.0
847b4b9ffffffff,16.0,0.0,0.0,2.0,0.0
847b4c1ffffffff,4.0,0.0,0.0,0.0,0.0
847b4c3ffffffff,5.0,0.0,0.0,0.0,0.0
847b4c9ffffffff,9.0,0.0,1.0,0.0,0.0
847b4cbffffffff,4.0,0.0,0.0,0.0,0.0
847b4d3ffffffff,2.0,0.0,0.0,0.0,0.0
847b4d5ffffffff,2.0,0.0,0.0,0.0,0.0
847b4dbffffffff,7.0,0.0,0.0,0.0,0.0
847b4ddffffffff,1.0,0.0,0.0,0.0,0.0
847b591ffffffff,8.0,0.0,0.0,0.0,0.0
847b595ffffffff,36.0,0.0,9.0,0.0,0.0
847b597ffffffff,90.0,0.0,21.0,0.0,0.0
847b59bffffffff,14.0,0.0,1.0,0.0,0.0
847b5b1ffffffff,6.0,0.0,0.0,0.0,0.0
847b5b5ffffffff,5.0,0.0,0.0,0.0,0.0
847b5b7ffffffff,1.0,0.0,0.0,0.0,0.0
847b5bbffffffff,9.0,0.0,4.0,0.0,0.0
847b689ffffffff,6.0,0.0,0.0,0.0,0.0
847b6a9ffffffff,12.0,0.0,0.0,0.0,0.0
847b6bbffffffff,17.0,0.0,0.0,3.0,0.0
847b6bdffffffff,3.0,0.0,0.0,0.0,0.0
8482181ffffffff,3.0,0.0,0.0,0.0,0.0
8482187ffffffff,1.0,0.0,0.0,0.0,0.0
84821a7ffffffff,1.0,0.0,0.0,0.0,0.0
8482853ffffffff,1.0,0.0,1.0,0.0,0.0
8482855ffffffff,2.0,2.0,0.0,0.0,0.0
84828a3ffffffff,1.0,0.0,0.0,0.0,0.0
84828b5ffffffff,94.0,0.0,30.0,0.0,0.0
84828b7ffffffff,1.0,0.0,0.0,0.0,0.0
84828bdffffffff,1.0,0.0,0.0,0.0,0.0
84828d1ffffffff,25.0,0.0,4.0,0.0,0.0
84828ddffffffff,3.0,0.0,0.0,0.0,0.0
8482909ffffffff,1.0,0.0,0.0,0.0,0.0
84829ddffffffff,1.0,0.0,1.0,0.0,0.0
8482a09ffffffff,14.0,0.0,0.0,0.0,0.0
8482a0bffffffff,3.0,0.0,0.0,0.0,0.0
8482a55ffffffff,4.0,0.0,4.0,0.0,0.0
8482a81ffffffff,11.0,0.0,6.0,0.0,0.0
8482a83ffffffff,2.0,0.0,0.0,0.0,0.0
8482a91ffffffff,16.0,0.0,2.0,0.0,0.0
8482aa1ffffffff,1.0,0.0,0.0,0.0,0.0
8482aadffffffff,9.0,0.0,4.0,0.0,0.0
8482b21ffffffff,1.0,0.0,1.0,0.0,0.0
8482b33ffffffff,1.0,0.0,0.0,0.0,0.0
8482d03ffffffff,88.0,0.0,36.0,0.0,0.0
8482d07ffffffff,39.0,0.0,11.0,0.0,0.0
8482d1dffffffff,21.0,0.0,14.0,0.0,0.0
8482d23ffffffff,15.0,0.0,5.0,0.0,0.0
8482d27ffffffff,11.0,0.0,3.0,0.0,0.0
8482d29ffffffff,22.0,0.0,11.0,0.0,0.0
8482d2bffffffff,45.0,0.0,28.0,0.0,0.0
8482d35ffffffff,1.0,0.0,0.0,0.0,0.0
8482d37ffffffff,3.0,0.0,2.0,0.0,0.0
8482d3dffffffff,77.0,0.0,53.0,0.0,0.0
8482d45ffffffff,2.0,0.0,0.0,0.0,0.0
8482d4dffffffff,4.0,0.0,0.0,0.0,0.0
8482d61ffffffff,1.0,0.0,0.0,0.0,0.0
8482d67ffffffff,8.0,0.0,3.0,0.0,0.0
8482db5ffffffff,2.0,0.0,0.0,0.0,0.0
8482e31ffffffff,2.0,0.0,0.0,0.0,0.0
8482e37ffffffff,1.0,0.0,0.0,0.0,0.0
8482f05ffffffff,2.0,0.0,2.0,0.0,0.0
8482f09ffffffff,27.0,2.0,0.0,0.0,0.0
8482f23ffffffff,35.0,0.0,27.0,0.0,0.0
8482f2bffffffff,7.0,0.0,7.0,0.0,0.0
8482f43ffffffff,2.0,0.0,0.0,0.0,0.0
8482f47ffffffff,1.0,0.0,0.0,0.0,0.0
8482f69ffffffff,2.0,0.0,0.0,0.0,0.0
8483045ffffffff,2.0,0.0,0.0,0.0,0.0
8483117ffffffff,5.0,1.0,0.0,0.0,0.0
8483121ffffffff,1.0,1.0,0.0,0.0,0.0
8483125ffffffff,5.0,2.0,0.0,0.0,0.0
8483137ffffffff,2.0,0.0,0.0,0.0,0.0
848313dffffffff,4.0,1.0,0.0,0.0,0.0
8483151ffffffff,13.0,4.0,0.0,0.0,0.0
84831e3ffffffff,1.0,0.0,0.0,0.0,0.0
84831e5ffffffff,7.0,1.0,0.0,0.0,0.0
84831e7ffffffff,3.0,0.0,0.0,0.0,0.0
84831ebffffffff,10.0,3.0,0.0,0.0,0.0
84831edffffffff,5.0,0.0,0.0,0.0,0.0
848320dffffffff,3.0,0.0,0.0,0.0,0.0
848333dffffffff,3.0,3.0,0.0,0.0,0.0
8483861ffffffff,2.0,0.0,0.0,0.0,0.0
8483913ffffffff,4.0,0.0,0.0,0.0,0.0
8483981ffffffff,3.0,0.0,0.0,0.0,0.0
848398bffffffff,2.0,0.0,0.0,0.0,0.0
8483a89ffffffff,2.0,0.0,0.0,0.0,0.0
8483ac3ffffffff,2.0,0.0,0.0,0.0,0.0
8483ad1ffffffff,2.0,0.0,0.0,0.0,0.0
8496009ffffffff,15.0,0.0,0.0,6.0,0.0
849600bffffffff,4.0,0.0,0.0,0.0,0.0
8496015ffffffff,3.0,0.0,0.0,2.0,0.0
8496025ffffffff,2.0,0.0,0.0,0.0,0.0
849602dffffffff,10.0,0.0,0.0,2.0,0.0
849603bffffffff,2.0,0.0,0.0,0.0,0.0
8496047ffffffff,2.0,0.0,0.0,0.0,0.0
8496051ffffffff,4.0,0.0,0.0,0.0,0.0
849609dffffffff,3.0,0.0,0.0,0.0,0.0
84960c3ffffffff,2.0,0.0,0.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0,0.0,0.0
8496201ffffffff,4.0,0.0,0.0,0.0,0.0
8496203ffffffff,3.0,0.0,0.0,0.0,0.0
8496207ffffffff,8.0,0.0,0.0,1.0,0.0
849620bffffffff,2.0,0.0,0.0,0.0,0.0
8496213ffffffff,3.0,0.0,0.0,0.0,0.0
8496215ffffffff,5.0,0.0,0.0,0.0,0.0
8496217ffffffff,4.0,0.0,0.0,0.0,0.0
8496219ffffffff,4.0,0.0,0.0,0.0,0.0
849621dffffffff,4.0,0.0,0.0,0.0,0.0
8496233ffffffff,24.0,0.0,0.0,9.0,0.0
8496239ffffffff,16.0,0.0,0.0,5.0,0.0
849623bffffffff,50.0,0.0,0.0,4.0,0.0
8496241ffffffff,8.0,0.0,0.0,0.0,0.0
8496263ffffffff,4.0,0.0,0.0,0.0,0.0
8496283ffffffff,5.0,0.0,0.0,0.0,0.0
849628bffffffff,3.0,0.0,0.0,0.0,0.0
849629dffffffff,2.0,0.0,0.0,0.0,0.0
84962b9ffffffff,1.0,0.0,0.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0,0.0,0.0
84962c9ffffffff,64.0,0.0,0.0,22.0,0.0
84962d7ffffffff,2.0,0.0,0.0,0.0,0.0
84962e5ffffffff,27.0,0.0,0.0,11.0,0.0
84962e9ffffffff,1.0,0.0,0.0,0.0,0.0
84962edffffffff,14.0,0.0,0.0,2.0,0.0
8496335ffffffff,26.0,0.0,0.0,0.0,0.0
849643bffffffff,1.0,0.0,0.0,0.0,0.0
849666bffffffff,1.0,0.0,0.0,0.0,0.0
8496753ffffffff,2.0,0.0,0.0,0.0,0.0
8496837ffffffff,1.0,0.0,0.0,0.0,0.0
84968c9ffffffff,2.0,0.0,2.0,0.0,0.0
8496905ffffffff,1.0,0.0,0.0,0.0,0.0
8496907ffffffff,45.0,0.0,0.0,4.0,0.0
8496915ffffffff,2.0,0.0,0.0,0.0,0.0
8496921ffffffff,10.0,0.0,0.0,0.0,0.0
8496923ffffffff,10.0,0.0,0.0,0.0,0.0
8496925ffffffff,108.0,0.0,0.0,6.0,0.0
849692bffffffff,11.0,0.0,0.0,3.0,0.0
849692dffffffff,9.0,0.0,0.0,0.0,0.0
8496933ffffffff,28.0,0.0,0.0,6.0,0.0
8496935ffffffff,32.0,0.0,0.0,2.0,0.0
8496937ffffffff,18.0,0.0,0.0,5.0,0.0
849693dffffffff,52.0,0.0,0.0,16.0,0.0
84969a1ffffffff,53.0,0.0,16.0,0.0,0.0
84969a5ffffffff,18.0,0.0,6.0,0.0,0.0
84969abffffffff,5.0,0.0,5.0,0.0,0.0
84969bdffffffff,1.0,0.0,0.0,0.0,0.0
8496a01ffffffff,2.0,0.0,0.0,0.0,0.0
8496a3bffffffff,2.0,0.0,0.0,0.0,0.0
8496a59ffffffff,2.0,0.0,0.0,0.0,0.0
8496a89ffffffff,8.0,0.0,0.0,0.0,0.0
8496ab9ffffffff,2.0,0.0,0.0,0.0,0.0
8496abdffffffff,1.0,0.0,0.0,0.0,0.0
8496b01ffffffff,2.0,0.0,0.0,0.0,0.0
8496b13ffffffff,9.0,0.0,0.0,0.0,0.0
8496b19ffffffff,9.0,0.0,0.0,0.0,0.0
8496b1bffffffff,8.0,0.0,0.0,0.0,0.0
8496b47ffffffff,20.0,0.0,0.0,0.0,0.0
8496b57ffffffff,5.0,0.0,3.0,0.0,0.0
8496b63ffffffff,5.0,0.0,0.0,0.0,0.0
8496b67ffffffff,2.0,0.0,0.0,0.0,0.0
8496b6dffffffff,18.0,0.0,2.0,2.0,0.0
8497007ffffffff,1.0,0.0,0.0,1.0,0.0
8497015ffffffff,4.0,0.0,0.0,2.0,0.0
8497027ffffffff,6.0,0.0,0.0,0.0,0.0
849702bffffffff,5.0,0.0,0.0,0.0,0.0
8497035ffffffff,1.0,0.0,0.0,0.0,0.0
849703dffffffff,3.0,0.0,0.0,0.0,0.0
8497057ffffffff,3.0,0.0,0.0,0.0,0.0
8497069ffffffff,4.0,0.0,0.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0,0.0,0.0
84970c5ffffffff,6.0,0.0,0.0,2.0,0.0
84970d3ffffffff,2.0,0.0,0.0,0.0,0.0
8497107ffffffff,10.0,0.0,0.0,0.0,0.0
8497119ffffffff,87.0,0.0,0.0,0.0,0.0
849711bffffffff,2.0,0.0,0.0,0.0,0.0
849711dffffffff,3.0,0.0,0.0,3.0,0.0
8497139ffffffff,3.0,0.0,0.0,0.0,0.0
8497151ffffffff,6.0,0.0,0.0,0.0,0.0
8497153ffffffff,3.0,0.0,0.0,2.0,0.0
8497199ffffffff,48.0,0.0,0.0,0.0,0.0
849719bffffffff,18.0,0.0,0.0,0.0,0.0
84971b9ffffffff,3.0,0.0,0.0,0.0,0.0
84971c3ffffffff,1.0,0.0,0.0,1.0,0.0
84971c9ffffffff,13.0,0.0,0.0,0.0,0.0
84971cbffffffff,7.0,0.0,0.0,2.0,0.0
84971d5ffffffff,1.0,0.0,0.0,0.0,0.0
849721bffffffff,1.0,0.0,0.0,0.0,0.0
8497245ffffffff,11.0,0.0,0.0,0.0,0.0
8497249ffffffff,6.0,0.0,0.0,0.0,3.0
8497253ffffffff,6.0,0.0,0.0,0.0,0.0
849728dffffffff,14.0,0.0,0.0,0.0,0.0
8497291ffffffff,2.0,0.0,0.0,0.0,0.0
8497295ffffffff,2.0,0.0,0.0,0.0,0.0
84972abffffffff,1.0,0.0,0.0,1.0,0.0
84972c5ffffffff,19.0,0.0,0.0,0.0,8.0
84972c9ffffffff,10.0,0.0,0.0,0.0,0.0
84972cdffffffff,15.0,0.0,0.0,0.0,0.0
84972d5ffffffff,2.0,0.0,0.0,0.0,2.0
84972d9ffffffff,11.0,0.0,0.0,0.0,6.0
84972dbffffffff,2.0,0.0,0.0,0.0,0.0
84972e3ffffffff,50.0,0.0,0.0,0.0,11.0
84972ebffffffff,16.0,0.0,0.0,0.0,12.0
8497313ffffffff,8.0,0.0,0.0,0.0,0.0
8497357ffffffff,5.0,0.0,0.0,0.0,0.0
8497415ffffffff,1.0,0.0,0.0,0.0,0.0
8497417ffffffff,1.0,0.0,0.0,0.0,0.0
849741dffffffff,11.0,0.0,0.0,2.0,0.0
8497431ffffffff,5.0,0.0,0.0,0.0,0.0
8497437ffffffff,17.0,0.0,0.0,2.0,0.0
849743bffffffff,7.0,0.0,0.0,0.0,0.0
8497459ffffffff,4.0,0.0,0.0,0.0,0.0
84974a9ffffffff,64.0,0.0,0.0,0.0,0.0
84974abffffffff,56.0,0.0,0.0,8.0,0.0
84974b9ffffffff,30.0,0.0,0.0,11.0,0.0
84974e3ffffffff,16.0,0.0,0.0,2.0,0.0
84974e9ffffffff,4.0,0.0,0.0,3.0,0.0
84974edffffffff,5.0,0.0,0.0,0.0,0.0
8497509ffffffff,8.0,0.0,0.0,0.0,0.0
849750bffffffff,1.0,0.0,0.0,0.0,0.0
8497511ffffffff,2.0,0.0,0.0,0.0,0.0
8497513ffffffff,118.0,0.0,0.0,2.0,0.0
8497515ffffffff,177.0,0.0,0.0,5.0,0.0
8497517ffffffff,123.0,0.0,0.0,8.0,0.0
8497519ffffffff,1.0,0.0,0.0,0.0,0.0
849751bffffffff,2.0,0.0,0.0,0.0,0.0
8497535ffffffff,5.0,0.0,0.0,3.0,0.0
8497557ffffffff,1.0,0.0,0.0,0.0,0.0
8497583ffffffff,4.0,0.0,0.0,0.0,0.0
84975c5ffffffff,3.0,0.0,0.0,0.0,0.0
84975c7ffffffff,35.0,0.0,0.0,3.0,0.0
84975c9ffffffff,4.0,0.0,0.0,0.0,0.0
84975cbffffffff,1.0,0.0,0.0,0.0,0.0
84975d1ffffffff,6.0,0.0,0.0,0.0,0.0
84975ddffffffff,2.0,0.0,0.0,0.0,0.0
84975e1ffffffff,5.0,0.0,0.0,2.0,0.0
84975e9ffffffff,3.0,0.0,0.0,0.0,0.0
84975ebffffffff,7.0,0.0,0.0,0.0,0.0
8497725ffffffff,4.0,0.0,0.0,0.0,0.0
849774dffffffff,2.0,0.0,0.0,0.0,0.0
8497751ffffffff,2.0,0.0,0.0,0.0,0.0
8497885ffffffff,8.0,0.0,0.0,0.0,0.0
849788dffffffff,2.0,0.0,0.0,0.0,0.0
84978b3ffffffff,1.0,0.0,0.0,0.0,0.0
84978d9ffffffff,14.0,0.0,0.0,0.0,0.0
84978e3ffffffff,2.0,0.0,0.0,0.0,0.0
8497a81ffffffff,2.0,0.0,0.0,0.0,0.0
8497a89ffffffff,1.0,0.0,0.0,0.0,0.0
8497a8bffffffff,4.0,0.0,0.0,0.0,0.0
8497aa3ffffffff,3.0,0.0,0.0,0.0,0.0
8497aabffffffff,6.0,0.0,0.0,0.0,0.0
8497ab5ffffffff,3.0,0.0,0.0,0.0,0.0
8497ab7ffffffff,2.0,0.0,0.0,0.0,0.0
8497ac7ffffffff,1.0,0.0,0.0,0.0,0.0
84a2407ffffffff,2.0,0.0,0.0,0.0,0.0
84a2421ffffffff,12.0,0.0,0.0,0.0,4.0
84a2423ffffffff,79.0,0.0,0.0,0.0,13.0
84a242bffffffff,34.0,0.0,0.0,0.0,11.0
84a243dffffffff,10.0,0.0,0.0,0.0,0.0
84a2509ffffffff,19.0,0.0,0.0,0.0,0.0
84a250bffffffff,3.0,0.0,0.0,0.0,0.0
84a2543ffffffff,2.0,0.0,0.0,0.0,0.0
84a2555ffffffff,9.0,0.0,0.0,0.0,3.0
84ac8a9ffffffff,2.0,0.0,0.0,0.0,0.0
84ac961ffffffff,6.0,0.0,0.0,0.0,0.0
84ac969ffffffff,7.0,0.0,0.0,0.0,0.0
84ac96dffffffff,18.0,0.0,0.0,2.0,0.0
84bc091ffffffff,1.0,0.0,0.0,0.0,0.0
84bc095ffffffff,4.0,0.0,0.0,0.0,0.0
84bc099ffffffff,2.0,0.0,0.0,0.0,0.0
84bc09bffffffff,1.0,0.0,0.0,0.0,0.0
84bc0a3ffffffff,1.0,0.0,0.0,0.0,0.0
84bc0bdffffffff,14.0,0.0,0.0,0.0,0.0
84bc197ffffffff,10.0,0.0,0.0,0.0,0.0
84bc1b3ffffffff,31.0,0.0,0.0,0.0,3.0
84bc1b7ffffffff,105.0,0.0,0.0,0.0,14.0
84bc1bbffffffff,13.0,0.0,0.0,0.0,2.0
84bc46dffffffff,10.0,0.0,0.0,0.0,0.0
84bc549ffffffff,1.0,0.0,0.0,0.0,0.0
84bc717ffffffff,12.0,0.0,0.0,0.0,2.0
84bc723ffffffff,4.0,0.0,0.0,0.0,0.0
84bc731ffffffff,7.0,0.0,0.0,0.0,0.0
84bc735ffffffff,6.0,0.0,0.0,0.0,0.0
84bc737ffffffff,16.0,0.0,0.0,0.0,0.0
84bc73bffffffff,8.0,0.0,0.0,0.0,0.0
84bc891ffffffff,20.0,0.0,0.0,0.0,0.0
84bc897ffffffff,30.0,0.0,0.0,0.0,0.0
84bc89bffffffff,23.0,0.0,0.0,0.0,3.0
84bc991ffffffff,11.0,0.0,0.0,0.0,0.0
84bc9bbffffffff,3.0,0.0,0.0,0.0,0.0
84bcc15ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc23ffffffff,31.0,0.0,0.0,0.0,9.0
84bcc25ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc27ffffffff,10.0,0.0,0.0,0.0,0.0
84bcc2bffffffff,4.0,0.0,0.0,0.0,4.0
84bcc2dffffffff,2.0,0.0,0.0,0.0,0.0
84bcc35ffffffff,41.0,0.0,0.0,0.0,2.0
84bcc37ffffffff,2.0,0.0,0.0,0.0,0.0
84bcc3dffffffff,32.0,0.0,0.0,0.0,2.0
84bcc49ffffffff,12.0,0.0,0.0,0.0,3.0
84bcc4bffffffff,6.0,0.0,0.0,0.0,2.0
84bcc4dffffffff,2.0,0.0,0.0,0.0,0.0
84bcc65ffffffff,7.0,0.0,0.0,0.0,3.0
84bcc69ffffffff,1.0,0.0,0.0,0.0,0.0
84bcc6dffffffff,85.0,0.0,0.0,0.0,10.0
84bcca5ffffffff,17.0,0.0,0.0,0.0,11.0
84bcca7ffffffff,12.0,0.0,0.0,0.0,0.0
84bcce1ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd01ffffffff,50.0,0.0,0.0,0.0,0.0
84bcd03ffffffff,24.0,0.0,0.0,0.0,4.0
84bcd05ffffffff,30.0,0.0,0.0,0.0,13.0
84bcd07ffffffff,20.0,0.0,0.0,0.0,10.0
84bcd09ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd0bffffffff,8.0,0.0,0.0,0.0,6.0
84bcd0dffffffff,7.0,0.0,0.0,0.0,0.0
84bcd11ffffffff,10.0,0.0,0.0,0.0,2.0
84bcd13ffffffff,6.0,0.0,0.0,0.0,1.0
84bcd19ffffffff,14.0,0.0,0.0,0.0,4.0
84bcd1bffffffff,2.0,0.0,0.0,0.0,0.0
84bcd1dffffffff,14.0,0.0,0.0,0.0,2.0
84bcd21ffffffff,34.0,0.0,0.0,0.0,4.0
84bcd23ffffffff,7.0,0.0,0.0,0.0,0.0
84bcd25ffffffff,3.0,0.0,0.0,0.0,0.0
84bcd27ffffffff,21.0,0.0,0.0,0.0,5.0
84bcd29ffffffff,236.0,0.0,0.0,0.0,52.0
84bcd2bffffffff,2.0,0.0,0.0,0.0,0.0
84bcd2dffffffff,4.0,0.0,0.0,0.0,0.0
84bcd35ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd37ffffffff,16.0,0.0,0.0,0.0,3.0
84bcd39ffffffff,19.0,0.0,0.0,0.0,5.0
84bcd3dffffffff,14.0,0.0,0.0,0.0,5.0
84bcd41ffffffff,5.0,0.0,0.0,0.0,0.0
84bcd43ffffffff,5.0,0.0,0.0,0.0,0.0
84bcd45ffffffff,15.0,0.0,0.0,0.0,0.0
84bcd4bffffffff,59.0,0.0,0.0,0.0,36.0
84bcd4dffffffff,1.0,0.0,0.0,0.0,0.0
84bcd51ffffffff,1.0,0.0,0.0,0.0,0.0
84bcd55ffffffff,19.0,0.0,0.0,0.0,3.0
84bcd57ffffffff,2.0,0.0,0.0,0.0,0.0
84bcd63ffffffff,40.0,0.0,0.0,0.0,14.0
84bcd67ffffffff,47.0,0.0,0.0,0.0,12.0
84bcd6dffffffff,74.0,0.0,0.0,0.0,0.0
84bcd81ffffffff,6.0,0.0,0.0,0.0,0.0
84bcd85ffffffff,4.0,0.0,0.0,0.0,2.0
84bcd89ffffffff,14.0,0.0,0.0,0.0,8.0
84bcd8bffffffff,4.0,0.0,0.0,0.0,2.0
84bcd99ffffffff,5.0,0.0,0.0,0.0,0.0
84bcd9bffffffff,3.0,2.0,0.0,0.0,0.0
84bcdc1ffffffff,68.0,0.0,0.0,0.0,8.0
84bcdc3ffffffff,3.0,0.0,0.0,0.0,0.0
84bcdc5ffffffff,4.0,0.0,0.0,0.0,0.0
84bcdc7ffffffff,11.0,0.0,0.0,0.0,0.0
84bcdc9ffffffff,47.0,0.0,0.0,0.0,6.0
84bcdcbffffffff,3.0,0.0,0.0,0.0,1.0
84bcdcdffffffff,6.0,0.0,0.0,0.0,0.0
84bcdd1ffffffff,10.0,0.0,0.0,0.0,3.0
84bcdd5ffffffff,2.0,0.0,0.0,0.0,2.0
84bcdddffffffff,2.0,0.0,0.0,0.0,2.0
84bcde1ffffffff,7.0,0.0,0.0,0.0,2.0
84bcde3ffffffff,2.0,0.0,0.0,0.0,0.0
84bcde5ffffffff,6.0,0.0,0.0,0.0,2.0
84bcdebffffffff,26.0,0.0,0.0,0.0,1.0
84bce05ffffffff,4.0,0.0,0.0,0.0,4.0
84bce09ffffffff,1.0,0.0,0.0,0.0,1.0
84bce21ffffffff,5.0,0.0,0.0,0.0,3.0
84bce25ffffffff,3.0,0.0,0.0,0.0,3.0
84bce27ffffffff,32.0,0.0,0.0,0.0,23.0
84bce29ffffffff,16.0,0.0,0.0,0.0,2.0
84bce2dffffffff,25.0,0.0,0.0,0.0,13.0
84bce61ffffffff,20.0,0.0,0.0,0.0,5.0
84bce65ffffffff,14.0,0.0,0.0,0.0,5.0
84bce67ffffffff,31.0,0.0,0.0,0.0,2.0
84bce69ffffffff,8.0,0.0,0.0,0.0,0.0
84bcf03ffffffff,4.0,0.0,0.0,0.0,0.0
84bcf05ffffffff,13.0,0.0,0.0,0.0,2.0
84bcf07ffffffff,1.0,0.0,0.0,0.0,0.0
84bcf09ffffffff,21.0,0.0,0.0,0.0,3.0
84bcf0dffffffff,13.0,0.0,0.0,0.0,0.0
84bcf13ffffffff,3.0,0.0,0.0,0.0,0.0
84bcf17ffffffff,3.0,0.0,0.0,0.0,0.0
84bcf19ffffffff,1.0,0.0,0.0,0.0,0.0
84bcf1bffffffff,8.0,0.0,0.0,0.0,1.0
84bcf21ffffffff,34.0,0.0,0.0,0.0,14.0
84bcf23ffffffff,1.0,0.0,0.0,0.0,0.0
84bcf25ffffffff,30.0,0.0,0.0,0.0,20.0
84bcf27ffffffff,6.0,0.0,0.0,0.0,0.0
84bcf29ffffffff,541.0,0.0,0.0,0.0,81.0
84bcf2dffffffff,79.0,0.0,0.0,0.0,9.0
84bcf33ffffffff,70.0,0.0,0.0,0.0,14.0
84bcf35ffffffff,6.0,0.0,0.0,0.0,2.0
84bcf37ffffffff,4.0,0.0,0.0,0.0,4.0
84bcf3bffffffff,1.0,0.0,0.0,0.0,0.0
84bcf3dffffffff,26.0,0.0,0.0,0.0,23.0
84bcf43ffffffff,17.0,0.0,0.0,0.0,5.0
84bcf47ffffffff,33.0,0.0,0.0,0.0,19.0
84bcf53ffffffff,56.0,0.0,0.0,0.0,23.0
84bcf57ffffffff,1.0,0.0,0.0,0.0,1.0
84bcf59ffffffff,124.0,0.0,0.0,0.0,65.0
84bcf5bffffffff,1058.0,0.0,0.0,0.0,711.0
84bcf5dffffffff,101.0,0.0,0.0,0.0,24.0
84bcf61ffffffff,69.0,0.0,0.0,0.0,6.0
84bcf63ffffffff,152.0,0.0,0.0,0.0,15.0
84bcf67ffffffff,6.0,0.0,0.0,0.0,0.0
