cell_id,Grallaria guatimalensis,Grallaria guatimalensis [guatimalensis Group],Grallaria guatimalensis princeps/chocoensis,Grallaria guatimalensis aripoensis,Grallaria guatimalensis roraimae,Grallaria guatimalensis regulus/carmelitae,Grallaria guatimalensis sororia
8366d8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dafffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dcfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,127.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e2fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,1790.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,984.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f5fffffffff,166.0,0.0,0.0,0.0,0.0,0.0,0.0
83675efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836792fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83679afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836d05fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
836d21fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
836d23fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
836d28fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
836d29fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,387.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
836d64fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
836d65fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,121.0,0.0,0.0,0.0,0.0,0.0,0.0
836d74fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
838b20fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
838b23fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
838b63fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838f0dfffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
838f43fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
838f50fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
838f55fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838f59fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
838f73fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
