cell_id,Picus chlorolophus,Picus chlorolophus [chlorolophus Group],Picus chlorolophus chlorigaster/wellsi,Picus chlorolophus citrinocristatus/longipennis,Picus chlorolophus rodgeri/vanheysti
843c5c7ffffffff,1.0,0.0,0.0,0.0,0.0
843c5cbffffffff,1.0,0.0,0.0,0.0,0.0
843c5e3ffffffff,4.0,0.0,0.0,0.0,0.0
843c5ebffffffff,8.0,0.0,0.0,0.0,0.0
843c823ffffffff,3.0,0.0,0.0,0.0,0.0
843c8c7ffffffff,29.0,0.0,0.0,0.0,0.0
843c909ffffffff,5.0,0.0,0.0,0.0,0.0
843c929ffffffff,15.0,0.0,0.0,0.0,0.0
843c92bffffffff,3.0,0.0,0.0,0.0,0.0
843c92dffffffff,53.0,0.0,0.0,0.0,0.0
843c967ffffffff,39.0,0.0,0.0,0.0,0.0
843cb65ffffffff,5.0,0.0,0.0,0.0,0.0
843cc03ffffffff,8.0,0.0,0.0,0.0,0.0
843cc07ffffffff,4.0,0.0,0.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0,0.0,0.0
843cc0bffffffff,15.0,0.0,0.0,0.0,0.0
843cc0dffffffff,5.0,0.0,0.0,0.0,0.0
843cc11ffffffff,2.0,0.0,0.0,0.0,0.0
843cc29ffffffff,5.0,0.0,0.0,0.0,0.0
843cc2bffffffff,2.0,0.0,0.0,0.0,0.0
843cc41ffffffff,32.0,0.0,0.0,0.0,0.0
843cc43ffffffff,9.0,0.0,0.0,0.0,0.0
843cc47ffffffff,4.0,0.0,0.0,0.0,0.0
843cc51ffffffff,3.0,0.0,0.0,0.0,0.0
843cc55ffffffff,3.0,0.0,0.0,0.0,0.0
843cc59ffffffff,3.0,0.0,0.0,0.0,0.0
843cc5dffffffff,6.0,0.0,0.0,0.0,0.0
843ccc9ffffffff,2.0,0.0,0.0,0.0,0.0
843cd4bffffffff,6.0,0.0,0.0,0.0,0.0
843cd8bffffffff,7.0,0.0,0.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0,0.0,0.0
843cdcdffffffff,9.0,0.0,0.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0,0.0,0.0
843ce11ffffffff,6.0,0.0,0.0,0.0,0.0
843ce13ffffffff,3.0,0.0,0.0,0.0,0.0
843ce15ffffffff,55.0,0.0,0.0,0.0,0.0
843ce17ffffffff,2.0,0.0,0.0,0.0,0.0
843ce1bffffffff,13.0,0.0,0.0,0.0,0.0
843ce29ffffffff,6.0,0.0,0.0,0.0,0.0
843ce2bffffffff,6.0,0.0,0.0,0.0,0.0
843ce2dffffffff,3.0,0.0,0.0,0.0,0.0
843ce3bffffffff,19.0,0.0,0.0,0.0,0.0
843ce43ffffffff,8.0,0.0,0.0,0.0,0.0
843ce45ffffffff,1.0,0.0,0.0,0.0,0.0
843ce4bffffffff,30.0,0.0,0.0,0.0,0.0
843ce4dffffffff,108.0,0.0,0.0,0.0,0.0
843ce51ffffffff,14.0,0.0,0.0,0.0,0.0
843ce53ffffffff,13.0,0.0,0.0,0.0,0.0
843ce55ffffffff,124.0,0.0,0.0,0.0,0.0
843ce57ffffffff,75.0,0.0,0.0,0.0,0.0
843ce59ffffffff,10.0,0.0,0.0,0.0,0.0
843ce5bffffffff,43.0,0.0,0.0,0.0,0.0
843ce5dffffffff,101.0,0.0,0.0,0.0,0.0
843ce85ffffffff,4.0,0.0,0.0,0.0,0.0
843cea1ffffffff,4.0,0.0,0.0,0.0,0.0
843cebbffffffff,4.0,0.0,0.0,0.0,0.0
843cec1ffffffff,31.0,0.0,0.0,0.0,0.0
843cec3ffffffff,15.0,0.0,0.0,0.0,0.0
843cec9ffffffff,182.0,0.0,0.0,0.0,0.0
843cecbffffffff,2.0,0.0,0.0,0.0,0.0
843ced5ffffffff,11.0,0.0,0.0,0.0,0.0
843cee3ffffffff,2.0,0.0,0.0,0.0,0.0
843cf35ffffffff,25.0,0.0,0.0,0.0,0.0
843d101ffffffff,2.0,0.0,0.0,0.0,0.0
843d103ffffffff,46.0,0.0,0.0,0.0,0.0
843d107ffffffff,541.0,0.0,0.0,0.0,0.0
843d109ffffffff,70.0,0.0,0.0,0.0,0.0
843d10dffffffff,2.0,0.0,0.0,0.0,0.0
843d115ffffffff,1.0,0.0,0.0,0.0,0.0
843d117ffffffff,2.0,0.0,0.0,0.0,0.0
843d11dffffffff,5.0,0.0,0.0,0.0,0.0
843d131ffffffff,56.0,0.0,0.0,0.0,0.0
843d133ffffffff,12.0,0.0,0.0,0.0,0.0
843d135ffffffff,10.0,0.0,0.0,0.0,0.0
843d137ffffffff,262.0,0.0,0.0,0.0,0.0
843d139ffffffff,134.0,0.0,0.0,0.0,0.0
843d13bffffffff,4.0,0.0,0.0,0.0,0.0
843d13dffffffff,42.0,0.0,0.0,0.0,0.0
843d147ffffffff,6.0,0.0,0.0,0.0,0.0
843d155ffffffff,2.0,0.0,0.0,0.0,0.0
843d1a9ffffffff,5.0,0.0,0.0,0.0,0.0
843d1adffffffff,2.0,0.0,0.0,0.0,0.0
843d1e5ffffffff,4.0,0.0,0.0,0.0,0.0
843d1e7ffffffff,11.0,0.0,0.0,0.0,0.0
843d1ebffffffff,1.0,0.0,0.0,0.0,0.0
843d1edffffffff,114.0,0.0,0.0,0.0,0.0
843d301ffffffff,2.0,0.0,0.0,0.0,0.0
843d307ffffffff,9.0,0.0,0.0,0.0,0.0
843d335ffffffff,4.0,0.0,0.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0,0.0,0.0
843d33dffffffff,5.0,0.0,0.0,0.0,0.0
843d341ffffffff,3.0,0.0,0.0,0.0,0.0
843d36bffffffff,9.0,0.0,0.0,0.0,0.0
843d993ffffffff,5.0,0.0,0.0,0.0,0.0
843d9abffffffff,3.0,0.0,0.0,0.0,0.0
843d9b7ffffffff,6.0,0.0,0.0,0.0,0.0
843da97ffffffff,1.0,0.0,0.0,0.0,0.0
843dad1ffffffff,995.0,0.0,0.0,0.0,0.0
843dad3ffffffff,4.0,0.0,0.0,0.0,0.0
843dad7ffffffff,8.0,0.0,0.0,0.0,0.0
843dad9ffffffff,200.0,0.0,0.0,0.0,0.0
843dadbffffffff,18.0,0.0,0.0,0.0,0.0
843daddffffffff,244.0,0.0,0.0,0.0,0.0
8440499ffffffff,2.0,0.0,0.0,0.0,0.0
844049bffffffff,2.0,0.0,0.0,0.0,0.0
84404c3ffffffff,2.0,0.0,0.0,0.0,0.0
84404c5ffffffff,1.0,0.0,0.0,0.0,0.0
84404ddffffffff,124.0,0.0,0.0,0.0,0.0
8440611ffffffff,4.0,0.0,0.0,0.0,0.0
8440653ffffffff,10.0,0.0,0.0,0.0,0.0
84406b7ffffffff,14.0,0.0,0.0,0.0,0.0
8441433ffffffff,16.0,0.0,0.0,0.0,0.0
844143bffffffff,6.0,0.0,0.0,0.0,0.0
84414c3ffffffff,8.0,0.0,0.0,0.0,0.0
84415ddffffffff,1.0,0.0,0.0,0.0,0.0
8441655ffffffff,1.0,0.0,0.0,0.0,0.0
844165bffffffff,2.0,0.0,0.0,0.0,0.0
84416c1ffffffff,5.0,0.0,0.0,0.0,0.0
84416c3ffffffff,3.0,0.0,0.0,0.0,0.0
8441703ffffffff,2.0,0.0,0.0,0.0,0.0
8441715ffffffff,2.0,0.0,0.0,0.0,0.0
8441719ffffffff,39.0,0.0,0.0,0.0,0.0
844184bffffffff,2.0,0.0,0.0,0.0,0.0
8441855ffffffff,3.0,0.0,0.0,0.0,0.0
8442d93ffffffff,4.0,0.0,0.0,0.0,0.0
8442d97ffffffff,3.0,0.0,0.0,0.0,0.0
8460025ffffffff,207.0,0.0,0.0,0.0,0.0
846002dffffffff,27.0,0.0,0.0,0.0,0.0
8460061ffffffff,37.0,0.0,0.0,0.0,0.0
8460065ffffffff,194.0,0.0,0.0,0.0,0.0
8460067ffffffff,38.0,0.0,0.0,0.0,0.0
8460069ffffffff,17.0,0.0,0.0,0.0,0.0
846006dffffffff,208.0,0.0,0.0,0.0,0.0
8460111ffffffff,5.0,0.0,0.0,0.0,0.0
8460113ffffffff,57.0,0.0,0.0,0.0,0.0
8460115ffffffff,27.0,0.0,0.0,0.0,0.0
8460117ffffffff,45.0,0.0,0.0,0.0,0.0
8460119ffffffff,46.0,0.0,0.0,0.0,0.0
846011bffffffff,171.0,0.0,0.0,0.0,0.0
846011dffffffff,53.0,0.0,0.0,0.0,0.0
8460131ffffffff,10.0,0.0,0.0,0.0,0.0
8460133ffffffff,2.0,0.0,0.0,0.0,0.0
8460139ffffffff,17.0,0.0,0.0,0.0,0.0
846013bffffffff,1.0,0.0,0.0,0.0,0.0
8460151ffffffff,53.0,0.0,0.0,0.0,0.0
8460153ffffffff,166.0,0.0,0.0,0.0,0.0
8460157ffffffff,17.0,0.0,0.0,0.0,0.0
8460159ffffffff,52.0,0.0,0.0,0.0,0.0
846015bffffffff,115.0,0.0,0.0,0.0,0.0
84601e1ffffffff,4.0,0.0,0.0,0.0,0.0
84601e5ffffffff,41.0,0.0,0.0,0.0,0.0
84601e9ffffffff,96.0,0.0,0.0,0.0,0.0
84601edffffffff,34.0,0.0,0.0,0.0,0.0
8460225ffffffff,19.0,0.0,0.0,0.0,0.0
8460229ffffffff,4.0,0.0,0.0,0.0,0.0
846022dffffffff,102.0,0.0,0.0,0.0,0.0
8460261ffffffff,82.0,0.0,0.0,0.0,0.0
8460263ffffffff,8.0,0.0,0.0,0.0,0.0
8460267ffffffff,169.0,0.0,0.0,0.0,0.0
8460269ffffffff,9.0,0.0,0.0,0.0,0.0
8460309ffffffff,7.0,0.0,0.0,0.0,0.0
846030bffffffff,16.0,0.0,0.0,0.0,0.0
8460311ffffffff,455.0,0.0,0.0,0.0,0.0
8460313ffffffff,107.0,0.0,0.0,0.0,0.0
8460315ffffffff,68.0,0.0,0.0,0.0,0.0
8460317ffffffff,365.0,0.0,0.0,0.0,0.0
8460319ffffffff,268.0,0.0,0.0,0.0,0.0
846031bffffffff,445.0,0.0,0.0,0.0,0.0
846031dffffffff,99.0,0.0,0.0,0.0,0.0
8460327ffffffff,4.0,0.0,0.0,0.0,0.0
846032dffffffff,37.0,0.0,0.0,0.0,0.0
8460331ffffffff,74.0,0.0,0.0,0.0,0.0
8460333ffffffff,176.0,0.0,0.0,0.0,0.0
8460335ffffffff,56.0,0.0,0.0,0.0,0.0
846033bffffffff,156.0,0.0,0.0,0.0,0.0
8460351ffffffff,17.0,0.0,0.0,0.0,0.0
8460353ffffffff,99.0,0.0,0.0,0.0,0.0
8460357ffffffff,15.0,0.0,0.0,0.0,0.0
846035bffffffff,55.0,0.0,0.0,0.0,0.0
8460963ffffffff,2.0,0.0,0.0,0.0,0.0
8460965ffffffff,1.0,0.0,0.0,0.0,0.0
8460997ffffffff,3.0,0.0,0.0,0.0,0.0
8460a8bffffffff,4.0,0.0,0.0,0.0,0.0
8460a91ffffffff,3.0,0.0,0.0,0.0,0.0
8460a95ffffffff,9.0,0.0,0.0,0.0,0.0
8460a99ffffffff,25.0,0.0,0.0,0.0,0.0
8460a9dffffffff,28.0,0.0,0.0,0.0,0.0
8460ad1ffffffff,5.0,0.0,0.0,0.0,0.0
8460ad3ffffffff,12.0,0.0,0.0,0.0,0.0
8460ad7ffffffff,137.0,0.0,0.0,0.0,0.0
8460ad9ffffffff,7.0,0.0,0.0,0.0,0.0
8460adbffffffff,5.0,0.0,0.0,0.0,0.0
8460b65ffffffff,2.0,0.0,0.0,0.0,0.0
8460b6dffffffff,2.0,0.0,0.0,0.0,0.0
8461005ffffffff,5.0,0.0,0.0,0.0,0.0
8461021ffffffff,20.0,0.0,0.0,0.0,0.0
8461023ffffffff,258.0,0.0,0.0,0.0,0.0
8461025ffffffff,47.0,0.0,0.0,0.0,0.0
8461027ffffffff,161.0,0.0,0.0,0.0,0.0
846102bffffffff,74.0,0.0,0.0,0.0,0.0
846102dffffffff,1.0,0.0,0.0,0.0,0.0
846103dffffffff,4.0,0.0,0.0,0.0,0.0
8461067ffffffff,2.0,0.0,0.0,0.0,0.0
8461113ffffffff,77.0,0.0,0.0,0.0,0.0
846111bffffffff,14.0,0.0,0.0,0.0,0.0
84611c1ffffffff,37.0,0.0,0.0,0.0,0.0
84611c5ffffffff,3.0,0.0,0.0,0.0,0.0
84611c9ffffffff,17.0,0.0,0.0,0.0,0.0
84611cbffffffff,2.0,0.0,0.0,0.0,0.0
84611cdffffffff,16.0,0.0,0.0,0.0,0.0
846189bffffffff,1.0,0.0,0.0,0.0,0.0
84618d7ffffffff,2.0,0.0,0.0,0.0,0.0
846416dffffffff,24.0,0.0,0.0,0.0,0.0
846480dffffffff,37.0,0.0,0.0,0.0,0.0
8464825ffffffff,32.0,0.0,0.0,0.0,0.0
846482bffffffff,63.0,0.0,0.0,0.0,0.0
846482dffffffff,5.0,0.0,0.0,0.0,0.0
8464835ffffffff,2.0,0.0,0.0,0.0,0.0
84648b5ffffffff,2.0,0.0,0.0,0.0,0.0
84648ebffffffff,1.0,0.0,0.0,0.0,0.0
8464911ffffffff,146.0,0.0,0.0,0.0,0.0
8464a03ffffffff,3.0,0.0,0.0,0.0,0.0
8464a19ffffffff,1.0,0.0,0.0,0.0,0.0
8464a35ffffffff,6.0,0.0,0.0,0.0,0.0
8464a39ffffffff,5.0,0.0,0.0,0.0,0.0
8464a3dffffffff,22.0,0.0,0.0,0.0,0.0
8464b09ffffffff,3.0,0.0,0.0,0.0,0.0
8464b29ffffffff,5.0,0.0,0.0,0.0,0.0
8464b39ffffffff,2.0,0.0,0.0,0.0,0.0
8464b55ffffffff,39.0,0.0,0.0,0.0,0.0
8464b57ffffffff,1.0,0.0,0.0,0.0,0.0
8464b5dffffffff,6.0,0.0,0.0,0.0,0.0
8465005ffffffff,3.0,0.0,0.0,0.0,0.0
846500bffffffff,155.0,0.0,0.0,0.0,0.0
8465055ffffffff,8.0,0.0,0.0,0.0,0.0
8465093ffffffff,1.0,0.0,0.0,0.0,0.0
84652d9ffffffff,2.0,0.0,0.0,0.0,0.0
8465545ffffffff,15.0,0.0,0.0,0.0,0.0
8465569ffffffff,3.0,0.0,0.0,0.0,0.0
846556bffffffff,7.0,0.0,0.0,0.0,0.0
8465801ffffffff,1.0,0.0,0.0,0.0,0.0
8465803ffffffff,3.0,0.0,0.0,0.0,0.0
8465817ffffffff,1.0,0.0,0.0,0.0,0.0
8465825ffffffff,2.0,0.0,0.0,0.0,0.0
8465827ffffffff,2.0,0.0,0.0,0.0,0.0
8465835ffffffff,3.0,0.0,0.0,0.0,0.0
8465893ffffffff,3.0,0.0,0.0,0.0,0.0
8465897ffffffff,2.0,0.0,0.0,0.0,0.0
8465911ffffffff,74.0,0.0,0.0,0.0,0.0
8465919ffffffff,2.0,0.0,0.0,0.0,0.0
846591bffffffff,41.0,0.0,0.0,0.0,0.0
846591dffffffff,21.0,0.0,0.0,0.0,0.0
8465959ffffffff,2.0,0.0,0.0,0.0,0.0
846598bffffffff,5.0,0.0,0.0,0.0,0.0
8465993ffffffff,47.0,0.0,0.0,0.0,0.0
846599dffffffff,13.0,0.0,0.0,0.0,0.0
84659c9ffffffff,2.0,0.0,0.0,0.0,0.0
8465b01ffffffff,100.0,0.0,0.0,0.0,0.0
8465b09ffffffff,2.0,0.0,0.0,0.0,0.0
8465b0bffffffff,2.0,0.0,0.0,0.0,0.0
8465b21ffffffff,10.0,0.0,0.0,0.0,0.0
8465b2bffffffff,6.0,0.0,0.0,0.0,0.0
8465b39ffffffff,12.0,0.0,0.0,0.0,0.0
8465b3dffffffff,7.0,0.0,0.0,0.0,0.0
8465b61ffffffff,18.0,0.0,0.0,0.0,0.0
8465b67ffffffff,2.0,0.0,0.0,0.0,0.0
8469345ffffffff,11.0,0.0,0.0,0.0,0.0
848cd55ffffffff,6.0,0.0,0.0,0.0,0.0
848cd5dffffffff,5.0,0.0,0.0,0.0,0.0
848cf4dffffffff,4.0,0.0,0.0,0.0,0.0
