cell_id,Leptasthenura aegithaloides,Leptasthenura aegithaloides grisescens,Leptasthenura aegithaloides berlepschi,Leptasthenura aegithaloides aegithaloides,Leptasthenura aegithaloides pallida
83cfa2fffffffff,190.0,0.0,0.0,0.0,0.0
83cfa3fffffffff,3.0,0.0,0.0,0.0,0.0
83cfa4fffffffff,188.0,0.0,0.0,0.0,5.0
83cfa5fffffffff,2.0,0.0,0.0,0.0,0.0
83cfa8fffffffff,22.0,0.0,0.0,0.0,0.0
83cfaafffffffff,14.0,0.0,0.0,0.0,0.0
83cfacfffffffff,122.0,0.0,0.0,0.0,0.0
83cfaefffffffff,10.0,0.0,0.0,0.0,0.0
83cfb1fffffffff,34.0,0.0,0.0,0.0,0.0
83df4dfffffffff,17.0,0.0,0.0,0.0,0.0
83df68fffffffff,91.0,0.0,0.0,0.0,12.0
83df69fffffffff,34.0,0.0,0.0,0.0,2.0
83df6afffffffff,3.0,0.0,0.0,0.0,0.0
83df6bfffffffff,10.0,0.0,0.0,0.0,0.0
