cell_id,Butorides striata,Butorides striata striata,Butorides striata sundevalli,Butorides striata [atricapilla Group]
825357fffffffff,1.0,0.0,0.0,0.0
825367fffffffff,6.0,0.0,0.0,0.0
82536ffffffffff,25.0,0.0,0.0,2.0
8253a7fffffffff,40.0,0.0,0.0,8.0
8253affffffffff,35.0,0.0,0.0,0.0
8253b7fffffffff,5.0,0.0,0.0,2.0
825407fffffffff,5.0,0.0,0.0,5.0
82540ffffffffff,4.0,0.0,0.0,0.0
825417fffffffff,50.0,0.0,0.0,11.0
82541ffffffffff,249.0,0.0,0.0,22.0
825447fffffffff,34.0,0.0,0.0,2.0
82544ffffffffff,2.0,0.0,0.0,0.0
8254affffffffff,304.0,0.0,0.0,29.0
8254c7fffffffff,29.0,0.0,0.0,0.0
8254e7fffffffff,197.0,0.0,0.0,28.0
8254effffffffff,16.0,0.0,0.0,0.0
8254f7fffffffff,206.0,0.0,0.0,13.0
825887fffffffff,4.0,0.0,0.0,0.0
825897fffffffff,112.0,0.0,0.0,0.0
8258a7fffffffff,9.0,0.0,0.0,0.0
8258b7fffffffff,4.0,0.0,0.0,0.0
8258c7fffffffff,8.0,0.0,0.0,0.0
8258cffffffffff,4.0,0.0,0.0,1.0
8258d7fffffffff,8.0,0.0,0.0,0.0
8258dffffffffff,6.0,0.0,0.0,0.0
8258e7fffffffff,16.0,0.0,0.0,0.0
8258f7fffffffff,3.0,0.0,0.0,0.0
82598ffffffffff,3.0,0.0,0.0,0.0
825997fffffffff,7.0,0.0,0.0,0.0
82599ffffffffff,35.0,0.0,0.0,1.0
825f07fffffffff,9.0,0.0,0.0,0.0
825f0ffffffffff,758.0,0.0,0.0,0.0
825f17fffffffff,115.0,0.0,0.0,0.0
825f1ffffffffff,138.0,0.0,0.0,0.0
825f2ffffffffff,568.0,0.0,0.0,0.0
825f47fffffffff,113.0,14.0,0.0,0.0
825f4ffffffffff,131.0,2.0,0.0,0.0
825f57fffffffff,18.0,0.0,0.0,0.0
825f5ffffffffff,1530.0,0.0,0.0,0.0
825f6ffffffffff,23.0,0.0,0.0,0.0
825f77fffffffff,18.0,0.0,0.0,0.0
826007fffffffff,807.0,0.0,0.0,0.0
826017fffffffff,461.0,0.0,0.0,0.0
82601ffffffffff,628.0,0.0,0.0,0.0
826027fffffffff,691.0,0.0,0.0,0.0
826037fffffffff,1063.0,0.0,0.0,0.0
826087fffffffff,8.0,0.0,0.0,0.0
82608ffffffffff,396.0,0.0,0.0,0.0
826097fffffffff,148.0,0.0,0.0,0.0
82609ffffffffff,42.0,0.0,0.0,0.0
8260a7fffffffff,15.0,0.0,0.0,0.0
8260affffffffff,901.0,0.0,0.0,0.0
8260b7fffffffff,76.0,0.0,0.0,0.0
8260f7fffffffff,9.0,0.0,0.0,0.0
826107fffffffff,292.0,0.0,0.0,11.0
826117fffffffff,17.0,0.0,0.0,0.0
82611ffffffffff,240.0,0.0,0.0,4.0
826147fffffffff,15.0,0.0,0.0,0.0
82615ffffffffff,5.0,0.0,0.0,0.0
82616ffffffffff,2.0,0.0,0.0,0.0
82618ffffffffff,811.0,0.0,0.0,0.0
82619ffffffffff,33.0,0.0,0.0,0.0
8261affffffffff,187.0,0.0,0.0,0.0
826327fffffffff,5.0,0.0,0.0,0.0
826337fffffffff,50.0,0.0,0.0,17.0
82640ffffffffff,1549.0,0.0,0.0,0.0
826417fffffffff,98.0,0.0,0.0,27.0
826427fffffffff,95.0,0.0,0.0,21.0
82642ffffffffff,151.0,0.0,0.0,0.0
826437fffffffff,420.0,0.0,0.0,129.0
826487fffffffff,137.0,0.0,0.0,26.0
82648ffffffffff,6.0,0.0,0.0,0.0
826497fffffffff,80.0,0.0,0.0,34.0
82649ffffffffff,8.0,0.0,0.0,4.0
8264a7fffffffff,917.0,0.0,0.0,190.0
8264affffffffff,2.0,0.0,0.0,0.0
8264b7fffffffff,72.0,0.0,0.0,10.0
8264e7fffffffff,342.0,0.0,0.0,0.0
826507fffffffff,762.0,0.0,0.0,52.0
82650ffffffffff,21.0,0.0,0.0,0.0
82651ffffffffff,244.0,0.0,0.0,19.0
826527fffffffff,1677.0,0.0,0.0,17.0
82652ffffffffff,2.0,0.0,0.0,0.0
826537fffffffff,4.0,0.0,0.0,0.0
826557fffffffff,1.0,0.0,0.0,0.0
826587fffffffff,408.0,0.0,0.0,2.0
82658ffffffffff,1538.0,0.0,0.0,510.0
826597fffffffff,28.0,0.0,0.0,0.0
82659ffffffffff,185.0,0.0,0.0,51.0
8265a7fffffffff,8.0,0.0,0.0,2.0
8265b7fffffffff,181.0,0.0,0.0,9.0
826607fffffffff,1013.0,20.0,0.0,0.0
82660ffffffffff,1157.0,17.0,0.0,0.0
826617fffffffff,1614.0,3.0,0.0,0.0
82661ffffffffff,2596.0,112.0,0.0,0.0
826627fffffffff,1413.0,137.0,0.0,0.0
82662ffffffffff,146.0,0.0,0.0,0.0
826637fffffffff,577.0,16.0,0.0,0.0
826647fffffffff,415.0,21.0,0.0,0.0
82664ffffffffff,4.0,0.0,0.0,0.0
826657fffffffff,659.0,2.0,0.0,0.0
82665ffffffffff,178.0,20.0,0.0,0.0
826667fffffffff,163.0,0.0,0.0,0.0
82666ffffffffff,35.0,2.0,0.0,0.0
826677fffffffff,522.0,0.0,0.0,0.0
8266a7fffffffff,1876.0,0.0,0.0,0.0
8266affffffffff,2.0,0.0,0.0,0.0
8266c7fffffffff,1679.0,48.0,0.0,0.0
8266cffffffffff,190.0,14.0,0.0,0.0
8266d7fffffffff,993.0,151.0,0.0,0.0
8266dffffffffff,2827.0,484.0,0.0,0.0
8266e7fffffffff,6796.0,132.0,0.0,0.0
8266effffffffff,522.0,4.0,0.0,0.0
8266f7fffffffff,4482.0,80.0,0.0,0.0
826747fffffffff,318.0,12.0,0.0,0.0
82674ffffffffff,717.0,32.0,0.0,0.0
826757fffffffff,756.0,1.0,0.0,0.0
82675ffffffffff,330.0,31.0,0.0,0.0
82676ffffffffff,11.0,0.0,0.0,0.0
826807fffffffff,17.0,0.0,0.0,0.0
826817fffffffff,264.0,0.0,0.0,36.0
82681ffffffffff,377.0,0.0,0.0,104.0
82682ffffffffff,139.0,0.0,0.0,37.0
826847fffffffff,72.0,0.0,0.0,2.0
82684ffffffffff,3.0,0.0,0.0,0.0
826857fffffffff,30.0,0.0,0.0,4.0
82685ffffffffff,232.0,0.0,0.0,18.0
826867fffffffff,23.0,0.0,0.0,11.0
82686ffffffffff,1.0,0.0,0.0,1.0
826877fffffffff,69.0,0.0,0.0,2.0
82688ffffffffff,1.0,0.0,0.0,0.0
826897fffffffff,23.0,0.0,0.0,3.0
8268a7fffffffff,14.0,0.0,0.0,0.0
8268affffffffff,6.0,0.0,0.0,0.0
8268c7fffffffff,6.0,0.0,0.0,4.0
8268cffffffffff,113.0,0.0,0.0,18.0
8268d7fffffffff,23.0,0.0,0.0,6.0
8268dffffffffff,4.0,0.0,0.0,0.0
8268e7fffffffff,1.0,0.0,0.0,0.0
8268f7fffffffff,4.0,0.0,0.0,0.0
826917fffffffff,2.0,0.0,0.0,0.0
826937fffffffff,1.0,0.0,0.0,0.0
826947fffffffff,972.0,0.0,0.0,22.0
82694ffffffffff,136.0,0.0,0.0,3.0
82695ffffffffff,24.0,0.0,0.0,0.0
82696ffffffffff,40.0,0.0,0.0,6.0
826a47fffffffff,3.0,0.0,0.0,3.0
826a4ffffffffff,6.0,0.0,0.0,0.0
826a5ffffffffff,3.0,0.0,0.0,0.0
826a6ffffffffff,2.0,0.0,0.0,0.0
826ac7fffffffff,317.0,0.0,0.0,47.0
826acffffffffff,697.0,0.0,0.0,101.0
826adffffffffff,134.0,0.0,0.0,1.0
826ae7fffffffff,2.0,0.0,0.0,2.0
826aeffffffffff,230.0,0.0,0.0,36.0
826b6ffffffffff,2.0,0.0,0.0,0.0
826bb7fffffffff,2.0,0.0,0.0,0.0
826c5ffffffffff,3096.0,0.0,1888.0,0.0
827287fffffffff,3.0,0.0,0.0,0.0
827297fffffffff,3.0,0.0,0.0,3.0
8272a7fffffffff,2.0,0.0,0.0,0.0
8272affffffffff,24.0,0.0,0.0,0.0
8272b7fffffffff,2.0,0.0,0.0,0.0
8272f7fffffffff,2.0,0.0,0.0,0.0
827397fffffffff,26.0,0.0,0.0,0.0
82739ffffffffff,157.0,0.0,0.0,21.0
82750ffffffffff,218.0,0.0,0.0,9.0
827517fffffffff,2.0,0.0,0.0,0.0
82751ffffffffff,3.0,0.0,0.0,0.0
827527fffffffff,188.0,0.0,0.0,8.0
82752ffffffffff,24.0,0.0,0.0,0.0
827537fffffffff,12.0,0.0,0.0,0.0
827577fffffffff,69.0,0.0,0.0,1.0
827587fffffffff,3.0,0.0,0.0,0.0
827687fffffffff,1.0,0.0,0.0,0.0
82769ffffffffff,14.0,0.0,0.0,0.0
8276d7fffffffff,1.0,0.0,0.0,0.0
827a47fffffffff,188.0,0.0,0.0,0.0
827a4ffffffffff,312.0,0.0,0.0,0.0
827a57fffffffff,2.0,0.0,0.0,0.0
827a5ffffffffff,9.0,0.0,0.0,0.0
827a67fffffffff,94.0,0.0,0.0,2.0
827a6ffffffffff,653.0,0.0,0.0,24.0
827ac7fffffffff,3.0,0.0,0.0,0.0
827acffffffffff,61.0,0.0,0.0,25.0
827adffffffffff,80.0,0.0,0.0,10.0
827aeffffffffff,1.0,0.0,0.0,0.0
827b2ffffffffff,6.0,0.0,0.0,0.0
827b4ffffffffff,41.0,0.0,0.0,1.0
827b5ffffffffff,70.0,0.0,0.0,8.0
827b6ffffffffff,52.0,0.0,0.0,9.0
828007fffffffff,6.0,0.0,0.0,0.0
82800ffffffffff,41.0,7.0,0.0,0.0
828017fffffffff,423.0,11.0,0.0,0.0
82801ffffffffff,2.0,0.0,0.0,0.0
828037fffffffff,139.0,15.0,0.0,0.0
828047fffffffff,154.0,1.0,0.0,0.0
82804ffffffffff,6.0,0.0,0.0,0.0
828057fffffffff,58.0,0.0,0.0,0.0
828067fffffffff,8.0,0.0,0.0,0.0
82806ffffffffff,23.0,0.0,0.0,0.0
828077fffffffff,9.0,0.0,0.0,0.0
828107fffffffff,10.0,1.0,0.0,0.0
828117fffffffff,91.0,8.0,0.0,0.0
82811ffffffffff,31.0,0.0,0.0,0.0
828127fffffffff,43.0,3.0,0.0,0.0
82812ffffffffff,15.0,0.0,0.0,0.0
828137fffffffff,118.0,3.0,0.0,0.0
828147fffffffff,73.0,4.0,0.0,0.0
82814ffffffffff,169.0,0.0,0.0,0.0
82815ffffffffff,54.0,0.0,0.0,0.0
828167fffffffff,125.0,0.0,0.0,0.0
828177fffffffff,76.0,1.0,0.0,0.0
828187fffffffff,260.0,29.0,0.0,0.0
82818ffffffffff,62.0,2.0,0.0,0.0
82819ffffffffff,12.0,0.0,0.0,0.0
8281a7fffffffff,51.0,7.0,0.0,0.0
8281affffffffff,36.0,1.0,0.0,0.0
82821ffffffffff,7.0,0.0,0.0,0.0
82828ffffffffff,21.0,0.0,0.0,12.0
8282a7fffffffff,4.0,0.0,0.0,0.0
8282affffffffff,7.0,0.0,0.0,3.0
8282c7fffffffff,8.0,0.0,0.0,0.0
8282d7fffffffff,36.0,0.0,0.0,17.0
8282e7fffffffff,20.0,0.0,0.0,0.0
8282f7fffffffff,31.0,0.0,0.0,8.0
828317fffffffff,4.0,0.0,0.0,1.0
82831ffffffffff,5.0,0.0,0.0,1.0
82838ffffffffff,5.0,0.0,0.0,0.0
8283a7fffffffff,3.0,0.0,0.0,1.0
82845ffffffffff,1.0,0.0,0.0,0.0
82846ffffffffff,1.0,0.0,0.0,0.0
8285a7fffffffff,95.0,0.0,0.0,0.0
828937fffffffff,15.0,0.0,0.0,0.0
828a07fffffffff,31.0,2.0,0.0,0.0
828a17fffffffff,48.0,1.0,0.0,0.0
828a1ffffffffff,7.0,1.0,0.0,0.0
828a27fffffffff,18.0,2.0,0.0,0.0
828a2ffffffffff,1.0,0.0,0.0,0.0
828a37fffffffff,43.0,5.0,0.0,0.0
828a47fffffffff,802.0,25.0,0.0,0.0
828a4ffffffffff,2.0,0.0,0.0,0.0
828a57fffffffff,65.0,0.0,0.0,0.0
828a6ffffffffff,1870.0,65.0,0.0,0.0
828a77fffffffff,3.0,0.0,0.0,0.0
828a87fffffffff,27.0,0.0,0.0,0.0
828a8ffffffffff,51.0,2.0,0.0,0.0
828a97fffffffff,6.0,0.0,0.0,0.0
828a9ffffffffff,72.0,1.0,0.0,0.0
828aa7fffffffff,2.0,0.0,0.0,0.0
828aaffffffffff,167.0,16.0,0.0,0.0
828ab7fffffffff,3.0,0.0,0.0,0.0
828ac7fffffffff,1.0,0.0,0.0,0.0
828adffffffffff,171.0,16.0,0.0,0.0
828ae7fffffffff,13.0,0.0,0.0,0.0
828aeffffffffff,7.0,0.0,0.0,0.0
828af7fffffffff,688.0,121.0,0.0,0.0
828b07fffffffff,32.0,0.0,0.0,0.0
828b0ffffffffff,269.0,2.0,0.0,0.0
828b17fffffffff,22.0,1.0,0.0,0.0
828b1ffffffffff,19.0,0.0,0.0,0.0
828b27fffffffff,327.0,0.0,0.0,0.0
828b2ffffffffff,202.0,0.0,0.0,0.0
828b37fffffffff,61.0,0.0,0.0,0.0
828b47fffffffff,584.0,14.0,0.0,0.0
828b4ffffffffff,10.0,3.0,0.0,0.0
828b57fffffffff,58.0,3.0,0.0,0.0
828b5ffffffffff,18.0,3.0,0.0,0.0
828b67fffffffff,389.0,10.0,0.0,0.0
828b6ffffffffff,170.0,0.0,0.0,0.0
828b77fffffffff,166.0,0.0,0.0,0.0
828b87fffffffff,75.0,2.0,0.0,0.0
828b8ffffffffff,57.0,4.0,0.0,0.0
828b97fffffffff,1.0,0.0,0.0,0.0
828b9ffffffffff,593.0,53.0,0.0,0.0
828ba7fffffffff,95.0,13.0,0.0,0.0
828bb7fffffffff,18.0,0.0,0.0,0.0
828c17fffffffff,305.0,0.0,0.0,32.0
828c27fffffffff,17.0,0.0,0.0,5.0
828c47fffffffff,12.0,0.0,0.0,0.0
828c6ffffffffff,11.0,0.0,0.0,0.0
828c8ffffffffff,8.0,0.0,0.0,0.0
828c97fffffffff,19.0,0.0,0.0,0.0
828c9ffffffffff,6.0,0.0,0.0,0.0
828caffffffffff,21.0,0.0,0.0,1.0
828cc7fffffffff,1.0,0.0,0.0,1.0
828cdffffffffff,11.0,0.0,0.0,0.0
828ce7fffffffff,3.0,0.0,0.0,0.0
828d87fffffffff,23.0,0.0,0.0,11.0
828d8ffffffffff,7.0,0.0,0.0,0.0
828da7fffffffff,39.0,0.0,0.0,0.0
828db7fffffffff,156.0,0.0,0.0,0.0
828e47fffffffff,48.0,0.0,0.0,0.0
828e67fffffffff,1339.0,28.0,0.0,0.0
828e77fffffffff,37.0,0.0,0.0,0.0
828f0ffffffffff,580.0,39.0,0.0,0.0
828f27fffffffff,16.0,0.0,0.0,0.0
828f2ffffffffff,1850.0,181.0,0.0,0.0
828f47fffffffff,834.0,0.0,0.0,0.0
828f4ffffffffff,140.0,0.0,0.0,0.0
828f57fffffffff,846.0,6.0,0.0,0.0
828f5ffffffffff,162.0,0.0,0.0,0.0
828f67fffffffff,403.0,20.0,0.0,0.0
828f6ffffffffff,290.0,24.0,0.0,0.0
828f77fffffffff,332.0,40.0,0.0,0.0
828fa7fffffffff,841.0,0.0,568.0,0.0
829407fffffffff,8.0,0.0,0.0,1.0
829417fffffffff,6.0,0.0,0.0,0.0
82941ffffffffff,14.0,0.0,0.0,0.0
829427fffffffff,20.0,0.0,0.0,3.0
82942ffffffffff,68.0,0.0,0.0,35.0
829437fffffffff,1.0,0.0,0.0,0.0
82944ffffffffff,4.0,0.0,0.0,0.0
829457fffffffff,908.0,0.0,0.0,130.0
82945ffffffffff,86.0,0.0,0.0,11.0
829467fffffffff,10.0,0.0,0.0,7.0
829487fffffffff,449.0,0.0,0.0,9.0
829497fffffffff,3.0,0.0,0.0,0.0
8294affffffffff,59.0,0.0,0.0,0.0
8294e7fffffffff,37.0,0.0,0.0,0.0
8294effffffffff,1.0,0.0,0.0,0.0
829507fffffffff,56.0,0.0,0.0,25.0
82950ffffffffff,6.0,0.0,0.0,6.0
829517fffffffff,2.0,0.0,0.0,0.0
82951ffffffffff,43.0,0.0,0.0,4.0
82952ffffffffff,1.0,0.0,0.0,0.0
829547fffffffff,2.0,0.0,0.0,0.0
82956ffffffffff,44.0,0.0,0.0,3.0
8295a7fffffffff,212.0,0.0,0.0,5.0
829607fffffffff,16.0,0.0,0.0,0.0
82960ffffffffff,14.0,0.0,0.0,0.0
829617fffffffff,9.0,0.0,0.0,2.0
829627fffffffff,165.0,0.0,0.0,43.0
82962ffffffffff,81.0,0.0,0.0,15.0
829637fffffffff,77.0,0.0,0.0,18.0
829657fffffffff,2.0,0.0,0.0,0.0
829677fffffffff,2.0,0.0,0.0,0.0
829687fffffffff,2.0,0.0,0.0,0.0
82968ffffffffff,2.0,0.0,0.0,0.0
829697fffffffff,226.0,0.0,0.0,43.0
82969ffffffffff,49.0,0.0,0.0,9.0
8296a7fffffffff,4.0,0.0,0.0,2.0
8296affffffffff,5.0,0.0,0.0,0.0
8296b7fffffffff,74.0,0.0,0.0,10.0
829707fffffffff,22.0,0.0,0.0,2.0
82970ffffffffff,17.0,0.0,0.0,9.0
829717fffffffff,51.0,0.0,0.0,26.0
82971ffffffffff,13.0,0.0,0.0,4.0
829727fffffffff,6.0,0.0,0.0,2.0
82972ffffffffff,287.0,0.0,0.0,96.0
829737fffffffff,2.0,0.0,0.0,0.0
829747fffffffff,199.0,0.0,0.0,17.0
82974ffffffffff,627.0,0.0,0.0,172.0
829757fffffffff,403.0,0.0,0.0,69.0
82975ffffffffff,535.0,0.0,0.0,82.0
82976ffffffffff,5.0,0.0,0.0,0.0
829777fffffffff,6.0,0.0,0.0,2.0
82978ffffffffff,16.0,0.0,0.0,0.0
82979ffffffffff,3.0,0.0,0.0,0.0
8297affffffffff,52.0,0.0,0.0,8.0
829b5ffffffffff,4.0,0.0,0.0,0.0
829b6ffffffffff,7.0,0.0,0.0,0.0
829c07fffffffff,548.0,0.0,0.0,63.0
829c0ffffffffff,9.0,0.0,0.0,1.0
829c1ffffffffff,31.0,0.0,0.0,7.0
829c27fffffffff,1053.0,0.0,0.0,93.0
829c47fffffffff,18.0,0.0,0.0,0.0
829c4ffffffffff,4.0,0.0,0.0,0.0
829c5ffffffffff,24.0,0.0,0.0,0.0
829c77fffffffff,39.0,0.0,0.0,0.0
829c97fffffffff,5.0,0.0,0.0,0.0
829caffffffffff,2.0,0.0,0.0,0.0
829cc7fffffffff,10.0,0.0,0.0,0.0
829cd7fffffffff,59.0,0.0,0.0,0.0
829ce7fffffffff,41.0,0.0,0.0,0.0
829ceffffffffff,36.0,0.0,0.0,0.0
829cf7fffffffff,116.0,0.0,0.0,14.0
829d07fffffffff,37.0,0.0,0.0,2.0
829d0ffffffffff,156.0,0.0,0.0,9.0
829d27fffffffff,131.0,0.0,0.0,2.0
829d2ffffffffff,8.0,0.0,0.0,0.0
829e07fffffffff,2.0,0.0,0.0,0.0
829e17fffffffff,2.0,0.0,0.0,0.0
829e27fffffffff,3.0,0.0,0.0,0.0
829edffffffffff,3.0,0.0,0.0,0.0
82a217fffffffff,33.0,0.0,0.0,10.0
82a227fffffffff,30.0,0.0,0.0,11.0
82a237fffffffff,340.0,0.0,0.0,40.0
82a247fffffffff,61.0,0.0,0.0,0.0
82a257fffffffff,9.0,0.0,0.0,0.0
82a2a7fffffffff,14.0,0.0,0.0,2.0
82a2affffffffff,14.0,0.0,0.0,0.0
82a307fffffffff,9.0,0.0,0.0,0.0
82a30ffffffffff,20.0,0.0,0.0,2.0
82a31ffffffffff,425.0,0.0,0.0,60.0
82a327fffffffff,3.0,0.0,0.0,0.0
82a337fffffffff,13.0,0.0,0.0,0.0
82a357fffffffff,60.0,0.0,0.0,0.0
82a38ffffffffff,34.0,0.0,0.0,2.0
82a39ffffffffff,107.0,0.0,0.0,13.0
82a3affffffffff,14.0,0.0,0.0,3.0
82a597fffffffff,31.0,0.0,0.0,0.0
82a617fffffffff,37.0,0.0,0.0,0.0
82a627fffffffff,14.0,0.0,0.0,0.0
82a637fffffffff,14.0,0.0,0.0,0.0
82a6a7fffffffff,30.0,0.0,0.0,0.0
82a79ffffffffff,30.0,0.0,0.0,0.0
82a807fffffffff,232.0,23.0,0.0,0.0
82a80ffffffffff,24.0,0.0,0.0,0.0
82a817fffffffff,3203.0,126.0,0.0,0.0
82a81ffffffffff,998.0,14.0,0.0,0.0
82a827fffffffff,53.0,0.0,0.0,0.0
82a82ffffffffff,101.0,0.0,0.0,0.0
82a837fffffffff,299.0,5.0,0.0,0.0
82a847fffffffff,730.0,10.0,0.0,0.0
82a84ffffffffff,23.0,2.0,0.0,0.0
82a857fffffffff,45.0,0.0,0.0,0.0
82a85ffffffffff,5318.0,361.0,0.0,0.0
82a867fffffffff,52.0,0.0,0.0,0.0
82a86ffffffffff,29.0,0.0,0.0,0.0
82a877fffffffff,23.0,0.0,0.0,0.0
82a887fffffffff,131.0,6.0,0.0,0.0
82a88ffffffffff,166.0,10.0,0.0,0.0
82a897fffffffff,132.0,18.0,0.0,0.0
82a8a7fffffffff,1274.0,32.0,0.0,0.0
