cell_id,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae spadicea,Hemiphaga novaeseelandiae novaeseelandiae
84bb503ffffffff,169.0,0.0,0.0
84bb505ffffffff,73.0,0.0,0.0
84bb507ffffffff,1152.0,0.0,0.0
84bb509ffffffff,34.0,0.0,0.0
84bb50bffffffff,113.0,0.0,0.0
84bb50dffffffff,66.0,0.0,0.0
84bb513ffffffff,2.0,0.0,0.0
84bb515ffffffff,9.0,0.0,0.0
84bb517ffffffff,40.0,0.0,0.0
84bb529ffffffff,124.0,0.0,0.0
84bb52bffffffff,101.0,0.0,0.0
84bb531ffffffff,43.0,0.0,0.0
84bb533ffffffff,40.0,0.0,0.0
84bb539ffffffff,171.0,0.0,0.0
84bb53bffffffff,618.0,0.0,0.0
84bb53dffffffff,161.0,0.0,0.0
84bb541ffffffff,18.0,0.0,0.0
84bb545ffffffff,43.0,0.0,0.0
84bb547ffffffff,42.0,0.0,0.0
84bb549ffffffff,2.0,0.0,0.0
84bb54dffffffff,28.0,0.0,0.0
84bb561ffffffff,37.0,0.0,0.0
84bb563ffffffff,37.0,0.0,0.0
84bb565ffffffff,2.0,0.0,0.0
84bb567ffffffff,17.0,0.0,0.0
84bb569ffffffff,18.0,0.0,0.0
84bb56bffffffff,23.0,0.0,0.0
84bb56dffffffff,39.0,0.0,0.0
84bb5e1ffffffff,33.0,0.0,0.0
84bb5e5ffffffff,4.0,0.0,0.0
84bb5e9ffffffff,27.0,0.0,0.0
84bb5ebffffffff,9.0,0.0,0.0
84bb5edffffffff,26.0,0.0,0.0
84bb721ffffffff,34.0,0.0,0.0
84bb725ffffffff,26.0,0.0,0.0
84bb727ffffffff,10.0,0.0,0.0
84bb729ffffffff,44.0,0.0,0.0
84bb72bffffffff,112.0,0.0,0.0
84bb72dffffffff,13.0,0.0,0.0
84bb741ffffffff,32.0,0.0,0.0
84bb743ffffffff,8.0,0.0,0.0
84bb749ffffffff,108.0,0.0,0.0
84bb74bffffffff,78.0,0.0,0.0
84bb74dffffffff,9.0,0.0,0.0
84bb765ffffffff,5.0,0.0,0.0
84bb767ffffffff,71.0,0.0,0.0
84da813ffffffff,91.0,0.0,0.0
84da815ffffffff,48.0,0.0,0.0
84da817ffffffff,14.0,0.0,0.0
84da819ffffffff,5.0,0.0,0.0
84da81dffffffff,4.0,0.0,0.0
84da821ffffffff,12.0,0.0,0.0
84da823ffffffff,16.0,0.0,0.0
84da825ffffffff,11.0,0.0,0.0
84da827ffffffff,40.0,0.0,0.0
84da829ffffffff,3.0,0.0,0.0
84da82dffffffff,1.0,0.0,0.0
84da831ffffffff,5.0,0.0,0.0
84da833ffffffff,2.0,0.0,0.0
84da835ffffffff,38.0,0.0,0.0
84da837ffffffff,6.0,0.0,0.0
84da839ffffffff,12.0,0.0,0.0
84da83bffffffff,19.0,0.0,0.0
84da83dffffffff,30.0,0.0,0.0
84da843ffffffff,424.0,0.0,0.0
84da847ffffffff,11.0,0.0,0.0
84da851ffffffff,21.0,0.0,0.0
84da855ffffffff,22.0,0.0,0.0
84da857ffffffff,23.0,0.0,0.0
84da859ffffffff,1.0,0.0,0.0
84da85bffffffff,148.0,0.0,0.0
84da85dffffffff,35.0,0.0,0.0
84da863ffffffff,11.0,0.0,0.0
84da867ffffffff,234.0,0.0,0.0
84da8c1ffffffff,3.0,0.0,0.0
84da8c3ffffffff,19.0,0.0,0.0
84da8c5ffffffff,6.0,0.0,0.0
84da8c7ffffffff,52.0,0.0,0.0
84da8c9ffffffff,32.0,0.0,0.0
84da8cdffffffff,19.0,0.0,0.0
84da8e1ffffffff,2.0,0.0,0.0
84da8e9ffffffff,24.0,0.0,0.0
84da8ebffffffff,29.0,0.0,0.0
84da8edffffffff,181.0,0.0,0.0
84da901ffffffff,16.0,0.0,0.0
84da903ffffffff,6.0,0.0,0.0
84da905ffffffff,19.0,0.0,0.0
84da907ffffffff,65.0,0.0,0.0
84da90bffffffff,81.0,0.0,0.0
84da90dffffffff,2.0,0.0,0.0
84da919ffffffff,5.0,0.0,0.0
84da91bffffffff,117.0,0.0,0.0
84da91dffffffff,71.0,0.0,0.0
84da921ffffffff,9.0,0.0,0.0
84da925ffffffff,20.0,0.0,0.0
84da929ffffffff,21.0,0.0,0.0
84da92bffffffff,18.0,0.0,0.0
84da92dffffffff,8.0,0.0,0.0
84da941ffffffff,2.0,0.0,0.0
84da947ffffffff,32.0,0.0,0.0
84da94bffffffff,71.0,0.0,0.0
84da94dffffffff,16.0,0.0,0.0
84da951ffffffff,9.0,0.0,0.0
84da953ffffffff,1.0,0.0,0.0
84da955ffffffff,4.0,0.0,0.0
84da957ffffffff,3.0,0.0,0.0
84da95bffffffff,64.0,0.0,0.0
84da95dffffffff,3.0,0.0,0.0
84da961ffffffff,3.0,0.0,0.0
84da963ffffffff,8.0,0.0,0.0
84da965ffffffff,33.0,0.0,0.0
84da967ffffffff,9.0,0.0,0.0
84da969ffffffff,6.0,0.0,0.0
84da96dffffffff,4.0,0.0,0.0
84da9c9ffffffff,76.0,0.0,0.0
84daaa1ffffffff,91.0,0.0,0.0
84daaa3ffffffff,10.0,0.0,0.0
84daaa5ffffffff,40.0,0.0,0.0
84daaa7ffffffff,21.0,0.0,0.0
84daaa9ffffffff,7.0,0.0,0.0
84daaabffffffff,751.0,0.0,0.0
84daaadffffffff,11.0,0.0,0.0
84dab35ffffffff,97.0,0.0,0.0
84dab37ffffffff,74.0,0.0,0.0
