cell_id,Camptostoma obsoletum,Camptostoma obsoletum [pusillum Group],Camptostoma obsoletum [obsoletum Group]
83662cfffffffff,42.0,0.0,0.0
83662dfffffffff,1.0,0.0,0.0
83662efffffffff,33.0,0.0,0.0
836631fffffffff,226.0,1.0,0.0
836641fffffffff,190.0,0.0,0.0
836642fffffffff,2.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0
836644fffffffff,7.0,0.0,0.0
836645fffffffff,6.0,0.0,0.0
836648fffffffff,3.0,0.0,0.0
836650fffffffff,16.0,0.0,0.0
836652fffffffff,233.0,0.0,0.0
836653fffffffff,3.0,0.0,0.0
836654fffffffff,195.0,0.0,0.0
836656fffffffff,307.0,0.0,0.0
83665afffffffff,14.0,0.0,0.0
83665bfffffffff,5.0,0.0,0.0
83665efffffffff,14.0,0.0,0.0
836660fffffffff,22.0,0.0,0.0
836661fffffffff,4.0,0.0,0.0
836662fffffffff,7.0,0.0,0.0
836663fffffffff,52.0,0.0,0.0
836664fffffffff,30.0,0.0,0.0
83666efffffffff,1.0,0.0,0.0
836670fffffffff,32.0,0.0,0.0
836671fffffffff,4.0,0.0,0.0
836672fffffffff,313.0,0.0,0.0
836673fffffffff,59.0,0.0,0.0
836674fffffffff,7.0,0.0,0.0
836675fffffffff,65.0,0.0,0.0
836676fffffffff,8.0,0.0,0.0
836684fffffffff,18.0,0.0,0.0
8366a0fffffffff,630.0,21.0,0.0
8366a1fffffffff,393.0,50.0,0.0
8366a2fffffffff,61.0,2.0,0.0
8366a3fffffffff,85.0,12.0,0.0
8366a5fffffffff,3848.0,267.0,0.0
8366aefffffffff,8.0,3.0,0.0
8366b0fffffffff,437.0,0.0,0.0
8366b1fffffffff,30.0,4.0,0.0
8366b4fffffffff,689.0,0.0,0.0
8366b5fffffffff,709.0,7.0,0.0
8366b6fffffffff,101.0,0.0,0.0
8366c0fffffffff,71.0,0.0,0.0
8366c1fffffffff,6.0,0.0,0.0
8366c2fffffffff,109.0,0.0,0.0
8366c3fffffffff,5.0,0.0,0.0
8366c4fffffffff,96.0,0.0,0.0
8366c5fffffffff,16.0,0.0,0.0
8366c6fffffffff,293.0,0.0,0.0
8366cefffffffff,25.0,0.0,0.0
8366d0fffffffff,337.0,0.0,8.0
8366d1fffffffff,74.0,0.0,4.0
8366d2fffffffff,184.0,0.0,7.0
8366d3fffffffff,3450.0,0.0,377.0
8366d4fffffffff,62.0,0.0,0.0
8366d5fffffffff,76.0,0.0,0.0
8366d6fffffffff,11.0,0.0,0.0
8366dcfffffffff,111.0,11.0,0.0
8366ddfffffffff,6.0,0.0,0.0
8366defffffffff,16.0,0.0,0.0
8366e0fffffffff,550.0,0.0,0.0
8366e1fffffffff,561.0,0.0,0.0
8366e2fffffffff,50.0,0.0,0.0
8366e3fffffffff,111.0,0.0,0.0
8366e4fffffffff,248.0,0.0,0.0
8366e5fffffffff,1813.0,0.0,0.0
8366e6fffffffff,3590.0,21.0,0.0
8366ecfffffffff,126.0,0.0,0.0
8366eefffffffff,68.0,0.0,0.0
8366f0fffffffff,66.0,0.0,0.0
8366f1fffffffff,1484.0,3.0,0.0
8366f5fffffffff,2137.0,48.0,0.0
836741fffffffff,1039.0,4.0,0.0
836742fffffffff,132.0,0.0,0.0
836743fffffffff,181.0,3.0,0.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,98.0,9.0,0.0
83674cfffffffff,1036.0,0.0,0.0
83674dfffffffff,4.0,0.0,0.0
83674efffffffff,193.0,6.0,0.0
836750fffffffff,1.0,0.0,0.0
836751fffffffff,37.0,2.0,0.0
836752fffffffff,20.0,0.0,0.0
836753fffffffff,196.0,0.0,0.0
836755fffffffff,16.0,0.0,0.0
836756fffffffff,8.0,0.0,0.0
836758fffffffff,5.0,0.0,0.0
836759fffffffff,67.0,5.0,0.0
83675afffffffff,24.0,0.0,0.0
83675bfffffffff,3.0,0.0,0.0
83675cfffffffff,323.0,0.0,0.0
83675dfffffffff,13.0,0.0,0.0
83675efffffffff,22.0,0.0,0.0
83676bfffffffff,11.0,0.0,0.0
83678bfffffffff,6.0,0.0,0.0
836d69fffffffff,1175.0,0.0,0.0
838000fffffffff,4.0,0.0,0.0
838002fffffffff,11.0,0.0,0.0
838004fffffffff,2.0,0.0,0.0
838005fffffffff,3.0,0.0,0.0
838006fffffffff,5.0,0.0,0.0
838008fffffffff,1.0,0.0,0.0
83800cfffffffff,7.0,0.0,0.0
838010fffffffff,159.0,0.0,4.0
838011fffffffff,20.0,0.0,0.0
838014fffffffff,86.0,0.0,2.0
838015fffffffff,4.0,0.0,0.0
838016fffffffff,19.0,0.0,0.0
83801cfffffffff,5.0,0.0,0.0
838024fffffffff,4.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0
838029fffffffff,3.0,0.0,0.0
83802bfffffffff,3.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0
838030fffffffff,137.0,0.0,5.0
838032fffffffff,8.0,0.0,0.0
838034fffffffff,6.0,0.0,0.0
838035fffffffff,8.0,0.0,0.0
838036fffffffff,49.0,0.0,0.0
838040fffffffff,13.0,0.0,0.0
838044fffffffff,64.0,0.0,0.0
838046fffffffff,127.0,0.0,0.0
838048fffffffff,4.0,0.0,0.0
838054fffffffff,3.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838066fffffffff,10.0,0.0,0.0
838068fffffffff,3.0,0.0,0.0
83806afffffffff,19.0,1.0,0.0
83806bfffffffff,13.0,0.0,0.0
838071fffffffff,13.0,0.0,0.0
838072fffffffff,1.0,0.0,0.0
838073fffffffff,14.0,0.0,0.0
838074fffffffff,6.0,0.0,0.0
838075fffffffff,2.0,0.0,0.0
8380a4fffffffff,3.0,0.0,0.0
838100fffffffff,30.0,0.0,3.0
838101fffffffff,6.0,0.0,0.0
838102fffffffff,230.0,0.0,9.0
838104fffffffff,12.0,0.0,0.0
838106fffffffff,74.0,0.0,9.0
838109fffffffff,3.0,0.0,0.0
83810efffffffff,3.0,0.0,0.0
838110fffffffff,3.0,0.0,0.0
838111fffffffff,3.0,0.0,0.0
838114fffffffff,10.0,0.0,1.0
838116fffffffff,23.0,0.0,0.0
838118fffffffff,5.0,0.0,0.0
838119fffffffff,3.0,0.0,0.0
83811afffffffff,19.0,0.0,0.0
83811cfffffffff,5.0,0.0,0.0
83811efffffffff,15.0,0.0,0.0
838121fffffffff,74.0,0.0,3.0
838123fffffffff,5.0,0.0,0.0
838124fffffffff,290.0,0.0,6.0
838125fffffffff,2.0,0.0,0.0
838129fffffffff,1.0,0.0,0.0
83812bfffffffff,2.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0
83812dfffffffff,48.0,0.0,8.0
838130fffffffff,49.0,0.0,0.0
838131fffffffff,11.0,0.0,2.0
838132fffffffff,34.0,0.0,0.0
838133fffffffff,129.0,0.0,5.0
838134fffffffff,9.0,0.0,0.0
838136fffffffff,14.0,0.0,2.0
838140fffffffff,11.0,0.0,0.0
838142fffffffff,4.0,0.0,0.0
838143fffffffff,13.0,0.0,0.0
838144fffffffff,7.0,0.0,0.0
838145fffffffff,28.0,0.0,0.0
838146fffffffff,12.0,0.0,0.0
83814afffffffff,120.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0
83814dfffffffff,57.0,0.0,0.0
83814efffffffff,99.0,0.0,0.0
838151fffffffff,3.0,0.0,0.0
838153fffffffff,1.0,0.0,0.0
838158fffffffff,3.0,0.0,0.0
838159fffffffff,6.0,0.0,0.0
83815afffffffff,3.0,0.0,0.0
83815cfffffffff,8.0,0.0,0.0
83815dfffffffff,85.0,0.0,0.0
838162fffffffff,26.0,0.0,0.0
838163fffffffff,27.0,0.0,0.0
838166fffffffff,4.0,0.0,0.0
838170fffffffff,4.0,0.0,0.0
838171fffffffff,111.0,0.0,0.0
838173fffffffff,4.0,0.0,0.0
838174fffffffff,2.0,0.0,0.0
838175fffffffff,4.0,0.0,0.0
838180fffffffff,17.0,0.0,2.0
838181fffffffff,92.0,0.0,5.0
838183fffffffff,71.0,0.0,4.0
838185fffffffff,52.0,0.0,5.0
838188fffffffff,39.0,0.0,0.0
83818afffffffff,12.0,0.0,0.0
83818bfffffffff,10.0,0.0,1.0
83818cfffffffff,8.0,0.0,0.0
83818dfffffffff,7.0,0.0,0.0
83818efffffffff,45.0,0.0,0.0
838199fffffffff,5.0,0.0,0.0
83819dfffffffff,26.0,0.0,0.0
8381a1fffffffff,14.0,0.0,2.0
8381a3fffffffff,2.0,0.0,0.0
8381a8fffffffff,2.0,0.0,0.0
8381a9fffffffff,2.0,0.0,0.0
8381aafffffffff,7.0,0.0,0.0
8381acfffffffff,1.0,0.0,1.0
8381adfffffffff,95.0,0.0,4.0
838a00fffffffff,33.0,3.0,0.0
838a01fffffffff,5.0,0.0,0.0
838a05fffffffff,11.0,0.0,0.0
838a10fffffffff,22.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0
838a15fffffffff,12.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0
838a21fffffffff,3.0,0.0,0.0
838a24fffffffff,2.0,0.0,0.0
838a25fffffffff,3.0,0.0,0.0
838a2efffffffff,5.0,0.0,0.0
838a31fffffffff,11.0,0.0,0.0
838a33fffffffff,12.0,0.0,0.0
838a35fffffffff,1.0,0.0,0.0
838a45fffffffff,116.0,0.0,0.0
838a4bfffffffff,2.0,0.0,0.0
838a63fffffffff,8.0,0.0,0.0
838a68fffffffff,9.0,0.0,0.0
838a69fffffffff,19.0,0.0,0.0
838a6dfffffffff,203.0,0.0,0.0
838a80fffffffff,27.0,0.0,0.0
838a81fffffffff,2.0,0.0,0.0
838a8cfffffffff,22.0,2.0,0.0
838a8dfffffffff,2.0,0.0,0.0
838a90fffffffff,4.0,0.0,0.0
838a92fffffffff,11.0,0.0,0.0
838a9cfffffffff,8.0,0.0,0.0
838aa8fffffffff,8.0,0.0,0.0
838aa9fffffffff,6.0,0.0,0.0
838aaafffffffff,22.0,0.0,0.0
838aabfffffffff,27.0,2.0,0.0
838aacfffffffff,8.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ac3fffffffff,1.0,0.0,0.0
838ac6fffffffff,1.0,0.0,0.0
838ad1fffffffff,6.0,1.0,0.0
838ad5fffffffff,3.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0
838adafffffffff,49.0,6.0,0.0
838adbfffffffff,8.0,0.0,0.0
838adcfffffffff,28.0,2.0,0.0
838adefffffffff,4.0,2.0,0.0
838ae5fffffffff,3.0,0.0,0.0
838af0fffffffff,64.0,18.0,0.0
838af2fffffffff,39.0,1.0,0.0
838af4fffffffff,23.0,3.0,0.0
838af6fffffffff,165.0,18.0,0.0
838b00fffffffff,2.0,0.0,0.0
838b05fffffffff,3.0,0.0,0.0
838b06fffffffff,4.0,0.0,0.0
838b08fffffffff,2.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0cfffffffff,35.0,0.0,0.0
838b0dfffffffff,75.0,0.0,0.0
838b10fffffffff,10.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0
838b12fffffffff,6.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b1efffffffff,16.0,0.0,0.0
838b20fffffffff,197.0,0.0,0.0
838b21fffffffff,4.0,0.0,0.0
838b22fffffffff,224.0,0.0,0.0
838b23fffffffff,7.0,0.0,0.0
838b25fffffffff,14.0,0.0,0.0
838b26fffffffff,36.0,0.0,0.0
838b2afffffffff,54.0,0.0,0.0
838b2bfffffffff,3.0,0.0,0.0
838b2cfffffffff,74.0,0.0,0.0
838b2dfffffffff,12.0,0.0,0.0
838b2efffffffff,4.0,0.0,0.0
838b31fffffffff,12.0,0.0,0.0
838b33fffffffff,2.0,0.0,0.0
838b34fffffffff,2.0,0.0,0.0
838b36fffffffff,1.0,0.0,0.0
838b42fffffffff,2.0,0.0,0.0
838b44fffffffff,56.0,0.0,0.0
838b4efffffffff,1.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0
838b56fffffffff,14.0,0.0,0.0
838b5cfffffffff,9.0,0.0,0.0
838b61fffffffff,12.0,0.0,0.0
838b62fffffffff,9.0,0.0,0.0
838b63fffffffff,17.0,0.0,0.0
838b66fffffffff,1.0,0.0,0.0
838b6cfffffffff,6.0,0.0,0.0
838b6efffffffff,1.0,0.0,0.0
838b71fffffffff,49.0,0.0,0.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,10.0,0.0,0.0
838b75fffffffff,20.0,0.0,0.0
838b76fffffffff,7.0,0.0,0.0
838b82fffffffff,3.0,0.0,0.0
838b83fffffffff,3.0,0.0,0.0
838b84fffffffff,46.0,0.0,0.0
838b88fffffffff,14.0,0.0,0.0
838b96fffffffff,5.0,0.0,0.0
838b99fffffffff,47.0,0.0,0.0
838b9cfffffffff,3.0,0.0,0.0
838b9dfffffffff,274.0,0.0,0.0
838ba0fffffffff,3.0,0.0,0.0
838ba4fffffffff,4.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,17.0,0.0,0.0
838bb4fffffffff,2.0,0.0,0.0
838bb5fffffffff,415.0,0.0,0.0
838e45fffffffff,12.0,0.0,0.0
838e60fffffffff,2.0,0.0,0.0
838e62fffffffff,3021.0,0.0,157.0
838e63fffffffff,2.0,0.0,0.0
838e66fffffffff,145.0,0.0,13.0
838e6afffffffff,5.0,0.0,0.0
838e75fffffffff,44.0,0.0,4.0
838f08fffffffff,70.0,0.0,2.0
838f09fffffffff,262.0,0.0,0.0
838f0bfffffffff,33.0,0.0,0.0
838f0cfffffffff,8.0,0.0,0.0
838f0dfffffffff,1363.0,0.0,134.0
838f28fffffffff,142.0,0.0,7.0
838f29fffffffff,286.0,0.0,2.0
838f2afffffffff,1013.0,0.0,71.0
838f2bfffffffff,1311.0,0.0,112.0
838f2cfffffffff,398.0,0.0,20.0
838f2dfffffffff,5.0,0.0,0.0
838f2efffffffff,310.0,0.0,35.0
838f40fffffffff,147.0,0.0,13.0
838f42fffffffff,16.0,0.0,2.0
838f44fffffffff,11.0,0.0,0.0
838f46fffffffff,118.0,0.0,17.0
838f48fffffffff,32.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0
838f4cfffffffff,11.0,0.0,0.0
838f50fffffffff,1406.0,0.0,10.0
838f51fffffffff,223.0,0.0,20.0
838f53fffffffff,20.0,0.0,0.0
838f54fffffffff,653.0,0.0,37.0
838f55fffffffff,865.0,0.0,88.0
838f56fffffffff,140.0,0.0,0.0
838f58fffffffff,77.0,0.0,4.0
838f5bfffffffff,92.0,0.0,12.0
838f5cfffffffff,15.0,0.0,0.0
838f5efffffffff,26.0,0.0,3.0
838f61fffffffff,90.0,0.0,0.0
838f65fffffffff,7.0,0.0,0.0
838f6bfffffffff,10.0,0.0,0.0
838f6efffffffff,12.0,0.0,0.0
838f70fffffffff,4.0,0.0,0.0
838f71fffffffff,5.0,0.0,0.0
838f72fffffffff,226.0,0.0,28.0
838f73fffffffff,73.0,0.0,17.0
838f74fffffffff,4.0,0.0,0.0
838f76fffffffff,77.0,0.0,0.0
83a596fffffffff,197.0,0.0,6.0
83a800fffffffff,18.0,0.0,0.0
83a801fffffffff,86.0,0.0,0.0
83a802fffffffff,28.0,0.0,0.0
83a803fffffffff,9.0,0.0,0.0
83a804fffffffff,104.0,0.0,4.0
83a805fffffffff,50.0,0.0,0.0
83a806fffffffff,387.0,0.0,23.0
83a808fffffffff,2.0,0.0,0.0
83a809fffffffff,5.0,0.0,0.0
83a80bfffffffff,3.0,0.0,0.0
83a80cfffffffff,21.0,0.0,0.0
83a80dfffffffff,7.0,0.0,0.0
83a80efffffffff,8.0,0.0,0.0
83a810fffffffff,4039.0,0.0,50.0
83a811fffffffff,381.0,0.0,44.0
83a812fffffffff,1322.0,0.0,21.0
83a813fffffffff,849.0,0.0,114.0
83a814fffffffff,272.0,0.0,2.0
83a815fffffffff,293.0,0.0,2.0
83a816fffffffff,44.0,0.0,0.0
83a818fffffffff,244.0,0.0,0.0
83a819fffffffff,76.0,0.0,0.0
83a81afffffffff,67.0,0.0,0.0
83a81bfffffffff,81.0,0.0,0.0
83a81cfffffffff,423.0,0.0,2.0
83a81dfffffffff,62.0,0.0,0.0
83a81efffffffff,2253.0,0.0,0.0
83a820fffffffff,20.0,0.0,2.0
83a821fffffffff,39.0,0.0,0.0
83a822fffffffff,42.0,0.0,2.0
83a823fffffffff,21.0,0.0,0.0
83a824fffffffff,80.0,0.0,14.0
83a825fffffffff,36.0,0.0,4.0
83a826fffffffff,71.0,0.0,0.0
83a828fffffffff,19.0,0.0,0.0
83a829fffffffff,39.0,0.0,0.0
83a82afffffffff,15.0,0.0,0.0
83a82bfffffffff,14.0,0.0,0.0
83a82cfffffffff,16.0,0.0,0.0
83a82dfffffffff,14.0,0.0,0.0
83a82efffffffff,32.0,0.0,0.0
83a831fffffffff,320.0,0.0,12.0
83a833fffffffff,107.0,0.0,6.0
83a835fffffffff,161.0,0.0,4.0
83a840fffffffff,134.0,0.0,1.0
83a841fffffffff,32.0,0.0,0.0
83a842fffffffff,11.0,0.0,0.0
83a843fffffffff,7.0,0.0,0.0
83a844fffffffff,46.0,0.0,0.0
83a845fffffffff,5.0,0.0,0.0
83a846fffffffff,86.0,0.0,1.0
83a848fffffffff,1.0,0.0,0.0
83a84afffffffff,8.0,0.0,0.0
83a84bfffffffff,2.0,0.0,0.0
83a84efffffffff,13.0,0.0,0.0
83a850fffffffff,1.0,0.0,0.0
83a855fffffffff,17.0,0.0,0.0
83a856fffffffff,5.0,0.0,0.0
83a859fffffffff,1040.0,0.0,0.0
83a85afffffffff,2.0,0.0,0.0
83a85bfffffffff,67.0,0.0,0.0
83a85dfffffffff,483.0,0.0,0.0
83a860fffffffff,45.0,0.0,0.0
83a862fffffffff,11.0,0.0,0.0
83a863fffffffff,13.0,0.0,0.0
83a864fffffffff,5.0,0.0,0.0
83a865fffffffff,26.0,0.0,0.0
83a866fffffffff,19.0,0.0,0.0
83a869fffffffff,2.0,0.0,0.0
83a86afffffffff,1.0,0.0,0.0
83a86bfffffffff,2.0,0.0,0.0
83a86dfffffffff,3.0,0.0,0.0
83a86efffffffff,5.0,0.0,0.0
83a870fffffffff,2.0,0.0,0.0
83a871fffffffff,2.0,0.0,0.0
83a872fffffffff,7.0,0.0,0.0
83a873fffffffff,7.0,0.0,0.0
83a875fffffffff,13.0,0.0,0.0
83a876fffffffff,32.0,0.0,2.0
83a880fffffffff,137.0,0.0,1.0
83a881fffffffff,362.0,0.0,16.0
83a882fffffffff,63.0,0.0,4.0
83a883fffffffff,36.0,0.0,6.0
83a884fffffffff,223.0,0.0,7.0
83a885fffffffff,24.0,0.0,0.0
83a886fffffffff,62.0,0.0,0.0
83a888fffffffff,6.0,0.0,0.0
83a889fffffffff,8.0,0.0,0.0
83a88afffffffff,31.0,0.0,0.0
83a88bfffffffff,41.0,0.0,0.0
83a88cfffffffff,71.0,0.0,3.0
83a88dfffffffff,186.0,0.0,16.0
83a88efffffffff,239.0,0.0,29.0
83a891fffffffff,251.0,0.0,15.0
83a895fffffffff,40.0,0.0,1.0
83a89bfffffffff,5.0,0.0,0.0
83a89dfffffffff,2.0,0.0,0.0
83a89efffffffff,11.0,0.0,0.0
83a8a0fffffffff,702.0,0.0,0.0
83a8a1fffffffff,908.0,0.0,33.0
83a8a2fffffffff,475.0,0.0,2.0
83a8a3fffffffff,186.0,0.0,0.0
83a8a5fffffffff,78.0,0.0,6.0
83a8a8fffffffff,27.0,0.0,0.0
83a8a9fffffffff,252.0,0.0,23.0
83a8aafffffffff,108.0,0.0,2.0
83a8abfffffffff,19.0,0.0,0.0
83a8acfffffffff,212.0,0.0,0.0
83a8adfffffffff,92.0,0.0,2.0
83a8aefffffffff,139.0,0.0,0.0
83a8b1fffffffff,20.0,0.0,0.0
83a8c0fffffffff,108.0,0.0,0.0
83a8c1fffffffff,3.0,0.0,0.0
83a8c2fffffffff,194.0,0.0,57.0
83a8c3fffffffff,4.0,0.0,0.0
83a8c4fffffffff,22.0,0.0,0.0
83a8c5fffffffff,3.0,0.0,0.0
83a8c6fffffffff,20.0,0.0,0.0
83a8c9fffffffff,10.0,0.0,0.0
83a8ccfffffffff,6.0,0.0,0.0
83a8cefffffffff,1.0,0.0,0.0
83a8d0fffffffff,6.0,0.0,0.0
83a8d1fffffffff,323.0,0.0,5.0
83a8d3fffffffff,130.0,0.0,0.0
83a8d4fffffffff,49.0,0.0,0.0
83a8d5fffffffff,7.0,0.0,1.0
83a8d6fffffffff,4.0,0.0,0.0
83a8d9fffffffff,2.0,0.0,0.0
83a8dafffffffff,8.0,0.0,2.0
83a8dbfffffffff,2.0,0.0,0.0
83a8dcfffffffff,4.0,0.0,0.0
83a8ddfffffffff,4.0,0.0,0.0
83a8defffffffff,165.0,0.0,13.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e6fffffffff,39.0,0.0,1.0
83a8eafffffffff,2.0,0.0,0.0
83a8ecfffffffff,35.0,0.0,2.0
83a8edfffffffff,1.0,0.0,0.0
83a8eefffffffff,2.0,0.0,0.0
83a8f0fffffffff,5.0,0.0,0.0
83a8f2fffffffff,4.0,0.0,0.0
83a8f4fffffffff,46.0,0.0,0.0
83a8f5fffffffff,13.0,0.0,0.0
83a8f6fffffffff,8.0,0.0,0.0
83a901fffffffff,225.0,0.0,2.0
83a903fffffffff,7.0,0.0,1.0
83a905fffffffff,44.0,0.0,0.0
83a908fffffffff,10.0,0.0,0.0
83a909fffffffff,34.0,0.0,0.0
83a90afffffffff,17.0,0.0,0.0
83a90bfffffffff,5.0,0.0,0.0
83a90cfffffffff,27.0,0.0,0.0
83a90dfffffffff,16.0,0.0,0.0
83a90efffffffff,141.0,0.0,4.0
83a918fffffffff,59.0,0.0,0.0
83a919fffffffff,89.0,0.0,0.0
83a91bfffffffff,236.0,0.0,15.0
83a91dfffffffff,175.0,0.0,0.0
83a921fffffffff,9.0,0.0,0.0
83a928fffffffff,1.0,0.0,0.0
83a929fffffffff,10.0,0.0,0.0
83a92afffffffff,5.0,0.0,0.0
83a92bfffffffff,5.0,0.0,0.0
83a92cfffffffff,282.0,0.0,0.0
83a92dfffffffff,22.0,0.0,0.0
83a92efffffffff,104.0,0.0,0.0
83a940fffffffff,40.0,0.0,0.0
83a941fffffffff,330.0,0.0,0.0
83a942fffffffff,57.0,0.0,0.0
83a943fffffffff,49.0,0.0,0.0
83a944fffffffff,158.0,0.0,0.0
83a945fffffffff,158.0,0.0,0.0
83a946fffffffff,417.0,0.0,0.0
83a948fffffffff,6.0,0.0,0.0
83a94afffffffff,3.0,0.0,0.0
83a94cfffffffff,99.0,0.0,0.0
83a94dfffffffff,22.0,0.0,0.0
83a94efffffffff,595.0,0.0,0.0
83a950fffffffff,425.0,0.0,0.0
83a951fffffffff,11.0,0.0,0.0
83a952fffffffff,187.0,0.0,2.0
83a953fffffffff,993.0,0.0,0.0
83a954fffffffff,6.0,0.0,0.0
83a955fffffffff,93.0,0.0,0.0
83a956fffffffff,3.0,0.0,0.0
83a959fffffffff,9.0,0.0,0.0
83a95afffffffff,11.0,0.0,0.0
83a95bfffffffff,14.0,0.0,0.0
83a95cfffffffff,25.0,0.0,0.0
83a95dfffffffff,104.0,0.0,0.0
83a95efffffffff,58.0,0.0,0.0
83a960fffffffff,8.0,0.0,0.0
83a961fffffffff,109.0,0.0,0.0
83a962fffffffff,198.0,0.0,0.0
83a963fffffffff,28.0,0.0,0.0
83a964fffffffff,69.0,0.0,0.0
83a965fffffffff,9.0,0.0,0.0
83a966fffffffff,6.0,0.0,0.0
83a968fffffffff,75.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0
83a96afffffffff,211.0,0.0,0.0
83a96bfffffffff,37.0,0.0,0.0
83a96cfffffffff,44.0,0.0,0.0
83a96dfffffffff,2.0,0.0,0.0
83a96efffffffff,126.0,0.0,0.0
83a971fffffffff,45.0,0.0,0.0
83a972fffffffff,6.0,0.0,0.0
83a973fffffffff,19.0,0.0,0.0
83a974fffffffff,6.0,0.0,0.0
83a975fffffffff,14.0,0.0,0.0
83a976fffffffff,67.0,0.0,0.0
83b209fffffffff,6.0,0.0,0.0
83b240fffffffff,17.0,0.0,0.0
83b241fffffffff,48.0,0.0,0.0
83b242fffffffff,33.0,0.0,0.0
83b243fffffffff,121.0,0.0,0.0
83b244fffffffff,3.0,0.0,0.0
83b245fffffffff,6.0,0.0,0.0
83b246fffffffff,22.0,0.0,0.0
83b24afffffffff,4.0,0.0,0.0
83b24cfffffffff,19.0,0.0,0.0
83b24dfffffffff,23.0,0.0,0.0
83b24efffffffff,6.0,0.0,0.0
