cell_id,Euphonia laniirostris,Euphonia laniirostris melanura/crassirostris,Euphonia laniirostris [laniirostris Group]
838b22fffffffff,146.0,0.0,0.0
838b23fffffffff,2.0,0.0,0.0
838b2afffffffff,8.0,0.0,0.0
838b2bfffffffff,3.0,0.0,0.0
838b2cfffffffff,9.0,0.0,0.0
838b2efffffffff,8.0,0.0,0.0
838b40fffffffff,3.0,0.0,0.0
838b44fffffffff,53.0,0.0,0.0
838b45fffffffff,1.0,0.0,0.0
838b46fffffffff,2.0,0.0,0.0
838b51fffffffff,4.0,0.0,0.0
838b52fffffffff,12.0,0.0,0.0
838b56fffffffff,13.0,0.0,0.0
838b5cfffffffff,1.0,0.0,0.0
838b61fffffffff,302.0,0.0,0.0
838b62fffffffff,6.0,0.0,0.0
838b63fffffffff,102.0,0.0,0.0
838b69fffffffff,8.0,0.0,0.0
838b6cfffffffff,902.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,5.0,0.0,0.0
838b71fffffffff,100.0,0.0,0.0
838b74fffffffff,37.0,0.0,0.0
838b75fffffffff,36.0,0.0,0.0
838b82fffffffff,1.0,0.0,0.0
838b84fffffffff,4.0,0.0,0.0
838b88fffffffff,2.0,0.0,0.0
838b98fffffffff,1.0,0.0,0.0
838b9dfffffffff,145.0,0.0,0.0
838ba0fffffffff,7.0,0.0,0.0
838ba2fffffffff,3.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,14.0,0.0,0.0
838bb5fffffffff,233.0,0.0,0.0
838e64fffffffff,140.0,0.0,0.0
838e65fffffffff,68.0,0.0,0.0
838e6cfffffffff,9.0,0.0,0.0
838e6dfffffffff,7.0,0.0,0.0
838f08fffffffff,12.0,0.0,0.0
838f09fffffffff,36.0,0.0,0.0
838f0bfffffffff,2.0,0.0,0.0
838f0dfffffffff,1670.0,0.0,152.0
838f21fffffffff,2.0,0.0,0.0
838f28fffffffff,55.0,0.0,9.0
838f29fffffffff,316.0,0.0,5.0
838f2afffffffff,713.0,0.0,44.0
838f2bfffffffff,576.0,0.0,54.0
838f2cfffffffff,448.0,0.0,20.0
838f2dfffffffff,6.0,0.0,0.0
838f2efffffffff,80.0,0.0,6.0
838f40fffffffff,449.0,25.0,0.0
838f42fffffffff,9.0,0.0,0.0
838f43fffffffff,29.0,0.0,0.0
838f44fffffffff,4.0,0.0,0.0
838f46fffffffff,446.0,21.0,0.0
838f48fffffffff,6.0,0.0,0.0
838f4afffffffff,126.0,0.0,0.0
838f4bfffffffff,12.0,0.0,0.0
838f4cfffffffff,22.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0
838f50fffffffff,260.0,0.0,0.0
838f54fffffffff,128.0,0.0,0.0
838f55fffffffff,3.0,0.0,0.0
838f5dfffffffff,8.0,0.0,0.0
838f61fffffffff,56.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0
838f6bfffffffff,3.0,0.0,0.0
838f6efffffffff,3.0,0.0,0.0
838f70fffffffff,30.0,1.0,0.0
838f72fffffffff,731.0,73.0,3.0
838f73fffffffff,14.0,0.0,0.0
838f74fffffffff,82.0,6.0,0.0
838f76fffffffff,139.0,0.0,6.0
83a84efffffffff,1.0,0.0,0.0
83a852fffffffff,3.0,0.0,0.0
83a859fffffffff,21.0,0.0,0.0
83a85dfffffffff,46.0,0.0,0.0
83a85efffffffff,2.0,0.0,0.0
83a86bfffffffff,3.0,0.0,0.0
83a8ecfffffffff,10.0,0.0,0.0
83a8eefffffffff,2.0,0.0,0.0
83b325fffffffff,7.0,0.0,0.0
