cell_id,Chalcites minutillus,Chalcites minutillus [minutillus Group],Chalcites minutillus [poecilurus Group],Chalcites minutillus rufomerus/salvadorii
848cdc1ffffffff,4.0,0.0,0.0,0.0
8494049ffffffff,2.0,0.0,0.0,0.0
8494159ffffffff,40.0,0.0,0.0,0.0
8494187ffffffff,5.0,0.0,0.0,0.0
84941a1ffffffff,2.0,0.0,0.0,0.0
84941bdffffffff,12.0,0.0,0.0,0.0
849421dffffffff,1.0,0.0,0.0,0.0
8494231ffffffff,9.0,0.0,0.0,0.0
8494235ffffffff,19.0,0.0,0.0,0.0
8494237ffffffff,7.0,0.0,0.0,0.0
849423dffffffff,1.0,0.0,0.0,0.0
84942c1ffffffff,18.0,0.0,0.0,0.0
84942c3ffffffff,2.0,0.0,0.0,0.0
84942c5ffffffff,3.0,0.0,0.0,0.0
84942cdffffffff,2.0,0.0,0.0,0.0
84942d3ffffffff,9.0,0.0,0.0,0.0
84942d5ffffffff,2.0,0.0,0.0,0.0
84942ddffffffff,2.0,0.0,0.0,0.0
8494313ffffffff,4.0,0.0,0.0,0.0
84944bdffffffff,2.0,0.0,0.0,0.0
8494501ffffffff,4.0,1.0,0.0,0.0
8494503ffffffff,22.0,0.0,0.0,0.0
8494507ffffffff,3.0,0.0,0.0,0.0
849450bffffffff,48.0,5.0,0.0,0.0
8494511ffffffff,138.0,21.0,0.0,0.0
8494513ffffffff,3.0,0.0,0.0,0.0
8494515ffffffff,12.0,0.0,0.0,0.0
8494517ffffffff,17.0,3.0,0.0,0.0
849451bffffffff,2.0,0.0,0.0,0.0
849451dffffffff,660.0,72.0,0.0,0.0
8494531ffffffff,1.0,0.0,0.0,0.0
8494535ffffffff,2.0,0.0,0.0,0.0
8494537ffffffff,4.0,0.0,0.0,0.0
8494539ffffffff,19.0,1.0,0.0,0.0
8494559ffffffff,4.0,0.0,0.0,0.0
84945a5ffffffff,9.0,0.0,0.0,0.0
84945c1ffffffff,4.0,0.0,0.0,0.0
84945c3ffffffff,16.0,0.0,0.0,0.0
84945c5ffffffff,12.0,0.0,0.0,0.0
84945c7ffffffff,26.0,3.0,0.0,0.0
84945cdffffffff,2.0,0.0,0.0,0.0
84945e1ffffffff,4.0,0.0,0.0,0.0
84945e3ffffffff,1.0,0.0,0.0,0.0
84945ebffffffff,24.0,0.0,0.0,0.0
849466dffffffff,30.0,0.0,0.0,18.0
8494803ffffffff,157.0,0.0,0.0,0.0
849480bffffffff,158.0,0.0,0.0,0.0
8494815ffffffff,2.0,0.0,0.0,0.0
849481dffffffff,25.0,0.0,0.0,0.0
8494855ffffffff,2.0,0.0,0.0,0.0
849485bffffffff,10.0,0.0,0.0,0.0
84948cdffffffff,2.0,0.0,0.0,0.0
84948d9ffffffff,1.0,0.0,0.0,0.0
8494aa7ffffffff,6.0,0.0,0.0,0.0
8494ae3ffffffff,8.0,0.0,0.0,0.0
8494ae7ffffffff,1.0,0.0,0.0,0.0
8494c6dffffffff,2.0,0.0,0.0,0.0
8494e29ffffffff,9.0,0.0,0.0,0.0
8494e2bffffffff,7.0,0.0,0.0,0.0
8494e35ffffffff,2.0,0.0,0.0,0.0
8494e3dffffffff,2.0,0.0,0.0,0.0
8494ed1ffffffff,2.0,0.0,0.0,0.0
8494edbffffffff,8.0,0.0,0.0,0.0
8494f45ffffffff,4.0,0.0,0.0,0.0
8494f65ffffffff,2.0,0.0,0.0,0.0
8495009ffffffff,2.0,0.0,0.0,0.0
849500bffffffff,4.0,0.0,1.0,0.0
84950a5ffffffff,8.0,0.0,0.0,0.0
8495185ffffffff,1.0,0.0,0.0,0.0
84951abffffffff,1.0,0.0,0.0,0.0
84951e3ffffffff,3.0,0.0,0.0,0.0
84951e7ffffffff,2.0,0.0,0.0,0.0
8495217ffffffff,1.0,0.0,0.0,0.0
84952d5ffffffff,2.0,0.0,0.0,0.0
8495533ffffffff,13.0,0.0,0.0,0.0
8495537ffffffff,11.0,0.0,0.0,0.0
8495583ffffffff,9.0,0.0,0.0,2.0
84955a1ffffffff,14.0,0.0,0.0,4.0
84955a3ffffffff,1.0,0.0,0.0,0.0
84956a5ffffffff,1.0,0.0,0.0,0.0
84956d3ffffffff,7.0,0.0,0.0,0.0
8495a99ffffffff,2.0,0.0,0.0,0.0
849c003ffffffff,6.0,0.0,0.0,0.0
849c009ffffffff,34.0,0.0,5.0,0.0
849c00bffffffff,11.0,0.0,0.0,0.0
849c011ffffffff,6.0,0.0,0.0,0.0
849c015ffffffff,2.0,0.0,0.0,0.0
849c017ffffffff,15.0,0.0,8.0,0.0
849c019ffffffff,2.0,0.0,2.0,0.0
849c01dffffffff,6.0,0.0,0.0,0.0
849c051ffffffff,1.0,0.0,0.0,0.0
849c055ffffffff,11.0,0.0,0.0,0.0
849c059ffffffff,16.0,0.0,2.0,0.0
849c05dffffffff,206.0,0.0,69.0,0.0
849c0a1ffffffff,1.0,0.0,0.0,0.0
849c0a5ffffffff,3.0,0.0,0.0,0.0
849c0adffffffff,8.0,0.0,8.0,0.0
849c0e7ffffffff,3.0,0.0,3.0,0.0
849c0e9ffffffff,25.0,0.0,2.0,0.0
849c0edffffffff,4.0,0.0,0.0,0.0
849c191ffffffff,360.0,0.0,114.0,0.0
849c199ffffffff,3.0,0.0,0.0,0.0
849c19bffffffff,2.0,0.0,2.0,0.0
849c19dffffffff,26.0,0.0,5.0,0.0
849c203ffffffff,87.0,0.0,7.0,0.0
849c207ffffffff,3.0,0.0,0.0,0.0
849c20bffffffff,11.0,0.0,0.0,0.0
849c215ffffffff,10.0,0.0,2.0,0.0
849c21bffffffff,3.0,0.0,0.0,0.0
849c231ffffffff,857.0,0.0,147.0,0.0
849c233ffffffff,39.0,0.0,1.0,0.0
849c237ffffffff,632.0,0.0,62.0,0.0
849c239ffffffff,102.0,0.0,4.0,0.0
849c23bffffffff,97.0,0.0,9.0,0.0
849c251ffffffff,36.0,0.0,0.0,0.0
849c257ffffffff,9.0,0.0,0.0,0.0
849c259ffffffff,13.0,0.0,0.0,0.0
849c2ddffffffff,15.0,0.0,0.0,0.0
849c2edffffffff,1.0,0.0,0.0,0.0
849c43bffffffff,2.0,0.0,0.0,0.0
849c487ffffffff,2.0,0.0,0.0,0.0
849c4b3ffffffff,7.0,0.0,0.0,0.0
849c583ffffffff,1.0,0.0,0.0,0.0
849c5a5ffffffff,2.0,0.0,0.0,0.0
849c5a7ffffffff,4.0,0.0,0.0,0.0
849c5bdffffffff,2.0,0.0,0.0,0.0
849c605ffffffff,2.0,0.0,0.0,0.0
849c6a7ffffffff,2.0,0.0,0.0,0.0
849c741ffffffff,1.0,0.0,0.0,0.0
849c743ffffffff,19.0,0.0,0.0,0.0
849c85bffffffff,7.0,0.0,0.0,0.0
849c993ffffffff,3.0,0.0,0.0,0.0
849c997ffffffff,1.0,0.0,0.0,0.0
849ca65ffffffff,6.0,0.0,0.0,0.0
849caa5ffffffff,1.0,0.0,0.0,0.0
849caadffffffff,3.0,0.0,0.0,0.0
849cae7ffffffff,5.0,0.0,0.0,0.0
849cb51ffffffff,4.0,0.0,0.0,0.0
849cc29ffffffff,2.0,0.0,0.0,0.0
849cd19ffffffff,2.0,0.0,0.0,0.0
849cd2dffffffff,2.0,0.0,0.0,0.0
849cd31ffffffff,52.0,0.0,0.0,0.0
849cd33ffffffff,30.0,0.0,0.0,0.0
849ce2dffffffff,5.0,0.0,0.0,0.0
849ce47ffffffff,6.0,0.0,2.0,0.0
849ce4dffffffff,1.0,0.0,0.0,0.0
849ce63ffffffff,2.0,0.0,0.0,0.0
849ce9bffffffff,37.0,0.0,0.0,0.0
849cf19ffffffff,4.0,0.0,0.0,0.0
849cf39ffffffff,25.0,0.0,0.0,0.0
849cf3bffffffff,22.0,0.0,0.0,0.0
849cf53ffffffff,40.0,0.0,2.0,0.0
849d013ffffffff,13.0,0.0,0.0,0.0
849d01bffffffff,47.0,0.0,0.0,0.0
849d0abffffffff,12.0,0.0,0.0,0.0
849d0b1ffffffff,17.0,0.0,0.0,0.0
849d0b3ffffffff,2.0,0.0,0.0,0.0
849d0b5ffffffff,39.0,0.0,7.0,0.0
849d0b7ffffffff,19.0,0.0,4.0,0.0
849d0bdffffffff,7.0,0.0,3.0,0.0
849d0cdffffffff,18.0,0.0,0.0,0.0
849d0e1ffffffff,2.0,0.0,0.0,0.0
849d0edffffffff,2.0,0.0,0.0,0.0
849d215ffffffff,3.0,0.0,0.0,0.0
849d217ffffffff,5.0,0.0,0.0,0.0
849d219ffffffff,6.0,0.0,0.0,0.0
849d21dffffffff,10.0,0.0,0.0,0.0
849d233ffffffff,4.0,0.0,0.0,0.0
849d23bffffffff,14.0,0.0,0.0,0.0
849d24bffffffff,43.0,0.0,0.0,0.0
849d251ffffffff,2.0,0.0,0.0,0.0
849d253ffffffff,6.0,0.0,0.0,0.0
849d255ffffffff,6.0,0.0,0.0,0.0
849d257ffffffff,9.0,0.0,0.0,0.0
849d259ffffffff,2.0,0.0,0.0,0.0
849d25bffffffff,2.0,0.0,0.0,0.0
849d2a1ffffffff,1.0,0.0,0.0,0.0
849d2a5ffffffff,13.0,0.0,0.0,0.0
849d761ffffffff,2.0,0.0,0.0,0.0
84be181ffffffff,19.0,0.0,0.0,0.0
84be185ffffffff,2.0,0.0,0.0,0.0
84be187ffffffff,2.0,0.0,0.0,0.0
84be1abffffffff,2.0,0.0,0.0,0.0
84be883ffffffff,18.0,0.0,0.0,0.0
84be887ffffffff,7.0,0.0,0.0,0.0
84be88bffffffff,19.0,1.0,0.0,0.0
84be891ffffffff,1.0,0.0,0.0,0.0
84be895ffffffff,2.0,0.0,0.0,0.0
84be899ffffffff,1.0,1.0,0.0,0.0
84be89dffffffff,3.0,0.0,0.0,0.0
84be8b1ffffffff,9.0,0.0,0.0,0.0
84be8b3ffffffff,2.0,0.0,0.0,0.0
84be8b5ffffffff,2.0,0.0,0.0,0.0
84be8b7ffffffff,13.0,0.0,0.0,0.0
84be8bdffffffff,4.0,0.0,0.0,0.0
84be8d1ffffffff,309.0,5.0,0.0,0.0
84be8d3ffffffff,9.0,0.0,0.0,0.0
84be8d5ffffffff,18.0,0.0,0.0,0.0
84be8d7ffffffff,12.0,0.0,0.0,0.0
84be8d9ffffffff,71.0,0.0,0.0,0.0
84be8dbffffffff,42.0,5.0,0.0,0.0
84be8ddffffffff,4.0,0.0,0.0,0.0
84bea91ffffffff,1.0,0.0,0.0,0.0
84bea93ffffffff,1.0,0.0,0.0,0.0
84bea95ffffffff,17.0,0.0,0.0,0.0
84bea97ffffffff,15.0,3.0,0.0,0.0
84bea9bffffffff,4.0,0.0,0.0,0.0
84beab3ffffffff,19.0,0.0,0.0,0.0
84beab7ffffffff,3.0,0.0,0.0,0.0
84beabbffffffff,36.0,0.0,0.0,0.0
84bed25ffffffff,4.0,0.0,0.0,0.0
84bef05ffffffff,2.0,0.0,0.0,0.0
84bef0dffffffff,29.0,0.0,0.0,0.0
84bef2dffffffff,13.0,2.0,0.0,0.0
84bef63ffffffff,2.0,0.0,0.0,0.0
84bef65ffffffff,30.0,2.0,0.0,0.0
84bef67ffffffff,2.0,0.0,0.0,0.0
84bef69ffffffff,4.0,0.0,0.0,0.0
