cell_id,Myiopagis viridicata,Myiopagis viridicata minima/jaliscensis,Myiopagis viridicata [viridicata Group]
828a27fffffffff,3.0,0.0,0.0
828a37fffffffff,3.0,0.0,0.0
828a87fffffffff,4.0,0.0,0.0
828b0ffffffffff,4.0,0.0,0.0
828b17fffffffff,2.0,0.0,0.0
828b27fffffffff,19.0,0.0,0.0
828b2ffffffffff,7.0,0.0,0.0
828b37fffffffff,8.0,0.0,0.0
828b47fffffffff,5.0,0.0,0.0
828b57fffffffff,4.0,0.0,0.0
828b67fffffffff,5.0,0.0,0.0
828b77fffffffff,27.0,0.0,0.0
828b87fffffffff,17.0,0.0,0.0
828b97fffffffff,1.0,0.0,1.0
828b9ffffffffff,23.0,0.0,0.0
828ba7fffffffff,31.0,0.0,0.0
828bb7fffffffff,47.0,0.0,4.0
828f0ffffffffff,114.0,0.0,8.0
828f2ffffffffff,272.0,0.0,13.0
828f47fffffffff,30.0,0.0,0.0
828f77fffffffff,12.0,0.0,0.0
82a597fffffffff,2.0,0.0,0.0
82a807fffffffff,36.0,0.0,3.0
82a80ffffffffff,17.0,0.0,0.0
82a817fffffffff,74.0,0.0,11.0
82a81ffffffffff,484.0,0.0,2.0
82a827fffffffff,29.0,0.0,0.0
82a82ffffffffff,52.0,0.0,0.0
82a847fffffffff,128.0,0.0,5.0
82a84ffffffffff,5.0,0.0,0.0
82a857fffffffff,22.0,0.0,0.0
82a85ffffffffff,241.0,0.0,1.0
82a867fffffffff,33.0,0.0,0.0
82a86ffffffffff,8.0,0.0,0.0
82a877fffffffff,2.0,0.0,0.0
82a887fffffffff,31.0,0.0,2.0
82a88ffffffffff,36.0,0.0,0.0
82a897fffffffff,2.0,0.0,2.0
82a8a7fffffffff,9.0,0.0,2.0
82a8affffffffff,24.0,0.0,0.0
82a8c7fffffffff,99.0,0.0,2.0
82a8cffffffffff,11.0,0.0,9.0
82a8d7fffffffff,72.0,0.0,3.0
82a8dffffffffff,16.0,0.0,3.0
82a8e7fffffffff,16.0,0.0,0.0
82a8f7fffffffff,4.0,0.0,0.0
82a907fffffffff,2.0,0.0,0.0
82a90ffffffffff,40.0,0.0,0.0
82a91ffffffffff,1.0,0.0,0.0
82a947fffffffff,218.0,0.0,0.0
82a94ffffffffff,36.0,0.0,0.0
82a957fffffffff,900.0,0.0,6.0
82a95ffffffffff,15.0,0.0,0.0
82a967fffffffff,8.0,0.0,0.0
82a96ffffffffff,63.0,0.0,0.0
82a977fffffffff,55.0,0.0,0.0
82b277fffffffff,7.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0
82b347fffffffff,98.0,0.0,0.0
82b357fffffffff,4.0,0.0,0.0
82b35ffffffffff,157.0,0.0,0.0
82b367fffffffff,9.0,0.0,0.0
82b36ffffffffff,6.0,0.0,0.0
