cell_id,Phylloscopus humei,Phylloscopus humei humei,Phylloscopus humei mandellii
8442ebbffffffff,6.0,0.0,0.0
8443a03ffffffff,12.0,0.0,0.0
8443acdffffffff,5.0,0.0,0.0
8443ae5ffffffff,11.0,0.0,0.0
8460145ffffffff,61.0,0.0,0.0
846014dffffffff,64.0,0.0,0.0
8460169ffffffff,403.0,0.0,0.0
8460807ffffffff,8.0,0.0,0.0
846080bffffffff,3.0,0.0,0.0
8460825ffffffff,4.0,0.0,0.0
8460881ffffffff,4.0,0.0,0.0
8460885ffffffff,33.0,0.0,0.0
8460887ffffffff,42.0,0.0,0.0
8460889ffffffff,11.0,0.0,0.0
846088dffffffff,6.0,0.0,0.0
84608a1ffffffff,6.0,0.0,0.0
84608a3ffffffff,1.0,0.0,0.0
84608a5ffffffff,4.0,0.0,0.0
84608a7ffffffff,1.0,0.0,0.0
84608abffffffff,31.0,0.0,0.0
84608b5ffffffff,192.0,0.0,0.0
84608bdffffffff,4.0,0.0,0.0
84608e3ffffffff,2.0,0.0,0.0
84608e5ffffffff,5.0,0.0,0.0
8460901ffffffff,38.0,0.0,0.0
846090dffffffff,1.0,0.0,0.0
8460911ffffffff,1.0,0.0,0.0
8460915ffffffff,18.0,0.0,0.0
8460921ffffffff,15.0,0.0,0.0
8460923ffffffff,1.0,0.0,0.0
8460925ffffffff,1726.0,0.0,0.0
8460927ffffffff,299.0,0.0,0.0
8460931ffffffff,19.0,0.0,0.0
8460939ffffffff,28.0,0.0,0.0
846093bffffffff,22.0,0.0,0.0
846093dffffffff,38.0,0.0,0.0
846094bffffffff,1.0,0.0,0.0
846094dffffffff,16.0,0.0,0.0
8460955ffffffff,1.0,0.0,0.0
8460961ffffffff,119.0,0.0,0.0
8460965ffffffff,328.0,0.0,0.0
8460969ffffffff,12.0,0.0,0.0
846096bffffffff,7.0,0.0,0.0
846096dffffffff,2.0,0.0,0.0
8460985ffffffff,8.0,0.0,0.0
846099bffffffff,5.0,0.0,0.0
84609a5ffffffff,10.0,0.0,0.0
84609b3ffffffff,1.0,0.0,0.0
84609c7ffffffff,16.0,0.0,0.0
84609dbffffffff,7.0,0.0,0.0
84609e1ffffffff,10.0,0.0,0.0
84609e3ffffffff,14.0,0.0,0.0
84609e5ffffffff,3.0,0.0,0.0
84609e9ffffffff,4.0,0.0,0.0
84609ebffffffff,1.0,0.0,0.0
8460a39ffffffff,6.0,0.0,0.0
8460ae3ffffffff,1.0,0.0,0.0
8460aebffffffff,7.0,0.0,0.0
8460b27ffffffff,2.0,0.0,0.0
8460b6dffffffff,4.0,0.0,0.0
8461893ffffffff,22.0,0.0,0.0
8464821ffffffff,16.0,0.0,0.0
8464825ffffffff,37.0,0.0,0.0
8464827ffffffff,14.0,0.0,0.0
8464829ffffffff,2.0,0.0,0.0
846482bffffffff,456.0,0.0,0.0
846482dffffffff,3.0,0.0,0.0
8464843ffffffff,2.0,0.0,0.0
8464901ffffffff,2.0,0.0,0.0
8464903ffffffff,48.0,0.0,0.0
8464909ffffffff,6.0,0.0,0.0
846490bffffffff,1.0,0.0,0.0
8464911ffffffff,1112.0,0.0,0.0
846491bffffffff,10.0,0.0,0.0
846491dffffffff,4.0,0.0,0.0
8464949ffffffff,5.0,0.0,0.0
846494bffffffff,3.0,0.0,0.0
8464981ffffffff,2.0,0.0,0.0
8464983ffffffff,22.0,0.0,0.0
8464a35ffffffff,7.0,0.0,0.0
8464b03ffffffff,8.0,0.0,0.0
8464b0bffffffff,21.0,0.0,0.0
8464b43ffffffff,2.0,0.0,0.0
8464b53ffffffff,5.0,0.0,0.0
8464b55ffffffff,9.0,0.0,0.0
8469345ffffffff,11.0,0.0,0.0
846934dffffffff,5.0,0.0,0.0
