cell_id,Botaurus exilis,Botaurus exilis exilis/pullus,Botaurus exilis [erythromelas Group]
832a90fffffffff,5.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0
832a93fffffffff,32.0,0.0,0.0
832a94fffffffff,163.0,0.0,0.0
832a95fffffffff,47.0,0.0,0.0
832a96fffffffff,8.0,0.0,0.0
832a9bfffffffff,11.0,0.0,0.0
832a9cfffffffff,11.0,0.0,0.0
832aa1fffffffff,7.0,0.0,0.0
832aa4fffffffff,718.0,0.0,0.0
832aa6fffffffff,125.0,0.0,0.0
832aa8fffffffff,513.0,0.0,0.0
832aa9fffffffff,268.0,0.0,0.0
832aaafffffffff,140.0,0.0,0.0
832aabfffffffff,15.0,0.0,0.0
832aacfffffffff,443.0,0.0,0.0
832aadfffffffff,907.0,0.0,0.0
832aaefffffffff,39.0,0.0,0.0
832ab0fffffffff,179.0,0.0,0.0
832ab1fffffffff,70.0,0.0,0.0
832ab2fffffffff,1926.0,0.0,0.0
832ab3fffffffff,295.0,0.0,0.0
832ab4fffffffff,55.0,0.0,0.0
832ab5fffffffff,329.0,0.0,0.0
832ab6fffffffff,79.0,0.0,0.0
832ac6fffffffff,83.0,0.0,0.0
832ad0fffffffff,4.0,0.0,0.0
832ad2fffffffff,7.0,0.0,0.0
832ad3fffffffff,255.0,0.0,0.0
832ad4fffffffff,3.0,0.0,0.0
832ad5fffffffff,74.0,0.0,0.0
832af0fffffffff,239.0,0.0,0.0
832af1fffffffff,53.0,0.0,0.0
832af3fffffffff,71.0,0.0,0.0
832af6fffffffff,24.0,0.0,0.0
832b00fffffffff,3.0,0.0,0.0
832b1cfffffffff,3.0,0.0,0.0
832b81fffffffff,333.0,0.0,0.0
832b83fffffffff,90.0,0.0,0.0
832b88fffffffff,6.0,0.0,0.0
832b89fffffffff,111.0,0.0,0.0
832b8afffffffff,82.0,0.0,0.0
832b8dfffffffff,26.0,0.0,0.0
832b8efffffffff,68.0,0.0,0.0
832b98fffffffff,279.0,0.0,0.0
832b99fffffffff,382.0,0.0,0.0
832b9afffffffff,73.0,0.0,0.0
832b9bfffffffff,33.0,0.0,0.0
832b9dfffffffff,40.0,0.0,0.0
832b9efffffffff,50.0,0.0,0.0
832ba8fffffffff,123.0,0.0,0.0
832baafffffffff,1023.0,0.0,0.0
832bacfffffffff,1.0,0.0,0.0
832baefffffffff,177.0,0.0,0.0
834412fffffffff,126.0,0.0,0.0
834413fffffffff,672.0,0.0,0.0
83441afffffffff,736.0,0.0,0.0
83441bfffffffff,10.0,0.0,0.0
83441efffffffff,1349.0,0.0,0.0
834424fffffffff,8.0,0.0,0.0
834432fffffffff,66.0,0.0,0.0
834436fffffffff,28.0,0.0,0.0
834440fffffffff,52.0,0.0,0.0
834441fffffffff,5.0,0.0,0.0
834443fffffffff,4.0,0.0,0.0
834444fffffffff,45.0,0.0,0.0
834445fffffffff,390.0,0.0,0.0
834446fffffffff,208.0,0.0,0.0
834448fffffffff,65.0,0.0,0.0
834449fffffffff,90.0,0.0,0.0
83444afffffffff,11.0,0.0,0.0
83444cfffffffff,4.0,0.0,0.0
83444efffffffff,16.0,0.0,0.0
834450fffffffff,349.0,0.0,0.0
834452fffffffff,2.0,0.0,0.0
834454fffffffff,8.0,0.0,0.0
834455fffffffff,648.0,0.0,0.0
834456fffffffff,122.0,0.0,0.0
834459fffffffff,66.0,0.0,0.0
83445bfffffffff,4.0,0.0,0.0
83445cfffffffff,41.0,0.0,0.0
83445dfffffffff,14.0,0.0,0.0
834463fffffffff,266.0,0.0,0.0
834469fffffffff,27.0,0.0,0.0
83446afffffffff,4.0,0.0,0.0
83446cfffffffff,2828.0,0.0,0.0
83446dfffffffff,26.0,0.0,0.0
83446efffffffff,1437.0,0.0,0.0
834471fffffffff,168.0,0.0,0.0
834473fffffffff,349.0,0.0,0.0
834486fffffffff,19.0,0.0,0.0
8344a1fffffffff,151.0,0.0,0.0
8344a5fffffffff,144.0,0.0,0.0
8344a8fffffffff,707.0,0.0,0.0
8344a9fffffffff,2097.0,0.0,0.0
8344abfffffffff,181.0,0.0,0.0
8344acfffffffff,1154.0,0.0,0.0
8344adfffffffff,127.0,0.0,0.0
8344aefffffffff,1688.0,0.0,0.0
8344b5fffffffff,165.0,0.0,0.0
8344c0fffffffff,8.0,0.0,0.0
8344c2fffffffff,154.0,0.0,0.0
8344c4fffffffff,2.0,0.0,0.0
8344c6fffffffff,2.0,0.0,0.0
8344c8fffffffff,11.0,0.0,0.0
8344d0fffffffff,989.0,0.0,0.0
8344d1fffffffff,38.0,0.0,0.0
8344d2fffffffff,278.0,0.0,0.0
8344d3fffffffff,26.0,0.0,0.0
8344d5fffffffff,1332.0,0.0,0.0
8344e0fffffffff,12.0,0.0,0.0
8344e2fffffffff,25.0,0.0,0.0
8344e3fffffffff,8.0,0.0,0.0
8344e4fffffffff,28.0,0.0,0.0
8344e5fffffffff,21.0,0.0,0.0
8344e6fffffffff,500.0,0.0,0.0
8344eefffffffff,66.0,0.0,0.0
8344f0fffffffff,142.0,0.0,0.0
8344f1fffffffff,2.0,0.0,0.0
8344f3fffffffff,853.0,0.0,0.0
8344f4fffffffff,1353.0,0.0,0.0
8344f5fffffffff,19.0,0.0,0.0
8344f6fffffffff,80.0,0.0,0.0
834501fffffffff,6.0,0.0,0.0
834505fffffffff,39.0,0.0,0.0
834509fffffffff,138.0,0.0,0.0
83450afffffffff,151.0,0.0,0.0
83450bfffffffff,128.0,0.0,0.0
83450cfffffffff,12.0,0.0,0.0
83450dfffffffff,1.0,0.0,0.0
83450efffffffff,7.0,0.0,0.0
834519fffffffff,2.0,0.0,0.0
834520fffffffff,1.0,0.0,0.0
834521fffffffff,275.0,0.0,0.0
834522fffffffff,22.0,0.0,0.0
834523fffffffff,85.0,0.0,0.0
834526fffffffff,161.0,0.0,0.0
834528fffffffff,18.0,0.0,0.0
83452afffffffff,782.0,0.0,0.0
83452bfffffffff,2.0,0.0,0.0
83452cfffffffff,685.0,0.0,0.0
83452efffffffff,117.0,0.0,0.0
834531fffffffff,115.0,0.0,0.0
834532fffffffff,4.0,0.0,0.0
834536fffffffff,4.0,0.0,0.0
83456dfffffffff,2.0,0.0,0.0
834572fffffffff,22.0,0.0,0.0
834576fffffffff,15.0,0.0,0.0
834584fffffffff,3.0,0.0,0.0
834588fffffffff,29.0,0.0,0.0
834589fffffffff,2.0,0.0,0.0
83458cfffffffff,64.0,0.0,0.0
83458dfffffffff,5.0,0.0,0.0
834590fffffffff,2.0,0.0,0.0
834598fffffffff,2.0,0.0,0.0
83459dfffffffff,5.0,0.0,0.0
8345a3fffffffff,205.0,0.0,0.0
8345aefffffffff,1.0,0.0,0.0
8345b0fffffffff,2.0,0.0,0.0
8345b2fffffffff,95.0,0.0,0.0
834800fffffffff,4.0,0.0,0.0
834802fffffffff,3.0,0.0,0.0
834805fffffffff,7.0,0.0,0.0
83480efffffffff,1.0,0.0,0.0
834823fffffffff,35.0,0.0,0.0
834832fffffffff,1.0,0.0,0.0
834833fffffffff,5.0,0.0,0.0
834836fffffffff,334.0,0.0,0.0
834850fffffffff,2.0,0.0,0.0
834856fffffffff,2.0,0.0,0.0
834858fffffffff,60.0,0.0,0.0
834859fffffffff,61.0,0.0,0.0
83485afffffffff,19.0,0.0,0.0
83485bfffffffff,476.0,0.0,0.0
834872fffffffff,10.0,0.0,0.0
834880fffffffff,5.0,0.0,0.0
834882fffffffff,55.0,0.0,0.0
834886fffffffff,13.0,0.0,0.0
834890fffffffff,140.0,0.0,0.0
834891fffffffff,12.0,0.0,0.0
834892fffffffff,468.0,0.0,0.0
834893fffffffff,169.0,0.0,0.0
834895fffffffff,588.0,0.0,0.0
83489cfffffffff,51.0,0.0,0.0
8348a2fffffffff,107.0,0.0,0.0
8348abfffffffff,1.0,0.0,0.0
8348b1fffffffff,90.0,0.0,0.0
8348b2fffffffff,1793.0,0.0,0.0
8348b3fffffffff,761.0,0.0,0.0
8348b5fffffffff,1.0,0.0,0.0
8348c3fffffffff,230.0,0.0,0.0
8348d0fffffffff,4.0,0.0,0.0
8348d3fffffffff,7.0,0.0,0.0
8348dcfffffffff,8.0,0.0,0.0
8348e9fffffffff,747.0,0.0,0.0
8348eafffffffff,8.0,0.0,0.0
8348ebfffffffff,438.0,0.0,0.0
8348ecfffffffff,76.0,0.0,0.0
8348f2fffffffff,3.0,0.0,0.0
834980fffffffff,30.0,0.0,0.0
834985fffffffff,4.0,0.0,0.0
834986fffffffff,16.0,0.0,0.0
834992fffffffff,9.0,0.0,0.0
834994fffffffff,8.0,0.0,0.0
834995fffffffff,14.0,0.0,0.0
834996fffffffff,80.0,0.0,0.0
8349a8fffffffff,18.0,0.0,0.0
8349a9fffffffff,1.0,0.0,0.0
8349aafffffffff,61.0,0.0,0.0
8349abfffffffff,32.0,0.0,0.0
8349adfffffffff,3.0,0.0,0.0
8349b3fffffffff,43.0,0.0,0.0
8349b5fffffffff,3.0,0.0,0.0
834c88fffffffff,85.0,0.0,0.0
834c89fffffffff,14.0,0.0,0.0
834c93fffffffff,20.0,0.0,0.0
834c98fffffffff,2.0,0.0,0.0
834cc0fffffffff,469.0,0.0,0.0
834cc5fffffffff,534.0,0.0,0.0
834cc6fffffffff,29.0,0.0,0.0
834cd0fffffffff,5.0,0.0,0.0
834cd2fffffffff,27.0,0.0,0.0
834cd4fffffffff,6.0,0.0,0.0
834cd5fffffffff,2.0,0.0,0.0
834cd6fffffffff,38.0,0.0,0.0
834ceafffffffff,76.0,0.0,0.0
834ceefffffffff,172.0,0.0,0.0
834cf2fffffffff,4.0,0.0,0.0
834cf3fffffffff,18.0,0.0,0.0
835e43fffffffff,16.0,0.0,0.0
835e46fffffffff,6.0,0.0,0.0
835e5cfffffffff,7.0,0.0,0.0
835e5dfffffffff,74.0,0.0,0.0
835f08fffffffff,10.0,0.0,0.0
835f11fffffffff,2.0,0.0,0.0
835f12fffffffff,13.0,0.0,0.0
835f13fffffffff,3.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0
835f1efffffffff,1.0,0.0,0.0
835f29fffffffff,2.0,0.0,0.0
835f4afffffffff,2.0,0.0,0.0
835f58fffffffff,14.0,0.0,0.0
836602fffffffff,7.0,0.0,0.0
836604fffffffff,7.0,0.0,0.0
836606fffffffff,5.0,0.0,0.0
83660afffffffff,3.0,0.0,0.0
83660bfffffffff,106.0,0.0,0.0
83660efffffffff,10.0,0.0,0.0
836622fffffffff,38.0,0.0,0.0
836628fffffffff,1.0,0.0,0.0
836631fffffffff,6.0,0.0,0.0
836654fffffffff,4.0,0.0,0.0
836656fffffffff,4.0,0.0,0.0
836660fffffffff,3.0,0.0,0.0
836664fffffffff,2.0,0.0,0.0
836672fffffffff,2.0,0.0,0.0
836675fffffffff,12.0,0.0,0.0
8366a5fffffffff,230.0,0.0,0.0
8366b0fffffffff,17.0,0.0,0.0
8366b4fffffffff,1.0,0.0,0.0
8366b5fffffffff,2.0,0.0,0.0
8366b6fffffffff,10.0,0.0,0.0
8366cefffffffff,2.0,0.0,0.0
8366dbfffffffff,12.0,0.0,0.0
8366dcfffffffff,242.0,0.0,0.0
8366ddfffffffff,5.0,0.0,0.0
8366defffffffff,4.0,0.0,0.0
8366e4fffffffff,52.0,0.0,0.0
8366e6fffffffff,4.0,0.0,0.0
8366f1fffffffff,33.0,0.0,0.0
8366f5fffffffff,16.0,0.0,0.0
836725fffffffff,3.0,0.0,0.0
836726fffffffff,2.0,0.0,0.0
836732fffffffff,27.0,0.0,0.0
836736fffffffff,6.0,0.0,0.0
83675cfffffffff,2.0,0.0,0.0
836773fffffffff,197.0,0.0,0.0
836793fffffffff,3.0,0.0,0.0
83679afffffffff,68.0,0.0,0.0
83679bfffffffff,122.0,0.0,0.0
836d04fffffffff,5.0,0.0,0.0
836d05fffffffff,7.0,0.0,0.0
836d20fffffffff,1.0,0.0,0.0
836d2afffffffff,8.0,0.0,0.0
836d2cfffffffff,2.0,0.0,0.0
836d2dfffffffff,31.0,0.0,0.0
836d2efffffffff,17.0,0.0,0.0
836d34fffffffff,93.0,0.0,0.0
836d35fffffffff,507.0,0.0,0.0
836d60fffffffff,4.0,0.0,0.0
836d61fffffffff,47.0,0.0,0.0
836d63fffffffff,2.0,0.0,0.0
836d65fffffffff,5.0,0.0,0.0
836d66fffffffff,12.0,0.0,0.0
836d68fffffffff,40.0,0.0,0.0
836d69fffffffff,76.0,0.0,0.0
836d6dfffffffff,428.0,0.0,0.0
836d75fffffffff,5.0,0.0,0.0
836d76fffffffff,19.0,0.0,0.0
838010fffffffff,1.0,0.0,0.0
838011fffffffff,13.0,0.0,0.0
838014fffffffff,3.0,0.0,0.0
83802bfffffffff,7.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0
838132fffffffff,2.0,0.0,0.0
838133fffffffff,1.0,0.0,0.0
838163fffffffff,1.0,0.0,0.0
838183fffffffff,3.0,0.0,0.0
838a69fffffffff,6.0,0.0,0.0
838a6dfffffffff,18.0,0.0,0.0
838b0cfffffffff,5.0,0.0,0.0
838b0dfffffffff,6.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0
838b22fffffffff,3.0,0.0,0.0
838b2afffffffff,3.0,0.0,0.0
838b63fffffffff,28.0,0.0,0.0
838b71fffffffff,2.0,0.0,0.0
838b76fffffffff,10.0,0.0,0.0
838e45fffffffff,12.0,0.0,0.0
838e62fffffffff,421.0,0.0,0.0
838e75fffffffff,8.0,0.0,0.0
838f09fffffffff,30.0,0.0,0.0
838f0bfffffffff,2.0,0.0,0.0
838f2afffffffff,1.0,0.0,0.0
838f2bfffffffff,5.0,0.0,0.0
838f2efffffffff,38.0,0.0,0.0
838f50fffffffff,42.0,0.0,0.0
838f56fffffffff,1.0,0.0,0.0
838f5bfffffffff,6.0,0.0,0.0
838f6efffffffff,3.0,0.0,0.0
83a812fffffffff,3.0,0.0,0.0
83a818fffffffff,2.0,0.0,0.0
83a81afffffffff,6.0,0.0,0.0
83a81cfffffffff,5.0,0.0,0.0
83a84efffffffff,2.0,0.0,0.0
83a859fffffffff,102.0,0.0,0.0
83a85bfffffffff,1.0,0.0,0.0
83a85dfffffffff,76.0,0.0,0.0
83a88dfffffffff,3.0,0.0,0.0
83a891fffffffff,5.0,0.0,0.0
83a8a0fffffffff,4.0,0.0,0.0
83a8a1fffffffff,1.0,0.0,0.0
83a8a2fffffffff,31.0,0.0,0.0
83a8a5fffffffff,10.0,0.0,0.0
83a8b1fffffffff,2.0,0.0,0.0
83a940fffffffff,1.0,0.0,0.0
83a941fffffffff,22.0,0.0,0.0
83a942fffffffff,19.0,0.0,0.0
83a943fffffffff,2.0,0.0,0.0
83a944fffffffff,130.0,0.0,0.0
83a945fffffffff,7.0,0.0,0.0
83a946fffffffff,1.0,0.0,0.0
83a94cfffffffff,5.0,0.0,0.0
83a94efffffffff,26.0,0.0,0.0
83a959fffffffff,2.0,0.0,0.0
83a95dfffffffff,3.0,0.0,0.0
83a962fffffffff,60.0,0.0,0.0
83a963fffffffff,6.0,0.0,0.0
83a965fffffffff,1.0,0.0,0.0
83a96afffffffff,2.0,0.0,0.0
83a96efffffffff,2.0,0.0,0.0
83a971fffffffff,6.0,0.0,0.0
83b330fffffffff,21.0,0.0,0.0
83b331fffffffff,9.0,0.0,0.0
83b336fffffffff,9.0,0.0,0.0
83b36dfffffffff,2.0,0.0,0.0
