cell_id,Cardinalis cardinalis,Cardinalis cardinalis [cardinalis Group],Cardinalis cardinalis carneus
84274edffffffff,1.0,0.0,0.0
8427513ffffffff,1.0,1.0,0.0
8427517ffffffff,2.0,0.0,0.0
8427521ffffffff,1.0,0.0,0.0
8427541ffffffff,4.0,0.0,0.0
8427569ffffffff,3.0,0.0,0.0
8427581ffffffff,4.0,0.0,0.0
8427583ffffffff,15.0,0.0,0.0
8427587ffffffff,19.0,0.0,0.0
842758bffffffff,5.0,0.0,0.0
8427593ffffffff,10.0,1.0,0.0
8427595ffffffff,1.0,0.0,0.0
8427597ffffffff,1.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759dffffffff,12.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0
84275a9ffffffff,3.0,0.0,0.0
84275c3ffffffff,2.0,0.0,0.0
84275cdffffffff,2.0,0.0,0.0
84275d7ffffffff,10.0,0.0,0.0
8427631ffffffff,6.0,0.0,0.0
842763bffffffff,3.0,2.0,0.0
8427665ffffffff,2.0,0.0,0.0
8427693ffffffff,2.0,2.0,0.0
8427699ffffffff,13.0,13.0,0.0
842769bffffffff,4.0,4.0,0.0
84276a5ffffffff,2.0,0.0,0.0
84276a7ffffffff,4.0,0.0,0.0
84276b1ffffffff,3.0,0.0,0.0
84276b5ffffffff,4.0,0.0,0.0
84276b7ffffffff,40.0,0.0,0.0
84276bbffffffff,9.0,0.0,0.0
84276bdffffffff,5.0,0.0,0.0
84276c9ffffffff,2.0,0.0,0.0
84276d1ffffffff,32.0,32.0,0.0
84276d3ffffffff,33.0,33.0,0.0
84276d5ffffffff,8.0,8.0,0.0
84276d7ffffffff,210.0,210.0,0.0
84276e5ffffffff,5.0,0.0,0.0
8427701ffffffff,2.0,0.0,0.0
842770dffffffff,12.0,0.0,0.0
8427711ffffffff,5.0,0.0,0.0
8427715ffffffff,3.0,0.0,0.0
842771dffffffff,46.0,0.0,0.0
8427729ffffffff,2.0,0.0,0.0
842773bffffffff,2.0,0.0,0.0
842774bffffffff,2.0,0.0,0.0
842775dffffffff,7.0,0.0,0.0
84278c9ffffffff,1.0,0.0,0.0
8427ab7ffffffff,2.0,0.0,0.0
84289b1ffffffff,2.0,0.0,0.0
8429841ffffffff,1.0,0.0,0.0
8429a0bffffffff,2.0,0.0,0.0
8429a43ffffffff,3.0,0.0,0.0
8429a47ffffffff,2.0,0.0,0.0
8429a4dffffffff,6.0,0.0,0.0
8429a55ffffffff,4.0,0.0,0.0
8429a57ffffffff,2.0,0.0,0.0
8429b01ffffffff,13.0,0.0,0.0
8429b03ffffffff,2.0,0.0,0.0
8429b09ffffffff,83.0,0.0,0.0
8429b0bffffffff,6.0,0.0,0.0
8429b0dffffffff,24.0,0.0,0.0
8429b41ffffffff,2.0,0.0,0.0
8429b55ffffffff,12.0,0.0,0.0
8429b65ffffffff,2.0,0.0,0.0
8429b6bffffffff,2.0,0.0,0.0
842a065ffffffff,1.0,0.0,0.0
842a101ffffffff,61.0,4.0,0.0
842a103ffffffff,8.0,3.0,0.0
842a105ffffffff,6.0,0.0,0.0
842a107ffffffff,6.0,2.0,0.0
842a109ffffffff,52.0,30.0,0.0
842a10bffffffff,6.0,0.0,0.0
842a10dffffffff,36.0,0.0,0.0
842a121ffffffff,4.0,0.0,0.0
842a123ffffffff,4604.0,0.0,0.0
842a125ffffffff,2.0,0.0,0.0
842a127ffffffff,878.0,0.0,0.0
842a12bffffffff,78.0,9.0,0.0
842a133ffffffff,1.0,1.0,0.0
842a135ffffffff,7495.0,0.0,0.0
842a137ffffffff,2.0,0.0,0.0
842a13dffffffff,391.0,15.0,0.0
842a141ffffffff,6.0,6.0,0.0
842a143ffffffff,8.0,8.0,0.0
842a145ffffffff,19.0,1.0,0.0
842a147ffffffff,3.0,0.0,0.0
842a149ffffffff,3.0,3.0,0.0
842a14bffffffff,3.0,3.0,0.0
842a14dffffffff,2.0,0.0,0.0
842a151ffffffff,3.0,0.0,0.0
842a157ffffffff,2.0,0.0,0.0
842a159ffffffff,9.0,0.0,0.0
842a15dffffffff,13.0,11.0,0.0
842a161ffffffff,2.0,0.0,0.0
842a163ffffffff,24.0,0.0,0.0
842a169ffffffff,23.0,0.0,0.0
842a16bffffffff,9.0,0.0,0.0
842a301ffffffff,4.0,0.0,0.0
842a303ffffffff,7.0,0.0,0.0
842a305ffffffff,9.0,0.0,0.0
842a307ffffffff,21.0,2.0,0.0
842a30dffffffff,15.0,0.0,0.0
842a311ffffffff,29.0,0.0,0.0
842a313ffffffff,19.0,0.0,0.0
842a315ffffffff,17.0,0.0,0.0
842a317ffffffff,65.0,0.0,0.0
842a31dffffffff,2.0,0.0,0.0
842a321ffffffff,1.0,1.0,0.0
842a323ffffffff,2.0,0.0,0.0
842a327ffffffff,8.0,0.0,0.0
842a329ffffffff,7.0,0.0,0.0
842a32dffffffff,14.0,0.0,0.0
842a333ffffffff,1.0,0.0,0.0
842a335ffffffff,5.0,2.0,0.0
842a339ffffffff,8.0,0.0,0.0
842a33bffffffff,9.0,0.0,0.0
842a33dffffffff,2.0,0.0,0.0
842a341ffffffff,2.0,2.0,0.0
842a345ffffffff,1.0,1.0,0.0
842a347ffffffff,5.0,0.0,0.0
842a349ffffffff,28.0,0.0,0.0
842a34dffffffff,6.0,0.0,0.0
842a361ffffffff,2.0,0.0,0.0
842a363ffffffff,8.0,0.0,0.0
842a365ffffffff,12.0,4.0,0.0
842a369ffffffff,1.0,0.0,0.0
842a80bffffffff,9.0,9.0,0.0
842a819ffffffff,4.0,4.0,0.0
842a81dffffffff,3.0,0.0,0.0
842a845ffffffff,3.0,0.0,0.0
842a859ffffffff,2.0,0.0,0.0
842a85bffffffff,3.0,0.0,0.0
842a887ffffffff,2.0,2.0,0.0
842a897ffffffff,2.0,0.0,0.0
842a89dffffffff,3.0,0.0,0.0
842a8b1ffffffff,2.0,0.0,0.0
842a8c9ffffffff,2.0,0.0,0.0
842a905ffffffff,1.0,0.0,0.0
842a91dffffffff,1.0,0.0,0.0
842a949ffffffff,2.0,0.0,0.0
842a94dffffffff,2.0,0.0,0.0
842a955ffffffff,2.0,0.0,0.0
842a9cdffffffff,2.0,0.0,0.0
842aa09ffffffff,1.0,0.0,0.0
842aa11ffffffff,1.0,0.0,0.0
842aa13ffffffff,8.0,0.0,0.0
842aa17ffffffff,7.0,0.0,0.0
842aa1dffffffff,4.0,0.0,0.0
842aa25ffffffff,22.0,0.0,0.0
842aa27ffffffff,4.0,0.0,0.0
842aa31ffffffff,3.0,0.0,0.0
842aa45ffffffff,3.0,0.0,0.0
842aa49ffffffff,2.0,0.0,0.0
842aa4bffffffff,3.0,2.0,0.0
842aa4dffffffff,4.0,0.0,0.0
842aa57ffffffff,1.0,0.0,0.0
842aa63ffffffff,10.0,10.0,0.0
842aa67ffffffff,6.0,6.0,0.0
842aa6bffffffff,8.0,8.0,0.0
842aa81ffffffff,52.0,4.0,0.0
842aa83ffffffff,12.0,3.0,0.0
842aa85ffffffff,97.0,3.0,0.0
842aa87ffffffff,13.0,4.0,0.0
842aa89ffffffff,66.0,5.0,0.0
842aa8bffffffff,6.0,0.0,0.0
842aa8dffffffff,224.0,12.0,0.0
842aa95ffffffff,20.0,4.0,0.0
842aa99ffffffff,6.0,0.0,0.0
842aa9bffffffff,2.0,0.0,0.0
842aa9dffffffff,3.0,0.0,0.0
842aaa7ffffffff,3.0,0.0,0.0
842aaa9ffffffff,54.0,8.0,0.0
842aaabffffffff,1.0,0.0,0.0
842aab1ffffffff,2.0,0.0,0.0
842aab9ffffffff,2.0,0.0,0.0
842aac1ffffffff,51.0,0.0,0.0
842aac3ffffffff,9.0,0.0,0.0
842aac5ffffffff,6.0,0.0,0.0
842aac7ffffffff,9.0,0.0,0.0
842aac9ffffffff,7579.0,0.0,0.0
842aacbffffffff,701.0,5.0,0.0
842aacdffffffff,10.0,7.0,0.0
842aad1ffffffff,37.0,27.0,0.0
842aad3ffffffff,15.0,15.0,0.0
842aad5ffffffff,31.0,13.0,0.0
842aad9ffffffff,4.0,2.0,0.0
842aaddffffffff,20.0,14.0,0.0
842aae1ffffffff,1.0,0.0,0.0
842aae3ffffffff,75.0,0.0,0.0
842aae5ffffffff,1.0,0.0,0.0
842aae7ffffffff,11.0,0.0,0.0
842aae9ffffffff,4.0,2.0,0.0
842aaebffffffff,4.0,0.0,0.0
842aaedffffffff,19.0,0.0,0.0
842ab05ffffffff,143.0,133.0,0.0
842ab09ffffffff,26.0,26.0,0.0
842ab0dffffffff,21.0,11.0,0.0
842ab13ffffffff,1.0,0.0,0.0
842ab19ffffffff,4.0,0.0,0.0
842ab1bffffffff,2.0,0.0,0.0
842ab21ffffffff,143.0,40.0,0.0
842ab23ffffffff,156.0,147.0,0.0
842ab25ffffffff,477.0,0.0,0.0
842ab27ffffffff,25.0,0.0,0.0
842ab29ffffffff,31.0,22.0,0.0
842ab2bffffffff,580.0,579.0,0.0
842ab2dffffffff,603.0,0.0,0.0
842ab41ffffffff,7.0,6.0,0.0
842ab43ffffffff,57.0,56.0,0.0
842ab45ffffffff,6.0,6.0,0.0
842ab47ffffffff,9.0,7.0,0.0
842ab49ffffffff,1221.0,1210.0,0.0
842ab4bffffffff,87.0,66.0,0.0
842ab4dffffffff,7.0,7.0,0.0
842ab51ffffffff,8.0,8.0,0.0
842ab55ffffffff,485.0,452.0,0.0
842ab57ffffffff,5.0,0.0,0.0
842ab5dffffffff,33.0,28.0,0.0
842ab61ffffffff,9.0,2.0,0.0
842ab63ffffffff,14.0,14.0,0.0
842ab65ffffffff,16.0,0.0,0.0
842ab67ffffffff,20.0,0.0,0.0
842ab69ffffffff,15.0,15.0,0.0
842ab6bffffffff,5.0,5.0,0.0
842ab6dffffffff,3.0,0.0,0.0
842ad15ffffffff,1.0,0.0,0.0
842ad6bffffffff,2.0,0.0,0.0
842ad6dffffffff,5.0,0.0,0.0
842af63ffffffff,11.0,0.0,0.0
842af69ffffffff,3.0,0.0,0.0
842af6bffffffff,1.0,0.0,0.0
842af6dffffffff,1.0,0.0,0.0
842b001ffffffff,1.0,0.0,0.0
842b003ffffffff,4.0,0.0,0.0
842b007ffffffff,3.0,0.0,0.0
842b013ffffffff,22.0,0.0,0.0
842b017ffffffff,6.0,0.0,0.0
842b02bffffffff,5.0,0.0,0.0
842b03bffffffff,3.0,0.0,0.0
842b03dffffffff,2.0,0.0,0.0
842b0a1ffffffff,4.0,0.0,0.0
842b0a5ffffffff,2.0,0.0,0.0
842b0c5ffffffff,2.0,0.0,0.0
842b0e1ffffffff,3.0,0.0,0.0
842b103ffffffff,3.0,0.0,0.0
842b105ffffffff,3.0,0.0,0.0
842b121ffffffff,2.0,0.0,0.0
842b129ffffffff,1.0,0.0,0.0
842b12bffffffff,14.0,0.0,0.0
842b12dffffffff,54.0,0.0,0.0
842b14dffffffff,1.0,0.0,0.0
842b161ffffffff,17.0,0.0,0.0
842b167ffffffff,37.0,0.0,0.0
842b181ffffffff,1.0,0.0,0.0
842b187ffffffff,6.0,0.0,0.0
842b189ffffffff,2.0,0.0,0.0
842b199ffffffff,4.0,0.0,0.0
842b1a1ffffffff,2.0,0.0,0.0
842b1a5ffffffff,19.0,0.0,0.0
842b1a7ffffffff,1.0,0.0,0.0
842b1a9ffffffff,8.0,0.0,0.0
842b235ffffffff,15.0,0.0,0.0
842b23dffffffff,6.0,0.0,0.0
842b24bffffffff,18.0,0.0,0.0
842b2c5ffffffff,4.0,0.0,0.0
842b2e1ffffffff,3.0,0.0,0.0
842b301ffffffff,6.0,0.0,0.0
842b303ffffffff,17.0,0.0,0.0
842b315ffffffff,32.0,0.0,0.0
842b339ffffffff,6.0,0.0,0.0
842b33bffffffff,4.0,0.0,0.0
842b811ffffffff,3.0,3.0,0.0
842b813ffffffff,2.0,2.0,0.0
842b817ffffffff,21.0,21.0,0.0
842b81bffffffff,11.0,0.0,0.0
842b831ffffffff,13.0,5.0,0.0
842b833ffffffff,39.0,39.0,0.0
842b835ffffffff,7.0,0.0,0.0
842b83bffffffff,35.0,4.0,0.0
842b883ffffffff,34.0,0.0,0.0
842b889ffffffff,3.0,3.0,0.0
842b891ffffffff,166.0,0.0,0.0
842b893ffffffff,74.0,0.0,0.0
842b895ffffffff,32.0,0.0,0.0
842b897ffffffff,9.0,0.0,0.0
842b899ffffffff,44.0,0.0,0.0
842b89bffffffff,4.0,0.0,0.0
842b89dffffffff,15.0,0.0,0.0
842b8a7ffffffff,3.0,0.0,0.0
842b8adffffffff,76.0,76.0,0.0
842b8b9ffffffff,33.0,0.0,0.0
842b8c9ffffffff,7.0,0.0,0.0
842b8cbffffffff,30.0,3.0,0.0
842b8d1ffffffff,18.0,0.0,0.0
842b8d5ffffffff,6.0,0.0,0.0
842b8d7ffffffff,26.0,0.0,0.0
842b8dbffffffff,2.0,0.0,0.0
842b8ddffffffff,14.0,0.0,0.0
842b8e1ffffffff,12.0,6.0,0.0
842b8e5ffffffff,114.0,32.0,0.0
842b8e7ffffffff,105.0,37.0,0.0
842b8e9ffffffff,13.0,13.0,0.0
842b8edffffffff,4.0,0.0,0.0
842b903ffffffff,2.0,0.0,0.0
842b909ffffffff,118.0,0.0,0.0
842b90dffffffff,6.0,0.0,0.0
842b93dffffffff,22.0,0.0,0.0
842b947ffffffff,8.0,0.0,0.0
842b981ffffffff,23.0,20.0,0.0
842b983ffffffff,25.0,25.0,0.0
842b985ffffffff,8.0,6.0,0.0
842b989ffffffff,3.0,3.0,0.0
842b98bffffffff,467.0,436.0,0.0
842b98dffffffff,15.0,2.0,0.0
842b991ffffffff,3.0,0.0,0.0
842b997ffffffff,3.0,0.0,0.0
842b999ffffffff,53.0,47.0,0.0
842b99dffffffff,13.0,13.0,0.0
842b9a3ffffffff,6.0,4.0,0.0
842b9a7ffffffff,3.0,3.0,0.0
842b9a9ffffffff,7.0,7.0,0.0
842b9abffffffff,9.0,9.0,0.0
842b9adffffffff,3.0,3.0,0.0
842b9b1ffffffff,20.0,19.0,0.0
842b9b3ffffffff,121.0,121.0,0.0
842b9b5ffffffff,163.0,149.0,0.0
842b9b7ffffffff,21.0,19.0,0.0
842b9bbffffffff,14.0,7.0,0.0
842b9bdffffffff,398.0,348.0,0.0
842b9c1ffffffff,2.0,0.0,0.0
842b9c5ffffffff,6.0,0.0,0.0
842b9c7ffffffff,4.0,0.0,0.0
842b9cdffffffff,20.0,2.0,0.0
842b9d1ffffffff,16.0,14.0,0.0
842b9d3ffffffff,329.0,252.0,0.0
842b9d5ffffffff,4.0,4.0,0.0
842b9d7ffffffff,130.0,109.0,0.0
842b9d9ffffffff,7.0,4.0,0.0
842b9dbffffffff,1407.0,1110.0,0.0
842b9e3ffffffff,3.0,1.0,0.0
842ba01ffffffff,13.0,0.0,0.0
842ba09ffffffff,2.0,0.0,0.0
842ba0bffffffff,69.0,1.0,0.0
842ba0dffffffff,1.0,0.0,0.0
842ba51ffffffff,368.0,0.0,0.0
842ba55ffffffff,39.0,0.0,0.0
842ba57ffffffff,27.0,0.0,0.0
842ba5bffffffff,4.0,0.0,0.0
842ba85ffffffff,121.0,121.0,0.0
842ba87ffffffff,59.0,38.0,0.0
842ba95ffffffff,5.0,0.0,0.0
842ba97ffffffff,6.0,0.0,0.0
842ba99ffffffff,1.0,0.0,0.0
842ba9bffffffff,5.0,0.0,0.0
842baa3ffffffff,4.0,0.0,0.0
842baa5ffffffff,71.0,1.0,0.0
842baa7ffffffff,13.0,0.0,0.0
842bab1ffffffff,1.0,0.0,0.0
842bab5ffffffff,13.0,0.0,0.0
842bab7ffffffff,10.0,4.0,0.0
842babbffffffff,4.0,4.0,0.0
842bac3ffffffff,7.0,0.0,0.0
842bb27ffffffff,12.0,0.0,0.0
842bb37ffffffff,60.0,0.0,0.0
8444125ffffffff,7.0,3.0,0.0
8444131ffffffff,2.0,0.0,0.0
8444137ffffffff,2.0,2.0,0.0
8444165ffffffff,3.0,0.0,0.0
844416bffffffff,1.0,0.0,0.0
84441a1ffffffff,38.0,36.0,0.0
84441a5ffffffff,4.0,1.0,0.0
84441a7ffffffff,4.0,2.0,0.0
84441abffffffff,18.0,11.0,0.0
84441adffffffff,3.0,0.0,0.0
84441e3ffffffff,3.0,3.0,0.0
8444401ffffffff,2.0,0.0,0.0
8444409ffffffff,1.0,0.0,0.0
8444417ffffffff,1.0,0.0,0.0
8444429ffffffff,5.0,0.0,0.0
8444431ffffffff,1.0,0.0,0.0
8444439ffffffff,1.0,0.0,0.0
8444443ffffffff,1.0,0.0,0.0
8444455ffffffff,2.0,0.0,0.0
8444457ffffffff,1.0,0.0,0.0
8444459ffffffff,4.0,0.0,0.0
844445bffffffff,1.0,0.0,0.0
844445dffffffff,1.0,0.0,0.0
8444465ffffffff,2.0,0.0,0.0
844446dffffffff,3.0,0.0,0.0
8444481ffffffff,2.0,0.0,0.0
8444491ffffffff,2.0,0.0,0.0
8444499ffffffff,1.0,0.0,0.0
84444b1ffffffff,4.0,0.0,0.0
84444b7ffffffff,1.0,0.0,0.0
84444c1ffffffff,2.0,0.0,0.0
84444c3ffffffff,1.0,0.0,0.0
84444c5ffffffff,4.0,0.0,0.0
84444c7ffffffff,2.0,0.0,0.0
84444cdffffffff,2.0,0.0,0.0
844450dffffffff,1.0,0.0,0.0
8444597ffffffff,2.0,0.0,0.0
84445c1ffffffff,1.0,0.0,0.0
84445d9ffffffff,2.0,0.0,0.0
8444633ffffffff,2.0,0.0,0.0
8444689ffffffff,1.0,0.0,0.0
84446a5ffffffff,1.0,0.0,0.0
84446c3ffffffff,8.0,0.0,0.0
84446c5ffffffff,1.0,0.0,0.0
84446c9ffffffff,2.0,0.0,0.0
84446cbffffffff,1.0,0.0,0.0
84446d5ffffffff,1.0,1.0,0.0
8444a11ffffffff,3.0,3.0,0.0
8444a19ffffffff,20.0,13.0,0.0
8444a1bffffffff,1.0,0.0,0.0
8444a53ffffffff,12.0,5.0,0.0
8444a83ffffffff,1.0,0.0,0.0
8444a8bffffffff,2.0,2.0,0.0
8444a8dffffffff,1.0,1.0,0.0
8444a91ffffffff,2.0,2.0,0.0
8444a93ffffffff,2.0,2.0,0.0
8444a95ffffffff,1.0,0.0,0.0
8444a9bffffffff,9.0,8.0,0.0
8444a9dffffffff,8.0,8.0,0.0
8444abbffffffff,2.0,1.0,0.0
8444ac1ffffffff,2.0,0.0,0.0
8444ad3ffffffff,2.0,0.0,0.0
8444ad9ffffffff,2.0,2.0,0.0
8444c0bffffffff,1.0,0.0,0.0
8444c13ffffffff,4.0,0.0,0.0
8444c19ffffffff,1.0,1.0,0.0
8444c25ffffffff,1.0,0.0,0.0
8444c27ffffffff,1.0,0.0,0.0
8444c87ffffffff,1.0,0.0,0.0
8444c8bffffffff,3.0,0.0,0.0
8444c99ffffffff,1.0,0.0,0.0
8444c9bffffffff,2.0,0.0,0.0
