cell_id,Treron calvus,Treron calvus [calvus Group],Treron calvus delalandii/granti
8475095ffffffff,2.0,0.0,0.0
84750a1ffffffff,1.0,0.0,0.0
84750c5ffffffff,2.0,0.0,0.0
84750d1ffffffff,695.0,77.0,0.0
84750d3ffffffff,10.0,0.0,0.0
84750d5ffffffff,2.0,0.0,0.0
84750d7ffffffff,11.0,4.0,0.0
84750d9ffffffff,16.0,0.0,0.0
84750dbffffffff,9.0,0.0,0.0
84750ddffffffff,22.0,0.0,0.0
8475131ffffffff,1.0,0.0,0.0
8475185ffffffff,1.0,0.0,0.0
847518dffffffff,4.0,0.0,0.0
8475195ffffffff,2.0,0.0,0.0
84751d7ffffffff,3.0,0.0,0.0
8475201ffffffff,36.0,2.0,0.0
8475205ffffffff,2.0,0.0,0.0
8475207ffffffff,65.0,9.0,0.0
847523bffffffff,3.0,0.0,0.0
8475293ffffffff,4.0,1.0,0.0
8475295ffffffff,196.0,31.0,0.0
8475299ffffffff,8.0,0.0,0.0
847529bffffffff,21.0,3.0,0.0
84752a3ffffffff,2.0,0.0,0.0
84752a5ffffffff,5.0,2.0,0.0
84752abffffffff,143.0,17.0,0.0
84752adffffffff,33.0,3.0,0.0
84752b5ffffffff,77.0,7.0,0.0
84752d3ffffffff,14.0,2.0,0.0
84752dbffffffff,13.0,0.0,0.0
84752e9ffffffff,6.0,0.0,0.0
84752edffffffff,2.0,0.0,0.0
8475313ffffffff,1.0,0.0,0.0
847532bffffffff,1.0,0.0,0.0
8475361ffffffff,7.0,0.0,0.0
8475761ffffffff,2.0,1.0,0.0
8475a07ffffffff,1.0,0.0,0.0
8475a57ffffffff,1.0,0.0,0.0
8475a81ffffffff,1.0,0.0,0.0
8475a83ffffffff,4.0,0.0,0.0
8475b07ffffffff,2.0,0.0,0.0
847a407ffffffff,2.0,0.0,0.0
847a409ffffffff,2.0,0.0,0.0
847a40bffffffff,1.0,0.0,0.0
847a40dffffffff,5.0,0.0,0.0
847a415ffffffff,2.0,0.0,0.0
847a419ffffffff,4.0,0.0,0.0
847a41bffffffff,2.0,0.0,0.0
847a41dffffffff,11.0,0.0,0.0
847a44bffffffff,3.0,0.0,0.0
847a451ffffffff,5.0,0.0,0.0
847a453ffffffff,6.0,0.0,0.0
847a455ffffffff,34.0,0.0,0.0
847a457ffffffff,29.0,0.0,0.0
847a459ffffffff,11.0,0.0,0.0
847a45bffffffff,1.0,0.0,0.0
847a45dffffffff,4.0,0.0,0.0
847a481ffffffff,24.0,0.0,0.0
847a483ffffffff,10.0,0.0,0.0
847a489ffffffff,18.0,0.0,0.0
847a48dffffffff,6.0,0.0,0.0
847a495ffffffff,2.0,0.0,0.0
847a49dffffffff,2.0,0.0,0.0
847a4b5ffffffff,2.0,0.0,0.0
847a4c1ffffffff,9.0,0.0,0.0
847a4c3ffffffff,4.0,0.0,0.0
847a4c7ffffffff,1.0,0.0,0.0
847a4c9ffffffff,3.0,0.0,0.0
847a4cbffffffff,122.0,0.0,0.0
847a4d1ffffffff,44.0,0.0,0.0
847a4d3ffffffff,3.0,0.0,0.0
847a4d9ffffffff,10.0,0.0,0.0
847a4dbffffffff,19.0,0.0,0.0
847a4ddffffffff,65.0,0.0,0.0
847a4e3ffffffff,2.0,0.0,0.0
847a603ffffffff,6.0,0.0,0.0
847a609ffffffff,19.0,0.0,0.0
847a60bffffffff,20.0,0.0,0.0
847a619ffffffff,2.0,0.0,0.0
847a641ffffffff,2.0,0.0,0.0
847a653ffffffff,26.0,0.0,0.0
847a657ffffffff,23.0,0.0,0.0
847a66dffffffff,2.0,0.0,0.0
847a681ffffffff,51.0,0.0,0.0
847a683ffffffff,189.0,0.0,0.0
847a689ffffffff,2.0,0.0,0.0
847a68bffffffff,40.0,0.0,0.0
847a69bffffffff,2.0,0.0,0.0
847a69dffffffff,3.0,0.0,0.0
847a6a1ffffffff,28.0,0.0,0.0
847a6adffffffff,39.0,6.0,0.0
847a6b5ffffffff,10.0,0.0,0.0
847a6b7ffffffff,7.0,0.0,0.0
847a6c9ffffffff,2.0,0.0,0.0
847a6d1ffffffff,35.0,0.0,0.0
847a6d3ffffffff,4.0,0.0,0.0
847a6d5ffffffff,1.0,0.0,0.0
847a6dbffffffff,8.0,0.0,0.0
847a6e5ffffffff,125.0,0.0,0.0
847a6e7ffffffff,2.0,0.0,0.0
847a751ffffffff,1.0,0.0,0.0
847ac81ffffffff,1.0,0.0,0.0
847ac97ffffffff,1.0,0.0,0.0
847b481ffffffff,1.0,0.0,0.0
847b487ffffffff,56.0,3.0,0.0
847b48dffffffff,1.0,0.0,0.0
847b4a1ffffffff,2.0,0.0,0.0
847b4a5ffffffff,11.0,0.0,0.0
847b4a7ffffffff,8.0,0.0,0.0
847b4b9ffffffff,14.0,4.0,0.0
847b4cbffffffff,2.0,0.0,0.0
847b4dbffffffff,7.0,0.0,0.0
847b591ffffffff,1.0,0.0,0.0
847b595ffffffff,6.0,0.0,0.0
847b597ffffffff,10.0,0.0,0.0
847b59bffffffff,1.0,0.0,0.0
847b5b1ffffffff,6.0,0.0,0.0
847b5b5ffffffff,1.0,0.0,0.0
847b689ffffffff,1.0,0.0,0.0
847b6a9ffffffff,7.0,0.0,0.0
847b6b9ffffffff,1.0,0.0,0.0
847b6bbffffffff,5.0,0.0,0.0
8482125ffffffff,12.0,0.0,0.0
8482181ffffffff,2.0,0.0,0.0
8482187ffffffff,5.0,0.0,0.0
848218dffffffff,1.0,1.0,0.0
84821b3ffffffff,3.0,0.0,0.0
8482853ffffffff,2.0,0.0,0.0
8482855ffffffff,2.0,0.0,0.0
848285bffffffff,3.0,0.0,0.0
84828a3ffffffff,2.0,0.0,0.0
84828b5ffffffff,24.0,0.0,0.0
84828bdffffffff,7.0,0.0,0.0
84828d1ffffffff,294.0,0.0,0.0
848290bffffffff,3.0,0.0,0.0
848295dffffffff,1.0,0.0,0.0
8482a09ffffffff,9.0,0.0,0.0
8482a0bffffffff,5.0,0.0,0.0
8482a1dffffffff,3.0,0.0,0.0
8482a37ffffffff,9.0,0.0,0.0
8482a3bffffffff,2.0,0.0,0.0
8482a55ffffffff,4.0,0.0,0.0
8482a81ffffffff,21.0,0.0,0.0
8482a83ffffffff,6.0,0.0,0.0
8482aadffffffff,16.0,0.0,0.0
8482ab3ffffffff,8.0,0.0,0.0
8482ab7ffffffff,16.0,0.0,0.0
8482ac5ffffffff,2.0,0.0,0.0
8482aebffffffff,2.0,0.0,0.0
8482b2dffffffff,1.0,0.0,0.0
8482c0dffffffff,59.0,0.0,0.0
8482d03ffffffff,16.0,0.0,0.0
8482d07ffffffff,3.0,0.0,0.0
8482d1dffffffff,35.0,0.0,0.0
8482d23ffffffff,2.0,0.0,0.0
8482d27ffffffff,11.0,0.0,0.0
8482d29ffffffff,3.0,0.0,0.0
8482d37ffffffff,9.0,0.0,0.0
8482d3dffffffff,32.0,0.0,0.0
8482d45ffffffff,2.0,0.0,0.0
8482d4dffffffff,3.0,0.0,0.0
8482d67ffffffff,5.0,0.0,0.0
8482f05ffffffff,6.0,0.0,0.0
8482f07ffffffff,2.0,0.0,0.0
8482f09ffffffff,12.0,0.0,0.0
8482f23ffffffff,2.0,0.0,0.0
8482f2bffffffff,10.0,0.0,0.0
8482f41ffffffff,1.0,0.0,0.0
8482f43ffffffff,3.0,0.0,0.0
8482f69ffffffff,4.0,0.0,0.0
8483117ffffffff,4.0,0.0,0.0
8483125ffffffff,6.0,3.0,0.0
8483131ffffffff,1.0,0.0,0.0
848313dffffffff,5.0,2.0,0.0
8483151ffffffff,5.0,3.0,0.0
848315bffffffff,2.0,0.0,0.0
84831e1ffffffff,1.0,0.0,0.0
84831ebffffffff,1.0,0.0,0.0
84831edffffffff,3.0,0.0,0.0
848320dffffffff,5.0,0.0,0.0
848331bffffffff,1.0,0.0,0.0
848333dffffffff,8.0,3.0,0.0
84838a5ffffffff,1.0,1.0,0.0
84838adffffffff,3.0,3.0,0.0
8483981ffffffff,8.0,0.0,0.0
8483983ffffffff,4.0,0.0,0.0
848398bffffffff,10.0,0.0,0.0
8483a89ffffffff,7.0,1.0,0.0
8483ac3ffffffff,17.0,6.0,0.0
8483ad1ffffffff,2.0,0.0,0.0
8496003ffffffff,1.0,0.0,0.0
8496009ffffffff,8.0,4.0,0.0
849600bffffffff,5.0,2.0,0.0
8496015ffffffff,7.0,0.0,0.0
8496025ffffffff,2.0,0.0,0.0
849602dffffffff,24.0,8.0,0.0
8496039ffffffff,1.0,0.0,0.0
8496047ffffffff,2.0,2.0,0.0
849608dffffffff,3.0,0.0,0.0
8496097ffffffff,16.0,6.0,0.0
849609dffffffff,3.0,0.0,0.0
84960bbffffffff,2.0,0.0,0.0
84960edffffffff,4.0,3.0,0.0
8496141ffffffff,1.0,0.0,0.0
8496149ffffffff,2.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0
849615dffffffff,24.0,12.0,0.0
8496201ffffffff,2.0,0.0,0.0
8496203ffffffff,4.0,0.0,0.0
8496207ffffffff,10.0,0.0,0.0
8496215ffffffff,7.0,0.0,0.0
849621dffffffff,2.0,0.0,0.0
849622bffffffff,2.0,0.0,0.0
849622dffffffff,2.0,0.0,0.0
8496233ffffffff,6.0,2.0,0.0
8496239ffffffff,7.0,0.0,0.0
8496263ffffffff,8.0,0.0,0.0
8496283ffffffff,17.0,0.0,0.0
8496287ffffffff,6.0,2.0,0.0
849628bffffffff,5.0,0.0,0.0
849629dffffffff,4.0,0.0,0.0
84962b9ffffffff,6.0,0.0,0.0
84962c9ffffffff,18.0,9.0,0.0
84962cdffffffff,2.0,0.0,0.0
84962d1ffffffff,1.0,1.0,0.0
84962d7ffffffff,2.0,2.0,0.0
84962d9ffffffff,2.0,0.0,0.0
84962e5ffffffff,19.0,4.0,0.0
8496335ffffffff,36.0,3.0,0.0
8496365ffffffff,3.0,0.0,0.0
8496569ffffffff,6.0,2.0,0.0
849656bffffffff,1.0,0.0,0.0
84966cdffffffff,1.0,0.0,0.0
8496861ffffffff,1.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0
84968d1ffffffff,2.0,0.0,0.0
8496901ffffffff,11.0,0.0,0.0
8496905ffffffff,2.0,0.0,0.0
8496907ffffffff,21.0,0.0,0.0
8496921ffffffff,59.0,0.0,0.0
8496925ffffffff,140.0,0.0,0.0
849692bffffffff,25.0,0.0,0.0
849692dffffffff,2.0,0.0,0.0
8496935ffffffff,47.0,0.0,0.0
8496937ffffffff,1.0,0.0,0.0
849693dffffffff,22.0,0.0,0.0
84969a5ffffffff,4.0,0.0,0.0
8496a01ffffffff,2.0,0.0,0.0
8496a15ffffffff,5.0,0.0,0.0
8496a27ffffffff,3.0,0.0,0.0
8496a59ffffffff,12.0,0.0,0.0
8496a5dffffffff,2.0,0.0,0.0
8496a69ffffffff,2.0,0.0,0.0
8496b09ffffffff,1.0,0.0,0.0
8496b13ffffffff,2.0,0.0,0.0
8496b19ffffffff,53.0,0.0,0.0
8496b1bffffffff,7.0,0.0,0.0
8496b47ffffffff,12.0,0.0,0.0
8496b53ffffffff,2.0,0.0,0.0
8496b61ffffffff,2.0,0.0,0.0
8496b63ffffffff,4.0,0.0,0.0
8496b6dffffffff,1.0,0.0,0.0
8496e49ffffffff,2.0,0.0,0.0
8496eadffffffff,2.0,0.0,0.0
8497015ffffffff,2.0,0.0,0.0
849701dffffffff,1.0,0.0,0.0
849702bffffffff,10.0,0.0,0.0
8497035ffffffff,11.0,0.0,0.0
849703dffffffff,19.0,0.0,0.0
8497051ffffffff,3.0,0.0,0.0
8497053ffffffff,2.0,0.0,0.0
8497057ffffffff,3.0,0.0,0.0
84970c5ffffffff,4.0,0.0,0.0
8497101ffffffff,5.0,0.0,0.0
8497103ffffffff,20.0,0.0,0.0
8497111ffffffff,2.0,0.0,0.0
8497113ffffffff,2.0,0.0,0.0
8497119ffffffff,44.0,0.0,0.0
849711dffffffff,5.0,0.0,0.0
849713dffffffff,8.0,0.0,0.0
8497151ffffffff,7.0,0.0,0.0
8497199ffffffff,14.0,0.0,0.0
849719bffffffff,1.0,0.0,0.0
84971c1ffffffff,2.0,0.0,0.0
84971cbffffffff,2.0,0.0,0.0
849728dffffffff,56.0,0.0,0.0
8497291ffffffff,16.0,0.0,0.0
8497295ffffffff,2.0,0.0,0.0
8497297ffffffff,1.0,0.0,0.0
849729bffffffff,1.0,0.0,0.0
84972c1ffffffff,2.0,0.0,0.0
84972c5ffffffff,59.0,0.0,0.0
84972c9ffffffff,15.0,0.0,0.0
84972cbffffffff,2.0,0.0,0.0
84972cdffffffff,16.0,0.0,0.0
84972d5ffffffff,2.0,0.0,0.0
84972d9ffffffff,5.0,0.0,0.0
84972e3ffffffff,124.0,0.0,0.0
84972e7ffffffff,2.0,0.0,0.0
84972ebffffffff,23.0,0.0,0.0
8497357ffffffff,11.0,0.0,0.0
8497359ffffffff,1.0,0.0,0.0
8497413ffffffff,1.0,0.0,0.0
8497415ffffffff,54.0,0.0,0.0
8497417ffffffff,56.0,2.0,0.0
8497419ffffffff,1.0,0.0,0.0
849741dffffffff,19.0,1.0,0.0
8497431ffffffff,2.0,0.0,0.0
8497437ffffffff,29.0,0.0,0.0
849743bffffffff,66.0,6.0,0.0
8497441ffffffff,2.0,0.0,0.0
84974a9ffffffff,251.0,21.0,0.0
84974abffffffff,55.0,2.0,0.0
84974b9ffffffff,6.0,0.0,0.0
84974bbffffffff,2.0,0.0,0.0
84974e1ffffffff,21.0,0.0,0.0
84974e3ffffffff,20.0,0.0,0.0
84974e5ffffffff,4.0,0.0,0.0
84974e9ffffffff,75.0,20.0,0.0
84974edffffffff,42.0,7.0,0.0
8497503ffffffff,2.0,0.0,0.0
8497509ffffffff,2.0,0.0,0.0
8497513ffffffff,40.0,4.0,0.0
8497515ffffffff,23.0,0.0,0.0
8497517ffffffff,38.0,7.0,0.0
8497535ffffffff,11.0,5.0,0.0
84975c5ffffffff,1.0,0.0,0.0
84975c7ffffffff,77.0,8.0,0.0
84975cbffffffff,4.0,0.0,0.0
84975d1ffffffff,22.0,0.0,0.0
84975ddffffffff,6.0,0.0,0.0
84975e1ffffffff,2.0,2.0,0.0
84975ebffffffff,7.0,0.0,0.0
8497883ffffffff,1.0,0.0,0.0
849788bffffffff,2.0,0.0,0.0
84978b9ffffffff,11.0,0.0,0.0
84978d9ffffffff,4.0,0.0,0.0
84978e7ffffffff,4.0,0.0,0.0
8497913ffffffff,2.0,0.0,0.0
8497937ffffffff,6.0,0.0,0.0
849799bffffffff,3.0,0.0,0.0
84979d3ffffffff,3.0,0.0,0.0
8497a89ffffffff,1.0,0.0,0.0
8497a8bffffffff,12.0,0.0,0.0
8497aa1ffffffff,1.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0
8497ac7ffffffff,1.0,0.0,0.0
84ac801ffffffff,2.0,0.0,0.0
84ac841ffffffff,4.0,0.0,0.0
84ac8a9ffffffff,7.0,0.0,0.0
84ac8e7ffffffff,3.0,0.0,0.0
84ac961ffffffff,3.0,0.0,0.0
84acb11ffffffff,3.0,0.0,0.0
84acb3bffffffff,2.0,0.0,0.0
84bc095ffffffff,4.0,0.0,0.0
84bc099ffffffff,2.0,0.0,0.0
84bc0bdffffffff,30.0,0.0,0.0
84bc193ffffffff,2.0,0.0,0.0
84bc197ffffffff,4.0,0.0,0.0
84bc19bffffffff,4.0,0.0,0.0
84bc1b7ffffffff,5.0,0.0,0.0
84bc1bbffffffff,4.0,0.0,0.0
84bc447ffffffff,1.0,0.0,0.0
84bc723ffffffff,1.0,0.0,0.0
84bc739ffffffff,1.0,0.0,0.0
84bc73bffffffff,2.0,0.0,0.0
84bc891ffffffff,4.0,0.0,0.0
84bc897ffffffff,5.0,0.0,0.0
84bc899ffffffff,1.0,0.0,0.0
84bc89bffffffff,19.0,0.0,0.0
84bc8b3ffffffff,2.0,0.0,0.0
84bc8d3ffffffff,3.0,0.0,2.0
84bc993ffffffff,1.0,0.0,0.0
84bcc23ffffffff,6.0,0.0,0.0
84bcc35ffffffff,16.0,0.0,4.0
84bcc3bffffffff,2.0,0.0,0.0
84bcd01ffffffff,35.0,0.0,0.0
84bcd05ffffffff,129.0,0.0,3.0
84bcd07ffffffff,5.0,0.0,0.0
84bcd09ffffffff,6.0,0.0,0.0
84bcd0dffffffff,77.0,0.0,0.0
84bcd11ffffffff,12.0,0.0,2.0
84bcd15ffffffff,2.0,0.0,0.0
84bcd1bffffffff,1.0,0.0,0.0
84bcd21ffffffff,102.0,0.0,1.0
84bcd23ffffffff,41.0,0.0,0.0
84bcd25ffffffff,41.0,0.0,3.0
84bcd27ffffffff,127.0,0.0,0.0
84bcd29ffffffff,544.0,0.0,11.0
84bcd2bffffffff,22.0,0.0,0.0
84bcd2dffffffff,26.0,0.0,5.0
84bcd35ffffffff,24.0,0.0,0.0
84bcd37ffffffff,4.0,0.0,0.0
84bcd41ffffffff,2.0,0.0,0.0
84bcd45ffffffff,37.0,0.0,0.0
84bcd4bffffffff,9.0,0.0,0.0
84bcd55ffffffff,7.0,0.0,0.0
84bcd61ffffffff,7.0,0.0,0.0
84bcd63ffffffff,130.0,0.0,14.0
84bcd67ffffffff,89.0,0.0,0.0
84bcd6dffffffff,17.0,0.0,0.0
84bcd89ffffffff,7.0,0.0,0.0
84bcdc7ffffffff,3.0,0.0,0.0
84bcdc9ffffffff,12.0,0.0,0.0
84bcdd1ffffffff,5.0,0.0,0.0
84bcdd9ffffffff,2.0,0.0,0.0
84bcdddffffffff,3.0,0.0,0.0
84bcde3ffffffff,3.0,0.0,0.0
84bcde5ffffffff,12.0,0.0,0.0
84bcdebffffffff,21.0,0.0,0.0
84bce29ffffffff,2.0,0.0,0.0
84bce63ffffffff,2.0,0.0,0.0
84bce65ffffffff,2.0,0.0,2.0
84bce67ffffffff,2.0,0.0,0.0
84bce69ffffffff,2.0,0.0,2.0
84bce6dffffffff,1.0,0.0,0.0
84bcf05ffffffff,5.0,0.0,0.0
84bcf09ffffffff,56.0,0.0,5.0
84bcf0dffffffff,8.0,0.0,0.0
84bcf21ffffffff,3.0,0.0,0.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf27ffffffff,2.0,0.0,0.0
84bcf29ffffffff,218.0,0.0,31.0
84bcf2dffffffff,18.0,0.0,6.0
84bcf37ffffffff,1.0,0.0,0.0
84bcf3dffffffff,2.0,0.0,2.0
84bcf43ffffffff,6.0,0.0,0.0
84bcf47ffffffff,17.0,0.0,3.0
84bcf53ffffffff,2.0,0.0,0.0
84bcf5dffffffff,8.0,0.0,0.0
84bcf61ffffffff,115.0,0.0,6.0
84bcf63ffffffff,43.0,0.0,3.0
84bcf67ffffffff,10.0,0.0,1.0
84bcf6bffffffff,1.0,0.0,0.0
