cell_id,Chroicocephalus maculipennis,Chroicocephalus maculipennis (White-winged),Chroicocephalus maculipennis (Dark-winged)
84b24a5ffffffff,7.0,0.0,0.0
84b24a7ffffffff,5.0,0.0,0.0
84b24a9ffffffff,27.0,0.0,0.0
84b24abffffffff,1.0,0.0,0.0
84b24adffffffff,5.0,0.0,0.0
84b24b5ffffffff,14.0,0.0,0.0
84b24b7ffffffff,9.0,0.0,0.0
84b24c1ffffffff,7.0,0.0,0.0
84b24c5ffffffff,6.0,0.0,0.0
84b24cdffffffff,33.0,0.0,0.0
84b24d3ffffffff,3.0,0.0,0.0
84b24e3ffffffff,14.0,0.0,0.0
84b24e5ffffffff,9.0,0.0,0.0
84b24ebffffffff,2.0,0.0,0.0
84b2583ffffffff,10.0,0.0,0.0
84b2585ffffffff,9.0,0.0,0.0
84b2591ffffffff,36.0,0.0,0.0
84b2593ffffffff,12.0,0.0,0.0
84b2595ffffffff,20.0,0.0,0.0
84b2599ffffffff,11.0,0.0,0.0
84b259bffffffff,38.0,0.0,0.0
84b259dffffffff,15.0,0.0,0.0
84b25abffffffff,4.0,0.0,0.0
84b25b1ffffffff,3.0,0.0,0.0
84b25b5ffffffff,1.0,0.0,0.0
84b25b9ffffffff,34.0,0.0,0.0
84b25bdffffffff,5.0,0.0,0.0
84b25d1ffffffff,78.0,0.0,0.0
84b25d3ffffffff,7.0,0.0,0.0
84b25d5ffffffff,189.0,0.0,0.0
84b25d9ffffffff,2.0,0.0,0.0
84b25ddffffffff,24.0,0.0,0.0
84b262dffffffff,2.0,0.0,0.0
84b2635ffffffff,4.0,0.0,0.0
84b2683ffffffff,5.0,0.0,0.0
84b268bffffffff,30.0,0.0,0.0
84b26d5ffffffff,2.0,0.0,0.0
84b275dffffffff,3.0,0.0,0.0
84b2c01ffffffff,9.0,0.0,0.0
84b2c03ffffffff,8.0,0.0,0.0
84b2c05ffffffff,102.0,0.0,0.0
84b2c07ffffffff,6.0,0.0,0.0
84b2c09ffffffff,1.0,0.0,0.0
84b2c0bffffffff,15.0,0.0,0.0
84b2c0dffffffff,3692.0,0.0,0.0
84b2c2bffffffff,362.0,0.0,0.0
84b2c31ffffffff,5.0,0.0,0.0
84b2c35ffffffff,519.0,0.0,0.0
84b2c39ffffffff,3.0,0.0,0.0
84b2c3bffffffff,45.0,0.0,0.0
84b2c3dffffffff,449.0,0.0,0.0
84b2c41ffffffff,1089.0,0.0,0.0
84b2c45ffffffff,529.0,0.0,0.0
84b2c47ffffffff,457.0,0.0,0.0
84b2c49ffffffff,164.0,0.0,0.0
84b2c4dffffffff,177.0,0.0,0.0
84b2c53ffffffff,3.0,0.0,0.0
84b2c55ffffffff,113.0,0.0,0.0
84b2c57ffffffff,2.0,0.0,0.0
84b2c5dffffffff,1801.0,0.0,0.0
84b2c85ffffffff,1.0,0.0,0.0
84b2c8bffffffff,2.0,0.0,0.0
84b2c8dffffffff,11.0,0.0,0.0
84b2cc7ffffffff,2.0,0.0,0.0
84b2cddffffffff,22.0,0.0,0.0
84b2d81ffffffff,69.0,0.0,0.0
84b2d83ffffffff,6.0,0.0,0.0
84b2d87ffffffff,293.0,0.0,0.0
84b2d89ffffffff,39.0,0.0,0.0
84b2d8dffffffff,1.0,0.0,0.0
84b2d95ffffffff,1.0,0.0,0.0
84b2d9dffffffff,5.0,0.0,0.0
84b2da3ffffffff,214.0,0.0,0.0
84b2dabffffffff,218.0,0.0,0.0
84b2db1ffffffff,2.0,0.0,0.0
84b2db3ffffffff,5.0,0.0,0.0
84b2db9ffffffff,2.0,0.0,0.0
84b2dbdffffffff,20.0,0.0,0.0
84b2dc1ffffffff,6.0,0.0,0.0
84b2dc3ffffffff,86.0,0.0,0.0
84b2dcbffffffff,252.0,0.0,0.0
84b2dd1ffffffff,3.0,0.0,0.0
84b2dd5ffffffff,29.0,0.0,0.0
84b2ddbffffffff,18.0,0.0,0.0
84b2e21ffffffff,9.0,0.0,0.0
84b2e27ffffffff,274.0,0.0,0.0
84b2e2dffffffff,76.0,0.0,0.0
84b2e65ffffffff,3.0,0.0,0.0
84b2e6dffffffff,9.0,0.0,0.0
84b2e85ffffffff,8.0,0.0,0.0
84b2ee1ffffffff,4.0,0.0,0.0
84b2eebffffffff,2.0,0.0,0.0
84c2001ffffffff,2.0,0.0,0.0
84c2031ffffffff,28.0,0.0,0.0
84c2033ffffffff,4.0,0.0,0.0
84c2037ffffffff,217.0,0.0,0.0
84c203bffffffff,5.0,0.0,0.0
84c2053ffffffff,160.0,0.0,0.0
84c205bffffffff,337.0,0.0,0.0
84c2183ffffffff,21.0,0.0,0.0
84c218bffffffff,82.0,0.0,0.0
84c2193ffffffff,3.0,0.0,0.0
84c2195ffffffff,7.0,0.0,0.0
84c2197ffffffff,28.0,0.0,0.0
84c2199ffffffff,2.0,0.0,0.0
84c219bffffffff,16.0,0.0,0.0
84c219dffffffff,23.0,0.0,0.0
84c21b1ffffffff,56.0,0.0,0.0
84c21b3ffffffff,798.0,0.0,0.0
84c21b9ffffffff,38.0,0.0,0.0
84c21bbffffffff,490.0,0.0,0.0
84c21c9ffffffff,33.0,0.0,0.0
84c21cbffffffff,14.0,0.0,0.0
84c21d1ffffffff,183.0,0.0,0.0
84c21d3ffffffff,2.0,0.0,0.0
84c21d5ffffffff,68.0,0.0,0.0
84c21d7ffffffff,2.0,0.0,0.0
84c21d9ffffffff,37.0,0.0,0.0
84c21ddffffffff,360.0,0.0,0.0
84c2211ffffffff,5.0,0.0,0.0
84c2213ffffffff,105.0,0.0,0.0
84c2217ffffffff,82.0,0.0,0.0
84c2239ffffffff,3.0,0.0,0.0
84c2281ffffffff,13.0,0.0,0.0
84c2283ffffffff,4.0,0.0,0.0
84c2289ffffffff,1.0,0.0,0.0
84c228bffffffff,10.0,0.0,0.0
84c2293ffffffff,5.0,0.0,0.0
84c2299ffffffff,14.0,0.0,0.0
84c229bffffffff,10.0,0.0,0.0
84c22a1ffffffff,36.0,0.0,0.0
84c22a3ffffffff,2.0,0.0,0.0
84c22a5ffffffff,7.0,0.0,0.0
84c22a7ffffffff,15.0,0.0,0.0
84c22a9ffffffff,8.0,0.0,0.0
84c22abffffffff,73.0,0.0,0.0
84c22adffffffff,128.0,0.0,0.0
84c22b1ffffffff,2.0,0.0,0.0
84c22b5ffffffff,3.0,0.0,0.0
84c22b9ffffffff,3.0,0.0,0.0
84c22bdffffffff,2.0,0.0,0.0
84c22c5ffffffff,47.0,0.0,0.0
84c22c7ffffffff,8.0,0.0,0.0
84c22cbffffffff,2.0,0.0,0.0
84c22d3ffffffff,5.0,0.0,0.0
84c22d9ffffffff,1.0,0.0,0.0
84c22dbffffffff,6.0,0.0,0.0
84c22e1ffffffff,22.0,0.0,0.0
84c22e5ffffffff,50.0,0.0,0.0
84c22e7ffffffff,35.0,0.0,0.0
84c22e9ffffffff,6.0,0.0,0.0
84c22ebffffffff,10.0,0.0,0.0
84c22edffffffff,61.0,0.0,0.0
84c2893ffffffff,42.0,0.0,0.0
84c2c05ffffffff,11.0,0.0,0.0
84c2c07ffffffff,6.0,0.0,0.0
84c2c0dffffffff,4.0,0.0,0.0
84c2c11ffffffff,3.0,0.0,0.0
84c2c15ffffffff,4.0,0.0,0.0
84c2c17ffffffff,7.0,0.0,0.0
84c2c19ffffffff,26.0,0.0,0.0
84c2c1dffffffff,5.0,0.0,0.0
84c2c21ffffffff,2.0,0.0,0.0
84c2c23ffffffff,28.0,0.0,0.0
84c2c35ffffffff,3.0,0.0,0.0
84c2c49ffffffff,17.0,0.0,0.0
84c2c4dffffffff,13.0,0.0,0.0
84c2c53ffffffff,294.0,0.0,0.0
84c2c57ffffffff,12.0,0.0,0.0
84c2c5bffffffff,223.0,0.0,0.0
84c2c6dffffffff,2.0,0.0,0.0
84c2c91ffffffff,1.0,0.0,0.0
84c2c99ffffffff,3.0,0.0,0.0
84c2ca5ffffffff,1.0,0.0,0.0
84c2ccbffffffff,2.0,0.0,0.0
84c2cd3ffffffff,9.0,0.0,0.0
84c2cdbffffffff,17.0,0.0,0.0
84c2ce1ffffffff,11.0,0.0,0.0
84c2d05ffffffff,56.0,0.0,0.0
84c2d09ffffffff,20.0,0.0,0.0
84c2d0dffffffff,47.0,0.0,0.0
84c2d21ffffffff,6.0,0.0,0.0
84c2d23ffffffff,9.0,0.0,0.0
84c2d27ffffffff,44.0,0.0,0.0
84c2d2bffffffff,3.0,0.0,0.0
84c2d2dffffffff,4.0,0.0,0.0
84c2d33ffffffff,1.0,0.0,0.0
84c2d37ffffffff,7.0,0.0,0.0
84c2d3bffffffff,2.0,0.0,0.0
84c2d43ffffffff,1.0,0.0,0.0
84c2d45ffffffff,72.0,0.0,0.0
84c2d47ffffffff,8.0,0.0,0.0
84c2d49ffffffff,61.0,0.0,0.0
84c2d4bffffffff,4.0,0.0,0.0
84c2d4dffffffff,44.0,0.0,0.0
84c2d61ffffffff,21.0,0.0,0.0
84c2d63ffffffff,27.0,0.0,0.0
84c2d67ffffffff,2.0,0.0,0.0
84c2d69ffffffff,15.0,0.0,0.0
84c2d6bffffffff,101.0,0.0,0.0
84c2d93ffffffff,8.0,0.0,0.0
84c2da5ffffffff,3.0,0.0,0.0
84c2dabffffffff,1.0,0.0,0.0
84c2dc7ffffffff,4.0,0.0,0.0
84c2dc9ffffffff,2.0,0.0,0.0
84c2dd3ffffffff,3.0,0.0,0.0
84c2dd5ffffffff,2.0,0.0,0.0
84c2e01ffffffff,14.0,0.0,0.0
84c2e03ffffffff,18.0,0.0,0.0
84c2e05ffffffff,6.0,0.0,0.0
84c2e07ffffffff,21.0,0.0,0.0
84c2e09ffffffff,9.0,0.0,0.0
84c2e0bffffffff,91.0,0.0,0.0
84c2e0dffffffff,46.0,0.0,0.0
84c2e11ffffffff,12.0,0.0,0.0
84c2e13ffffffff,9.0,0.0,0.0
84c2e17ffffffff,8.0,0.0,0.0
84c2e19ffffffff,9.0,0.0,0.0
84c2e1bffffffff,21.0,0.0,0.0
84c2e1dffffffff,36.0,0.0,0.0
84c2e21ffffffff,115.0,0.0,0.0
84c2e23ffffffff,268.0,0.0,0.0
84c2e29ffffffff,39.0,0.0,0.0
84c2e2bffffffff,18.0,0.0,0.0
84c2e2dffffffff,125.0,0.0,0.0
84c2e31ffffffff,1828.0,0.0,0.0
84c2e33ffffffff,119.0,0.0,0.0
84c2e35ffffffff,39.0,0.0,0.0
84c2e37ffffffff,7.0,0.0,0.0
84c2e39ffffffff,257.0,0.0,0.0
84c2e3bffffffff,45.0,0.0,0.0
84c2e3dffffffff,279.0,0.0,0.0
84c2e41ffffffff,9.0,0.0,0.0
84c2e43ffffffff,28.0,0.0,0.0
84c2e49ffffffff,6.0,0.0,0.0
84c2e53ffffffff,17.0,0.0,0.0
84c2e55ffffffff,7.0,0.0,0.0
84c2e57ffffffff,7.0,0.0,0.0
84c2e5bffffffff,4.0,0.0,0.0
84c2e5dffffffff,23.0,0.0,0.0
84c2e61ffffffff,62.0,0.0,0.0
84c2e63ffffffff,39.0,0.0,0.0
84c2e67ffffffff,85.0,0.0,0.0
84c2e69ffffffff,38.0,0.0,0.0
84c2e6bffffffff,37.0,0.0,0.0
84c2e6dffffffff,14.0,0.0,0.0
84c2e85ffffffff,29.0,0.0,0.0
84c2e87ffffffff,31.0,0.0,0.0
84c2e89ffffffff,1.0,0.0,0.0
84c2e99ffffffff,101.0,0.0,0.0
84c2e9bffffffff,13.0,0.0,0.0
84c2ea1ffffffff,51.0,0.0,0.0
84c2ea3ffffffff,6.0,0.0,0.0
84c2ea9ffffffff,6.0,0.0,0.0
84c2eadffffffff,47.0,0.0,0.0
84c2eb1ffffffff,4.0,0.0,0.0
84c2eb5ffffffff,6.0,0.0,0.0
84c2eb7ffffffff,1.0,0.0,0.0
84c2eb9ffffffff,2.0,0.0,0.0
84c2ebbffffffff,15.0,0.0,0.0
84c2ec1ffffffff,2.0,0.0,0.0
84c2ec5ffffffff,4.0,0.0,0.0
84c2ec9ffffffff,5.0,0.0,0.0
84c2ecdffffffff,50.0,0.0,0.0
84c2ed1ffffffff,2.0,0.0,0.0
84c2ed9ffffffff,2.0,0.0,0.0
84c2eddffffffff,8.0,0.0,0.0
84c2ee3ffffffff,9.0,0.0,0.0
84c2ee5ffffffff,18.0,0.0,0.0
84c2ee7ffffffff,9.0,0.0,0.0
84c2ee9ffffffff,3.0,0.0,0.0
84c2eedffffffff,2.0,0.0,0.0
84c2f05ffffffff,6.0,0.0,0.0
84c2f07ffffffff,78.0,0.0,0.0
84c2f11ffffffff,639.0,0.0,0.0
84c2f13ffffffff,9.0,0.0,0.0
84c2f15ffffffff,368.0,0.0,0.0
84c2f1bffffffff,3.0,0.0,0.0
84c2f1dffffffff,492.0,0.0,0.0
84c2f23ffffffff,528.0,0.0,0.0
84c2f27ffffffff,774.0,0.0,0.0
84c2f2bffffffff,549.0,0.0,0.0
84c2f31ffffffff,2.0,0.0,0.0
84c2f33ffffffff,2.0,0.0,0.0
84c2f35ffffffff,2.0,0.0,0.0
84c2f37ffffffff,2.0,0.0,0.0
84c2f39ffffffff,481.0,0.0,0.0
84c2f3dffffffff,984.0,0.0,0.0
84c2f49ffffffff,3.0,0.0,0.0
84c3053ffffffff,12.0,0.0,0.0
84c3089ffffffff,34.0,0.0,0.0
84c308bffffffff,3.0,0.0,0.0
84c3093ffffffff,11.0,0.0,0.0
84c3095ffffffff,6.0,0.0,0.0
84c3097ffffffff,9.0,0.0,0.0
84c309dffffffff,2.0,0.0,0.0
84c30b9ffffffff,12.0,0.0,0.0
84c30c3ffffffff,6.0,0.0,0.0
84c30dbffffffff,4.0,0.0,0.0
84c320dffffffff,14.0,0.0,0.0
84c3211ffffffff,6.0,0.0,0.0
84c3215ffffffff,5.0,0.0,0.0
84c3217ffffffff,156.0,0.0,0.0
84c3239ffffffff,21.0,0.0,0.0
84c323bffffffff,2.0,0.0,0.0
84c3241ffffffff,42.0,0.0,0.0
84c3247ffffffff,3.0,0.0,0.0
84c3287ffffffff,8.0,0.0,0.0
84c3295ffffffff,2.0,0.0,0.0
84c3297ffffffff,352.0,0.0,0.0
84c329bffffffff,13.0,0.0,0.0
84c32a5ffffffff,23.0,0.0,0.0
84c32a7ffffffff,11.0,0.0,0.0
84c32a9ffffffff,27.0,0.0,0.0
84c32adffffffff,86.0,0.0,0.0
84c32b3ffffffff,2.0,0.0,0.0
84c32b7ffffffff,4.0,0.0,0.0
84c32bbffffffff,59.0,0.0,0.0
84c32e1ffffffff,405.0,0.0,0.0
84c32e3ffffffff,18.0,0.0,0.0
84c32edffffffff,138.0,0.0,0.0
84c3401ffffffff,47.0,0.0,0.0
84c3403ffffffff,78.0,0.0,0.0
84c3405ffffffff,17.0,0.0,0.0
84c340dffffffff,6.0,0.0,0.0
84c3411ffffffff,8.0,0.0,0.0
84c3415ffffffff,13.0,0.0,0.0
84c3417ffffffff,11.0,0.0,0.0
84c341dffffffff,2.0,0.0,0.0
84c3427ffffffff,18.0,0.0,0.0
84c3437ffffffff,6.0,0.0,0.0
84c3439ffffffff,11.0,0.0,0.0
84c343bffffffff,26.0,0.0,0.0
84c3447ffffffff,3.0,0.0,0.0
84c345dffffffff,5.0,0.0,0.0
84c3483ffffffff,7.0,0.0,0.0
84c3485ffffffff,9.0,0.0,0.0
84c3487ffffffff,3.0,0.0,0.0
84c3489ffffffff,10.0,0.0,0.0
84c348bffffffff,7.0,0.0,0.0
84c348dffffffff,2.0,0.0,0.0
84c3491ffffffff,9.0,0.0,0.0
84c3493ffffffff,10.0,0.0,0.0
84c3495ffffffff,2.0,0.0,0.0
84c3497ffffffff,45.0,0.0,0.0
84c349bffffffff,24.0,0.0,0.0
84c349dffffffff,10.0,0.0,0.0
84c34a1ffffffff,3.0,0.0,0.0
84c34a3ffffffff,3.0,0.0,0.0
84c34a9ffffffff,2.0,0.0,0.0
84c34adffffffff,4.0,0.0,0.0
84c34b1ffffffff,4.0,0.0,0.0
84c34b7ffffffff,3.0,0.0,0.0
84c34b9ffffffff,2.0,0.0,0.0
84c34bbffffffff,104.0,0.0,0.0
84c34bdffffffff,16.0,0.0,0.0
84c34c1ffffffff,5.0,0.0,0.0
84c34c5ffffffff,2.0,0.0,0.0
84c34c7ffffffff,9.0,0.0,0.0
84c34cbffffffff,4.0,0.0,0.0
84c34cdffffffff,3.0,0.0,0.0
84c34d1ffffffff,6.0,0.0,0.0
84c34dbffffffff,2.0,0.0,0.0
84c34ddffffffff,4.0,0.0,0.0
84c34e1ffffffff,2.0,0.0,0.0
84c34e3ffffffff,26.0,0.0,0.0
84c34e5ffffffff,8.0,0.0,0.0
84c34e7ffffffff,11.0,0.0,0.0
84c34e9ffffffff,46.0,0.0,0.0
84c34ebffffffff,7.0,0.0,0.0
84c34edffffffff,1.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3503ffffffff,21.0,0.0,0.0
84c3505ffffffff,38.0,0.0,0.0
84c3507ffffffff,4.0,0.0,0.0
84c3509ffffffff,21.0,0.0,0.0
84c350dffffffff,41.0,0.0,0.0
84c3511ffffffff,3.0,0.0,0.0
84c3519ffffffff,8.0,0.0,0.0
84c351bffffffff,3.0,0.0,0.0
84c351dffffffff,27.0,0.0,0.0
84c3521ffffffff,44.0,0.0,0.0
84c3525ffffffff,7.0,0.0,0.0
84c3527ffffffff,9.0,0.0,0.0
84c3529ffffffff,1.0,0.0,0.0
84c352dffffffff,7.0,0.0,0.0
84c3531ffffffff,3.0,0.0,0.0
84c3533ffffffff,6.0,0.0,0.0
84c3539ffffffff,2.0,0.0,0.0
84c353bffffffff,1.0,0.0,0.0
84c353dffffffff,6.0,0.0,0.0
84c3543ffffffff,17.0,0.0,0.0
84c3545ffffffff,9.0,0.0,0.0
84c3547ffffffff,3.0,0.0,0.0
84c3551ffffffff,4.0,0.0,0.0
84c3553ffffffff,6.0,0.0,0.0
84c3557ffffffff,2.0,0.0,0.0
84c3563ffffffff,9.0,0.0,0.0
84c3569ffffffff,21.0,0.0,0.0
84c356bffffffff,8.0,0.0,0.0
84c356dffffffff,27.0,0.0,0.0
84c3581ffffffff,7.0,0.0,0.0
84c3583ffffffff,3.0,0.0,0.0
84c3585ffffffff,2.0,0.0,0.0
84c358bffffffff,2.0,0.0,0.0
84c3595ffffffff,4.0,0.0,0.0
84c359dffffffff,5.0,0.0,0.0
84c35a5ffffffff,5.0,0.0,0.0
84c35a7ffffffff,8.0,0.0,0.0
84c35adffffffff,8.0,0.0,0.0
84c35b3ffffffff,6.0,0.0,0.0
84c35b5ffffffff,1.0,0.0,0.0
84c35b7ffffffff,5.0,0.0,0.0
84c35b9ffffffff,1.0,0.0,0.0
84c35bbffffffff,7.0,0.0,0.0
84c35bdffffffff,1.0,0.0,0.0
84c35c5ffffffff,5.0,0.0,0.0
84c35cbffffffff,2.0,0.0,0.0
84c35cdffffffff,5.0,0.0,0.0
84c35d1ffffffff,19.0,0.0,0.0
84c35d5ffffffff,2.0,0.0,0.0
84c35d7ffffffff,30.0,0.0,0.0
84c35d9ffffffff,7.0,0.0,0.0
84c35e1ffffffff,1.0,0.0,0.0
84c35edffffffff,3.0,0.0,0.0
84c3601ffffffff,3.0,0.0,0.0
84c3609ffffffff,6.0,0.0,0.0
84c360dffffffff,10.0,0.0,0.0
84c364dffffffff,11.0,0.0,0.0
84c3659ffffffff,5.0,0.0,0.0
84c3663ffffffff,38.0,0.0,0.0
84c36b5ffffffff,5.0,0.0,0.0
84c3701ffffffff,2.0,0.0,0.0
84c3735ffffffff,4.0,0.0,0.0
84c3765ffffffff,6.0,0.0,0.0
84c3767ffffffff,11.0,0.0,0.0
84c376dffffffff,139.0,0.0,0.0
84ce121ffffffff,3.0,0.0,0.0
84ce123ffffffff,2.0,0.0,0.0
84ce127ffffffff,117.0,0.0,0.0
84ce30dffffffff,2.0,0.0,0.0
84ce32dffffffff,7.0,0.0,0.0
84ce807ffffffff,2.0,0.0,0.0
84ce809ffffffff,8.0,0.0,0.0
84ce80bffffffff,41.0,0.0,0.0
84ce80dffffffff,7.0,0.0,0.0
84ce811ffffffff,15.0,0.0,0.0
84ce813ffffffff,82.0,0.0,0.0
84ce815ffffffff,2.0,0.0,0.0
84ce817ffffffff,5.0,0.0,0.0
84ce819ffffffff,6.0,0.0,0.0
84ce81bffffffff,19.0,0.0,0.0
84ce827ffffffff,1.0,0.0,0.0
84ce82bffffffff,4.0,0.0,0.0
84ce831ffffffff,13.0,0.0,0.0
84ce839ffffffff,121.0,0.0,0.0
84ce843ffffffff,4.0,0.0,0.0
84ce847ffffffff,9.0,0.0,0.0
84ce84bffffffff,2.0,0.0,0.0
84ce853ffffffff,2.0,0.0,0.0
84ce855ffffffff,6.0,0.0,0.0
84ce85bffffffff,32.0,0.0,0.0
84ce865ffffffff,5.0,0.0,0.0
84ce881ffffffff,514.0,0.0,0.0
84ce885ffffffff,18.0,0.0,0.0
84ce887ffffffff,38.0,0.0,0.0
84ce889ffffffff,6.0,0.0,0.0
84ce88dffffffff,93.0,0.0,0.0
84ce895ffffffff,51.0,0.0,0.0
84ce897ffffffff,1.0,0.0,0.0
84ce8a1ffffffff,7.0,0.0,0.0
84ce8a3ffffffff,16.0,0.0,0.0
84ce8a9ffffffff,35.0,0.0,0.0
84ce8b1ffffffff,3.0,0.0,0.0
84ce8b5ffffffff,9.0,0.0,0.0
84ce8b7ffffffff,7.0,0.0,0.0
84ce8b9ffffffff,15.0,0.0,0.0
84ce8bdffffffff,4.0,0.0,0.0
84ce8c1ffffffff,1906.0,0.0,0.0
84ce8c3ffffffff,166.0,0.0,0.0
84ce8c5ffffffff,9.0,0.0,0.0
84ce8c7ffffffff,626.0,0.0,0.0
84ce8c9ffffffff,315.0,0.0,0.0
84ce8cbffffffff,133.0,0.0,0.0
84ce8e1ffffffff,473.0,0.0,0.0
84ce8e3ffffffff,8.0,0.0,0.0
84ce8e5ffffffff,58.0,0.0,0.0
84ce8e9ffffffff,33.0,0.0,0.0
84ce8ebffffffff,1.0,0.0,0.0
84ce8edffffffff,11.0,0.0,0.0
84ce909ffffffff,1.0,0.0,0.0
84ce913ffffffff,18.0,0.0,0.0
84ce917ffffffff,5.0,0.0,0.0
84ce923ffffffff,2.0,0.0,0.0
84ce931ffffffff,85.0,0.0,0.0
84ce933ffffffff,13.0,0.0,0.0
84ce935ffffffff,16.0,0.0,0.0
84ce937ffffffff,165.0,0.0,0.0
84ce93bffffffff,11.0,0.0,0.0
84ce96dffffffff,6.0,0.0,0.0
84ce981ffffffff,8.0,0.0,0.0
84ce983ffffffff,30.0,0.0,0.0
84ce989ffffffff,162.0,0.0,0.0
84ce98dffffffff,25.0,0.0,0.0
84ce991ffffffff,2.0,0.0,0.0
84ce995ffffffff,7.0,0.0,0.0
84ce997ffffffff,2.0,0.0,0.0
84ce99bffffffff,2.0,0.0,0.0
84ce9b5ffffffff,7.0,0.0,0.0
84ce9b7ffffffff,5.0,0.0,0.0
84ce9bdffffffff,3.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9c3ffffffff,9.0,0.0,0.0
84ce9c7ffffffff,120.0,0.0,0.0
84ce9d1ffffffff,82.0,0.0,0.0
84ce9d3ffffffff,7.0,0.0,0.0
84ce9d7ffffffff,18.0,0.0,0.0
84ce9d9ffffffff,13.0,0.0,0.0
84ce9ddffffffff,39.0,0.0,0.0
84ce9e3ffffffff,13.0,0.0,0.0
84ce9e5ffffffff,6.0,0.0,0.0
84ce9ebffffffff,3.0,0.0,0.0
84cea03ffffffff,5.0,0.0,0.0
84cea05ffffffff,8.0,0.0,0.0
84cea07ffffffff,63.0,0.0,0.0
84cea0dffffffff,2.0,0.0,0.0
84cea11ffffffff,40.0,0.0,0.0
84cea13ffffffff,40.0,0.0,0.0
84cea17ffffffff,154.0,0.0,0.0
84cea1bffffffff,5.0,0.0,0.0
84cea2bffffffff,12.0,0.0,0.0
84cea31ffffffff,5.0,0.0,0.0
84cea35ffffffff,4.0,0.0,0.0
84cea37ffffffff,2.0,0.0,0.0
84cea39ffffffff,4.0,0.0,0.0
84cea3dffffffff,37.0,0.0,0.0
84cea41ffffffff,3.0,0.0,0.0
84cea4dffffffff,3.0,0.0,0.0
84cea51ffffffff,4.0,0.0,0.0
84cea6bffffffff,2.0,0.0,0.0
84cea81ffffffff,7.0,0.0,0.0
84cea85ffffffff,852.0,0.0,0.0
84cea87ffffffff,17.0,0.0,0.0
84cea89ffffffff,306.0,0.0,0.0
84cea8dffffffff,1289.0,0.0,0.0
84ceaa1ffffffff,79.0,0.0,0.0
84ceaa5ffffffff,9.0,0.0,0.0
84ceaa7ffffffff,167.0,0.0,0.0
84ceaa9ffffffff,1310.0,0.0,0.0
84ceaadffffffff,30.0,0.0,0.0
84ceab5ffffffff,26.0,0.0,0.0
84ceabdffffffff,13.0,0.0,0.0
84ceac1ffffffff,768.0,0.0,0.0
84ceac5ffffffff,443.0,0.0,0.0
84ceac7ffffffff,202.0,0.0,0.0
84ceac9ffffffff,7.0,0.0,0.0
84ceacdffffffff,153.0,0.0,0.0
84ceae1ffffffff,120.0,0.0,0.0
84ceae3ffffffff,1112.0,0.0,0.0
84ceae5ffffffff,94.0,0.0,0.0
84ceae7ffffffff,1716.0,0.0,0.0
84ceae9ffffffff,28.0,0.0,0.0
