cell_id,Icterus spurius,Icterus spurius spurius,Icterus spurius fuertesi
84260e5ffffffff,2.0,0.0,0.0
84260e7ffffffff,19.0,0.0,0.0
84260e9ffffffff,30.0,5.0,0.0
84260ebffffffff,136.0,0.0,0.0
84260edffffffff,5.0,0.0,0.0
8426101ffffffff,7.0,0.0,0.0
8426103ffffffff,9.0,0.0,0.0
8426107ffffffff,47.0,0.0,0.0
8426109ffffffff,2.0,0.0,0.0
842610bffffffff,11.0,0.0,0.0
842610dffffffff,178.0,0.0,0.0
8426111ffffffff,37.0,2.0,0.0
8426113ffffffff,5.0,0.0,0.0
8426115ffffffff,68.0,4.0,0.0
8426117ffffffff,33.0,0.0,0.0
842611bffffffff,56.0,0.0,0.0
842611dffffffff,43.0,3.0,0.0
8426121ffffffff,19.0,4.0,0.0
8426123ffffffff,21.0,0.0,0.0
8426125ffffffff,17.0,0.0,0.0
8426127ffffffff,61.0,1.0,0.0
8426129ffffffff,3.0,0.0,0.0
842612bffffffff,20.0,0.0,0.0
842612dffffffff,17.0,0.0,0.0
8426133ffffffff,4.0,0.0,0.0
8426135ffffffff,4.0,0.0,0.0
8426137ffffffff,9.0,0.0,0.0
8426139ffffffff,12.0,0.0,0.0
842613bffffffff,4.0,4.0,0.0
8426141ffffffff,2.0,0.0,0.0
8426143ffffffff,3.0,0.0,0.0
8426145ffffffff,2.0,0.0,0.0
8426147ffffffff,2.0,0.0,0.0
8426149ffffffff,5.0,0.0,0.0
842614bffffffff,72.0,0.0,0.0
8426151ffffffff,2.0,0.0,0.0
8426153ffffffff,2.0,0.0,0.0
8426155ffffffff,6.0,0.0,0.0
842615bffffffff,42.0,0.0,0.0
842615dffffffff,44.0,0.0,0.0
8426161ffffffff,66.0,0.0,0.0
8426163ffffffff,41.0,0.0,0.0
8426165ffffffff,9.0,0.0,0.0
8426167ffffffff,10.0,0.0,0.0
8426169ffffffff,5.0,0.0,0.0
842616bffffffff,30.0,0.0,0.0
842616dffffffff,2.0,0.0,0.0
8426181ffffffff,7.0,0.0,0.0
8426183ffffffff,126.0,2.0,0.0
8426185ffffffff,18.0,0.0,0.0
8426187ffffffff,32.0,4.0,0.0
8426189ffffffff,17.0,0.0,0.0
842618bffffffff,161.0,1.0,0.0
842618dffffffff,19.0,0.0,0.0
8426191ffffffff,12.0,0.0,0.0
8426193ffffffff,2.0,0.0,0.0
8426195ffffffff,1.0,0.0,0.0
8426197ffffffff,34.0,0.0,0.0
8426199ffffffff,5.0,0.0,0.0
842619dffffffff,56.0,1.0,0.0
84261a1ffffffff,1.0,0.0,0.0
84261a3ffffffff,4.0,2.0,0.0
84261a5ffffffff,2.0,0.0,0.0
84261a7ffffffff,9.0,2.0,0.0
84261a9ffffffff,30.0,0.0,0.0
84261abffffffff,13.0,0.0,0.0
84261adffffffff,26.0,0.0,0.0
84261b1ffffffff,17.0,0.0,0.0
84261b3ffffffff,22.0,0.0,0.0
84261b5ffffffff,6.0,0.0,0.0
84261b7ffffffff,20.0,0.0,0.0
84261bdffffffff,2.0,0.0,0.0
84261c3ffffffff,13.0,0.0,0.0
84261c5ffffffff,16.0,0.0,0.0
84261c7ffffffff,42.0,0.0,0.0
84261cdffffffff,2.0,0.0,0.0
84261d1ffffffff,7.0,0.0,0.0
84261d3ffffffff,11.0,2.0,0.0
84261d5ffffffff,8.0,0.0,0.0
84261d7ffffffff,7.0,0.0,0.0
84261d9ffffffff,7.0,0.0,0.0
84261dbffffffff,23.0,1.0,0.0
84261ddffffffff,4.0,0.0,0.0
84261e1ffffffff,8.0,0.0,0.0
84261e3ffffffff,2.0,0.0,0.0
84261e5ffffffff,2.0,0.0,0.0
84261e7ffffffff,30.0,0.0,0.0
84261e9ffffffff,14.0,0.0,0.0
84261ebffffffff,14.0,0.0,0.0
84261edffffffff,2.0,0.0,0.0
8426201ffffffff,4.0,0.0,0.0
8426203ffffffff,15.0,0.0,0.0
8426205ffffffff,38.0,0.0,0.0
8426207ffffffff,30.0,0.0,0.0
842620bffffffff,31.0,0.0,0.0
842620dffffffff,32.0,0.0,0.0
8426211ffffffff,4.0,0.0,0.0
8426213ffffffff,20.0,0.0,0.0
8426215ffffffff,10.0,0.0,0.0
8426219ffffffff,126.0,0.0,0.0
842621bffffffff,129.0,0.0,0.0
842621dffffffff,36.0,0.0,0.0
8426221ffffffff,37.0,0.0,0.0
8426223ffffffff,36.0,0.0,0.0
8426225ffffffff,9.0,0.0,0.0
8426227ffffffff,1.0,0.0,0.0
8426229ffffffff,16.0,0.0,0.0
842622bffffffff,33.0,0.0,0.0
842622dffffffff,25.0,0.0,0.0
8426231ffffffff,32.0,0.0,0.0
8426233ffffffff,10.0,0.0,0.0
8426235ffffffff,27.0,0.0,0.0
8426237ffffffff,19.0,0.0,0.0
8426239ffffffff,2.0,0.0,0.0
842623bffffffff,30.0,0.0,0.0
842623dffffffff,45.0,0.0,0.0
8426245ffffffff,38.0,0.0,0.0
8426247ffffffff,3.0,0.0,0.0
8426253ffffffff,5.0,0.0,0.0
8426257ffffffff,31.0,0.0,0.0
8426261ffffffff,54.0,0.0,0.0
8426263ffffffff,28.0,0.0,0.0
8426265ffffffff,86.0,0.0,0.0
8426267ffffffff,12.0,0.0,0.0
8426269ffffffff,210.0,0.0,0.0
842626bffffffff,29.0,0.0,0.0
842626dffffffff,9.0,0.0,0.0
8426281ffffffff,6.0,0.0,0.0
8426283ffffffff,8.0,0.0,0.0
8426285ffffffff,5.0,0.0,0.0
8426287ffffffff,4.0,0.0,0.0
8426289ffffffff,14.0,0.0,0.0
842628bffffffff,10.0,0.0,0.0
842628dffffffff,2.0,0.0,0.0
8426291ffffffff,22.0,0.0,0.0
8426293ffffffff,32.0,0.0,0.0
8426297ffffffff,2.0,0.0,0.0
8426299ffffffff,3.0,0.0,0.0
84262a1ffffffff,13.0,0.0,0.0
84262a7ffffffff,7.0,0.0,0.0
84262a9ffffffff,3.0,0.0,0.0
84262abffffffff,5.0,0.0,0.0
84262adffffffff,31.0,0.0,0.0
84262b1ffffffff,4.0,0.0,0.0
84262b3ffffffff,41.0,0.0,0.0
84262b5ffffffff,2.0,0.0,0.0
84262b7ffffffff,4.0,0.0,0.0
84262b9ffffffff,2.0,0.0,0.0
84262c1ffffffff,53.0,0.0,0.0
84262c3ffffffff,10.0,0.0,0.0
84262c5ffffffff,7.0,0.0,0.0
84262c7ffffffff,8.0,0.0,0.0
84262c9ffffffff,456.0,0.0,0.0
84262cdffffffff,172.0,0.0,0.0
84262d1ffffffff,4.0,0.0,0.0
84262d3ffffffff,2.0,0.0,0.0
84262d5ffffffff,6.0,0.0,0.0
84262d9ffffffff,90.0,0.0,0.0
84262dbffffffff,53.0,0.0,0.0
84262ddffffffff,36.0,0.0,0.0
84262e1ffffffff,27.0,0.0,0.0
84262e3ffffffff,5.0,0.0,0.0
84262e5ffffffff,4.0,0.0,0.0
84262e7ffffffff,22.0,0.0,0.0
84262e9ffffffff,13.0,0.0,0.0
84262ebffffffff,21.0,0.0,0.0
84262edffffffff,13.0,0.0,0.0
8426301ffffffff,5.0,0.0,0.0
8426303ffffffff,9.0,0.0,0.0
8426305ffffffff,1.0,0.0,0.0
8426307ffffffff,7.0,0.0,0.0
8426309ffffffff,3.0,0.0,0.0
842630bffffffff,3.0,0.0,0.0
842630dffffffff,7.0,0.0,0.0
8426311ffffffff,4.0,0.0,0.0
8426313ffffffff,5.0,0.0,0.0
8426319ffffffff,6.0,0.0,0.0
842631dffffffff,18.0,0.0,0.0
8426321ffffffff,2.0,0.0,0.0
8426323ffffffff,1.0,0.0,0.0
8426327ffffffff,2.0,0.0,0.0
8426329ffffffff,4.0,0.0,0.0
842632bffffffff,5.0,0.0,0.0
842632dffffffff,4.0,0.0,0.0
8426331ffffffff,2.0,0.0,0.0
8426335ffffffff,4.0,0.0,0.0
8426337ffffffff,15.0,0.0,0.0
842633bffffffff,2.0,0.0,0.0
8426341ffffffff,468.0,0.0,0.0
8426343ffffffff,4.0,0.0,0.0
8426345ffffffff,70.0,0.0,0.0
8426347ffffffff,30.0,0.0,0.0
8426349ffffffff,63.0,0.0,0.0
842634bffffffff,54.0,0.0,0.0
842634dffffffff,257.0,0.0,0.0
8426351ffffffff,20.0,0.0,0.0
8426353ffffffff,13.0,0.0,0.0
8426355ffffffff,10.0,0.0,0.0
8426357ffffffff,53.0,0.0,0.0
8426359ffffffff,15.0,0.0,0.0
842635bffffffff,11.0,0.0,0.0
842635dffffffff,8.0,0.0,0.0
8426361ffffffff,31.0,0.0,0.0
8426363ffffffff,91.0,0.0,0.0
8426365ffffffff,8.0,0.0,0.0
8426367ffffffff,7.0,0.0,0.0
8426369ffffffff,124.0,0.0,0.0
842636bffffffff,69.0,0.0,0.0
842636dffffffff,17.0,0.0,0.0
8426403ffffffff,16.0,0.0,0.0
8426405ffffffff,164.0,0.0,0.0
8426407ffffffff,18.0,0.0,0.0
8426409ffffffff,19.0,0.0,0.0
842640bffffffff,2.0,0.0,0.0
842640dffffffff,570.0,0.0,0.0
8426411ffffffff,45.0,0.0,0.0
8426413ffffffff,15.0,0.0,0.0
8426415ffffffff,297.0,0.0,0.0
8426417ffffffff,169.0,0.0,0.0
8426419ffffffff,2.0,0.0,0.0
842641bffffffff,12.0,0.0,0.0
842641dffffffff,40.0,0.0,0.0
8426421ffffffff,42.0,0.0,0.0
8426423ffffffff,58.0,0.0,0.0
8426425ffffffff,133.0,0.0,0.0
8426427ffffffff,37.0,0.0,0.0
8426429ffffffff,138.0,0.0,0.0
842642bffffffff,50.0,0.0,0.0
842642dffffffff,18.0,0.0,0.0
8426431ffffffff,56.0,0.0,0.0
8426433ffffffff,46.0,0.0,0.0
8426435ffffffff,18.0,0.0,0.0
8426437ffffffff,94.0,0.0,0.0
8426439ffffffff,182.0,0.0,0.0
842643bffffffff,148.0,0.0,0.0
842643dffffffff,40.0,0.0,0.0
8426441ffffffff,1.0,0.0,0.0
8426443ffffffff,3.0,0.0,0.0
8426445ffffffff,11.0,0.0,0.0
8426449ffffffff,2.0,0.0,0.0
842644bffffffff,2.0,0.0,0.0
842644dffffffff,14.0,0.0,0.0
8426451ffffffff,2.0,0.0,0.0
8426455ffffffff,2.0,0.0,0.0
8426457ffffffff,11.0,0.0,0.0
8426459ffffffff,7.0,0.0,0.0
842645bffffffff,6.0,0.0,0.0
842645dffffffff,23.0,0.0,0.0
8426461ffffffff,440.0,0.0,0.0
8426463ffffffff,853.0,0.0,0.0
8426465ffffffff,4.0,0.0,0.0
8426467ffffffff,44.0,0.0,0.0
8426469ffffffff,18.0,0.0,0.0
842646bffffffff,351.0,0.0,0.0
842646dffffffff,97.0,0.0,0.0
8426481ffffffff,146.0,0.0,0.0
8426483ffffffff,38.0,0.0,0.0
8426485ffffffff,4.0,0.0,0.0
8426487ffffffff,24.0,0.0,0.0
8426489ffffffff,464.0,0.0,0.0
842648bffffffff,192.0,0.0,0.0
842648dffffffff,52.0,0.0,0.0
8426491ffffffff,24.0,0.0,0.0
8426493ffffffff,141.0,0.0,0.0
8426495ffffffff,46.0,0.0,0.0
8426497ffffffff,111.0,0.0,0.0
8426499ffffffff,7.0,0.0,0.0
842649bffffffff,62.0,0.0,0.0
842649dffffffff,12.0,0.0,0.0
84264a1ffffffff,85.0,0.0,0.0
84264a3ffffffff,16.0,0.0,0.0
84264a5ffffffff,34.0,0.0,0.0
84264a7ffffffff,121.0,0.0,0.0
84264a9ffffffff,16.0,0.0,0.0
84264abffffffff,24.0,0.0,0.0
84264adffffffff,52.0,0.0,0.0
84264b1ffffffff,8.0,0.0,0.0
84264b3ffffffff,11.0,0.0,0.0
84264b7ffffffff,8.0,0.0,0.0
84264b9ffffffff,197.0,0.0,0.0
84264bbffffffff,67.0,0.0,0.0
84264bdffffffff,15.0,0.0,0.0
84264c1ffffffff,61.0,0.0,0.0
84264c3ffffffff,124.0,0.0,0.0
84264c5ffffffff,334.0,0.0,0.0
84264c7ffffffff,231.0,0.0,0.0
84264c9ffffffff,6.0,0.0,0.0
84264cbffffffff,32.0,0.0,0.0
84264cdffffffff,19.0,0.0,0.0
84264d1ffffffff,569.0,0.0,0.0
84264d3ffffffff,23.0,0.0,0.0
84264d5ffffffff,67.0,0.0,0.0
84264d7ffffffff,8.0,0.0,0.0
84264d9ffffffff,211.0,0.0,0.0
84264dbffffffff,173.0,0.0,0.0
84264ddffffffff,54.0,0.0,0.0
84264e1ffffffff,9.0,0.0,0.0
84264e3ffffffff,10.0,0.0,0.0
84264e5ffffffff,265.0,0.0,0.0
84264e7ffffffff,7.0,0.0,0.0
84264e9ffffffff,2.0,0.0,0.0
84264ebffffffff,6.0,0.0,0.0
84264edffffffff,32.0,0.0,0.0
8426501ffffffff,60.0,0.0,0.0
8426503ffffffff,12.0,0.0,0.0
8426505ffffffff,58.0,0.0,0.0
8426507ffffffff,9.0,0.0,0.0
8426509ffffffff,18.0,0.0,0.0
842650bffffffff,75.0,0.0,0.0
842650dffffffff,70.0,0.0,0.0
8426511ffffffff,9.0,0.0,0.0
8426513ffffffff,10.0,0.0,0.0
8426515ffffffff,51.0,0.0,0.0
8426517ffffffff,2.0,0.0,0.0
8426519ffffffff,30.0,0.0,0.0
842651bffffffff,105.0,0.0,0.0
842651dffffffff,25.0,0.0,0.0
8426521ffffffff,154.0,0.0,0.0
8426523ffffffff,19.0,0.0,0.0
8426525ffffffff,25.0,0.0,0.0
8426527ffffffff,63.0,0.0,0.0
8426529ffffffff,56.0,0.0,0.0
842652bffffffff,163.0,0.0,0.0
842652dffffffff,51.0,0.0,0.0
8426531ffffffff,75.0,0.0,0.0
8426533ffffffff,216.0,0.0,0.0
8426535ffffffff,33.0,0.0,0.0
8426537ffffffff,16.0,0.0,0.0
8426539ffffffff,15.0,0.0,0.0
842653bffffffff,122.0,0.0,0.0
842653dffffffff,42.0,0.0,0.0
8426541ffffffff,65.0,0.0,0.0
8426543ffffffff,125.0,0.0,0.0
8426545ffffffff,6.0,0.0,0.0
8426547ffffffff,122.0,0.0,0.0
8426549ffffffff,2.0,0.0,0.0
842654bffffffff,37.0,0.0,0.0
842654dffffffff,46.0,0.0,0.0
8426551ffffffff,223.0,0.0,0.0
8426553ffffffff,8.0,0.0,0.0
8426555ffffffff,1083.0,0.0,0.0
8426557ffffffff,169.0,0.0,0.0
8426559ffffffff,65.0,0.0,0.0
842655bffffffff,43.0,0.0,0.0
842655dffffffff,276.0,0.0,0.0
8426561ffffffff,161.0,0.0,0.0
8426563ffffffff,601.0,0.0,0.0
8426565ffffffff,337.0,0.0,0.0
8426567ffffffff,442.0,0.0,0.0
8426569ffffffff,41.0,0.0,0.0
842656bffffffff,16.0,0.0,0.0
842656dffffffff,87.0,0.0,0.0
8426583ffffffff,6.0,0.0,0.0
8426585ffffffff,10.0,0.0,0.0
8426587ffffffff,19.0,0.0,0.0
8426589ffffffff,5.0,0.0,0.0
8426591ffffffff,4.0,0.0,0.0
8426593ffffffff,120.0,0.0,0.0
8426595ffffffff,5.0,0.0,0.0
8426597ffffffff,19.0,0.0,0.0
8426599ffffffff,144.0,0.0,0.0
842659bffffffff,649.0,0.0,0.0
842659dffffffff,5.0,0.0,0.0
84265a3ffffffff,55.0,0.0,0.0
84265a5ffffffff,16.0,0.0,0.0
84265a7ffffffff,91.0,0.0,0.0
84265a9ffffffff,8.0,0.0,0.0
84265abffffffff,4.0,0.0,0.0
84265adffffffff,8.0,0.0,0.0
84265b1ffffffff,2.0,0.0,0.0
84265b3ffffffff,5.0,0.0,0.0
84265b5ffffffff,357.0,0.0,0.0
84265b7ffffffff,10.0,0.0,0.0
84265b9ffffffff,59.0,0.0,0.0
84265bbffffffff,2.0,0.0,0.0
84265bdffffffff,5.0,0.0,0.0
84265c1ffffffff,84.0,0.0,0.0
84265c3ffffffff,7.0,0.0,0.0
84265c5ffffffff,22.0,0.0,0.0
84265c7ffffffff,34.0,0.0,0.0
84265c9ffffffff,27.0,0.0,0.0
84265cbffffffff,42.0,0.0,0.0
84265cdffffffff,74.0,0.0,0.0
84265d1ffffffff,2.0,0.0,0.0
84265d3ffffffff,13.0,0.0,0.0
84265d5ffffffff,9.0,0.0,0.0
84265d7ffffffff,25.0,0.0,0.0
84265d9ffffffff,186.0,0.0,0.0
84265dbffffffff,215.0,0.0,0.0
84265ddffffffff,4.0,0.0,0.0
84265e1ffffffff,10.0,0.0,0.0
84265e3ffffffff,11.0,0.0,0.0
84265e5ffffffff,120.0,0.0,0.0
84265e7ffffffff,15.0,0.0,0.0
84265e9ffffffff,6.0,0.0,0.0
84265ebffffffff,4.0,0.0,0.0
84265edffffffff,31.0,0.0,0.0
8426601ffffffff,6.0,0.0,0.0
8426603ffffffff,50.0,0.0,0.0
8426605ffffffff,6.0,0.0,0.0
8426607ffffffff,69.0,0.0,0.0
8426609ffffffff,282.0,0.0,0.0
842660bffffffff,24.0,0.0,0.0
8426611ffffffff,21.0,0.0,0.0
8426613ffffffff,64.0,0.0,0.0
8426615ffffffff,11.0,0.0,0.0
8426617ffffffff,34.0,0.0,0.0
8426619ffffffff,70.0,0.0,0.0
842661bffffffff,401.0,0.0,0.0
842661dffffffff,3.0,0.0,0.0
8426621ffffffff,102.0,0.0,0.0
8426623ffffffff,36.0,0.0,0.0
8426625ffffffff,54.0,0.0,0.0
8426629ffffffff,35.0,0.0,0.0
842662bffffffff,47.0,0.0,0.0
842662dffffffff,33.0,0.0,0.0
8426631ffffffff,13.0,0.0,0.0
8426633ffffffff,2.0,0.0,0.0
8426635ffffffff,17.0,0.0,0.0
8426639ffffffff,19.0,0.0,0.0
842663bffffffff,12.0,0.0,0.0
842663dffffffff,65.0,0.0,0.0
8426641ffffffff,519.0,0.0,0.0
8426643ffffffff,9.0,0.0,0.0
8426645ffffffff,605.0,0.0,0.0
8426647ffffffff,86.0,0.0,0.0
8426649ffffffff,83.0,0.0,0.0
842664bffffffff,91.0,0.0,0.0
842664dffffffff,1227.0,0.0,0.0
8426651ffffffff,39.0,0.0,0.0
8426653ffffffff,2.0,0.0,0.0
8426655ffffffff,20.0,0.0,0.0
8426657ffffffff,179.0,0.0,0.0
8426659ffffffff,6.0,0.0,0.0
842665bffffffff,6.0,0.0,0.0
842665dffffffff,6.0,0.0,0.0
8426661ffffffff,33.0,0.0,0.0
8426663ffffffff,5.0,0.0,0.0
8426665ffffffff,297.0,0.0,0.0
8426667ffffffff,20.0,0.0,0.0
8426669ffffffff,298.0,0.0,0.0
842666bffffffff,492.0,0.0,0.0
842666dffffffff,15.0,0.0,0.0
8426681ffffffff,34.0,0.0,0.0
8426683ffffffff,8.0,0.0,0.0
8426685ffffffff,29.0,0.0,0.0
8426687ffffffff,4.0,0.0,0.0
8426689ffffffff,100.0,0.0,0.0
842668bffffffff,189.0,0.0,0.0
842668dffffffff,23.0,0.0,0.0
8426691ffffffff,6.0,0.0,0.0
8426693ffffffff,9.0,0.0,0.0
8426695ffffffff,17.0,0.0,0.0
8426697ffffffff,3.0,0.0,0.0
8426699ffffffff,13.0,0.0,0.0
842669bffffffff,61.0,0.0,0.0
842669dffffffff,9.0,0.0,0.0
84266a1ffffffff,34.0,0.0,0.0
84266a3ffffffff,46.0,0.0,0.0
84266a5ffffffff,28.0,0.0,0.0
84266a7ffffffff,8.0,0.0,0.0
84266a9ffffffff,70.0,0.0,0.0
84266abffffffff,8.0,0.0,0.0
84266adffffffff,130.0,0.0,0.0
84266b1ffffffff,14.0,0.0,0.0
84266b3ffffffff,4.0,0.0,0.0
84266b5ffffffff,87.0,0.0,0.0
84266b7ffffffff,215.0,0.0,0.0
84266b9ffffffff,13.0,0.0,0.0
84266bbffffffff,94.0,0.0,0.0
84266bdffffffff,4.0,0.0,0.0
84266c1ffffffff,37.0,0.0,0.0
84266c3ffffffff,9.0,0.0,0.0
84266c5ffffffff,438.0,0.0,0.0
84266c7ffffffff,7.0,0.0,0.0
84266cbffffffff,21.0,0.0,0.0
84266cdffffffff,76.0,0.0,0.0
84266d1ffffffff,87.0,0.0,0.0
84266d3ffffffff,151.0,0.0,0.0
84266d5ffffffff,477.0,0.0,0.0
84266d7ffffffff,15.0,0.0,0.0
84266d9ffffffff,6.0,0.0,0.0
84266dbffffffff,148.0,0.0,0.0
84266ddffffffff,15.0,0.0,0.0
84266e1ffffffff,618.0,0.0,0.0
84266e3ffffffff,69.0,0.0,0.0
84266e5ffffffff,2.0,0.0,0.0
84266e7ffffffff,32.0,0.0,0.0
84266e9ffffffff,31.0,0.0,0.0
84266ebffffffff,63.0,0.0,0.0
84266edffffffff,23.0,0.0,0.0
8426703ffffffff,14.0,0.0,0.0
8426705ffffffff,26.0,0.0,0.0
8426707ffffffff,34.0,0.0,0.0
8426709ffffffff,9.0,0.0,0.0
842670bffffffff,4.0,0.0,0.0
842670dffffffff,16.0,0.0,0.0
8426711ffffffff,40.0,0.0,0.0
8426713ffffffff,7.0,0.0,0.0
8426715ffffffff,1.0,0.0,0.0
8426717ffffffff,49.0,0.0,0.0
8426719ffffffff,127.0,0.0,0.0
842671bffffffff,72.0,0.0,0.0
842671dffffffff,3.0,0.0,0.0
8426721ffffffff,3.0,0.0,0.0
8426723ffffffff,38.0,0.0,0.0
8426725ffffffff,3.0,0.0,0.0
8426727ffffffff,2.0,0.0,0.0
842672bffffffff,2.0,0.0,0.0
842672dffffffff,4.0,0.0,0.0
8426731ffffffff,10.0,0.0,0.0
8426733ffffffff,48.0,0.0,0.0
8426735ffffffff,44.0,0.0,0.0
8426739ffffffff,7.0,0.0,0.0
842673bffffffff,30.0,0.0,0.0
842673dffffffff,13.0,0.0,0.0
8426741ffffffff,9.0,0.0,0.0
8426743ffffffff,23.0,0.0,0.0
8426745ffffffff,196.0,2.0,0.0
8426747ffffffff,110.0,0.0,0.0
842674bffffffff,3.0,0.0,0.0
842674dffffffff,2.0,0.0,0.0
8426751ffffffff,2.0,0.0,0.0
8426753ffffffff,12.0,0.0,0.0
8426759ffffffff,27.0,0.0,0.0
842675bffffffff,12.0,0.0,0.0
842675dffffffff,11.0,0.0,0.0
8426761ffffffff,4.0,0.0,0.0
8426763ffffffff,7.0,0.0,0.0
8426765ffffffff,28.0,0.0,0.0
8426767ffffffff,5.0,0.0,0.0
8426769ffffffff,2.0,0.0,0.0
842676bffffffff,18.0,0.0,0.0
842676dffffffff,6.0,0.0,0.0
8426819ffffffff,6.0,0.0,0.0
842681bffffffff,132.0,0.0,0.0
8426853ffffffff,25.0,0.0,0.0
842685bffffffff,16.0,0.0,0.0
8426881ffffffff,136.0,0.0,0.0
8426883ffffffff,2.0,0.0,0.0
8426889ffffffff,663.0,0.0,0.0
842688bffffffff,14.0,0.0,0.0
842688dffffffff,2.0,0.0,0.0
8426891ffffffff,79.0,0.0,0.0
8426893ffffffff,63.0,0.0,0.0
8426897ffffffff,2.0,0.0,0.0
8426899ffffffff,14.0,0.0,0.0
842689dffffffff,20.0,0.0,0.0
84268c1ffffffff,12.0,0.0,0.0
84268c3ffffffff,28.0,0.0,0.0
84268c5ffffffff,5.0,0.0,0.0
84268c7ffffffff,58.0,0.0,0.0
84268c9ffffffff,23.0,0.0,0.0
84268cbffffffff,29.0,0.0,0.0
84268cdffffffff,103.0,0.0,0.0
84268d1ffffffff,5.0,0.0,0.0
84268d3ffffffff,73.0,0.0,0.0
84268d5ffffffff,173.0,0.0,0.0
84268d7ffffffff,24.0,0.0,0.0
84268d9ffffffff,132.0,0.0,0.0
84268dbffffffff,81.0,0.0,0.0
84268ddffffffff,4.0,0.0,0.0
8426a07ffffffff,2.0,0.0,0.0
8426a09ffffffff,6.0,0.0,0.0
8426a11ffffffff,4.0,0.0,0.0
8426a13ffffffff,8.0,0.0,0.0
8426a15ffffffff,20.0,0.0,0.0
8426a17ffffffff,57.0,0.0,0.0
8426a19ffffffff,23.0,0.0,0.0
8426a1bffffffff,81.0,0.0,0.0
8426a1dffffffff,4.0,0.0,0.0
8426a2bffffffff,4.0,0.0,0.0
8426a3bffffffff,14.0,0.0,0.0
8426a41ffffffff,4.0,0.0,0.0
8426a51ffffffff,3.0,0.0,0.0
8426a53ffffffff,115.0,0.0,0.0
8426a55ffffffff,2.0,0.0,0.0
8426a59ffffffff,2.0,0.0,0.0
