cell_id,Aerospiza tachiro,Aerospiza tachiro macroscelides,Aerospiza tachiro toussenelii/canescens,Aerospiza tachiro lopezi,Aerospiza tachiro unduliventer/croizati,Aerospiza tachiro sparsimfasciata,Aerospiza tachiro pembaensis,Aerospiza tachiro tachiro
84bcc6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bcd01ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd05ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84bcd07ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84bcd09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd0dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd29ffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
84bcd2bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd35ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bcd37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd3dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bcd43ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd45ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bcd61ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd63ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd67ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
84bcd69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcd6dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcdc7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
84bce29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bce61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bce63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bce65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bce67ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
84bce6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf09ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
84bcf0dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf21ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bcf23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf25ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf29ffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
84bcf2dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf3dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
84bcf47ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84bcf53ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84bcf59ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84bcf5bffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
84bcf5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84bcf61ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
84bcf63ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84bcf67ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
