cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
84396c5ffffffff,367.0,0.0,14.0
84396c7ffffffff,1201.0,0.0,58.0
84396c9ffffffff,1.0,0.0,0.0
84396cbffffffff,8.0,0.0,4.0
84396cdffffffff,3.0,0.0,2.0
84396d1ffffffff,10.0,0.0,0.0
84396d7ffffffff,8.0,0.0,2.0
84396d9ffffffff,4.0,0.0,0.0
84396dbffffffff,5.0,0.0,0.0
84396e9ffffffff,277.0,0.0,2.0
84396ebffffffff,457.0,0.0,33.0
84396edffffffff,43.0,0.0,0.0
8439701ffffffff,113.0,0.0,0.0
8439703ffffffff,64.0,0.0,0.0
8439709ffffffff,612.0,0.0,0.0
843970bffffffff,75.0,0.0,0.0
8439711ffffffff,388.0,0.0,2.0
8439713ffffffff,53.0,0.0,2.0
8439715ffffffff,19.0,0.0,0.0
8439717ffffffff,3.0,0.0,0.0
8439719ffffffff,35.0,0.0,0.0
843971bffffffff,371.0,0.0,6.0
843971dffffffff,533.0,0.0,0.0
8439729ffffffff,44.0,0.0,0.0
8439731ffffffff,1.0,0.0,0.0
8439733ffffffff,1837.0,0.0,0.0
8439737ffffffff,99.0,0.0,0.0
8439739ffffffff,75.0,0.0,0.0
843973bffffffff,26.0,0.0,0.0
8439741ffffffff,415.0,0.0,0.0
8439743ffffffff,280.0,0.0,0.0
8439745ffffffff,228.0,0.0,0.0
8439747ffffffff,233.0,0.0,0.0
8439749ffffffff,315.0,0.0,0.0
843974bffffffff,44.0,0.0,0.0
843974dffffffff,251.0,0.0,0.0
8439751ffffffff,15.0,0.0,0.0
8439753ffffffff,45.0,0.0,0.0
8439755ffffffff,774.0,0.0,0.0
8439757ffffffff,11.0,0.0,0.0
843975bffffffff,3.0,0.0,0.0
843975dffffffff,35.0,0.0,0.0
8439761ffffffff,8.0,0.0,0.0
8439763ffffffff,2.0,0.0,0.0
8439805ffffffff,110.0,0.0,4.0
8439807ffffffff,3.0,0.0,0.0
843980bffffffff,3.0,0.0,0.0
8439821ffffffff,101.0,0.0,5.0
8439825ffffffff,149.0,0.0,4.0
8439827ffffffff,218.0,0.0,24.0
8439851ffffffff,38.0,0.0,4.0
8439853ffffffff,9.0,0.0,0.0
8439855ffffffff,29.0,0.0,14.0
843985bffffffff,6.0,0.0,3.0
84398e7ffffffff,1.0,0.0,1.0
8439915ffffffff,7.0,0.0,0.0
843991bffffffff,262.0,0.0,34.0
8439921ffffffff,6.0,0.0,0.0
843992bffffffff,11.0,0.0,0.0
843992dffffffff,18.0,0.0,4.0
8439939ffffffff,2.0,0.0,0.0
843993bffffffff,4.0,0.0,0.0
8439945ffffffff,4.0,0.0,0.0
8439a83ffffffff,56.0,0.0,12.0
8439a87ffffffff,49.0,0.0,9.0
8439a99ffffffff,232.0,0.0,31.0
8439a9dffffffff,1.0,0.0,0.0
8439aa1ffffffff,1.0,0.0,0.0
8439aa9ffffffff,40.0,0.0,1.0
8439aabffffffff,28.0,0.0,3.0
8439ab9ffffffff,25.0,0.0,12.0
843e625ffffffff,1.0,0.0,0.0
843e655ffffffff,1.0,0.0,0.0
843e689ffffffff,166.0,0.0,0.0
843e68dffffffff,67.0,0.0,0.0
843f24bffffffff,2.0,0.0,0.0
843f269ffffffff,6.0,0.0,0.0
843f26dffffffff,4.0,0.0,0.0
843f283ffffffff,21.0,0.0,0.0
843f287ffffffff,2.0,0.0,0.0
843f289ffffffff,3.0,0.0,0.0
843f28bffffffff,8.0,0.0,0.0
843f28dffffffff,4.0,0.0,0.0
843f291ffffffff,17.0,0.0,2.0
843f293ffffffff,10.0,0.0,0.0
843f295ffffffff,16.0,0.0,4.0
843f297ffffffff,1.0,0.0,0.0
843f299ffffffff,63.0,0.0,0.0
843f29bffffffff,41.0,0.0,0.0
843f29dffffffff,7.0,0.0,0.0
843f2b3ffffffff,3.0,0.0,0.0
843f2b9ffffffff,30.0,0.0,0.0
843f2bbffffffff,3.0,0.0,0.0
843f2c1ffffffff,16.0,0.0,2.0
843f2c3ffffffff,65.0,0.0,0.0
843f2c5ffffffff,1.0,0.0,0.0
843f2c7ffffffff,6.0,0.0,0.0
843f2c9ffffffff,5.0,0.0,0.0
843f2cbffffffff,7.0,0.0,0.0
843f2d1ffffffff,14.0,0.0,0.0
843f2d5ffffffff,40.0,0.0,8.0
843f2dbffffffff,48.0,0.0,5.0
843f2ddffffffff,173.0,0.0,2.0
843f305ffffffff,149.0,0.0,1.0
843f309ffffffff,1.0,0.0,0.0
843f30bffffffff,13.0,0.0,1.0
843f343ffffffff,2.0,0.0,0.0
843f34bffffffff,2.0,0.0,0.0
843f34dffffffff,11.0,0.0,0.0
843f351ffffffff,7.0,0.0,0.0
843f355ffffffff,74.0,0.0,0.0
843f357ffffffff,5.0,0.0,2.0
843f359ffffffff,22.0,0.0,0.0
843f35dffffffff,11.0,0.0,0.0
843f365ffffffff,278.0,0.0,0.0
843f441ffffffff,11.0,0.0,8.0
843f443ffffffff,6.0,0.0,3.0
843f445ffffffff,2.0,0.0,0.0
843f449ffffffff,11.0,0.0,2.0
843f44bffffffff,43.0,0.0,0.0
843f459ffffffff,21.0,0.0,0.0
843f45bffffffff,50.0,0.0,8.0
843f45dffffffff,4.0,0.0,0.0
843f469ffffffff,2.0,0.0,0.0
843f46dffffffff,2.0,0.0,0.0
843f4d1ffffffff,135.0,0.0,21.0
843f4d3ffffffff,43.0,0.0,11.0
843f4d9ffffffff,38.0,0.0,5.0
843f4dbffffffff,1.0,0.0,0.0
843f4ddffffffff,22.0,0.0,2.0
843f605ffffffff,43.0,0.0,0.0
843f607ffffffff,2.0,0.0,0.0
843f609ffffffff,13.0,0.0,0.0
843f60bffffffff,1.0,0.0,0.0
843f60dffffffff,4.0,0.0,0.0
843f613ffffffff,4.0,0.0,0.0
843f617ffffffff,2.0,0.0,0.0
843f61bffffffff,31.0,0.0,0.0
843f621ffffffff,38.0,0.0,0.0
843f623ffffffff,32.0,0.0,2.0
843f627ffffffff,22.0,0.0,1.0
843f629ffffffff,55.0,0.0,6.0
843f62bffffffff,104.0,0.0,1.0
843f62dffffffff,2.0,0.0,0.0
843f631ffffffff,34.0,0.0,6.0
843f633ffffffff,18.0,0.0,2.0
843f635ffffffff,15.0,0.0,2.0
843f637ffffffff,17.0,0.0,0.0
843f641ffffffff,1.0,0.0,0.0
843f645ffffffff,42.0,0.0,0.0
843f647ffffffff,28.0,0.0,0.0
843f649ffffffff,28.0,0.0,0.0
843f64dffffffff,309.0,0.0,1.0
843f655ffffffff,1.0,0.0,0.0
843f661ffffffff,57.0,0.0,0.0
843f663ffffffff,43.0,0.0,1.0
843f667ffffffff,2.0,0.0,0.0
843f669ffffffff,31.0,0.0,0.0
843f66bffffffff,437.0,0.0,11.0
843f66dffffffff,2.0,0.0,0.0
843f681ffffffff,249.0,0.0,8.0
843f683ffffffff,3.0,0.0,0.0
843f68dffffffff,80.0,0.0,1.0
843f695ffffffff,7.0,0.0,0.0
843f697ffffffff,5.0,0.0,0.0
843f6a9ffffffff,2.0,0.0,0.0
843f6adffffffff,13.0,0.0,0.0
843f6c1ffffffff,7.0,0.0,0.0
843f6c5ffffffff,2.0,0.0,0.0
843f6c7ffffffff,2.0,0.0,0.0
843f6c9ffffffff,5.0,0.0,0.0
843f6cdffffffff,2.0,0.0,0.0
843f6ddffffffff,3.0,0.0,0.0
843f6e3ffffffff,76.0,0.0,2.0
843f6e7ffffffff,8.0,0.0,0.0
843f6e9ffffffff,8.0,0.0,1.0
843f6ebffffffff,3.0,0.0,0.0
843f709ffffffff,2.0,0.0,0.0
843f70bffffffff,71.0,0.0,0.0
843f721ffffffff,27.0,0.0,2.0
843f723ffffffff,47.0,0.0,16.0
843f727ffffffff,4.0,0.0,0.0
843f729ffffffff,81.0,0.0,17.0
843f72bffffffff,11.0,0.0,0.0
843f72dffffffff,23.0,0.0,0.0
843f731ffffffff,37.0,0.0,4.0
843f735ffffffff,9.0,0.0,2.0
843f737ffffffff,2.0,0.0,0.0
843f73dffffffff,24.0,0.0,4.0
843f741ffffffff,2.0,0.0,2.0
843f743ffffffff,7.0,0.0,0.0
843f747ffffffff,2.0,0.0,0.0
843f749ffffffff,71.0,0.0,3.0
843f74bffffffff,2.0,0.0,0.0
843f74dffffffff,12.0,0.0,0.0
843f751ffffffff,45.0,0.0,0.0
843f753ffffffff,2.0,0.0,0.0
843f755ffffffff,272.0,0.0,0.0
843f757ffffffff,2.0,0.0,0.0
843f75dffffffff,22.0,0.0,0.0
843f761ffffffff,2.0,0.0,0.0
843f765ffffffff,9.0,0.0,0.0
843f767ffffffff,219.0,0.0,0.0
843f769ffffffff,3.0,0.0,0.0
843f76dffffffff,2.0,0.0,0.0
84521e9ffffffff,6.0,0.0,0.0
8454139ffffffff,4.0,0.0,0.0
8454149ffffffff,2.0,0.0,0.0
845494bffffffff,9.0,0.0,0.0
8454ac3ffffffff,12.0,0.0,0.0
8454ad5ffffffff,7.0,0.0,0.0
8454b0dffffffff,1.0,0.0,0.0
8455121ffffffff,82.0,0.0,7.0
8455341ffffffff,4.0,0.0,0.0
845534bffffffff,19.0,0.0,3.0
8455365ffffffff,1.0,1.0,0.0
845536dffffffff,91.0,25.0,0.0
84574ddffffffff,7.0,0.0,0.0
