cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
841e0c3ffffffff,18.0,0.0,0.0
841e0e1ffffffff,5.0,0.0,1.0
841e0e3ffffffff,65.0,0.0,5.0
841e0e7ffffffff,238.0,0.0,10.0
841e0e9ffffffff,3.0,0.0,0.0
841e0ebffffffff,16.0,0.0,0.0
841e103ffffffff,10.0,0.0,0.0
841e105ffffffff,6.0,0.0,0.0
841e10bffffffff,30.0,0.0,2.0
841e113ffffffff,16.0,0.0,1.0
841e117ffffffff,2.0,0.0,0.0
841e121ffffffff,73.0,0.0,1.0
841e123ffffffff,3.0,0.0,0.0
841e125ffffffff,394.0,0.0,4.0
841e127ffffffff,22.0,0.0,0.0
841e129ffffffff,218.0,0.0,0.0
841e12bffffffff,12.0,0.0,0.0
841e12dffffffff,18.0,0.0,0.0
841e131ffffffff,102.0,0.0,3.0
841e133ffffffff,5.0,0.0,0.0
841e135ffffffff,32.0,0.0,0.0
841e137ffffffff,69.0,0.0,7.0
841e139ffffffff,209.0,0.0,0.0
841e13bffffffff,97.0,0.0,0.0
841e13dffffffff,59.0,0.0,2.0
841e145ffffffff,9.0,0.0,0.0
841e149ffffffff,5.0,0.0,0.0
841e14dffffffff,5.0,0.0,0.0
841e153ffffffff,47.0,0.0,4.0
841e15bffffffff,22.0,0.0,0.0
841e161ffffffff,2.0,0.0,0.0
841e163ffffffff,26.0,0.0,0.0
841e16dffffffff,5.0,0.0,0.0
841e183ffffffff,2.0,0.0,0.0
841e195ffffffff,22.0,0.0,0.0
841e19dffffffff,47.0,0.0,0.0
841e1abffffffff,2.0,0.0,0.0
841e1b1ffffffff,32.0,0.0,0.0
841e1b3ffffffff,339.0,0.0,0.0
841e1b5ffffffff,3.0,0.0,0.0
841e1b7ffffffff,10.0,0.0,0.0
841e1b9ffffffff,32.0,0.0,0.0
841e1bbffffffff,83.0,0.0,0.0
841e1c1ffffffff,6.0,0.0,0.0
841e1c3ffffffff,10.0,0.0,2.0
841e1c5ffffffff,15.0,0.0,5.0
841e1c9ffffffff,2.0,0.0,0.0
841e1cbffffffff,149.0,0.0,7.0
841e1d1ffffffff,6.0,0.0,0.0
841e1d5ffffffff,1.0,0.0,0.0
841e1d7ffffffff,2.0,0.0,0.0
841e1d9ffffffff,2.0,0.0,0.0
841e1dbffffffff,3.0,0.0,0.0
841e1ddffffffff,69.0,0.0,2.0
841e1e5ffffffff,4.0,0.0,0.0
841e20dffffffff,6.0,0.0,0.0
841e225ffffffff,20.0,0.0,0.0
841e229ffffffff,1.0,0.0,0.0
841e23dffffffff,1.0,0.0,0.0
841e269ffffffff,2.0,0.0,0.0
841e26dffffffff,2.0,0.0,0.0
841e285ffffffff,3.0,0.0,0.0
841e303ffffffff,2.0,0.0,0.0
841e307ffffffff,27.0,0.0,0.0
841e319ffffffff,9.0,0.0,0.0
841e321ffffffff,16.0,0.0,0.0
841e323ffffffff,5.0,0.0,0.0
841e325ffffffff,19.0,0.0,0.0
841e327ffffffff,38.0,0.0,0.0
841e329ffffffff,1.0,0.0,0.0
841e32dffffffff,22.0,0.0,3.0
841e333ffffffff,14.0,0.0,0.0
841e335ffffffff,3.0,0.0,1.0
841e337ffffffff,7.0,0.0,0.0
841e339ffffffff,24.0,0.0,0.0
841e341ffffffff,57.0,0.0,0.0
841e343ffffffff,5.0,0.0,0.0
841e34bffffffff,61.0,0.0,0.0
841e351ffffffff,1.0,0.0,0.0
841e353ffffffff,7.0,0.0,3.0
841e355ffffffff,26.0,0.0,2.0
841e357ffffffff,7.0,0.0,0.0
841e35dffffffff,5.0,0.0,0.0
841e361ffffffff,4.0,0.0,0.0
841e363ffffffff,2.0,0.0,0.0
841e365ffffffff,20.0,0.0,2.0
841e367ffffffff,77.0,0.0,1.0
841e36bffffffff,4.0,0.0,0.0
841e4a5ffffffff,1.0,0.0,0.0
841e537ffffffff,1.0,0.0,0.0
841e565ffffffff,1.0,0.0,0.0
841e593ffffffff,5.0,0.0,0.0
841e5a1ffffffff,3.0,0.0,0.0
841e5a5ffffffff,26.0,0.0,0.0
841e5a9ffffffff,32.0,0.0,0.0
841e5adffffffff,27.0,0.0,0.0
841e5dbffffffff,2.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0
841e5e5ffffffff,1.0,0.0,0.0
841e5e7ffffffff,47.0,0.0,0.0
841e801ffffffff,1.0,0.0,0.0
841e805ffffffff,890.0,0.0,28.0
841e809ffffffff,6.0,0.0,0.0
841e80bffffffff,2.0,0.0,0.0
841e80dffffffff,13.0,0.0,0.0
841e811ffffffff,5.0,0.0,0.0
841e813ffffffff,6.0,0.0,0.0
841e817ffffffff,2.0,0.0,0.0
841e823ffffffff,12.0,0.0,0.0
841e82bffffffff,95.0,0.0,0.0
841e831ffffffff,68.0,0.0,10.0
841e833ffffffff,89.0,0.0,1.0
841e835ffffffff,76.0,0.0,12.0
841e837ffffffff,16.0,0.0,1.0
841e83bffffffff,4.0,0.0,0.0
841e83dffffffff,40.0,0.0,0.0
841e841ffffffff,21.0,0.0,2.0
841e845ffffffff,14.0,0.0,0.0
841e847ffffffff,23.0,0.0,0.0
841e849ffffffff,15.0,0.0,0.0
841e84bffffffff,3.0,0.0,0.0
841e857ffffffff,1.0,0.0,0.0
841e859ffffffff,21.0,0.0,0.0
841e863ffffffff,143.0,0.0,6.0
841e869ffffffff,90.0,0.0,6.0
841e86bffffffff,55.0,0.0,0.0
841e881ffffffff,9.0,0.0,2.0
841e88dffffffff,4.0,0.0,0.0
841e8b1ffffffff,7.0,0.0,0.0
841e8b3ffffffff,2.0,0.0,0.0
841e8b9ffffffff,2.0,0.0,0.0
841e8bdffffffff,1.0,0.0,1.0
841e8c5ffffffff,3.0,0.0,0.0
841e8c7ffffffff,4.0,0.0,0.0
841e8d9ffffffff,17.0,0.0,2.0
841e8dbffffffff,68.0,0.0,0.0
841e8ebffffffff,4.0,0.0,0.0
841e90dffffffff,6.0,0.0,0.0
841e929ffffffff,25.0,0.0,0.0
841e92dffffffff,6.0,0.0,0.0
841e941ffffffff,7.0,0.0,0.0
841e943ffffffff,10.0,0.0,0.0
841e945ffffffff,4.0,0.0,0.0
841e947ffffffff,2.0,0.0,0.0
841e949ffffffff,58.0,0.0,5.0
841e94bffffffff,9.0,0.0,0.0
841e94dffffffff,1.0,0.0,0.0
841e961ffffffff,5.0,0.0,0.0
841e967ffffffff,3.0,0.0,0.0
841e969ffffffff,6.0,0.0,0.0
841e96dffffffff,3.0,0.0,0.0
841e997ffffffff,6.0,0.0,0.0
841e9a1ffffffff,64.0,0.0,6.0
841e9a3ffffffff,8.0,0.0,0.0
841e9a5ffffffff,19.0,0.0,0.0
841e9a7ffffffff,1.0,0.0,1.0
841e9a9ffffffff,17.0,0.0,0.0
841e9adffffffff,18.0,0.0,0.0
841e9b1ffffffff,13.0,0.0,0.0
841e9b3ffffffff,7.0,0.0,1.0
841e9b5ffffffff,17.0,0.0,0.0
841e9b7ffffffff,6.0,0.0,0.0
841e9b9ffffffff,2.0,0.0,0.0
841e9bbffffffff,6.0,0.0,0.0
841e9d9ffffffff,128.0,0.0,1.0
841e9dbffffffff,3.0,0.0,0.0
841ea01ffffffff,129.0,0.0,0.0
841ea03ffffffff,63.0,0.0,0.0
841ea05ffffffff,17.0,0.0,0.0
841ea07ffffffff,72.0,0.0,0.0
841ea09ffffffff,14.0,0.0,0.0
841ea0bffffffff,115.0,0.0,0.0
841ea0dffffffff,6.0,0.0,0.0
841ea11ffffffff,53.0,0.0,2.0
841ea13ffffffff,75.0,0.0,0.0
841ea19ffffffff,259.0,0.0,2.0
841ea1bffffffff,16.0,0.0,0.0
841ea21ffffffff,97.0,0.0,7.0
841ea25ffffffff,7.0,0.0,0.0
841ea27ffffffff,2.0,0.0,0.0
841ea2bffffffff,4.0,0.0,0.0
841ea2dffffffff,42.0,0.0,0.0
841ea31ffffffff,7.0,0.0,0.0
841ea33ffffffff,4.0,0.0,0.0
841ea3dffffffff,13.0,0.0,0.0
841ea43ffffffff,5.0,0.0,0.0
841ea45ffffffff,67.0,0.0,0.0
841ea49ffffffff,8.0,0.0,0.0
841ea4dffffffff,18.0,0.0,0.0
841ea51ffffffff,11.0,0.0,0.0
841ea53ffffffff,206.0,0.0,0.0
841ea55ffffffff,392.0,0.0,0.0
841ea57ffffffff,17.0,0.0,0.0
841ea59ffffffff,1.0,0.0,0.0
841ea5bffffffff,4.0,0.0,0.0
841ea5dffffffff,3.0,0.0,0.0
841ea61ffffffff,1.0,0.0,0.0
841ea65ffffffff,2.0,0.0,0.0
841ea81ffffffff,6.0,0.0,0.0
841ea83ffffffff,5.0,0.0,0.0
841ea85ffffffff,106.0,0.0,0.0
841ea87ffffffff,111.0,0.0,8.0
841ea89ffffffff,2.0,0.0,0.0
841ea8dffffffff,188.0,0.0,4.0
841ea93ffffffff,11.0,0.0,0.0
841ea95ffffffff,10.0,0.0,0.0
841ea97ffffffff,6.0,0.0,0.0
841eaa3ffffffff,10.0,0.0,0.0
841eab1ffffffff,6.0,0.0,0.0
841eab3ffffffff,89.0,0.0,8.0
841eab5ffffffff,25.0,0.0,2.0
841eab7ffffffff,20.0,0.0,0.0
841eab9ffffffff,69.0,0.0,1.0
841eabbffffffff,4.0,0.0,0.0
841eabdffffffff,7.0,0.0,2.0
841eac1ffffffff,15.0,0.0,0.0
841eac3ffffffff,6.0,0.0,0.0
841eac5ffffffff,17.0,0.0,0.0
841eac7ffffffff,4.0,0.0,0.0
841eacdffffffff,71.0,0.0,0.0
841ead3ffffffff,2.0,0.0,0.0
841ead9ffffffff,4.0,0.0,0.0
841eae3ffffffff,10.0,0.0,0.0
841eae9ffffffff,3.0,0.0,0.0
841eaebffffffff,62.0,0.0,1.0
841eaedffffffff,1.0,0.0,0.0
841eb01ffffffff,13.0,0.0,3.0
841eb03ffffffff,90.0,0.0,14.0
841eb05ffffffff,14.0,0.0,6.0
841eb07ffffffff,14.0,0.0,3.0
841eb0bffffffff,53.0,0.0,8.0
841eb11ffffffff,19.0,0.0,2.0
841eb13ffffffff,54.0,0.0,6.0
841eb15ffffffff,2.0,0.0,0.0
841eb17ffffffff,5.0,0.0,0.0
841eb19ffffffff,1.0,0.0,0.0
841eb1bffffffff,2.0,0.0,0.0
841eb1dffffffff,9.0,0.0,0.0
841eb21ffffffff,5.0,0.0,2.0
841eb23ffffffff,61.0,0.0,2.0
841eb2bffffffff,43.0,0.0,8.0
841eb35ffffffff,13.0,0.0,0.0
841eb39ffffffff,8.0,0.0,0.0
841eb3dffffffff,28.0,0.0,4.0
841eb49ffffffff,89.0,0.0,0.0
841eb4bffffffff,1.0,0.0,0.0
841eb4dffffffff,354.0,0.0,3.0
841eb53ffffffff,46.0,0.0,5.0
841eb59ffffffff,85.0,0.0,7.0
841eb5bffffffff,36.0,0.0,0.0
841ec01ffffffff,6.0,0.0,0.0
841ec03ffffffff,57.0,0.0,11.0
841ec05ffffffff,2.0,0.0,0.0
841ec07ffffffff,3.0,0.0,1.0
841ec09ffffffff,417.0,0.0,8.0
841ec11ffffffff,18.0,0.0,0.0
841ec13ffffffff,7.0,0.0,1.0
841ec15ffffffff,1.0,0.0,0.0
841ec17ffffffff,25.0,0.0,0.0
841ec19ffffffff,8.0,0.0,0.0
841ec1bffffffff,9.0,0.0,0.0
841ec1dffffffff,528.0,0.0,33.0
841ec21ffffffff,260.0,0.0,31.0
841ec23ffffffff,88.0,0.0,8.0
841ec25ffffffff,12.0,0.0,0.0
841ec27ffffffff,247.0,0.0,14.0
841ec2bffffffff,4.0,0.0,0.0
841ec31ffffffff,1.0,0.0,0.0
841ec33ffffffff,285.0,0.0,48.0
841ec35ffffffff,25.0,0.0,0.0
841ec37ffffffff,62.0,0.0,5.0
841ec39ffffffff,4.0,0.0,1.0
841ec3bffffffff,2.0,0.0,2.0
841ec3dffffffff,12.0,0.0,0.0
841ec41ffffffff,1.0,0.0,0.0
841ec43ffffffff,4.0,0.0,0.0
841ec47ffffffff,273.0,0.0,15.0
841ec4bffffffff,4.0,0.0,0.0
841ec51ffffffff,2.0,0.0,0.0
841ec59ffffffff,7.0,0.0,0.0
841ec63ffffffff,2.0,0.0,0.0
841ec6bffffffff,18.0,0.0,0.0
841ec81ffffffff,12.0,0.0,0.0
841ec83ffffffff,2.0,0.0,0.0
841ec85ffffffff,28.0,0.0,0.0
841ec87ffffffff,2.0,0.0,0.0
841ec89ffffffff,5.0,0.0,0.0
841ec8bffffffff,35.0,0.0,0.0
841ec91ffffffff,1857.0,0.0,15.0
841ec93ffffffff,367.0,0.0,1.0
841ec95ffffffff,1.0,0.0,1.0
841ec97ffffffff,80.0,0.0,0.0
841ec99ffffffff,554.0,0.0,9.0
841ec9bffffffff,471.0,0.0,1.0
841ec9dffffffff,613.0,0.0,18.0
841eca1ffffffff,189.0,0.0,0.0
841eca3ffffffff,6.0,0.0,0.0
841eca5ffffffff,167.0,0.0,0.0
841eca7ffffffff,3.0,0.0,0.0
841eca9ffffffff,333.0,0.0,0.0
841ecabffffffff,4.0,0.0,0.0
841ecadffffffff,81.0,0.0,0.0
841ecb1ffffffff,39.0,0.0,0.0
841ecb5ffffffff,2.0,0.0,0.0
841ecb9ffffffff,155.0,0.0,0.0
841ecbbffffffff,156.0,0.0,1.0
841ecbdffffffff,5.0,0.0,0.0
841ecc3ffffffff,5.0,0.0,0.0
841ecc5ffffffff,12.0,0.0,5.0
841ecc9ffffffff,7.0,0.0,0.0
841eccbffffffff,360.0,0.0,21.0
841eccdffffffff,4.0,0.0,0.0
841ecd5ffffffff,235.0,0.0,4.0
841ecd7ffffffff,118.0,0.0,2.0
841ecddffffffff,59.0,0.0,4.0
841ece1ffffffff,2.0,0.0,0.0
841ece3ffffffff,1.0,0.0,0.0
841ece5ffffffff,176.0,0.0,41.0
841ece7ffffffff,265.0,0.0,26.0
841ece9ffffffff,37.0,0.0,1.0
841ecebffffffff,2.0,0.0,0.0
841ed05ffffffff,1.0,0.0,0.0
841ed09ffffffff,2.0,0.0,0.0
841ed0bffffffff,90.0,0.0,6.0
841ed0dffffffff,14.0,0.0,0.0
841ed13ffffffff,82.0,0.0,5.0
841ed19ffffffff,8.0,0.0,0.0
841ed1bffffffff,326.0,0.0,18.0
841ed1dffffffff,7.0,0.0,0.0
841ed21ffffffff,18.0,0.0,2.0
841ed23ffffffff,4.0,0.0,2.0
841ed29ffffffff,43.0,0.0,0.0
841ed2bffffffff,20.0,0.0,1.0
841ed33ffffffff,2.0,0.0,0.0
841ed35ffffffff,58.0,0.0,2.0
841ed37ffffffff,8.0,0.0,0.0
841ed3bffffffff,5.0,0.0,0.0
841ed3dffffffff,18.0,0.0,0.0
841ed43ffffffff,2.0,0.0,0.0
841ed45ffffffff,31.0,0.0,0.0
841ed49ffffffff,11.0,0.0,0.0
841ed4dffffffff,54.0,0.0,0.0
841ed55ffffffff,21.0,0.0,0.0
841ed57ffffffff,10.0,0.0,0.0
841ed63ffffffff,20.0,0.0,8.0
841ed65ffffffff,1.0,0.0,0.0
841ed6bffffffff,45.0,0.0,1.0
841ed81ffffffff,1.0,0.0,0.0
841ed85ffffffff,1.0,0.0,0.0
841ed87ffffffff,3.0,0.0,1.0
841ed8dffffffff,3.0,0.0,0.0
841ed91ffffffff,209.0,0.0,3.0
841ed93ffffffff,592.0,0.0,20.0
841ed9bffffffff,175.0,0.0,3.0
841eda1ffffffff,254.0,0.0,6.0
841eda3ffffffff,804.0,0.0,77.0
841eda5ffffffff,26.0,0.0,2.0
841eda7ffffffff,499.0,0.0,20.0
841edabffffffff,6.0,0.0,0.0
841edadffffffff,116.0,0.0,1.0
841edb5ffffffff,10.0,0.0,0.0
841edb7ffffffff,2.0,0.0,0.0
841edbbffffffff,10.0,0.0,0.0
841edc1ffffffff,22.0,0.0,1.0
841edc5ffffffff,8.0,0.0,0.0
841edc7ffffffff,11.0,0.0,2.0
841edc9ffffffff,50.0,0.0,2.0
841edcbffffffff,2.0,0.0,0.0
841edcdffffffff,63.0,0.0,0.0
841edd1ffffffff,2.0,0.0,0.0
841edd3ffffffff,4.0,0.0,0.0
841eddbffffffff,2.0,0.0,0.0
841ede1ffffffff,298.0,0.0,4.0
841ede3ffffffff,4.0,0.0,0.0
841ede5ffffffff,14.0,0.0,3.0
841ede7ffffffff,38.0,0.0,7.0
841ede9ffffffff,37.0,0.0,2.0
841edebffffffff,4.0,0.0,0.0
841ededffffffff,2.0,0.0,0.0
841ee05ffffffff,5.0,0.0,0.0
841ee1dffffffff,2.0,0.0,0.0
841ee23ffffffff,8.0,0.0,0.0
841ee2bffffffff,10.0,0.0,0.0
841ee35ffffffff,2.0,0.0,0.0
841ee37ffffffff,17.0,0.0,0.0
841ee65ffffffff,105.0,0.0,0.0
841ee67ffffffff,45.0,0.0,0.0
841ee6dffffffff,11.0,0.0,0.0
841ee81ffffffff,79.0,0.0,12.0
841ee8bffffffff,18.0,0.0,0.0
841ee8dffffffff,7.0,0.0,0.0
841ee91ffffffff,112.0,0.0,12.0
841ee95ffffffff,5.0,0.0,0.0
841ee97ffffffff,296.0,0.0,45.0
841ee99ffffffff,25.0,0.0,0.0
841eea3ffffffff,8.0,0.0,0.0
841eea5ffffffff,4.0,0.0,0.0
841eeabffffffff,3.0,0.0,0.0
841eeb1ffffffff,20.0,0.0,0.0
841eeb5ffffffff,10.0,0.0,0.0
841eeb7ffffffff,804.0,0.0,54.0
841eeb9ffffffff,22.0,0.0,0.0
841eebbffffffff,66.0,0.0,7.0
841eec7ffffffff,6.0,0.0,0.0
841eed1ffffffff,6.0,0.0,0.0
841eed5ffffffff,2.0,0.0,0.0
841eed7ffffffff,2.0,0.0,0.0
841eee3ffffffff,61.0,0.0,5.0
841eee5ffffffff,8.0,0.0,0.0
841eee7ffffffff,13.0,0.0,0.0
841eeebffffffff,13.0,0.0,0.0
841ef09ffffffff,1.0,0.0,0.0
841ef21ffffffff,35.0,0.0,0.0
841ef23ffffffff,20.0,0.0,0.0
841ef27ffffffff,89.0,0.0,0.0
841ef29ffffffff,2.0,0.0,0.0
841ef2dffffffff,32.0,0.0,1.0
841ef3bffffffff,2.0,0.0,0.0
841ef3dffffffff,2.0,0.0,0.0
841ef45ffffffff,3.0,0.0,0.0
841ef59ffffffff,8.0,0.0,0.0
841ef5dffffffff,6.0,0.0,0.0
841ef65ffffffff,17.0,0.0,0.0
841ef67ffffffff,1.0,0.0,0.0
841ef69ffffffff,6.0,0.0,0.0
841ef6dffffffff,18.0,0.0,0.0
841f051ffffffff,4.0,0.0,0.0
841f05bffffffff,2.0,0.0,0.0
841f083ffffffff,2.0,0.0,0.0
