cell_id,Pycnonotus sinensis,Pycnonotus sinensis sinensis,Pycnonotus sinensis hainanus,Pycnonotus sinensis formosae/orii
8430e89ffffffff,1.0,0.0,0.0,0.0
8430ea7ffffffff,28.0,10.0,0.0,0.0
8430f31ffffffff,2.0,0.0,0.0,0.0
8431597ffffffff,1.0,0.0,0.0,0.0
8431819ffffffff,81.0,4.0,0.0,0.0
8431823ffffffff,1.0,0.0,0.0,0.0
8431839ffffffff,2.0,0.0,0.0,0.0
8431851ffffffff,30.0,6.0,0.0,0.0
8431853ffffffff,48.0,11.0,0.0,0.0
8431857ffffffff,36.0,0.0,0.0,0.0
8431859ffffffff,12.0,0.0,0.0,0.0
843185bffffffff,181.0,28.0,0.0,0.0
8431889ffffffff,28.0,0.0,0.0,0.0
84318c1ffffffff,11.0,0.0,0.0,0.0
84318c3ffffffff,3.0,0.0,0.0,0.0
84318c7ffffffff,87.0,0.0,0.0,0.0
84318cbffffffff,1.0,0.0,0.0,0.0
84318d1ffffffff,585.0,11.0,0.0,0.0
84318d3ffffffff,21.0,0.0,0.0,0.0
84318d5ffffffff,7.0,0.0,0.0,0.0
84318d7ffffffff,289.0,6.0,0.0,0.0
8431909ffffffff,10.0,0.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0,0.0
8431927ffffffff,8.0,0.0,0.0,0.0
8431997ffffffff,4.0,0.0,0.0,0.0
84319c9ffffffff,2.0,0.0,0.0,0.0
84319ddffffffff,4.0,0.0,0.0,0.0
8431a85ffffffff,102.0,23.0,0.0,0.0
8431a87ffffffff,12.0,0.0,0.0,0.0
8431aa1ffffffff,111.0,7.0,0.0,0.0
8431aa3ffffffff,3.0,0.0,0.0,0.0
8431aa5ffffffff,1192.0,117.0,0.0,0.0
8431aa7ffffffff,70.0,25.0,0.0,0.0
8431aa9ffffffff,120.0,8.0,0.0,0.0
8431aabffffffff,67.0,6.0,0.0,0.0
8431aadffffffff,346.0,45.0,0.0,0.0
8431ab5ffffffff,2.0,0.0,0.0,0.0
8431abdffffffff,9.0,0.0,0.0,0.0
8431ae3ffffffff,6.0,0.0,0.0,0.0
8431ae7ffffffff,4.0,0.0,0.0,0.0
8431ae9ffffffff,2.0,0.0,0.0,0.0
8431b11ffffffff,2.0,0.0,0.0,0.0
8431b41ffffffff,2.0,0.0,0.0,0.0
8431b47ffffffff,2.0,0.0,0.0,0.0
8440011ffffffff,2.0,0.0,0.0,0.0
8440015ffffffff,2.0,0.0,0.0,0.0
8440023ffffffff,4.0,0.0,0.0,0.0
8440041ffffffff,1.0,0.0,0.0,0.0
8440049ffffffff,4.0,0.0,0.0,0.0
844005dffffffff,2.0,0.0,0.0,0.0
8440085ffffffff,1.0,0.0,0.0,0.0
84400a3ffffffff,1.0,0.0,0.0,0.0
84400a5ffffffff,8.0,0.0,0.0,0.0
84400c1ffffffff,2.0,0.0,0.0,0.0
84400d9ffffffff,2.0,0.0,0.0,0.0
844010dffffffff,2.0,2.0,0.0,0.0
8440121ffffffff,4.0,0.0,0.0,0.0
8440125ffffffff,4.0,0.0,0.0,0.0
8440139ffffffff,3.0,2.0,0.0,0.0
844013bffffffff,2.0,2.0,0.0,0.0
8440193ffffffff,5.0,0.0,0.0,0.0
8440197ffffffff,12.0,0.0,0.0,0.0
844019bffffffff,3.0,0.0,0.0,0.0
84401a1ffffffff,10.0,0.0,0.0,0.0
84401b9ffffffff,3.0,0.0,0.0,0.0
8440201ffffffff,2.0,0.0,0.0,0.0
8440215ffffffff,1.0,0.0,0.0,0.0
8440223ffffffff,4.0,0.0,0.0,0.0
844022bffffffff,37.0,0.0,0.0,0.0
8440247ffffffff,2.0,2.0,0.0,0.0
84402d7ffffffff,303.0,24.0,264.0,0.0
844030dffffffff,27.0,0.0,0.0,0.0
8440329ffffffff,4.0,0.0,0.0,0.0
844032bffffffff,1.0,0.0,0.0,0.0
8440347ffffffff,2.0,0.0,0.0,0.0
8440349ffffffff,10.0,1.0,0.0,0.0
844034bffffffff,2.0,0.0,0.0,0.0
8440361ffffffff,2.0,0.0,0.0,0.0
8440363ffffffff,8.0,0.0,0.0,0.0
844036dffffffff,4.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,0.0,0.0
844061bffffffff,2.0,0.0,0.0,0.0
844066dffffffff,3.0,0.0,0.0,0.0
8440717ffffffff,5.0,0.0,0.0,0.0
8440825ffffffff,2.0,0.0,0.0,0.0
8440853ffffffff,2.0,0.0,0.0,0.0
8440865ffffffff,1.0,0.0,0.0,0.0
8440883ffffffff,2.0,0.0,0.0,0.0
8440885ffffffff,21.0,2.0,0.0,0.0
844088bffffffff,2.0,0.0,0.0,0.0
844088dffffffff,3.0,0.0,0.0,0.0
8440899ffffffff,10.0,1.0,0.0,0.0
844089dffffffff,3.0,0.0,0.0,0.0
84408a9ffffffff,26.0,3.0,0.0,0.0
84408bdffffffff,1.0,1.0,0.0,0.0
84408d3ffffffff,10.0,0.0,0.0,0.0
84408e3ffffffff,2.0,0.0,0.0,0.0
8440909ffffffff,19.0,0.0,0.0,0.0
844090bffffffff,2.0,0.0,0.0,0.0
8440919ffffffff,1.0,0.0,0.0,0.0
8440955ffffffff,4.0,0.0,0.0,0.0
844095dffffffff,7.0,0.0,0.0,0.0
844096bffffffff,2.0,0.0,0.0,0.0
8440a01ffffffff,1.0,0.0,0.0,0.0
8440a05ffffffff,9.0,0.0,0.0,0.0
8440a07ffffffff,5.0,0.0,0.0,0.0
8440a13ffffffff,8.0,0.0,0.0,0.0
8440a19ffffffff,2.0,0.0,0.0,0.0
8440a2bffffffff,9.0,0.0,0.0,0.0
8440a45ffffffff,13.0,0.0,0.0,0.0
8440a57ffffffff,2.0,0.0,0.0,0.0
8440a69ffffffff,28.0,3.0,0.0,0.0
8440a6bffffffff,2.0,0.0,0.0,0.0
8440a6dffffffff,2.0,0.0,0.0,0.0
8440a8bffffffff,2.0,0.0,0.0,0.0
8440a8dffffffff,1.0,0.0,0.0,0.0
8440ac5ffffffff,7.0,1.0,0.0,0.0
8440b2bffffffff,2.0,0.0,0.0,0.0
8440b51ffffffff,43.0,0.0,0.0,0.0
8440b53ffffffff,45.0,0.0,0.0,0.0
8440c49ffffffff,14.0,0.0,0.0,0.0
8440c4bffffffff,2.0,0.0,0.0,0.0
8440c4dffffffff,2.0,0.0,0.0,0.0
8440c69ffffffff,2.0,0.0,0.0,0.0
8440c6dffffffff,11.0,0.0,0.0,0.0
8440d01ffffffff,2.0,0.0,0.0,0.0
8440d0dffffffff,2.0,0.0,0.0,0.0
8440e09ffffffff,2.0,0.0,0.0,0.0
8440e11ffffffff,20.0,1.0,0.0,0.0
8440e13ffffffff,70.0,11.0,0.0,0.0
8440e17ffffffff,16.0,4.0,0.0,0.0
8440e1dffffffff,2.0,0.0,0.0,0.0
8440e27ffffffff,4.0,0.0,0.0,0.0
8440e31ffffffff,12.0,1.0,0.0,0.0
8440e33ffffffff,6.0,0.0,0.0,0.0
8440e35ffffffff,17.0,3.0,0.0,0.0
8440e37ffffffff,34.0,7.0,0.0,0.0
8440e39ffffffff,24.0,0.0,0.0,0.0
8440e3bffffffff,4.0,0.0,0.0,0.0
8440e3dffffffff,198.0,33.0,0.0,0.0
8440e53ffffffff,1.0,0.0,0.0,0.0
8440e57ffffffff,2.0,0.0,0.0,0.0
8440e5bffffffff,1.0,1.0,0.0,0.0
8440e5dffffffff,8.0,0.0,0.0,0.0
8440e67ffffffff,1.0,1.0,0.0,0.0
8440e69ffffffff,2.0,0.0,0.0,0.0
8440ec1ffffffff,2.0,0.0,0.0,0.0
8440ec5ffffffff,3.0,2.0,0.0,0.0
8440eedffffffff,5.0,0.0,0.0,0.0
8440f13ffffffff,7.0,0.0,0.0,0.0
8440f15ffffffff,1.0,0.0,0.0,0.0
8440f39ffffffff,1.0,0.0,0.0,0.0
8441031ffffffff,2.0,0.0,0.0,0.0
8441035ffffffff,336.0,55.0,4.0,0.0
8441037ffffffff,355.0,21.0,0.0,0.0
8441081ffffffff,5.0,0.0,3.0,0.0
8441085ffffffff,9.0,2.0,0.0,0.0
8441091ffffffff,2.0,0.0,0.0,0.0
8441099ffffffff,2.0,0.0,2.0,0.0
844109bffffffff,33.0,0.0,10.0,0.0
84410a5ffffffff,2.0,0.0,0.0,0.0
84410e5ffffffff,1.0,0.0,0.0,0.0
84410e7ffffffff,3.0,0.0,0.0,0.0
8441105ffffffff,14.0,0.0,0.0,0.0
8441111ffffffff,10.0,0.0,0.0,0.0
8441115ffffffff,2.0,0.0,0.0,0.0
844111bffffffff,4.0,2.0,0.0,0.0
844111dffffffff,4.0,0.0,0.0,0.0
8441129ffffffff,5.0,0.0,0.0,0.0
844112bffffffff,6.0,0.0,0.0,0.0
8441163ffffffff,5.0,0.0,0.0,0.0
8441165ffffffff,1.0,0.0,0.0,0.0
8441181ffffffff,2.0,2.0,0.0,0.0
8441185ffffffff,19.0,0.0,0.0,0.0
8441189ffffffff,4.0,0.0,0.0,0.0
844118bffffffff,88.0,3.0,0.0,0.0
844118dffffffff,1.0,0.0,0.0,0.0
8441199ffffffff,23.0,0.0,0.0,0.0
844119dffffffff,18.0,0.0,0.0,0.0
84411a1ffffffff,4.0,0.0,0.0,0.0
84411a3ffffffff,2.0,2.0,0.0,0.0
84411a5ffffffff,5.0,0.0,0.0,0.0
84411a7ffffffff,2.0,2.0,0.0,0.0
84411adffffffff,3.0,0.0,0.0,0.0
84411b5ffffffff,26.0,0.0,0.0,0.0
84411bdffffffff,3.0,0.0,0.0,0.0
84411c1ffffffff,22.0,4.0,0.0,0.0
84411c3ffffffff,20.0,0.0,0.0,0.0
84411c9ffffffff,461.0,73.0,0.0,0.0
84411cbffffffff,4074.0,1352.0,0.0,0.0
84411cdffffffff,3.0,0.0,0.0,0.0
84411d1ffffffff,2.0,0.0,0.0,0.0
84411d3ffffffff,4.0,0.0,0.0,0.0
84411d5ffffffff,84.0,5.0,0.0,0.0
84411d7ffffffff,82.0,0.0,0.0,0.0
84411d9ffffffff,7.0,0.0,0.0,0.0
84411dbffffffff,2.0,0.0,0.0,0.0
84411ddffffffff,47.0,7.0,5.0,0.0
84411e3ffffffff,8.0,0.0,0.0,0.0
8441315ffffffff,1.0,0.0,0.0,0.0
8441421ffffffff,21.0,0.0,2.0,0.0
8441425ffffffff,12.0,0.0,0.0,0.0
844142bffffffff,13.0,0.0,2.0,0.0
8441431ffffffff,11.0,1.0,4.0,0.0
8441433ffffffff,6.0,0.0,0.0,0.0
8441439ffffffff,6.0,0.0,0.0,0.0
8441501ffffffff,2.0,0.0,2.0,0.0
8441509ffffffff,6.0,0.0,2.0,0.0
8441517ffffffff,5.0,0.0,0.0,0.0
8441523ffffffff,1.0,0.0,0.0,0.0
8441539ffffffff,2.0,0.0,0.0,0.0
844153bffffffff,4.0,0.0,4.0,0.0
844153dffffffff,5.0,0.0,1.0,0.0
8441541ffffffff,7.0,0.0,7.0,0.0
8441547ffffffff,38.0,4.0,19.0,0.0
844154dffffffff,2.0,0.0,2.0,0.0
84415c3ffffffff,1.0,0.0,0.0,0.0
84415cbffffffff,6.0,0.0,0.0,0.0
84415e1ffffffff,5.0,2.0,0.0,0.0
84415e7ffffffff,6.0,2.0,0.0,0.0
84415e9ffffffff,2.0,0.0,0.0,0.0
84415edffffffff,16.0,6.0,4.0,0.0
8441609ffffffff,2.0,0.0,0.0,0.0
84416a5ffffffff,1.0,0.0,0.0,0.0
8441701ffffffff,4.0,0.0,4.0,0.0
8441705ffffffff,10.0,0.0,6.0,0.0
8441707ffffffff,2.0,0.0,2.0,0.0
8441709ffffffff,4.0,0.0,4.0,0.0
844170bffffffff,2.0,0.0,0.0,0.0
8441711ffffffff,10.0,0.0,8.0,0.0
8441715ffffffff,40.0,0.0,21.0,0.0
8441717ffffffff,17.0,0.0,10.0,0.0
8441719ffffffff,229.0,3.0,157.0,0.0
844171dffffffff,2.0,0.0,2.0,0.0
8441721ffffffff,18.0,0.0,10.0,0.0
8441725ffffffff,2.0,0.0,0.0,0.0
8441727ffffffff,2.0,0.0,0.0,0.0
8441729ffffffff,7.0,0.0,5.0,0.0
844172bffffffff,7.0,0.0,6.0,0.0
844172dffffffff,8.0,0.0,6.0,0.0
8441739ffffffff,54.0,0.0,45.0,0.0
844173dffffffff,13.0,1.0,10.0,0.0
8441743ffffffff,3.0,0.0,3.0,0.0
8441747ffffffff,2.0,0.0,2.0,0.0
8441751ffffffff,20.0,0.0,13.0,0.0
8441755ffffffff,6.0,0.0,1.0,0.0
8441757ffffffff,2.0,0.0,0.0,0.0
8441765ffffffff,2.0,0.0,2.0,0.0
8441767ffffffff,6.0,0.0,0.0,0.0
8441829ffffffff,3.0,0.0,0.0,0.0
8441833ffffffff,22.0,3.0,0.0,0.0
8441835ffffffff,6.0,0.0,0.0,0.0
8441837ffffffff,58.0,3.0,0.0,0.0
8441845ffffffff,3.0,0.0,0.0,0.0
844184bffffffff,6.0,0.0,0.0,0.0
8441855ffffffff,37.0,0.0,0.0,0.0
8441859ffffffff,17.0,0.0,0.0,0.0
844185dffffffff,3.0,0.0,0.0,0.0
8441863ffffffff,8.0,0.0,0.0,0.0
8441891ffffffff,27.0,1.0,0.0,0.0
84418a1ffffffff,1.0,1.0,0.0,0.0
84418b3ffffffff,11.0,0.0,0.0,0.0
84418b7ffffffff,3.0,0.0,0.0,0.0
84418c9ffffffff,2.0,0.0,0.0,0.0
84418ddffffffff,2.0,0.0,0.0,0.0
8441901ffffffff,16.0,4.0,0.0,0.0
8441903ffffffff,2.0,0.0,0.0,0.0
8441907ffffffff,6.0,2.0,0.0,0.0
8441909ffffffff,3.0,3.0,0.0,0.0
844190bffffffff,6.0,6.0,0.0,0.0
8441911ffffffff,56.0,12.0,0.0,0.0
8441915ffffffff,3.0,3.0,0.0,0.0
8441919ffffffff,83.0,2.0,0.0,0.0
844191bffffffff,25.0,2.0,0.0,0.0
8441921ffffffff,112.0,34.0,0.0,0.0
8441923ffffffff,13.0,0.0,0.0,0.0
8441925ffffffff,34.0,27.0,0.0,0.0
8441929ffffffff,13.0,4.0,0.0,0.0
844192bffffffff,15.0,15.0,0.0,0.0
844192dffffffff,246.0,208.0,0.0,0.0
8441933ffffffff,1.0,1.0,0.0,0.0
8441937ffffffff,1.0,0.0,0.0,0.0
844193bffffffff,4.0,0.0,0.0,0.0
844193dffffffff,2.0,0.0,0.0,0.0
8441941ffffffff,3.0,1.0,0.0,0.0
8441945ffffffff,2.0,0.0,0.0,0.0
8441949ffffffff,15.0,8.0,0.0,0.0
844195dffffffff,4.0,3.0,0.0,0.0
8441963ffffffff,2.0,0.0,0.0,0.0
8441965ffffffff,2.0,1.0,0.0,0.0
8441967ffffffff,2.0,2.0,0.0,0.0
8441969ffffffff,2.0,0.0,0.0,0.0
844198bffffffff,4.0,0.0,0.0,0.0
844198dffffffff,4.0,0.0,0.0,0.0
8441993ffffffff,4.0,0.0,0.0,0.0
84419a1ffffffff,2.0,2.0,0.0,0.0
84419a5ffffffff,2.0,0.0,0.0,0.0
84419a7ffffffff,4.0,0.0,0.0,0.0
84419b5ffffffff,2.0,0.0,0.0,0.0
84419bbffffffff,6.0,0.0,0.0,0.0
84419cdffffffff,7.0,0.0,0.0,0.0
84419d5ffffffff,12.0,0.0,0.0,0.0
84419d9ffffffff,10.0,0.0,0.0,0.0
84419dbffffffff,2.0,0.0,0.0,0.0
84419ddffffffff,93.0,8.0,0.0,0.0
84419e1ffffffff,3.0,0.0,0.0,0.0
84419e7ffffffff,2.0,0.0,0.0,0.0
84419e9ffffffff,2.0,2.0,0.0,0.0
84419edffffffff,1.0,1.0,0.0,0.0
8441a09ffffffff,1027.0,441.0,0.0,0.0
8441a0bffffffff,10.0,0.0,0.0,0.0
8441a0dffffffff,1.0,0.0,0.0,0.0
8441a27ffffffff,2.0,2.0,0.0,0.0
8441a35ffffffff,1.0,0.0,0.0,0.0
8441a37ffffffff,4.0,1.0,0.0,0.0
8441a43ffffffff,4089.0,2086.0,0.0,0.0
8441a47ffffffff,2.0,0.0,0.0,0.0
8441a55ffffffff,5737.0,3225.0,0.0,0.0
8441a57ffffffff,1.0,0.0,0.0,0.0
8441a5bffffffff,4.0,0.0,0.0,0.0
8441a65ffffffff,1.0,0.0,0.0,0.0
8441a67ffffffff,6.0,0.0,0.0,0.0
8441a97ffffffff,6.0,0.0,0.0,0.0
8441ab3ffffffff,2.0,0.0,0.0,0.0
8441b05ffffffff,1.0,0.0,0.0,0.0
8441b0bffffffff,2.0,0.0,0.0,0.0
8441b15ffffffff,1.0,1.0,0.0,0.0
8441b19ffffffff,2.0,0.0,0.0,0.0
8441b21ffffffff,6.0,0.0,0.0,0.0
8441b29ffffffff,9.0,6.0,0.0,0.0
8441b2dffffffff,27.0,6.0,0.0,0.0
8441b31ffffffff,11.0,6.0,0.0,0.0
8441b35ffffffff,5.0,5.0,0.0,0.0
8441b37ffffffff,12.0,3.0,0.0,0.0
8441b3bffffffff,3.0,2.0,0.0,0.0
8441b3dffffffff,2.0,0.0,0.0,0.0
8441b43ffffffff,5270.0,1426.0,0.0,0.0
8441b51ffffffff,40.0,0.0,0.0,0.0
8441b53ffffffff,95.0,2.0,0.0,0.0
8441b55ffffffff,1096.0,206.0,0.0,0.0
8441b5bffffffff,4.0,0.0,0.0,0.0
8441b5dffffffff,3307.0,910.0,0.0,0.0
8441b61ffffffff,15.0,15.0,0.0,0.0
8441b65ffffffff,30.0,23.0,0.0,0.0
844a247ffffffff,9.0,0.0,0.0,0.0
844a261ffffffff,173.0,0.0,0.0,16.0
844a265ffffffff,40.0,0.0,0.0,1.0
844a269ffffffff,18.0,0.0,0.0,0.0
844a26bffffffff,79.0,0.0,0.0,4.0
844a26dffffffff,4.0,0.0,0.0,0.0
844b197ffffffff,6.0,0.0,0.0,0.0
844b26dffffffff,794.0,99.0,0.0,0.0
844b305ffffffff,3.0,1.0,0.0,0.0
844b309ffffffff,1.0,1.0,0.0,0.0
844b30bffffffff,72.0,48.0,0.0,0.0
844b30dffffffff,13.0,0.0,0.0,0.0
844b321ffffffff,4.0,1.0,0.0,0.0
844b325ffffffff,11.0,8.0,0.0,0.0
844b329ffffffff,5.0,5.0,0.0,0.0
844b32bffffffff,7.0,1.0,0.0,0.0
844b32dffffffff,5.0,1.0,0.0,0.0
844b339ffffffff,7.0,5.0,0.0,0.0
844b341ffffffff,5.0,3.0,0.0,0.0
844b343ffffffff,9.0,3.0,0.0,0.0
844b349ffffffff,44.0,26.0,0.0,0.0
844b34bffffffff,11.0,8.0,0.0,0.0
844b351ffffffff,41.0,20.0,0.0,0.0
844b353ffffffff,1.0,1.0,0.0,0.0
844b355ffffffff,2.0,1.0,0.0,0.0
844b357ffffffff,7.0,4.0,0.0,0.0
844b359ffffffff,1.0,1.0,0.0,0.0
844b35dffffffff,22.0,12.0,0.0,0.0
844b365ffffffff,1.0,0.0,0.0,0.0
844b367ffffffff,2.0,0.0,0.0,0.0
844b369ffffffff,4.0,0.0,0.0,0.0
844b36dffffffff,4.0,2.0,0.0,0.0
844b845ffffffff,2.0,0.0,0.0,0.0
844b849ffffffff,1.0,0.0,0.0,0.0
844b84dffffffff,2.0,0.0,0.0,0.0
844b869ffffffff,20.0,0.0,0.0,0.0
844b86dffffffff,86.0,0.0,0.0,6.0
844ba01ffffffff,1348.0,0.0,0.0,146.0
844ba03ffffffff,1428.0,0.0,0.0,169.0
844ba05ffffffff,3330.0,0.0,0.0,590.0
844ba07ffffffff,1014.0,0.0,0.0,69.0
844ba09ffffffff,3199.0,0.0,0.0,199.0
844ba0bffffffff,23096.0,0.0,0.0,1767.0
844ba0dffffffff,706.0,0.0,0.0,45.0
844ba11ffffffff,253.0,0.0,0.0,16.0
844ba15ffffffff,3466.0,0.0,0.0,373.0
844ba19ffffffff,7.0,0.0,0.0,0.0
844ba1dffffffff,7449.0,0.0,0.0,774.0
844ba21ffffffff,7849.0,0.0,0.0,725.0
844ba23ffffffff,8.0,0.0,0.0,0.0
844ba25ffffffff,13002.0,0.0,0.0,770.0
844ba27ffffffff,1612.0,0.0,0.0,63.0
844ba29ffffffff,6674.0,0.0,0.0,300.0
844ba2bffffffff,6861.0,0.0,0.0,364.0
844ba2dffffffff,3742.0,0.0,0.0,351.0
844ba31ffffffff,10.0,0.0,0.0,2.0
844ba35ffffffff,21.0,0.0,0.0,0.0
844ba39ffffffff,1775.0,0.0,0.0,131.0
844ba3dffffffff,102.0,0.0,0.0,1.0
844ba53ffffffff,19.0,0.0,0.0,0.0
844ba57ffffffff,4176.0,0.0,0.0,430.0
844ba63ffffffff,905.0,0.0,0.0,78.0
844ba67ffffffff,243.0,0.0,0.0,51.0
844ba81ffffffff,28.0,0.0,0.0,1.0
844ba87ffffffff,25.0,0.0,0.0,2.0
844bae1ffffffff,2.0,0.0,0.0,0.0
844baebffffffff,2.0,0.0,0.0,0.0
844bb11ffffffff,4447.0,0.0,0.0,862.0
844bb13ffffffff,1968.0,0.0,0.0,1002.0
844bb17ffffffff,2277.0,0.0,0.0,480.0
