cell_id,Geositta cunicularia,Geositta cunicularia [frobeni Group],Geositta cunicularia georgei,Geositta cunicularia deserticolor,Geositta cunicularia fissirostris,Geositta cunicularia [cunicularia Group]
84b2ee5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2ee7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2ee9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2eebffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b2eedffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b301bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3051ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b3053ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3059ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84b305dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84b3091ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3093ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b309dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b30d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b3209ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b320bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84b320dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3219ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3221ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b3225ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3227ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b322dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b3233ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b3235ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b3237ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3241ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84b3247ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b324dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3257ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84b3261ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84b3265ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b326dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84b3289ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84b32a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b32c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b32c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b32ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3301ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84b3303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3309ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b3313ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3317ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b331dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b3341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3349ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b334bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84b3351ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
84b3355ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84b3357ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b335dffffffff,74.0,0.0,0.0,0.0,0.0,0.0
84b346dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b3515ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b3519ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b3523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3539ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b353bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b354bffffffff,113.0,0.0,0.0,0.0,0.0,0.0
84b3551ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b3553ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84b355bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b355dffffffff,81.0,0.0,0.0,0.0,0.0,0.0
84b35a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b35a7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b35e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3723ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b3731ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b3733ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
84b3735ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b3737ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b3769ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c205bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c21b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c21d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c2217ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c22adffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c22b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c2893ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84c2c63ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c2d1dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c2d27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2d2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2d31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2d43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c2d45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2d47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2d4dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c2d61ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c2d6bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c2d85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2db3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c2dc7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c2dd5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2e35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2ecdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2f23ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84c2f27ffffffff,108.0,0.0,0.0,0.0,0.0,2.0
84c2f37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c2f3dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c3019ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c3053ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
84c3083ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c308bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c30b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3201ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3203ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c3207ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c3215ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3239ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3241ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3255ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c3297ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c32a5ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84c32a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c32a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84c32adffffffff,52.0,0.0,0.0,0.0,0.0,0.0
84c32b7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84c32e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3411ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c344bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c345dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3501ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3503ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3505ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3507ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84c3509ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c350bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84c350dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c351dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3539ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3543ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c3557ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c3563ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c356bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84c356dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3637ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3651ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c3659ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c3663ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3719ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c371bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84c376dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ce801ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce809ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84ce80bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce80dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84ce82bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce831ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ce839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce83dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce847ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84ce849ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ce853ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce855ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ce881ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
84ce88dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ce895ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84ce8c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce913ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce931ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ce935ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84ce937ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce989ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84ce98dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84ce995ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce9adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ce9b3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84ce9b5ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
84ce9b7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84ce9c3ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84ce9c7ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84ce9d1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84ce9d5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84ce9dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce9e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84ce9e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cea25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cea29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cea2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cea41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84cea85ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
84cea87ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84cea89ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84cea8dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84ceae3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ceae7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ceb37ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84cf121ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84cf123ffffffff,37.0,0.0,0.0,0.0,0.0,8.0
84cf125ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84cf127ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84cf129ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cf12bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84cf135ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84cf165ffffffff,52.0,0.0,0.0,0.0,0.0,9.0
84cf16dffffffff,3.0,0.0,0.0,0.0,0.0,1.0
84cf813ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84cf829ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84cf853ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84cf859ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cf85bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cf85dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84cf865ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cf885ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84cf887ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84cf88dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cf8a3ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
84cf8bdffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84cf8c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84cf8c5ffffffff,68.0,0.0,0.0,0.0,0.0,2.0
84cf8c7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84cf8c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cf8cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cf8e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cf8e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84cf8e9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84cf8ebffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84cf8edffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84cf901ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84cf909ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cf91dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84cf943ffffffff,83.0,0.0,0.0,0.0,0.0,0.0
84cf955ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84cf959ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84cf95dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84cf98bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84cf98dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84cf9c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cf9e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84cfa01ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84cfa05ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
84cfa07ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84cfa0dffffffff,50.0,0.0,0.0,0.0,0.0,0.0
84cfa13ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84cfa17ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84cfa19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cfa2bffffffff,23.0,0.0,0.0,0.0,0.0,0.0
