cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
836491fffffffff,180.0,37.0,0.0
836494fffffffff,8.0,3.0,0.0
836495fffffffff,2.0,2.0,0.0
836498fffffffff,37.0,6.0,0.0
83649bfffffffff,10.0,0.0,0.0
8364a2fffffffff,23.0,2.0,0.0
8364b1fffffffff,9.0,0.0,0.0
8364b4fffffffff,1.0,0.0,0.0
8364b6fffffffff,50.0,0.0,0.0
83658afffffffff,2.0,0.0,0.0
83658bfffffffff,8.0,0.0,0.0
836599fffffffff,2.0,0.0,0.0
