cell_id,Fulica americana,Fulica americana (Red-shielded),Fulica americana (White-shielded)
83275afffffffff,26.0,24.0,0.0
83275bfffffffff,119.0,102.0,0.0
83275cfffffffff,13.0,9.0,0.0
83275dfffffffff,70.0,46.0,0.0
83275efffffffff,1.0,0.0,0.0
832763fffffffff,19.0,7.0,0.0
832768fffffffff,4.0,4.0,0.0
832769fffffffff,7.0,2.0,0.0
83276afffffffff,21.0,21.0,0.0
83276bfffffffff,247.0,247.0,0.0
83276dfffffffff,44.0,4.0,0.0
83276efffffffff,2.0,2.0,0.0
832770fffffffff,21.0,4.0,0.0
832771fffffffff,17.0,17.0,0.0
832773fffffffff,8.0,8.0,0.0
832774fffffffff,3.0,0.0,0.0
832780fffffffff,16.0,16.0,0.0
832783fffffffff,2.0,2.0,0.0
832784fffffffff,9.0,3.0,0.0
832785fffffffff,4.0,0.0,0.0
832786fffffffff,11.0,3.0,0.0
832788fffffffff,3.0,1.0,0.0
832790fffffffff,4.0,4.0,0.0
832791fffffffff,5.0,0.0,0.0
832792fffffffff,131.0,49.0,0.0
832793fffffffff,25.0,19.0,0.0
832794fffffffff,4.0,2.0,0.0
832796fffffffff,61.0,33.0,0.0
832799fffffffff,7.0,0.0,0.0
83279bfffffffff,2.0,2.0,0.0
83279efffffffff,10.0,6.0,0.0
8327a0fffffffff,10.0,4.0,0.0
8327a1fffffffff,4.0,0.0,0.0
8327a2fffffffff,4.0,4.0,0.0
8327a3fffffffff,1.0,1.0,0.0
8327a4fffffffff,5.0,1.0,0.0
8327a5fffffffff,5.0,5.0,0.0
8327a6fffffffff,21.0,0.0,0.0
8327a8fffffffff,1.0,1.0,0.0
8327a9fffffffff,8.0,3.0,0.0
8327aafffffffff,15.0,6.0,0.0
8327abfffffffff,6.0,2.0,0.0
8327adfffffffff,4.0,0.0,0.0
8327aefffffffff,5.0,0.0,0.0
8327b2fffffffff,1.0,1.0,0.0
8327b3fffffffff,2.0,0.0,0.0
832802fffffffff,3.0,3.0,0.0
832803fffffffff,4.0,4.0,0.0
832810fffffffff,8.0,3.0,0.0
832811fffffffff,5.0,3.0,0.0
832813fffffffff,585.0,571.0,0.0
832814fffffffff,9.0,5.0,0.0
832815fffffffff,6.0,6.0,0.0
832816fffffffff,8.0,2.0,0.0
832818fffffffff,6.0,6.0,0.0
832819fffffffff,1.0,1.0,0.0
83281afffffffff,96.0,27.0,0.0
83281bfffffffff,10.0,6.0,0.0
83281cfffffffff,3.0,2.0,0.0
83281dfffffffff,2.0,2.0,0.0
83281efffffffff,295.0,272.0,0.0
832830fffffffff,1099.0,267.0,0.0
832831fffffffff,4.0,3.0,0.0
832832fffffffff,489.0,477.0,0.0
832833fffffffff,15.0,4.0,0.0
832834fffffffff,77.0,61.0,1.0
832835fffffffff,43.0,13.0,0.0
832836fffffffff,2288.0,952.0,0.0
832880fffffffff,10.0,1.0,0.0
832881fffffffff,6.0,0.0,0.0
832884fffffffff,62.0,39.0,0.0
832885fffffffff,4.0,2.0,0.0
832888fffffffff,12.0,9.0,0.0
83288afffffffff,7.0,4.0,0.0
83288bfffffffff,2.0,0.0,0.0
83288dfffffffff,15.0,9.0,0.0
832890fffffffff,65.0,27.0,0.0
832892fffffffff,12.0,3.0,0.0
832893fffffffff,45.0,26.0,0.0
832894fffffffff,42.0,3.0,0.0
832896fffffffff,5.0,0.0,1.0
832898fffffffff,6.0,6.0,0.0
83289afffffffff,28.0,22.0,0.0
83289bfffffffff,17.0,10.0,0.0
83289dfffffffff,17.0,12.0,0.0
83289efffffffff,16.0,12.0,0.0
8328a2fffffffff,14.0,3.0,0.0
8328a8fffffffff,15.0,5.0,0.0
8328a9fffffffff,17.0,2.0,0.0
8328acfffffffff,8.0,8.0,0.0
8328adfffffffff,52.0,49.0,0.0
8328aefffffffff,16.0,9.0,0.0
8328b0fffffffff,1.0,1.0,0.0
8328b1fffffffff,22.0,3.0,0.0
8328b2fffffffff,2.0,0.0,0.0
8328b6fffffffff,10.0,4.0,0.0
8328d1fffffffff,29.0,13.0,0.0
8328d3fffffffff,19.0,13.0,0.0
8328d5fffffffff,58.0,5.0,0.0
8328d6fffffffff,6.0,4.0,0.0
8328d8fffffffff,5.0,0.0,0.0
8328dafffffffff,6.0,0.0,0.0
8328defffffffff,2282.0,2282.0,0.0
8328f0fffffffff,23.0,9.0,2.0
8328f1fffffffff,14.0,6.0,0.0
8328f2fffffffff,13.0,5.0,0.0
8328f4fffffffff,12.0,11.0,0.0
8328f5fffffffff,262.0,247.0,0.0
8328f6fffffffff,2.0,0.0,0.0
832912fffffffff,845.0,842.0,0.0
832913fffffffff,257.0,257.0,0.0
832916fffffffff,1.0,0.0,0.0
83291afffffffff,1.0,1.0,0.0
832982fffffffff,2.0,0.0,0.0
832986fffffffff,13.0,0.0,13.0
832989fffffffff,355.0,339.0,0.0
83298cfffffffff,99.0,28.0,0.0
83298dfffffffff,51.0,21.0,0.0
832990fffffffff,28.0,3.0,0.0
832992fffffffff,13.0,5.0,0.0
832995fffffffff,12.0,10.0,0.0
832996fffffffff,16.0,2.0,0.0
8329a0fffffffff,134.0,60.0,2.0
8329a1fffffffff,564.0,544.0,3.0
8329a3fffffffff,12.0,2.0,0.0
8329a4fffffffff,4660.0,4616.0,1.0
8329a5fffffffff,25.0,21.0,0.0
8329a6fffffffff,317.0,280.0,0.0
8329a8fffffffff,464.0,458.0,0.0
8329a9fffffffff,36.0,28.0,0.0
8329aafffffffff,101.0,53.0,0.0
8329abfffffffff,20.0,10.0,0.0
8329acfffffffff,456.0,456.0,0.0
8329adfffffffff,59.0,46.0,0.0
8329aefffffffff,107.0,107.0,0.0
8329b0fffffffff,87.0,70.0,0.0
8329b1fffffffff,1.0,0.0,0.0
8329b2fffffffff,23.0,13.0,1.0
8329b5fffffffff,187.0,81.0,0.0
8329b6fffffffff,349.0,326.0,4.0
832a10fffffffff,407.0,135.0,0.0
832a12fffffffff,238.0,68.0,0.0
832a13fffffffff,496.0,224.0,0.0
832a14fffffffff,703.0,653.0,0.0
832a15fffffffff,6.0,4.0,0.0
832a16fffffffff,23.0,6.0,0.0
832a30fffffffff,952.0,450.0,0.0
832a31fffffffff,219.0,92.0,0.0
832a32fffffffff,26.0,12.0,0.0
832a33fffffffff,121.0,57.0,0.0
832a34fffffffff,231.0,174.0,0.0
832a36fffffffff,8.0,5.0,0.0
832a4cfffffffff,2.0,0.0,2.0
832a80fffffffff,9.0,7.0,0.0
832a81fffffffff,1.0,1.0,0.0
832a82fffffffff,8.0,0.0,0.0
832a84fffffffff,280.0,266.0,0.0
832a85fffffffff,60.0,54.0,0.0
832a88fffffffff,3.0,3.0,0.0
832a89fffffffff,4.0,4.0,0.0
832a8afffffffff,8.0,6.0,0.0
832a8bfffffffff,7.0,0.0,0.0
832a8cfffffffff,5.0,2.0,0.0
832a8dfffffffff,32.0,10.0,0.0
832a8efffffffff,10.0,5.0,0.0
832a90fffffffff,30.0,6.0,0.0
832a91fffffffff,8.0,4.0,0.0
832a92fffffffff,3.0,0.0,0.0
832a93fffffffff,14.0,9.0,0.0
832a94fffffffff,6.0,6.0,0.0
832a95fffffffff,41.0,26.0,0.0
832a99fffffffff,224.0,221.0,0.0
832a9afffffffff,1.0,0.0,0.0
832a9bfffffffff,83.0,81.0,0.0
832a9cfffffffff,6.0,4.0,0.0
832a9dfffffffff,4.0,0.0,0.0
832a9efffffffff,1.0,0.0,0.0
832aa0fffffffff,2.0,2.0,0.0
832aa1fffffffff,216.0,213.0,0.0
832aa3fffffffff,39.0,27.0,0.0
832aa4fffffffff,159.0,93.0,0.0
832aa6fffffffff,5.0,2.0,0.0
832aa8fffffffff,282.0,217.0,0.0
832aa9fffffffff,55.0,38.0,0.0
832aaafffffffff,138.0,107.0,0.0
832aabfffffffff,36.0,36.0,0.0
832aacfffffffff,682.0,515.0,0.0
832aadfffffffff,176.0,105.0,0.0
832aaefffffffff,119.0,57.0,0.0
832ab0fffffffff,66.0,9.0,0.0
832ab1fffffffff,9.0,3.0,0.0
832ab2fffffffff,1761.0,1631.0,0.0
832ab3fffffffff,21.0,0.0,0.0
832ab4fffffffff,146.0,77.0,0.0
832ab5fffffffff,667.0,590.0,0.0
832ab6fffffffff,154.0,118.0,0.0
832ac6fffffffff,3.0,0.0,0.0
832ad2fffffffff,4.0,0.0,0.0
832ad3fffffffff,45.0,26.0,0.0
832ad4fffffffff,4.0,0.0,0.0
832ad5fffffffff,2.0,2.0,0.0
832ad6fffffffff,3.0,3.0,0.0
832af0fffffffff,53.0,44.0,0.0
832af1fffffffff,6.0,0.0,0.0
832af2fffffffff,2.0,2.0,0.0
832af3fffffffff,20.0,18.0,0.0
832af4fffffffff,7.0,7.0,0.0
832af6fffffffff,24.0,17.0,0.0
832b00fffffffff,2.0,0.0,0.0
832b01fffffffff,15.0,5.0,0.0
832b02fffffffff,43.0,0.0,0.0
832b03fffffffff,17.0,0.0,0.0
832b05fffffffff,1.0,0.0,0.0
832b0afffffffff,8.0,2.0,0.0
832b0cfffffffff,6.0,6.0,0.0
832b0efffffffff,1.0,0.0,0.0
832b11fffffffff,12.0,0.0,0.0
832b12fffffffff,105.0,33.0,0.0
832b16fffffffff,38.0,5.0,0.0
832b18fffffffff,4.0,1.0,0.0
832b19fffffffff,5.0,0.0,0.0
832b1afffffffff,56.0,26.0,0.0
832b1cfffffffff,3.0,0.0,0.0
832b23fffffffff,18.0,5.0,0.0
832b24fffffffff,5.0,0.0,0.0
832b25fffffffff,18.0,2.0,0.0
832b2cfffffffff,4.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0
832b30fffffffff,4.0,0.0,0.0
832b31fffffffff,8.0,5.0,0.0
832b33fffffffff,23.0,6.0,0.0
832b80fffffffff,4.0,0.0,0.0
832b81fffffffff,97.0,34.0,0.0
832b82fffffffff,2.0,2.0,0.0
832b83fffffffff,26.0,5.0,0.0
832b85fffffffff,6.0,0.0,0.0
832b89fffffffff,30.0,22.0,0.0
832b8afffffffff,15.0,6.0,0.0
832b8bfffffffff,16.0,16.0,0.0
832b8cfffffffff,28.0,2.0,0.0
832b8dfffffffff,64.0,40.0,0.0
832b8efffffffff,7.0,2.0,0.0
832b90fffffffff,34.0,0.0,0.0
832b91fffffffff,12.0,0.0,0.0
832b93fffffffff,20.0,7.0,0.0
832b94fffffffff,66.0,13.0,0.0
832b96fffffffff,2.0,0.0,0.0
832b98fffffffff,174.0,57.0,0.0
832b99fffffffff,54.0,37.0,0.0
832b9afffffffff,156.0,22.0,0.0
832b9bfffffffff,391.0,147.0,0.0
832b9cfffffffff,8.0,6.0,0.0
832b9dfffffffff,112.0,57.0,0.0
832b9efffffffff,157.0,4.0,0.0
832ba0fffffffff,48.0,27.0,0.0
832ba5fffffffff,52.0,32.0,0.0
832ba8fffffffff,131.0,38.0,0.0
832ba9fffffffff,1.0,0.0,0.0
832baafffffffff,417.0,148.0,0.0
832babfffffffff,16.0,16.0,0.0
832bacfffffffff,22.0,9.0,0.0
832baefffffffff,24.0,3.0,0.0
832bb3fffffffff,36.0,15.0,0.0
833426fffffffff,19.0,4.0,0.0
83351bfffffffff,28.0,0.0,0.0
8335a9fffffffff,1.0,1.0,0.0
8335aefffffffff,2.0,0.0,0.0
833925fffffffff,15.0,0.0,0.0
834412fffffffff,34.0,31.0,0.0
834413fffffffff,4.0,0.0,0.0
834414fffffffff,2.0,2.0,0.0
834416fffffffff,3.0,0.0,1.0
83441afffffffff,43.0,25.0,0.0
83441efffffffff,7.0,7.0,0.0
834432fffffffff,14.0,10.0,0.0
834434fffffffff,2.0,2.0,0.0
834436fffffffff,2.0,2.0,0.0
834440fffffffff,626.0,534.0,0.0
834441fffffffff,50.0,50.0,0.0
834442fffffffff,22.0,19.0,0.0
834443fffffffff,27.0,27.0,0.0
834444fffffffff,76.0,76.0,0.0
834445fffffffff,1002.0,999.0,0.0
834446fffffffff,1169.0,1161.0,0.0
834448fffffffff,44.0,17.0,0.0
834449fffffffff,8.0,5.0,0.0
83444afffffffff,5.0,4.0,0.0
83444bfffffffff,2.0,0.0,0.0
83444cfffffffff,304.0,298.0,0.0
83444dfffffffff,4.0,4.0,0.0
83444efffffffff,22.0,19.0,0.0
834452fffffffff,458.0,458.0,0.0
834455fffffffff,428.0,428.0,0.0
834456fffffffff,69.0,69.0,0.0
834459fffffffff,4.0,2.0,0.0
83445dfffffffff,8.0,8.0,0.0
834463fffffffff,196.0,196.0,0.0
834469fffffffff,9.0,4.0,0.0
83446afffffffff,6.0,6.0,0.0
83446bfffffffff,9.0,1.0,0.0
83446cfffffffff,34.0,16.0,0.0
83446dfffffffff,25.0,8.0,0.0
83446efffffffff,559.0,544.0,1.0
834471fffffffff,24.0,21.0,0.0
834473fffffffff,552.0,552.0,0.0
834484fffffffff,5.0,5.0,0.0
834485fffffffff,13.0,10.0,0.0
834486fffffffff,53.0,52.0,1.0
8344a1fffffffff,2.0,0.0,0.0
8344a3fffffffff,4.0,4.0,0.0
8344a8fffffffff,9.0,7.0,0.0
8344a9fffffffff,89.0,13.0,0.0
8344abfffffffff,1.0,1.0,0.0
8344acfffffffff,21.0,19.0,0.0
8344aefffffffff,4.0,2.0,0.0
8344b1fffffffff,8.0,2.0,0.0
8344b5fffffffff,2.0,0.0,2.0
8344b6fffffffff,2.0,0.0,0.0
8344c0fffffffff,17.0,7.0,0.0
8344c1fffffffff,77.0,53.0,0.0
8344c2fffffffff,47.0,32.0,0.0
8344c3fffffffff,8.0,6.0,0.0
8344c5fffffffff,2.0,2.0,0.0
8344c8fffffffff,670.0,551.0,0.0
8344c9fffffffff,122.0,120.0,0.0
8344cafffffffff,240.0,222.0,0.0
8344cbfffffffff,132.0,127.0,0.0
8344ccfffffffff,40.0,28.0,0.0
8344cdfffffffff,363.0,295.0,0.0
8344cefffffffff,19.0,10.0,0.0
8344d0fffffffff,175.0,126.0,0.0
8344d1fffffffff,33.0,7.0,0.0
8344d2fffffffff,155.0,65.0,0.0
8344d3fffffffff,11.0,5.0,0.0
8344d5fffffffff,127.0,98.0,0.0
8344d8fffffffff,4.0,3.0,0.0
8344d9fffffffff,97.0,75.0,0.0
8344dafffffffff,15.0,6.0,0.0
8344dbfffffffff,10.0,8.0,0.0
8344dcfffffffff,14.0,0.0,0.0
8344ddfffffffff,25.0,17.0,0.0
8344e0fffffffff,34.0,18.0,0.0
8344e1fffffffff,2.0,2.0,0.0
8344e2fffffffff,1.0,1.0,0.0
8344e3fffffffff,4.0,4.0,0.0
8344e5fffffffff,102.0,102.0,0.0
8344e6fffffffff,21.0,17.0,0.0
8344ebfffffffff,3.0,0.0,0.0
8344edfffffffff,7.0,5.0,0.0
8344eefffffffff,4.0,4.0,0.0
8344f3fffffffff,12.0,12.0,0.0
8344f4fffffffff,1104.0,1063.0,0.0
8344f5fffffffff,40.0,26.0,0.0
834501fffffffff,1.0,1.0,0.0
834505fffffffff,2.0,0.0,0.0
834509fffffffff,2.0,2.0,0.0
83450afffffffff,2.0,2.0,0.0
83450dfffffffff,7.0,4.0,0.0
834521fffffffff,1.0,1.0,0.0
834524fffffffff,9.0,2.0,0.0
834525fffffffff,6.0,6.0,0.0
834526fffffffff,25.0,19.0,0.0
83452afffffffff,21.0,21.0,0.0
83452cfffffffff,14.0,14.0,0.0
83452efffffffff,10.0,6.0,0.0
834531fffffffff,3.0,0.0,0.0
834564fffffffff,1.0,1.0,0.0
83456dfffffffff,3.0,3.0,0.0
834584fffffffff,1.0,0.0,1.0
83458cfffffffff,21.0,13.0,0.0
83458efffffffff,6.0,2.0,0.0
834598fffffffff,12.0,9.0,3.0
83459cfffffffff,2.0,0.0,0.0
8345a3fffffffff,2.0,0.0,2.0
8345b0fffffffff,2.0,2.0,0.0
8345b2fffffffff,45.0,25.0,15.0
83480dfffffffff,2.0,2.0,0.0
834814fffffffff,18.0,14.0,0.0
83481cfffffffff,2.0,2.0,0.0
834823fffffffff,26.0,22.0,0.0
83482afffffffff,28.0,28.0,0.0
83482bfffffffff,2.0,2.0,0.0
834833fffffffff,5.0,5.0,0.0
834836fffffffff,2.0,2.0,0.0
834843fffffffff,9.0,5.0,0.0
83484afffffffff,47.0,28.0,0.0
834858fffffffff,1.0,1.0,0.0
834859fffffffff,96.0,89.0,0.0
83485bfffffffff,41.0,29.0,0.0
83485efffffffff,2.0,0.0,0.0
834880fffffffff,1.0,1.0,0.0
834882fffffffff,23.0,8.0,0.0
834885fffffffff,1.0,1.0,0.0
834889fffffffff,4.0,4.0,0.0
83488bfffffffff,4.0,0.0,0.0
83488efffffffff,14.0,1.0,0.0
834890fffffffff,113.0,44.0,0.0
834891fffffffff,1.0,0.0,0.0
834892fffffffff,11.0,7.0,0.0
834893fffffffff,17.0,10.0,0.0
834895fffffffff,78.0,9.0,0.0
834899fffffffff,4.0,0.0,0.0
83489afffffffff,3.0,3.0,0.0
83489bfffffffff,6.0,4.0,0.0
83489cfffffffff,2.0,0.0,0.0
83489efffffffff,26.0,15.0,0.0
