cell_id,Antrostomus rufus,Antrostomus rufus [rufus Group],Antrostomus rufus otiosus,Antrostomus rufus minimus
8466ecbffffffff,3.0,0.0,0.0,0.0
8467413ffffffff,15.0,0.0,0.0,0.0
8467425ffffffff,5.0,0.0,0.0,0.0
8467433ffffffff,3.0,0.0,0.0,0.0
8467437ffffffff,8.0,0.0,0.0,0.0
846743bffffffff,4.0,0.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
84674c5ffffffff,4.0,0.0,0.0,0.0
84674cdffffffff,5.0,0.0,0.0,0.0
84674e5ffffffff,5.0,0.0,0.0,0.0
84674e9ffffffff,1.0,0.0,0.0,0.0
84674ebffffffff,12.0,0.0,0.0,0.0
84674edffffffff,15.0,0.0,0.0,0.0
8467519ffffffff,2.0,0.0,0.0,0.0
8467535ffffffff,18.0,0.0,0.0,0.0
8467537ffffffff,11.0,0.0,0.0,0.0
8467539ffffffff,2.0,0.0,0.0,0.0
84675c7ffffffff,4.0,0.0,0.0,0.0
84675c9ffffffff,1.0,0.0,0.0,0.0
84675ebffffffff,6.0,0.0,0.0,0.0
8480053ffffffff,8.0,1.0,0.0,0.0
8480055ffffffff,1.0,0.0,0.0,0.0
8480061ffffffff,5.0,0.0,0.0,0.0
84800c5ffffffff,2.0,0.0,0.0,0.0
848011bffffffff,4.0,0.0,0.0,0.0
8480301ffffffff,3.0,2.0,0.0,0.0
8480305ffffffff,8.0,4.0,0.0,0.0
848030dffffffff,1.0,0.0,0.0,0.0
8480363ffffffff,14.0,4.0,0.0,0.0
84804cbffffffff,4.0,0.0,0.0,0.0
8480623ffffffff,1.0,0.0,0.0,0.0
8480627ffffffff,1.0,0.0,0.0,0.0
84806edffffffff,1.0,0.0,0.0,0.0
8481005ffffffff,1.0,0.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0,0.0
8481021ffffffff,2.0,0.0,0.0,0.0
8481023ffffffff,15.0,0.0,0.0,0.0
8481029ffffffff,29.0,0.0,0.0,0.0
8481053ffffffff,3.0,0.0,0.0,0.0
84810bdffffffff,1.0,0.0,0.0,0.0
8481125ffffffff,1.0,0.0,0.0,0.0
8481141ffffffff,1.0,0.0,0.0,0.0
8481167ffffffff,12.0,0.0,0.0,0.0
8481185ffffffff,1.0,0.0,0.0,0.0
84811e1ffffffff,3.0,0.0,0.0,0.0
84811e9ffffffff,4.0,0.0,0.0,0.0
8481211ffffffff,12.0,1.0,0.0,0.0
8481215ffffffff,11.0,0.0,0.0,0.0
848121dffffffff,9.0,0.0,0.0,0.0
848124bffffffff,2.0,0.0,0.0,0.0
848124dffffffff,7.0,0.0,0.0,0.0
8481305ffffffff,2.0,0.0,0.0,0.0
8481339ffffffff,3.0,0.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0,0.0
84814d5ffffffff,6.0,0.0,0.0,0.0
84814e7ffffffff,5.0,0.0,0.0,0.0
84815c9ffffffff,3.0,0.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0,0.0
84815dbffffffff,2.0,0.0,0.0,0.0
84815e9ffffffff,1.0,0.0,0.0,0.0
8481711ffffffff,3.0,2.0,0.0,0.0
8481743ffffffff,1.0,0.0,0.0,0.0
8481809ffffffff,6.0,0.0,0.0,0.0
848181dffffffff,1.0,1.0,0.0,0.0
8481831ffffffff,1.0,0.0,0.0,0.0
8481839ffffffff,4.0,1.0,0.0,0.0
8481851ffffffff,31.0,12.0,0.0,0.0
8481857ffffffff,4.0,0.0,0.0,0.0
848185dffffffff,11.0,0.0,0.0,0.0
84819d9ffffffff,4.0,0.0,0.0,0.0
8481a13ffffffff,2.0,0.0,0.0,0.0
8481a1bffffffff,1.0,0.0,0.0,0.0
8481ad1ffffffff,2.0,0.0,0.0,0.0
848a003ffffffff,2.0,0.0,0.0,0.0
848a337ffffffff,1.0,0.0,0.0,0.0
848a81bffffffff,2.0,0.0,0.0,0.0
848a8d9ffffffff,2.0,0.0,0.0,0.0
848aa9dffffffff,4.0,0.0,0.0,0.0
848aaa5ffffffff,7.0,0.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0,0.0
848ad13ffffffff,9.0,0.0,0.0,0.0
848ad15ffffffff,2.0,0.0,0.0,0.0
848af29ffffffff,12.0,2.0,0.0,0.0
848b0c3ffffffff,1.0,0.0,0.0,0.0
848b0c7ffffffff,2.0,0.0,0.0,0.0
848b0c9ffffffff,1.0,0.0,0.0,0.0
848b1edffffffff,1.0,0.0,0.0,0.0
848b205ffffffff,7.0,0.0,0.0,0.0
848b207ffffffff,2.0,0.0,0.0,0.0
848b20dffffffff,1.0,0.0,0.0,0.0
848b229ffffffff,57.0,0.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0
848b2ddffffffff,1.0,0.0,0.0,0.0
848b315ffffffff,23.0,0.0,0.0,0.0
848b345ffffffff,5.0,0.0,0.0,0.0
848b347ffffffff,2.0,0.0,0.0,0.0
848b369ffffffff,1.0,0.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0,0.0
848b881ffffffff,1.0,0.0,0.0,0.0
848b931ffffffff,1.0,0.0,0.0,0.0
848b999ffffffff,4.0,0.0,0.0,0.0
848ba09ffffffff,4.0,0.0,0.0,0.0
848ba45ffffffff,3.0,0.0,0.0,0.0
848ba55ffffffff,1.0,0.0,0.0,0.0
848ba63ffffffff,3.0,0.0,0.0,0.0
848ba65ffffffff,2.0,0.0,0.0,0.0
848bb59ffffffff,97.0,5.0,0.0,0.0
848f401ffffffff,7.0,0.0,0.0,0.0
848f40dffffffff,1.0,0.0,0.0,0.0
848f461ffffffff,43.0,0.0,0.0,0.0
848f463ffffffff,92.0,0.0,0.0,0.0
848f46bffffffff,1.0,0.0,0.0,0.0
84a5969ffffffff,9.0,0.0,0.0,0.0
84a803dffffffff,4.0,0.0,0.0,0.0
84a808dffffffff,2.0,0.0,0.0,0.0
84a80c3ffffffff,20.0,0.0,0.0,0.0
84a8103ffffffff,13.0,2.0,0.0,0.0
84a8113ffffffff,5.0,0.0,0.0,0.0
84a8115ffffffff,7.0,0.0,0.0,0.0
84a811bffffffff,1.0,0.0,0.0,0.0
84a811dffffffff,3.0,0.0,0.0,0.0
84a8123ffffffff,4.0,0.0,0.0,0.0
84a813dffffffff,1.0,0.0,0.0,0.0
84a8143ffffffff,1.0,0.0,0.0,0.0
84a8181ffffffff,2.0,0.0,0.0,0.0
84a818dffffffff,43.0,0.0,0.0,0.0
84a8195ffffffff,4.0,0.0,0.0,0.0
84a81bbffffffff,10.0,0.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0,0.0
84a81c7ffffffff,17.0,0.0,0.0,0.0
84a81cdffffffff,18.0,0.0,0.0,0.0
84a81e3ffffffff,20.0,0.0,0.0,0.0
84a81ebffffffff,1.0,0.0,0.0,0.0
84a81edffffffff,4.0,0.0,0.0,0.0
84a8403ffffffff,1.0,0.0,0.0,0.0
84a840dffffffff,12.0,0.0,0.0,0.0
84a8411ffffffff,8.0,0.0,0.0,0.0
84a8413ffffffff,5.0,0.0,0.0,0.0
84a8421ffffffff,5.0,0.0,0.0,0.0
84a844dffffffff,4.0,0.0,0.0,0.0
84a84a5ffffffff,2.0,2.0,0.0,0.0
84a8591ffffffff,39.0,0.0,0.0,0.0
84a8599ffffffff,46.0,3.0,0.0,0.0
84a85b1ffffffff,1.0,0.0,0.0,0.0
84a85b7ffffffff,1.0,0.0,0.0,0.0
84a85d3ffffffff,11.0,2.0,0.0,0.0
84a860dffffffff,20.0,0.0,0.0,0.0
84a8629ffffffff,1.0,0.0,0.0,0.0
84a8645ffffffff,1.0,0.0,0.0,0.0
84a8663ffffffff,1.0,0.0,0.0,0.0
84a86b9ffffffff,1.0,0.0,0.0,0.0
84a86d5ffffffff,4.0,0.0,0.0,0.0
84a871bffffffff,3.0,0.0,0.0,0.0
84a8721ffffffff,2.0,0.0,0.0,0.0
84a8747ffffffff,1.0,0.0,0.0,0.0
84a8759ffffffff,19.0,0.0,0.0,0.0
84a8767ffffffff,4.0,0.0,0.0,0.0
84a8811ffffffff,1.0,0.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0,0.0
84a88ddffffffff,3.0,0.0,0.0,0.0
84a88e9ffffffff,7.0,0.0,0.0,0.0
84a8917ffffffff,1.0,0.0,0.0,0.0
84a8a03ffffffff,4.0,0.0,0.0,0.0
84a8a19ffffffff,2.0,0.0,0.0,0.0
84a8a23ffffffff,4.0,0.0,0.0,0.0
84a8aa7ffffffff,2.0,0.0,0.0,0.0
84a8aadffffffff,3.0,0.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0,0.0
84a8ac9ffffffff,2.0,0.0,0.0,0.0
84a8ae5ffffffff,2.0,0.0,0.0,0.0
84a8ae7ffffffff,1.0,0.0,0.0,0.0
84a8aebffffffff,1.0,0.0,0.0,0.0
84a8c05ffffffff,5.0,0.0,0.0,0.0
84a8c25ffffffff,6.0,0.0,0.0,0.0
84a8c97ffffffff,1.0,1.0,0.0,0.0
84a8cadffffffff,1.0,0.0,0.0,0.0
84a8d19ffffffff,1.0,0.0,0.0,0.0
84a8d1bffffffff,11.0,2.0,0.0,0.0
84a8da1ffffffff,1.0,0.0,0.0,0.0
84a8de3ffffffff,6.0,0.0,0.0,0.0
84a8e19ffffffff,3.0,0.0,0.0,0.0
84a8e5dffffffff,1.0,0.0,0.0,0.0
84a8e65ffffffff,1.0,0.0,0.0,0.0
84a8eddffffffff,1.0,0.0,0.0,0.0
84a8f41ffffffff,2.0,0.0,0.0,0.0
84a9425ffffffff,22.0,0.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0,0.0
84a9433ffffffff,1.0,0.0,0.0,0.0
84a9437ffffffff,7.0,0.0,0.0,0.0
84a943dffffffff,4.0,0.0,0.0,0.0
84a9447ffffffff,3.0,0.0,0.0,0.0
84a9463ffffffff,5.0,0.0,0.0,0.0
84a9465ffffffff,27.0,0.0,0.0,0.0
84a94c1ffffffff,2.0,0.0,0.0,0.0
84a94c7ffffffff,8.0,0.0,0.0,0.0
84a94ddffffffff,8.0,0.0,0.0,0.0
84a955bffffffff,13.0,0.0,0.0,0.0
84a9595ffffffff,1.0,0.0,0.0,0.0
84a95a5ffffffff,5.0,0.0,0.0,0.0
84a95abffffffff,51.0,0.0,0.0,0.0
84a95bbffffffff,5.0,0.0,0.0,0.0
84a95c3ffffffff,5.0,0.0,0.0,0.0
84a95c9ffffffff,12.0,0.0,0.0,0.0
84a95d1ffffffff,1.0,0.0,0.0,0.0
84a9685ffffffff,38.0,0.0,0.0,0.0
84a9687ffffffff,1.0,0.0,0.0,0.0
84a96abffffffff,16.0,0.0,0.0,0.0
84a96adffffffff,3.0,0.0,0.0,0.0
84a96b1ffffffff,2.0,0.0,0.0,0.0
84a96b5ffffffff,4.0,0.0,0.0,0.0
84a96b9ffffffff,20.0,0.0,0.0,0.0
84a96bdffffffff,1.0,0.0,0.0,0.0
84a96c5ffffffff,3.0,0.0,0.0,0.0
84a96e7ffffffff,2.0,0.0,0.0,0.0
84a9717ffffffff,4.0,0.0,0.0,0.0
84a9733ffffffff,4.0,0.0,0.0,0.0
84a973bffffffff,2.0,0.0,0.0,0.0
84b2659ffffffff,1.0,0.0,0.0,0.0
84b2709ffffffff,9.0,0.0,0.0,0.0
84b270bffffffff,2.0,0.0,0.0,0.0
84b340dffffffff,8.0,0.0,0.0,0.0
84b3421ffffffff,8.0,0.0,0.0,0.0
84b3423ffffffff,7.0,0.0,0.0,0.0
84b3425ffffffff,49.0,0.0,0.0,0.0
84b3427ffffffff,5.0,0.0,0.0,0.0
84b3429ffffffff,24.0,0.0,0.0,0.0
84b3435ffffffff,4.0,0.0,0.0,0.0
84b3437ffffffff,2.0,0.0,0.0,0.0
84b3439ffffffff,8.0,0.0,0.0,0.0
84b3445ffffffff,10.0,0.0,0.0,0.0
84b3447ffffffff,3.0,0.0,0.0,0.0
84b3461ffffffff,6.0,0.0,0.0,0.0
84b3463ffffffff,4.0,0.0,0.0,0.0
84b3467ffffffff,6.0,0.0,0.0,0.0
84b346bffffffff,3.0,0.0,0.0,0.0
84b3511ffffffff,2.0,0.0,0.0,0.0
84b3513ffffffff,39.0,0.0,0.0,0.0
84b3585ffffffff,6.0,0.0,0.0,0.0
84b3589ffffffff,8.0,0.0,0.0,0.0
84b358dffffffff,2.0,0.0,0.0,0.0
84b35b5ffffffff,1.0,0.0,0.0,0.0
84b35bdffffffff,15.0,0.0,0.0,0.0
84b35c1ffffffff,2.0,0.0,0.0,0.0
84b35c5ffffffff,15.0,0.0,0.0,0.0
84b35c7ffffffff,11.0,0.0,0.0,0.0
84b35c9ffffffff,106.0,0.0,0.0,0.0
84b35cdffffffff,1.0,0.0,0.0,0.0
84b35e1ffffffff,14.0,0.0,0.0,0.0
84b35e9ffffffff,34.0,0.0,0.0,0.0
84b3611ffffffff,6.0,0.0,0.0,0.0
84b3617ffffffff,2.0,0.0,0.0,0.0
