cell_id,Icterus spurius,Icterus spurius spurius,Icterus spurius fuertesi
822ab7fffffffff,17257.0,10.0,0.0
822ad7fffffffff,2110.0,0.0,0.0
822af7fffffffff,2508.0,0.0,0.0
822b1ffffffffff,238.0,0.0,0.0
822b8ffffffffff,816.0,0.0,0.0
822b9ffffffffff,2797.0,12.0,0.0
822baffffffffff,88.0,0.0,0.0
824407fffffffff,2.0,0.0,0.0
824417fffffffff,678.0,2.0,0.0
82441ffffffffff,1128.0,0.0,0.0
824427fffffffff,3.0,0.0,0.0
824447fffffffff,3451.0,0.0,0.0
82444ffffffffff,1939.0,0.0,0.0
824457fffffffff,4428.0,0.0,0.0
82445ffffffffff,1345.0,0.0,0.0
824467fffffffff,896.0,0.0,0.0
82446ffffffffff,16380.0,0.0,0.0
824477fffffffff,2686.0,0.0,0.0
8244a7fffffffff,74.0,0.0,0.0
8244affffffffff,349.0,0.0,0.0
8244c7fffffffff,3816.0,0.0,0.0
8244cffffffffff,3275.0,0.0,0.0
8244d7fffffffff,3500.0,0.0,0.0
8244dffffffffff,3828.0,0.0,0.0
8244e7fffffffff,1439.0,0.0,0.0
8244effffffffff,1326.0,0.0,0.0
8244f7fffffffff,1214.0,0.0,0.0
824507fffffffff,745.0,75.0,0.0
82450ffffffffff,2786.0,497.0,0.0
82451ffffffffff,24.0,5.0,0.0
824527fffffffff,4524.0,95.0,0.0
82452ffffffffff,8522.0,394.0,0.0
824537fffffffff,618.0,0.0,0.0
824577fffffffff,525.0,164.0,0.0
824807fffffffff,99.0,0.0,0.0
82480ffffffffff,148.0,0.0,0.0
824817fffffffff,117.0,0.0,0.0
82481ffffffffff,1.0,0.0,0.0
824837fffffffff,3446.0,4.0,0.0
824857fffffffff,21.0,0.0,0.0
824887fffffffff,1436.0,0.0,0.0
82488ffffffffff,2145.0,0.0,0.0
824897fffffffff,5080.0,11.0,0.0
82489ffffffffff,6247.0,0.0,0.0
8248a7fffffffff,125.0,0.0,0.0
8248affffffffff,524.0,0.0,0.0
8248b7fffffffff,5318.0,0.0,0.0
8248c7fffffffff,4.0,0.0,0.0
8248d7fffffffff,493.0,0.0,0.0
8248dffffffffff,7.0,0.0,0.0
8248e7fffffffff,27.0,0.0,0.0
8248f7fffffffff,348.0,0.0,0.0
824987fffffffff,356.0,3.0,0.0
82498ffffffffff,20.0,0.0,0.0
824997fffffffff,3264.0,235.0,8.0
82499ffffffffff,41.0,0.0,0.0
8249a7fffffffff,143.0,0.0,0.0
8249affffffffff,1430.0,34.0,0.0
8249b7fffffffff,556.0,9.0,0.0
826607fffffffff,85.0,0.0,0.0
82660ffffffffff,10.0,0.0,0.0
826617fffffffff,633.0,50.0,0.0
82661ffffffffff,42.0,0.0,0.0
826627fffffffff,49.0,4.0,0.0
82662ffffffffff,4.0,0.0,0.0
826637fffffffff,2.0,0.0,0.0
826677fffffffff,4.0,0.0,0.0
8266a7fffffffff,1029.0,69.0,0.0
8266b7fffffffff,985.0,9.0,0.0
8266e7fffffffff,4.0,1.0,0.0
8266f7fffffffff,152.0,9.0,0.0
826797fffffffff,45.0,0.0,0.0
82679ffffffffff,173.0,0.0,0.0
826d07fffffffff,820.0,127.0,4.0
826d17fffffffff,723.0,0.0,0.0
826d27fffffffff,836.0,89.0,0.0
826d2ffffffffff,3704.0,157.0,2.0
826d37fffffffff,3685.0,251.0,93.0
826d67fffffffff,2332.0,0.0,0.0
826d6ffffffffff,3647.0,0.0,0.0
826d77fffffffff,1374.0,0.0,0.0
