cell_id,Geospizopsis unicolor,Geospizopsis unicolor nivaria/geospizopsis,Geospizopsis unicolor inca,Geospizopsis unicolor [unicolor Group]
83b2cbfffffffff,2.0,0.0,0.0,0.0
83b2cefffffffff,27.0,0.0,0.0,0.0
83b2d9fffffffff,22.0,0.0,0.0,0.0
83b2e0fffffffff,5.0,0.0,0.0,0.0
83b2e1fffffffff,2.0,0.0,0.0,0.0
83b2e2fffffffff,1.0,0.0,0.0,0.0
83b2e3fffffffff,169.0,0.0,0.0,0.0
83b2e4fffffffff,117.0,0.0,0.0,0.0
83b2e6fffffffff,2.0,0.0,0.0,0.0
83b2eafffffffff,62.0,0.0,0.0,0.0
83b2eefffffffff,122.0,0.0,0.0,0.0
83b300fffffffff,2.0,0.0,0.0,0.0
83b301fffffffff,14.0,0.0,0.0,0.0
83b304fffffffff,35.0,0.0,0.0,0.0
83b305fffffffff,925.0,0.0,0.0,0.0
83b308fffffffff,8.0,0.0,0.0,0.0
83b309fffffffff,7.0,0.0,0.0,0.0
83b30afffffffff,2.0,0.0,0.0,0.0
83b30bfffffffff,118.0,0.0,0.0,0.0
83b30cfffffffff,16.0,0.0,0.0,0.0
83b30efffffffff,19.0,0.0,0.0,0.0
83b320fffffffff,12.0,0.0,0.0,0.0
83b321fffffffff,27.0,0.0,0.0,0.0
83b322fffffffff,20.0,0.0,0.0,0.0
83b323fffffffff,40.0,0.0,0.0,0.0
83b324fffffffff,6.0,0.0,0.0,0.0
83b325fffffffff,77.0,0.0,0.0,0.0
83b326fffffffff,8.0,0.0,0.0,0.0
83b32afffffffff,8.0,0.0,0.0,0.0
83b32cfffffffff,13.0,0.0,0.0,0.0
83b32dfffffffff,7.0,0.0,0.0,0.0
83b32efffffffff,2.0,0.0,0.0,0.0
83b331fffffffff,2.0,0.0,0.0,0.0
83b334fffffffff,37.0,0.0,0.0,0.0
83b335fffffffff,56.0,0.0,0.0,0.0
83b342fffffffff,71.0,0.0,0.0,0.0
83b346fffffffff,26.0,0.0,0.0,0.0
83b350fffffffff,3.0,0.0,0.0,0.0
83b351fffffffff,37.0,0.0,0.0,0.0
83b352fffffffff,32.0,0.0,0.0,0.0
83b353fffffffff,52.0,0.0,0.0,0.0
83b354fffffffff,89.0,0.0,0.0,0.0
83b355fffffffff,93.0,0.0,0.0,0.0
83b356fffffffff,36.0,0.0,0.0,0.0
83b35afffffffff,204.0,0.0,0.0,0.0
83b35efffffffff,201.0,0.0,0.0,0.0
83b371fffffffff,4.0,0.0,0.0,0.0
83b372fffffffff,7.0,0.0,0.0,0.0
83b373fffffffff,187.0,0.0,0.0,0.0
83b376fffffffff,2.0,0.0,0.0,0.0
83ce80fffffffff,57.0,0.0,0.0,0.0
83ce81fffffffff,11.0,0.0,0.0,0.0
83ce83fffffffff,30.0,0.0,0.0,0.0
83ce85fffffffff,61.0,0.0,0.0,0.0
83ce8efffffffff,3.0,0.0,0.0,0.0
83ce98fffffffff,3.0,0.0,0.0,0.0
83ce99fffffffff,45.0,0.0,0.0,0.0
83ce9bfffffffff,6.0,0.0,0.0,0.0
83ce9cfffffffff,11.0,0.0,0.0,0.0
83ce9dfffffffff,36.0,0.0,0.0,0.0
83cea0fffffffff,3.0,0.0,0.0,0.0
83cea1fffffffff,4.0,0.0,0.0,0.0
83cea3fffffffff,13.0,0.0,0.0,0.0
83cf12fffffffff,96.0,0.0,0.0,0.0
83cf16fffffffff,2.0,0.0,0.0,0.0
83cf88fffffffff,5.0,0.0,0.0,0.0
83cf8cfffffffff,12.0,0.0,0.0,0.0
83cf8efffffffff,180.0,0.0,0.0,0.0
83cfa2fffffffff,2.0,0.0,0.0,0.0
83cfa8fffffffff,24.0,0.0,0.0,0.0
83cfaafffffffff,12.0,0.0,0.0,0.0
83cfacfffffffff,29.0,0.0,0.0,0.0
83df68fffffffff,32.0,0.0,0.0,0.0
83df69fffffffff,14.0,0.0,0.0,0.0
83df6dfffffffff,7.0,0.0,0.0,0.0
