cell_id,Glyphorynchus spirurus,Glyphorynchus spirurus [pectoralis Group],Glyphorynchus spirurus [spirurus Group],Glyphorynchus spirurus albigularis,Glyphorynchus spirurus [cuneatus Group]
835f15fffffffff,2.0,0.0,0.0,0.0,0.0
835f16fffffffff,21.0,0.0,0.0,0.0,0.0
835f1cfffffffff,9.0,0.0,0.0,0.0,0.0
835f23fffffffff,1.0,0.0,0.0,0.0,0.0
835f28fffffffff,3.0,0.0,0.0,0.0,0.0
835f29fffffffff,19.0,0.0,0.0,0.0,0.0
835f2bfffffffff,543.0,0.0,0.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0,0.0,0.0
835f40fffffffff,13.0,0.0,0.0,0.0,0.0
835f42fffffffff,32.0,0.0,0.0,0.0,0.0
835f4afffffffff,5.0,0.0,0.0,0.0,0.0
835f4bfffffffff,3.0,0.0,0.0,0.0,0.0
835f50fffffffff,1.0,0.0,0.0,0.0,0.0
835f54fffffffff,48.0,0.0,0.0,0.0,0.0
835f5dfffffffff,8.0,0.0,0.0,0.0,0.0
835f68fffffffff,22.0,0.0,0.0,0.0,0.0
835f70fffffffff,1.0,0.0,0.0,0.0,0.0
835f71fffffffff,88.0,0.0,1.0,0.0,0.0
835f75fffffffff,48.0,0.0,0.0,0.0,0.0
835f76fffffffff,2.0,0.0,0.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0,0.0,0.0
836608fffffffff,184.0,0.0,0.0,0.0,0.0
836609fffffffff,2.0,0.0,0.0,0.0,0.0
83660afffffffff,99.0,0.0,0.0,0.0,0.0
83660bfffffffff,6.0,0.0,0.0,0.0,0.0
83660cfffffffff,4.0,0.0,0.0,0.0,0.0
83660dfffffffff,17.0,0.0,0.0,0.0,0.0
83660efffffffff,9.0,0.0,0.0,0.0,0.0
836610fffffffff,236.0,0.0,0.0,0.0,0.0
836611fffffffff,42.0,0.0,0.0,0.0,0.0
836612fffffffff,4.0,0.0,0.0,0.0,0.0
836613fffffffff,369.0,0.0,0.0,0.0,0.0
836616fffffffff,210.0,0.0,0.0,0.0,0.0
836618fffffffff,12.0,0.0,0.0,0.0,0.0
836619fffffffff,746.0,0.0,0.0,0.0,0.0
83661afffffffff,111.0,0.0,0.0,0.0,0.0
83661bfffffffff,786.0,42.0,0.0,0.0,0.0
83661cfffffffff,64.0,0.0,0.0,0.0,0.0
83661dfffffffff,44.0,0.0,0.0,0.0,0.0
83661efffffffff,114.0,0.0,0.0,0.0,0.0
836629fffffffff,7.0,0.0,0.0,0.0,0.0
83662bfffffffff,8.0,0.0,0.0,0.0,0.0
83662dfffffffff,2.0,0.0,0.0,0.0,0.0
83662efffffffff,1.0,0.0,0.0,0.0,0.0
836641fffffffff,278.0,0.0,0.0,0.0,0.0
836645fffffffff,4.0,0.0,0.0,0.0,0.0
836646fffffffff,1.0,0.0,0.0,0.0,0.0
836648fffffffff,7.0,0.0,0.0,0.0,0.0
83664dfffffffff,1.0,0.0,0.0,0.0,0.0
83664efffffffff,4.0,0.0,0.0,0.0,0.0
836652fffffffff,4.0,0.0,0.0,0.0,0.0
836653fffffffff,6.0,0.0,0.0,0.0,0.0
836654fffffffff,3.0,0.0,0.0,0.0,0.0
836656fffffffff,27.0,0.0,0.0,0.0,0.0
83665afffffffff,230.0,0.0,0.0,0.0,0.0
83665bfffffffff,113.0,0.0,0.0,0.0,0.0
83665efffffffff,4.0,0.0,0.0,0.0,0.0
836663fffffffff,8.0,0.0,0.0,0.0,0.0
83666afffffffff,2.0,0.0,0.0,0.0,0.0
83666bfffffffff,1.0,0.0,0.0,0.0,0.0
83666cfffffffff,4.0,0.0,0.0,0.0,0.0
83666efffffffff,13.0,0.0,0.0,0.0,0.0
836670fffffffff,2.0,0.0,0.0,0.0,0.0
836672fffffffff,2.0,0.0,0.0,0.0,0.0
836676fffffffff,4.0,0.0,0.0,0.0,0.0
8366a0fffffffff,719.0,0.0,0.0,0.0,0.0
8366a2fffffffff,4.0,0.0,0.0,0.0,0.0
8366a5fffffffff,638.0,0.0,0.0,0.0,0.0
8366b0fffffffff,1112.0,0.0,0.0,0.0,0.0
8366b1fffffffff,6.0,0.0,0.0,0.0,0.0
8366b4fffffffff,2271.0,0.0,0.0,0.0,0.0
8366b5fffffffff,1461.0,0.0,0.0,0.0,0.0
8366b6fffffffff,46.0,0.0,0.0,0.0,0.0
8366c0fffffffff,63.0,0.0,0.0,0.0,0.0
8366c1fffffffff,9.0,0.0,0.0,0.0,0.0
8366c2fffffffff,381.0,0.0,0.0,0.0,0.0
8366c3fffffffff,7.0,0.0,1.0,0.0,0.0
8366c5fffffffff,103.0,0.0,0.0,0.0,0.0
8366c6fffffffff,3.0,0.0,0.0,0.0,0.0
8366c9fffffffff,10.0,0.0,0.0,0.0,0.0
8366cdfffffffff,9.0,0.0,0.0,0.0,0.0
8366cefffffffff,81.0,0.0,0.0,0.0,0.0
8366d0fffffffff,2194.0,68.0,0.0,0.0,0.0
8366d1fffffffff,548.0,0.0,0.0,0.0,0.0
8366d2fffffffff,100.0,1.0,0.0,0.0,0.0
8366d3fffffffff,3393.0,201.0,0.0,0.0,0.0
8366d5fffffffff,29.0,0.0,0.0,0.0,0.0
8366d8fffffffff,112.0,0.0,5.0,0.0,0.0
8366dafffffffff,225.0,0.0,21.0,0.0,0.0
8366dbfffffffff,11.0,0.0,0.0,0.0,0.0
8366dcfffffffff,523.0,0.0,23.0,0.0,0.0
8366ddfffffffff,81.0,0.0,9.0,0.0,0.0
8366defffffffff,778.0,0.0,45.0,0.0,0.0
8366e0fffffffff,165.0,0.0,0.0,0.0,0.0
8366e1fffffffff,25.0,0.0,0.0,0.0,0.0
8366e3fffffffff,56.0,0.0,0.0,0.0,0.0
8366e4fffffffff,18.0,0.0,0.0,0.0,0.0
8366e5fffffffff,443.0,0.0,0.0,0.0,0.0
8366e6fffffffff,21.0,0.0,0.0,0.0,0.0
8366e8fffffffff,7.0,0.0,0.0,0.0,0.0
8366e9fffffffff,5.0,0.0,0.0,0.0,0.0
8366eafffffffff,2.0,0.0,0.0,0.0,0.0
8366ecfffffffff,186.0,0.0,0.0,0.0,0.0
8366eefffffffff,91.0,0.0,0.0,0.0,0.0
8366f0fffffffff,952.0,0.0,0.0,0.0,0.0
8366f1fffffffff,229.0,5.0,0.0,0.0,0.0
8366f3fffffffff,9.0,0.0,0.0,0.0,0.0
8366f5fffffffff,127.0,0.0,0.0,0.0,0.0
836753fffffffff,4.0,0.0,0.0,0.0,0.0
83675afffffffff,2.0,0.0,0.0,0.0,0.0
83675cfffffffff,2.0,0.0,0.0,0.0,0.0
83675efffffffff,2.0,0.0,0.0,0.0,0.0
836790fffffffff,15.0,0.0,0.0,0.0,0.0
836792fffffffff,2.0,0.0,0.0,0.0,0.0
836793fffffffff,4.0,0.0,0.0,0.0,0.0
836794fffffffff,3.0,0.0,0.0,0.0,0.0
836796fffffffff,109.0,0.0,0.0,0.0,0.0
83679afffffffff,2579.0,0.0,0.0,0.0,0.0
83679bfffffffff,358.0,0.0,0.0,0.0,0.0
836d20fffffffff,37.0,0.0,0.0,0.0,0.0
836d21fffffffff,124.0,13.0,0.0,0.0,0.0
836d22fffffffff,4.0,0.0,0.0,0.0,0.0
836d23fffffffff,2.0,0.0,0.0,0.0,0.0
836d2cfffffffff,276.0,33.0,0.0,0.0,0.0
836d2dfffffffff,67.0,19.0,0.0,0.0,0.0
836d30fffffffff,11.0,0.0,0.0,0.0,0.0
836d31fffffffff,49.0,4.0,0.0,0.0,0.0
836d35fffffffff,1.0,0.0,0.0,0.0,0.0
836d68fffffffff,1307.0,0.0,0.0,0.0,0.0
836d69fffffffff,8196.0,0.0,0.0,0.0,0.0
836d6dfffffffff,236.0,0.0,0.0,0.0,0.0
838044fffffffff,12.0,0.0,0.0,0.0,0.0
838046fffffffff,311.0,0.0,1.0,0.0,0.0
83804cfffffffff,5.0,0.0,0.0,0.0,0.0
83804dfffffffff,1.0,0.0,1.0,0.0,0.0
838055fffffffff,2.0,0.0,0.0,0.0,0.0
838061fffffffff,13.0,0.0,0.0,0.0,0.0
838062fffffffff,8.0,0.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0,0.0
838065fffffffff,13.0,0.0,0.0,0.0,0.0
838066fffffffff,21.0,0.0,0.0,0.0,0.0
838068fffffffff,4.0,0.0,0.0,0.0,0.0
83806afffffffff,6.0,0.0,0.0,0.0,0.0
83806bfffffffff,30.0,0.0,0.0,0.0,0.0
838071fffffffff,14.0,0.0,0.0,0.0,0.0
838072fffffffff,3.0,0.0,0.0,0.0,0.0
838073fffffffff,7.0,0.0,0.0,0.0,0.0
838075fffffffff,3.0,0.0,0.0,0.0,0.0
838114fffffffff,3.0,0.0,0.0,0.0,0.0
838132fffffffff,39.0,0.0,0.0,0.0,4.0
838133fffffffff,5.0,0.0,0.0,0.0,2.0
838136fffffffff,4.0,0.0,0.0,0.0,0.0
838140fffffffff,11.0,0.0,0.0,0.0,0.0
838143fffffffff,2.0,0.0,0.0,0.0,0.0
83814afffffffff,69.0,0.0,0.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0,0.0,0.0
83814dfffffffff,9.0,0.0,0.0,0.0,0.0
83814efffffffff,30.0,0.0,0.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0,0.0,0.0
83815dfffffffff,12.0,0.0,0.0,0.0,0.0
838163fffffffff,4.0,0.0,0.0,0.0,0.0
838a00fffffffff,19.0,0.0,0.0,0.0,0.0
838a01fffffffff,10.0,0.0,0.0,0.0,0.0
838a04fffffffff,5.0,0.0,0.0,0.0,0.0
838a05fffffffff,41.0,0.0,0.0,0.0,2.0
838a06fffffffff,1.0,0.0,0.0,0.0,0.0
838a10fffffffff,26.0,0.0,0.0,0.0,0.0
838a15fffffffff,17.0,0.0,1.0,0.0,0.0
838a1afffffffff,10.0,0.0,0.0,0.0,0.0
838a21fffffffff,13.0,0.0,0.0,0.0,3.0
838a23fffffffff,3.0,0.0,0.0,0.0,0.0
838a24fffffffff,6.0,0.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0,0.0
838a31fffffffff,35.0,0.0,0.0,0.0,4.0
838a33fffffffff,18.0,0.0,0.0,0.0,0.0
838a41fffffffff,2.0,0.0,0.0,0.0,0.0
838a45fffffffff,130.0,0.0,0.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0,0.0,0.0
838a63fffffffff,51.0,0.0,3.0,0.0,0.0
838a68fffffffff,16.0,0.0,0.0,0.0,0.0
838a69fffffffff,151.0,0.0,0.0,0.0,0.0
838a6dfffffffff,389.0,0.0,0.0,0.0,0.0
838a70fffffffff,6.0,0.0,0.0,0.0,0.0
838a73fffffffff,6.0,0.0,0.0,0.0,0.0
838a75fffffffff,8.0,0.0,0.0,0.0,0.0
838a80fffffffff,13.0,0.0,0.0,0.0,0.0
838a81fffffffff,6.0,0.0,0.0,0.0,0.0
838a82fffffffff,14.0,0.0,0.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0,0.0,0.0
838a92fffffffff,11.0,0.0,0.0,0.0,0.0
838a9cfffffffff,24.0,0.0,0.0,0.0,0.0
838aa8fffffffff,6.0,0.0,0.0,0.0,0.0
838aa9fffffffff,6.0,0.0,0.0,0.0,0.0
838aaafffffffff,29.0,0.0,0.0,0.0,0.0
838aabfffffffff,2.0,0.0,0.0,0.0,0.0
838ad1fffffffff,5.0,0.0,0.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0,0.0,0.0
838adbfffffffff,4.0,0.0,4.0,0.0,0.0
838adcfffffffff,25.0,0.0,0.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0,0.0,0.0
838ae5fffffffff,3.0,0.0,0.0,0.0,0.0
838ae6fffffffff,1.0,0.0,0.0,0.0,0.0
838af0fffffffff,60.0,0.0,0.0,0.0,0.0
838af1fffffffff,1.0,0.0,0.0,0.0,0.0
838af2fffffffff,210.0,0.0,4.0,0.0,0.0
838af4fffffffff,65.0,0.0,0.0,0.0,4.0
838af6fffffffff,701.0,0.0,29.0,0.0,0.0
838b0cfffffffff,3.0,0.0,0.0,0.0,0.0
838b1afffffffff,2.0,0.0,0.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0,0.0
838b1dfffffffff,1.0,0.0,0.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0,0.0,0.0
838b22fffffffff,4.0,0.0,0.0,0.0,0.0
838b2cfffffffff,2.0,0.0,0.0,0.0,0.0
838b2efffffffff,12.0,0.0,0.0,0.0,0.0
838b40fffffffff,47.0,0.0,0.0,0.0,0.0
838b44fffffffff,464.0,0.0,0.0,0.0,0.0
838b45fffffffff,3.0,0.0,0.0,0.0,0.0
838b46fffffffff,27.0,0.0,0.0,0.0,0.0
838b4efffffffff,4.0,0.0,0.0,0.0,0.0
838b51fffffffff,2.0,0.0,0.0,0.0,0.0
838b52fffffffff,4.0,0.0,0.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0,0.0,0.0
838b56fffffffff,3.0,0.0,0.0,0.0,0.0
838b5cfffffffff,12.0,0.0,3.0,0.0,0.0
838b61fffffffff,283.0,0.0,0.0,0.0,0.0
838b62fffffffff,70.0,0.0,0.0,0.0,0.0
838b63fffffffff,249.0,0.0,0.0,0.0,0.0
838b68fffffffff,2.0,0.0,0.0,0.0,0.0
838b69fffffffff,25.0,0.0,0.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0,0.0,0.0
838b6efffffffff,66.0,0.0,0.0,0.0,0.0
838b71fffffffff,143.0,0.0,0.0,0.0,0.0
838b72fffffffff,3.0,0.0,0.0,0.0,0.0
838b74fffffffff,2.0,0.0,0.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0,0.0,0.0
838b82fffffffff,4.0,0.0,0.0,0.0,0.0
838b84fffffffff,25.0,0.0,0.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0,0.0,0.0
838b8dfffffffff,1.0,0.0,0.0,0.0,0.0
838b96fffffffff,5.0,0.0,0.0,0.0,0.0
838b98fffffffff,1.0,0.0,0.0,0.0,0.0
838b99fffffffff,31.0,0.0,0.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0,0.0,0.0
838b9dfffffffff,245.0,0.0,0.0,0.0,14.0
838ba0fffffffff,7.0,0.0,0.0,0.0,0.0
838e64fffffffff,29.0,0.0,0.0,0.0,0.0
838e65fffffffff,2.0,0.0,0.0,0.0,0.0
838f0dfffffffff,395.0,1.0,0.0,0.0,0.0
838f28fffffffff,2.0,0.0,0.0,0.0,0.0
838f29fffffffff,79.0,0.0,0.0,0.0,0.0
838f2afffffffff,18.0,0.0,0.0,0.0,0.0
838f2bfffffffff,38.0,0.0,0.0,0.0,0.0
838f2cfffffffff,139.0,0.0,0.0,0.0,0.0
838f2dfffffffff,2.0,0.0,0.0,0.0,0.0
838f40fffffffff,95.0,0.0,0.0,0.0,0.0
838f41fffffffff,2.0,0.0,0.0,0.0,0.0
838f43fffffffff,23.0,0.0,0.0,0.0,0.0
838f44fffffffff,6.0,0.0,0.0,0.0,0.0
838f46fffffffff,169.0,0.0,0.0,0.0,0.0
838f48fffffffff,45.0,0.0,0.0,0.0,0.0
838f4afffffffff,15.0,0.0,0.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0,0.0,0.0
838f59fffffffff,4.0,0.0,0.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0,0.0,0.0
838f5dfffffffff,2.0,0.0,0.0,0.0,0.0
838f61fffffffff,53.0,0.0,0.0,0.0,0.0
838f63fffffffff,1.0,0.0,0.0,0.0,0.0
838f65fffffffff,187.0,0.0,0.0,0.0,0.0
838f6bfffffffff,31.0,0.0,9.0,0.0,0.0
838f6efffffffff,8.0,0.0,0.0,0.0,0.0
838f70fffffffff,31.0,0.0,0.0,0.0,0.0
838f71fffffffff,41.0,0.0,0.0,0.0,0.0
838f72fffffffff,462.0,0.0,41.0,0.0,0.0
838f73fffffffff,4.0,0.0,2.0,0.0,0.0
838f74fffffffff,61.0,0.0,0.0,0.0,0.0
838f76fffffffff,20.0,0.0,0.0,0.0,0.0
83a596fffffffff,143.0,0.0,0.0,0.0,11.0
83a859fffffffff,1.0,0.0,0.0,0.0,0.0
83a85dfffffffff,4.0,0.0,0.0,0.0,0.0
83a882fffffffff,2.0,0.0,0.0,0.0,0.0
83a891fffffffff,53.0,0.0,0.0,0.0,1.0
83b325fffffffff,4.0,0.0,0.0,0.0,0.0
