cell_id,Molothrus aeneus,Molothrus aeneus [aeneus Group],Molothrus aeneus armenti
8448005ffffffff,3.0,0.0,0.0
8448007ffffffff,3.0,0.0,0.0
8448017ffffffff,17.0,0.0,0.0
8448029ffffffff,2.0,0.0,0.0
844802bffffffff,45.0,0.0,0.0
844803bffffffff,16.0,0.0,0.0
8448061ffffffff,7.0,0.0,0.0
8448065ffffffff,49.0,0.0,0.0
8448067ffffffff,4.0,0.0,0.0
844806dffffffff,36.0,0.0,0.0
8448085ffffffff,2.0,0.0,0.0
8448097ffffffff,42.0,0.0,0.0
84480a1ffffffff,1.0,0.0,0.0
84480a3ffffffff,7.0,0.0,0.0
84480a5ffffffff,9.0,0.0,0.0
84480a9ffffffff,9.0,0.0,0.0
84480abffffffff,2.0,0.0,0.0
84480adffffffff,306.0,0.0,0.0
84480b9ffffffff,3.0,0.0,0.0
84480bbffffffff,26.0,0.0,0.0
84480bdffffffff,8.0,0.0,0.0
84480e1ffffffff,13.0,0.0,0.0
84480e5ffffffff,29.0,0.0,0.0
84480edffffffff,8.0,0.0,0.0
8448101ffffffff,5.0,0.0,0.0
8448107ffffffff,1.0,0.0,0.0
844810dffffffff,2.0,0.0,0.0
8448121ffffffff,2.0,0.0,0.0
8448125ffffffff,4.0,0.0,0.0
8448127ffffffff,3.0,0.0,0.0
8448129ffffffff,2.0,0.0,0.0
8448143ffffffff,5.0,0.0,0.0
8448145ffffffff,2.0,0.0,0.0
8448147ffffffff,39.0,0.0,0.0
844814bffffffff,2.0,0.0,0.0
844814dffffffff,8.0,0.0,0.0
8448159ffffffff,2.0,0.0,0.0
844815bffffffff,17.0,0.0,0.0
8448165ffffffff,2.0,0.0,0.0
844816bffffffff,4.0,0.0,0.0
844818dffffffff,1.0,0.0,0.0
8448193ffffffff,2.0,0.0,0.0
844819dffffffff,2.0,0.0,0.0
84481a7ffffffff,14.0,0.0,0.0
84481b1ffffffff,2.0,0.0,0.0
84481b5ffffffff,14.0,0.0,0.0
84481bbffffffff,4.0,0.0,0.0
84481bdffffffff,5.0,0.0,0.0
84481d9ffffffff,2.0,0.0,0.0
84481dbffffffff,6.0,0.0,0.0
8448305ffffffff,3.0,0.0,0.0
8448325ffffffff,6.0,0.0,0.0
8448329ffffffff,24.0,0.0,0.0
844832bffffffff,32.0,0.0,0.0
8448331ffffffff,74.0,0.0,0.0
8448333ffffffff,43.0,0.0,0.0
8448337ffffffff,32.0,0.0,0.0
844833bffffffff,118.0,0.0,0.0
844833dffffffff,6.0,0.0,0.0
8448361ffffffff,446.0,14.0,0.0
8448363ffffffff,1054.0,27.0,0.0
8448365ffffffff,238.0,18.0,0.0
8448367ffffffff,55.0,2.0,0.0
8448369ffffffff,923.0,18.0,0.0
844836dffffffff,49.0,0.0,0.0
844852dffffffff,3.0,0.0,0.0
8448565ffffffff,20.0,0.0,0.0
8448567ffffffff,30.0,0.0,0.0
844856bffffffff,2.0,0.0,0.0
8448597ffffffff,22.0,0.0,0.0
84485b5ffffffff,5.0,0.0,0.0
84485bbffffffff,4.0,0.0,0.0
84485e1ffffffff,2.0,0.0,0.0
84485e7ffffffff,3.0,0.0,0.0
8448803ffffffff,15.0,0.0,0.0
8448805ffffffff,7.0,0.0,0.0
8448807ffffffff,10.0,0.0,0.0
844880dffffffff,243.0,2.0,0.0
8448815ffffffff,19.0,0.0,0.0
8448817ffffffff,9.0,0.0,0.0
8448821ffffffff,7.0,0.0,0.0
8448823ffffffff,11.0,0.0,0.0
8448825ffffffff,305.0,0.0,0.0
8448827ffffffff,43.0,0.0,0.0
8448829ffffffff,6.0,0.0,0.0
844882bffffffff,30.0,0.0,0.0
844882dffffffff,166.0,0.0,0.0
8448831ffffffff,182.0,0.0,0.0
8448833ffffffff,153.0,0.0,0.0
8448835ffffffff,37.0,0.0,0.0
8448837ffffffff,154.0,0.0,0.0
8448839ffffffff,26.0,0.0,0.0
844883bffffffff,10.0,0.0,0.0
844883dffffffff,26.0,0.0,0.0
8448845ffffffff,16.0,0.0,0.0
8448847ffffffff,1.0,0.0,0.0
8448849ffffffff,7.0,2.0,0.0
844884bffffffff,19.0,5.0,0.0
844884dffffffff,3.0,0.0,0.0
8448853ffffffff,3.0,0.0,0.0
8448861ffffffff,43.0,0.0,0.0
8448863ffffffff,13.0,0.0,0.0
8448865ffffffff,36.0,0.0,0.0
8448867ffffffff,56.0,0.0,0.0
8448869ffffffff,106.0,0.0,0.0
844886bffffffff,130.0,0.0,0.0
844886dffffffff,26.0,0.0,0.0
8448881ffffffff,44.0,0.0,0.0
8448883ffffffff,10.0,0.0,0.0
8448885ffffffff,16.0,0.0,0.0
8448887ffffffff,2.0,0.0,0.0
8448889ffffffff,14.0,0.0,0.0
8448893ffffffff,2.0,0.0,0.0
8448895ffffffff,20.0,0.0,0.0
8448899ffffffff,5.0,0.0,0.0
844889bffffffff,5.0,0.0,0.0
844889dffffffff,25.0,0.0,0.0
84488a1ffffffff,8.0,0.0,0.0
84488a3ffffffff,4.0,0.0,0.0
84488a7ffffffff,20.0,0.0,0.0
84488a9ffffffff,35.0,0.0,0.0
84488abffffffff,7.0,0.0,0.0
84488b1ffffffff,6.0,0.0,0.0
84488b3ffffffff,69.0,0.0,0.0
84488b9ffffffff,16.0,0.0,0.0
84488bbffffffff,4.0,0.0,0.0
84488bdffffffff,8.0,0.0,0.0
84488c7ffffffff,2.0,0.0,0.0
84488d1ffffffff,384.0,0.0,0.0
84488d3ffffffff,34.0,0.0,0.0
84488d5ffffffff,30.0,0.0,0.0
84488d7ffffffff,2.0,0.0,0.0
84488d9ffffffff,42.0,0.0,0.0
84488dbffffffff,8.0,0.0,0.0
84488ddffffffff,21.0,0.0,0.0
84488e1ffffffff,67.0,0.0,0.0
84488e3ffffffff,9.0,0.0,0.0
84488e7ffffffff,2.0,0.0,0.0
84488e9ffffffff,123.0,0.0,0.0
84488ebffffffff,96.0,0.0,0.0
84488edffffffff,208.0,0.0,0.0
8448901ffffffff,2.0,0.0,0.0
8448903ffffffff,70.0,0.0,0.0
8448907ffffffff,77.0,0.0,0.0
844890bffffffff,272.0,0.0,0.0
8448911ffffffff,30.0,0.0,0.0
8448913ffffffff,3.0,0.0,0.0
8448915ffffffff,96.0,0.0,0.0
8448917ffffffff,4.0,0.0,0.0
8448919ffffffff,93.0,0.0,0.0
844891bffffffff,55.0,0.0,0.0
844891dffffffff,50.0,0.0,0.0
8448923ffffffff,360.0,0.0,0.0
8448927ffffffff,2.0,0.0,0.0
844892bffffffff,2.0,0.0,0.0
8448933ffffffff,15.0,0.0,0.0
8448935ffffffff,2.0,0.0,0.0
8448939ffffffff,15.0,0.0,0.0
844893dffffffff,49.0,0.0,0.0
8448951ffffffff,915.0,0.0,0.0
8448953ffffffff,138.0,0.0,0.0
8448955ffffffff,830.0,2.0,0.0
8448957ffffffff,134.0,0.0,0.0
8448959ffffffff,870.0,0.0,0.0
844895bffffffff,87.0,0.0,0.0
844895dffffffff,5.0,0.0,0.0
8448981ffffffff,77.0,0.0,0.0
8448983ffffffff,1.0,0.0,0.0
8448985ffffffff,7.0,0.0,0.0
8448987ffffffff,2.0,0.0,0.0
8448989ffffffff,7.0,0.0,0.0
844898bffffffff,1.0,0.0,0.0
844898dffffffff,190.0,0.0,0.0
8448991ffffffff,2.0,0.0,0.0
8448993ffffffff,3.0,0.0,0.0
8448999ffffffff,11.0,0.0,0.0
844899bffffffff,8.0,0.0,0.0
844899dffffffff,2.0,0.0,0.0
84489abffffffff,8.0,0.0,0.0
84489c1ffffffff,288.0,0.0,0.0
84489c3ffffffff,63.0,0.0,0.0
84489c5ffffffff,58.0,0.0,0.0
84489c7ffffffff,16.0,0.0,0.0
84489c9ffffffff,63.0,0.0,0.0
84489cbffffffff,34.0,0.0,0.0
84489cdffffffff,58.0,0.0,0.0
84489d1ffffffff,21.0,0.0,0.0
84489d3ffffffff,238.0,0.0,0.0
84489d5ffffffff,2.0,0.0,0.0
84489d7ffffffff,3.0,0.0,0.0
84489d9ffffffff,31.0,0.0,0.0
84489dbffffffff,2.0,0.0,0.0
84489ddffffffff,8.0,0.0,0.0
84489e3ffffffff,118.0,0.0,0.0
84489e5ffffffff,4.0,0.0,0.0
84489e9ffffffff,5.0,0.0,0.0
84489ebffffffff,72.0,0.0,0.0
84489edffffffff,2.0,0.0,0.0
8448a05ffffffff,12.0,0.0,0.0
8448a07ffffffff,4.0,0.0,0.0
8448a09ffffffff,2.0,0.0,0.0
8448a1bffffffff,1.0,0.0,0.0
8448a21ffffffff,709.0,16.0,0.0
8448a23ffffffff,9.0,2.0,0.0
8448a25ffffffff,8.0,0.0,0.0
8448a27ffffffff,181.0,36.0,0.0
8448a29ffffffff,36.0,0.0,0.0
8448a2bffffffff,45.0,0.0,0.0
8448a2dffffffff,61.0,9.0,0.0
8448a35ffffffff,6.0,0.0,0.0
8448a39ffffffff,1.0,0.0,0.0
8448a3dffffffff,3.0,0.0,0.0
8448a63ffffffff,40.0,0.0,0.0
8448a67ffffffff,18.0,0.0,0.0
8448a6bffffffff,3.0,0.0,0.0
8448aa1ffffffff,2.0,0.0,0.0
8448ab3ffffffff,81.0,0.0,0.0
8448ab7ffffffff,154.0,0.0,0.0
8448ac9ffffffff,1.0,0.0,0.0
8448acbffffffff,1.0,0.0,0.0
8448ae5ffffffff,2.0,0.0,0.0
8448ae9ffffffff,2.0,0.0,0.0
8448b03ffffffff,2.0,0.0,0.0
8448b09ffffffff,11.0,3.0,0.0
8448b13ffffffff,984.0,25.0,0.0
8448b15ffffffff,2012.0,54.0,0.0
8448b17ffffffff,58.0,0.0,0.0
8448b19ffffffff,24.0,2.0,0.0
8448b1bffffffff,9.0,3.0,0.0
8448b1dffffffff,73.0,4.0,0.0
8448b23ffffffff,928.0,23.0,0.0
8448b2bffffffff,770.0,19.0,0.0
8448b31ffffffff,588.0,3.0,0.0
8448b33ffffffff,60.0,0.0,0.0
8448b35ffffffff,111.0,2.0,0.0
8448b37ffffffff,769.0,0.0,0.0
8448b39ffffffff,4881.0,137.0,0.0
8448b3bffffffff,92.0,0.0,0.0
8448b3dffffffff,2231.0,57.0,0.0
8448b47ffffffff,1.0,0.0,0.0
8448b4dffffffff,8.0,0.0,0.0
8448b51ffffffff,14.0,0.0,0.0
8448b53ffffffff,2.0,0.0,0.0
8448b59ffffffff,2.0,0.0,0.0
8448b5bffffffff,88.0,5.0,0.0
8448c05ffffffff,12.0,0.0,0.0
8448c07ffffffff,5.0,0.0,0.0
8448c09ffffffff,10.0,0.0,0.0
8448c0bffffffff,4.0,0.0,0.0
8448c19ffffffff,2.0,0.0,0.0
8448c1dffffffff,1.0,0.0,0.0
8448c2bffffffff,12.0,0.0,0.0
8448c2dffffffff,6.0,0.0,0.0
8448c47ffffffff,6.0,0.0,0.0
8448c51ffffffff,7.0,0.0,0.0
8448c57ffffffff,3.0,0.0,0.0
8448c59ffffffff,1704.0,0.0,0.0
8448c5bffffffff,16.0,0.0,0.0
8448c5dffffffff,4.0,0.0,0.0
8448c61ffffffff,9.0,0.0,0.0
8448c63ffffffff,64.0,0.0,0.0
8448c67ffffffff,13.0,0.0,0.0
8448c69ffffffff,6.0,0.0,0.0
8448c6dffffffff,6.0,0.0,0.0
8448cd3ffffffff,1.0,0.0,0.0
8448cd9ffffffff,6.0,0.0,0.0
8448cdbffffffff,15.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0
8448d09ffffffff,1.0,0.0,0.0
8448d0dffffffff,1.0,0.0,0.0
8448d29ffffffff,2.0,0.0,0.0
8448d2bffffffff,5.0,0.0,0.0
8448d2dffffffff,2.0,0.0,0.0
8448d33ffffffff,10.0,0.0,0.0
8448d35ffffffff,57.0,0.0,0.0
8448d37ffffffff,73.0,0.0,0.0
8448d43ffffffff,94.0,0.0,0.0
8448d4bffffffff,3.0,0.0,0.0
8448d5dffffffff,2.0,0.0,0.0
8448d65ffffffff,1.0,0.0,0.0
8448d69ffffffff,7.0,0.0,0.0
8448d6bffffffff,2.0,0.0,0.0
8448d6dffffffff,8.0,0.0,0.0
8448dedffffffff,2.0,0.0,0.0
8448e01ffffffff,2.0,0.0,0.0
8448e11ffffffff,2.0,0.0,0.0
8448e13ffffffff,6.0,0.0,0.0
8448e19ffffffff,2.0,0.0,0.0
8448e1bffffffff,3.0,0.0,0.0
8448e21ffffffff,2.0,0.0,0.0
8448e2dffffffff,1.0,0.0,0.0
8448e33ffffffff,46.0,0.0,0.0
8448e37ffffffff,55.0,0.0,0.0
8448e43ffffffff,3.0,0.0,0.0
8448e49ffffffff,16.0,0.0,0.0
8448e4bffffffff,3.0,0.0,0.0
8448e4dffffffff,27.0,0.0,0.0
8448e51ffffffff,3.0,0.0,0.0
8448e53ffffffff,4.0,0.0,0.0
8448e55ffffffff,23.0,0.0,0.0
8448e57ffffffff,6.0,0.0,0.0
8448e59ffffffff,3.0,0.0,0.0
8448e5bffffffff,92.0,0.0,0.0
8448e61ffffffff,2.0,0.0,0.0
8448e65ffffffff,3.0,0.0,0.0
8448e67ffffffff,2.0,0.0,0.0
8448e81ffffffff,161.0,0.0,0.0
8448e83ffffffff,17.0,0.0,0.0
8448e85ffffffff,1423.0,0.0,0.0
8448e87ffffffff,35.0,0.0,0.0
8448e89ffffffff,19.0,0.0,0.0
8448e8dffffffff,2450.0,0.0,0.0
8448e91ffffffff,10.0,0.0,0.0
8448e93ffffffff,8.0,0.0,0.0
8448e95ffffffff,16.0,0.0,0.0
8448e97ffffffff,25.0,0.0,0.0
8448e99ffffffff,2.0,0.0,0.0
8448e9bffffffff,2.0,0.0,0.0
8448ea1ffffffff,1.0,0.0,0.0
8448ea5ffffffff,1.0,0.0,0.0
8448ea9ffffffff,1.0,0.0,0.0
8448eabffffffff,31.0,0.0,0.0
8448eb1ffffffff,38.0,0.0,0.0
8448eb3ffffffff,275.0,0.0,0.0
8448eb5ffffffff,83.0,0.0,0.0
8448eb7ffffffff,7.0,0.0,0.0
8448eb9ffffffff,2.0,0.0,0.0
8448ebbffffffff,284.0,0.0,0.0
8448ebdffffffff,18.0,0.0,0.0
8448ec3ffffffff,14.0,0.0,0.0
8448ec5ffffffff,100.0,0.0,0.0
8448ec7ffffffff,809.0,0.0,0.0
8448ecdffffffff,3.0,0.0,0.0
8448ed3ffffffff,8.0,0.0,0.0
8448ee1ffffffff,278.0,0.0,0.0
8448ee3ffffffff,57.0,0.0,0.0
8448ee5ffffffff,15.0,0.0,0.0
8448ee7ffffffff,63.0,0.0,0.0
8448ee9ffffffff,748.0,0.0,0.0
8448eebffffffff,1097.0,0.0,0.0
8448eedffffffff,21.0,0.0,0.0
8448f21ffffffff,93.0,0.0,0.0
8448f23ffffffff,4.0,0.0,0.0
8448f25ffffffff,164.0,0.0,0.0
8448f2bffffffff,22.0,0.0,0.0
8448f2dffffffff,54.0,0.0,0.0
8448f31ffffffff,7.0,0.0,0.0
8448f37ffffffff,2.0,0.0,0.0
8448f3bffffffff,5.0,0.0,0.0
8448f3dffffffff,17.0,0.0,0.0
8448f5bffffffff,2.0,0.0,0.0
8448f61ffffffff,4.0,0.0,0.0
8448f65ffffffff,3.0,0.0,0.0
8448f67ffffffff,26.0,0.0,0.0
8449801ffffffff,128.0,0.0,0.0
8449803ffffffff,18.0,0.0,0.0
8449807ffffffff,18.0,0.0,0.0
8449809ffffffff,65.0,0.0,0.0
844980bffffffff,296.0,0.0,0.0
844980dffffffff,1.0,0.0,0.0
8449811ffffffff,1.0,0.0,0.0
8449815ffffffff,80.0,0.0,0.0
8449819ffffffff,2.0,0.0,0.0
8449821ffffffff,24.0,0.0,0.0
8449823ffffffff,22.0,0.0,0.0
8449825ffffffff,9.0,0.0,0.0
8449827ffffffff,19.0,0.0,0.0
8449829ffffffff,9.0,0.0,0.0
844982bffffffff,25.0,1.0,0.0
844982dffffffff,15.0,0.0,0.0
8449831ffffffff,43.0,0.0,0.0
8449833ffffffff,14.0,0.0,0.0
8449835ffffffff,9.0,0.0,0.0
8449839ffffffff,3.0,0.0,0.0
844983bffffffff,34.0,0.0,0.0
844983dffffffff,134.0,0.0,0.0
8449843ffffffff,2.0,0.0,0.0
8449845ffffffff,2.0,2.0,0.0
8449855ffffffff,38.0,4.0,0.0
8449861ffffffff,45.0,3.0,0.0
8449863ffffffff,21.0,0.0,0.0
8449865ffffffff,305.0,14.0,0.0
8449867ffffffff,44.0,10.0,0.0
8449869ffffffff,41.0,13.0,0.0
844986bffffffff,2.0,0.0,0.0
844986dffffffff,40.0,15.0,0.0
8449885ffffffff,14.0,0.0,0.0
8449889ffffffff,13.0,0.0,0.0
844988bffffffff,2.0,0.0,0.0
844988dffffffff,48.0,0.0,0.0
8449893ffffffff,2.0,0.0,0.0
84498bdffffffff,4.0,0.0,0.0
84498c5ffffffff,2.0,0.0,0.0
84498c7ffffffff,11.0,0.0,0.0
84498c9ffffffff,106.0,6.0,0.0
84498cdffffffff,1.0,0.0,0.0
84498d5ffffffff,2.0,0.0,0.0
84498d9ffffffff,2.0,0.0,0.0
84498dbffffffff,2.0,2.0,0.0
84498e1ffffffff,6.0,0.0,0.0
84498e3ffffffff,34.0,0.0,0.0
84498e9ffffffff,3.0,0.0,0.0
84498ebffffffff,22.0,0.0,0.0
84498edffffffff,30.0,0.0,0.0
8449901ffffffff,20.0,4.0,0.0
8449903ffffffff,9.0,0.0,0.0
8449905ffffffff,7.0,0.0,0.0
8449907ffffffff,7.0,0.0,0.0
8449909ffffffff,3.0,0.0,0.0
844990bffffffff,11.0,3.0,0.0
