cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
8226b7fffffffff,14.0,0.0,0.0
8226c7fffffffff,9.0,0.0,0.0
8226cffffffffff,14.0,0.0,0.0
8226d7fffffffff,14.0,0.0,1.0
8226dffffffffff,6.0,0.0,0.0
8226e7fffffffff,40.0,2.0,2.0
8226effffffffff,17.0,0.0,0.0
8226f7fffffffff,32.0,2.0,6.0
822707fffffffff,9.0,0.0,0.0
82270ffffffffff,1.0,0.0,0.0
822717fffffffff,2.0,0.0,0.0
82271ffffffffff,5.0,0.0,0.0
822747fffffffff,36.0,1.0,0.0
82274ffffffffff,222.0,0.0,2.0
822757fffffffff,35.0,3.0,0.0
82275ffffffffff,89.0,6.0,0.0
822767fffffffff,20.0,0.0,0.0
82276ffffffffff,31.0,0.0,0.0
822777fffffffff,19.0,0.0,0.0
82278ffffffffff,18.0,4.0,0.0
822797fffffffff,26.0,0.0,8.0
82279ffffffffff,5.0,3.0,0.0
8227a7fffffffff,13.0,0.0,0.0
8227affffffffff,2.0,0.0,0.0
822807fffffffff,124.0,0.0,5.0
822817fffffffff,45.0,0.0,0.0
82281ffffffffff,116.0,0.0,1.0
822837fffffffff,539.0,0.0,21.0
822887fffffffff,60.0,1.0,1.0
82288ffffffffff,47.0,2.0,6.0
822897fffffffff,29.0,0.0,0.0
82289ffffffffff,10.0,0.0,0.0
8228a7fffffffff,3.0,0.0,0.0
8228affffffffff,33.0,0.0,0.0
8228b7fffffffff,41.0,0.0,3.0
8228c7fffffffff,25.0,1.0,0.0
8228d7fffffffff,157.0,1.0,9.0
8228dffffffffff,51.0,0.0,0.0
8228f7fffffffff,58.0,0.0,0.0
822917fffffffff,92.0,0.0,0.0
82291ffffffffff,9.0,0.0,1.0
822987fffffffff,59.0,0.0,0.0
82298ffffffffff,46.0,0.0,0.0
822997fffffffff,7.0,0.0,0.0
82299ffffffffff,7.0,0.0,1.0
8229a7fffffffff,856.0,0.0,2.0
8229affffffffff,119.0,0.0,0.0
8229b7fffffffff,42.0,0.0,6.0
822a07fffffffff,8.0,5.0,0.0
822a17fffffffff,1157.0,12.0,3.0
822a1ffffffffff,1.0,0.0,0.0
822a37fffffffff,473.0,35.0,0.0
822a4ffffffffff,2.0,0.0,0.0
822a87fffffffff,115.0,0.0,0.0
822a8ffffffffff,206.0,61.0,0.0
822a97fffffffff,59.0,0.0,0.0
822a9ffffffffff,15.0,0.0,0.0
822aa7fffffffff,374.0,18.0,0.0
822aaffffffffff,689.0,95.0,0.0
822ab7fffffffff,331.0,35.0,0.0
822ac7fffffffff,6.0,0.0,0.0
822ad7fffffffff,13.0,0.0,0.0
822af7fffffffff,69.0,4.0,0.0
822b07fffffffff,38.0,0.0,0.0
822b0ffffffffff,52.0,0.0,2.0
822b17fffffffff,61.0,0.0,0.0
822b1ffffffffff,43.0,0.0,0.0
822b27fffffffff,4.0,0.0,0.0
822b2ffffffffff,8.0,0.0,0.0
822b37fffffffff,6.0,0.0,0.0
822b87fffffffff,102.0,8.0,0.0
822b8ffffffffff,258.0,3.0,0.0
822b97fffffffff,13.0,0.0,0.0
822b9ffffffffff,463.0,25.0,0.0
822ba7fffffffff,10.0,0.0,0.0
822baffffffffff,211.0,7.0,2.0
822bb7fffffffff,3.0,0.0,0.0
823427fffffffff,5.0,0.0,0.0
82351ffffffffff,14.0,0.0,0.0
8235affffffffff,4.0,0.0,0.0
823827fffffffff,10.0,0.0,0.0
824417fffffffff,89.0,1.0,0.0
82441ffffffffff,202.0,0.0,0.0
824437fffffffff,3.0,0.0,0.0
824447fffffffff,108.0,8.0,0.0
82444ffffffffff,64.0,0.0,0.0
824457fffffffff,49.0,0.0,0.0
82445ffffffffff,3.0,0.0,0.0
824467fffffffff,7.0,0.0,0.0
82446ffffffffff,89.0,0.0,0.0
824477fffffffff,17.0,0.0,0.0
824487fffffffff,19.0,0.0,0.0
8244a7fffffffff,23.0,0.0,0.0
8244affffffffff,208.0,1.0,0.0
8244b7fffffffff,6.0,0.0,0.0
8244c7fffffffff,49.0,1.0,0.0
8244cffffffffff,117.0,0.0,0.0
8244d7fffffffff,56.0,0.0,0.0
8244dffffffffff,135.0,0.0,0.0
8244e7fffffffff,41.0,0.0,0.0
8244effffffffff,36.0,0.0,0.0
8244f7fffffffff,107.0,0.0,0.0
824507fffffffff,3.0,0.0,0.0
82450ffffffffff,4.0,0.0,0.0
82451ffffffffff,4.0,0.0,0.0
824527fffffffff,8.0,0.0,0.0
82452ffffffffff,73.0,0.0,0.0
824537fffffffff,3.0,0.0,0.0
82458ffffffffff,13.0,0.0,0.0
824597fffffffff,2.0,0.0,0.0
82459ffffffffff,10.0,0.0,0.0
8245a7fffffffff,2.0,0.0,0.0
8245b7fffffffff,42.0,0.0,0.0
82464ffffffffff,1.0,0.0,0.0
824807fffffffff,22.0,0.0,5.0
82480ffffffffff,5.0,0.0,0.0
824817fffffffff,10.0,0.0,0.0
824827fffffffff,61.0,0.0,0.0
82482ffffffffff,96.0,0.0,3.0
824837fffffffff,2.0,0.0,0.0
824847fffffffff,5.0,0.0,0.0
82484ffffffffff,5.0,0.0,0.0
824857fffffffff,12.0,0.0,0.0
82485ffffffffff,68.0,0.0,3.0
824877fffffffff,28.0,0.0,0.0
824887fffffffff,4.0,0.0,0.0
82488ffffffffff,18.0,0.0,0.0
824897fffffffff,33.0,0.0,0.0
82489ffffffffff,156.0,2.0,0.0
8248a7fffffffff,6.0,0.0,0.0
8248b7fffffffff,21.0,0.0,0.0
8248c7fffffffff,72.0,0.0,6.0
8248cffffffffff,28.0,0.0,0.0
8248d7fffffffff,12.0,0.0,0.0
8248dffffffffff,159.0,0.0,0.0
8248effffffffff,332.0,0.0,27.0
8248f7fffffffff,30.0,0.0,0.0
82498ffffffffff,2.0,0.0,0.0
824997fffffffff,40.0,0.0,0.0
82499ffffffffff,2.0,1.0,0.0
8249affffffffff,2.0,0.0,0.0
824c97fffffffff,4.0,0.0,0.0
824cc7fffffffff,45.0,0.0,0.0
824cd7fffffffff,8.0,0.0,0.0
824ceffffffffff,37.0,0.0,0.0
824cf7fffffffff,4.0,0.0,0.0
825497fffffffff,4.0,0.0,0.0
825e4ffffffffff,28.0,2.0,0.0
825e5ffffffffff,2.0,0.0,0.0
825e67fffffffff,194.0,0.0,0.0
825e77fffffffff,23.0,0.0,0.0
825f5ffffffffff,9.0,0.0,0.0
826607fffffffff,9.0,0.0,0.0
82660ffffffffff,4.0,0.0,0.0
826617fffffffff,23.0,0.0,0.0
82661ffffffffff,19.0,0.0,0.0
826627fffffffff,3.0,0.0,0.0
826647fffffffff,3.0,0.0,0.0
826657fffffffff,5.0,0.0,0.0
826667fffffffff,4.0,1.0,0.0
826677fffffffff,2.0,0.0,0.0
8266a7fffffffff,20.0,0.0,0.0
8266b7fffffffff,46.0,0.0,0.0
8266dffffffffff,10.0,0.0,0.0
8266e7fffffffff,12.0,0.0,0.0
8266f7fffffffff,2.0,0.0,0.0
826747fffffffff,136.0,0.0,0.0
82674ffffffffff,11.0,0.0,0.0
826757fffffffff,3.0,0.0,0.0
82675ffffffffff,4.0,0.0,0.0
826777fffffffff,7.0,0.0,0.0
826c5ffffffffff,18.0,0.0,0.0
826d07fffffffff,3.0,0.0,0.0
826d27fffffffff,8.0,0.0,0.0
826d2ffffffffff,6.0,0.0,0.0
826d37fffffffff,29.0,0.0,0.0
826d67fffffffff,16.0,0.0,0.0
826d6ffffffffff,58.0,0.0,0.0
826d77fffffffff,5.0,0.0,0.0
828af7fffffffff,11.0,0.0,0.0
828b2ffffffffff,2.0,0.0,0.0
828e47fffffffff,2.0,0.0,0.0
828e67fffffffff,15.0,0.0,0.0
828f4ffffffffff,8.0,0.0,0.0
828f6ffffffffff,1.0,0.0,0.0
828fa7fffffffff,4.0,0.0,0.0
82a817fffffffff,7.0,0.0,0.0
82a81ffffffffff,4.0,0.0,0.0
82a82ffffffffff,4.0,0.0,0.0
82a8c7fffffffff,2.0,0.0,0.0
82a947fffffffff,18.0,0.0,0.0
82a94ffffffffff,9.0,0.0,0.0
82a957fffffffff,6.0,0.0,0.0
82a967fffffffff,17.0,0.0,0.0
82a96ffffffffff,15.0,0.0,0.0
82b227fffffffff,6.0,0.0,0.0
82b247fffffffff,4.0,0.0,0.0
82b24ffffffffff,147.0,0.0,0.0
82b257fffffffff,4.0,0.0,0.0
82b25ffffffffff,1.0,0.0,0.0
82b267fffffffff,3.0,0.0,0.0
82b26ffffffffff,53.0,0.0,0.0
82b277fffffffff,2.0,0.0,0.0
82b2c7fffffffff,15.0,0.0,0.0
82b307fffffffff,2.0,0.0,0.0
82b32ffffffffff,4.0,0.0,0.0
82b337fffffffff,1.0,0.0,0.0
82b35ffffffffff,4.0,0.0,0.0
82b36ffffffffff,7.0,0.0,0.0
82c207fffffffff,2.0,0.0,0.0
82c2c7fffffffff,17.0,0.0,0.0
82c2cffffffffff,77.0,0.0,0.0
82c2d7fffffffff,2.0,0.0,0.0
82c2dffffffffff,1.0,0.0,0.0
82c2e7fffffffff,7.0,0.0,0.0
82c2effffffffff,22.0,0.0,0.0
82c2f7fffffffff,3.0,0.0,0.0
82c34ffffffffff,3.0,0.0,0.0
