cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
84c21b3ffffffff,10.0,0.0,0.0
84c21bbffffffff,91.0,0.0,0.0
84c21d1ffffffff,35.0,0.0,0.0
84c21d5ffffffff,8.0,0.0,0.0
84c21d9ffffffff,3.0,0.0,0.0
84c21ddffffffff,56.0,0.0,0.0
84c2213ffffffff,38.0,0.0,0.0
84c2217ffffffff,16.0,0.0,0.0
84c2281ffffffff,2.0,0.0,0.0
84c2283ffffffff,3.0,0.0,0.0
84c228bffffffff,6.0,0.0,0.0
84c22a5ffffffff,5.0,0.0,0.0
84c22a7ffffffff,2.0,0.0,0.0
84c22a9ffffffff,12.0,0.0,0.0
84c22abffffffff,9.0,0.0,0.0
84c22adffffffff,58.0,0.0,0.0
84c22b5ffffffff,3.0,0.0,0.0
84c22bdffffffff,2.0,0.0,0.0
84c22c5ffffffff,17.0,0.0,0.0
84c22c7ffffffff,3.0,0.0,0.0
84c22d9ffffffff,2.0,0.0,0.0
84c22e1ffffffff,5.0,0.0,0.0
84c22e5ffffffff,15.0,0.0,0.0
84c22e7ffffffff,17.0,0.0,0.0
84c22e9ffffffff,2.0,0.0,0.0
84c22ebffffffff,4.0,0.0,0.0
84c2c19ffffffff,1.0,0.0,0.0
84c2c53ffffffff,20.0,0.0,0.0
84c2c5bffffffff,20.0,0.0,0.0
84c2c97ffffffff,5.0,0.0,0.0
84c2c99ffffffff,4.0,0.0,0.0
84c2cadffffffff,2.0,0.0,0.0
84c2cdbffffffff,2.0,0.0,0.0
84c2e05ffffffff,1.0,0.0,0.0
84c2e07ffffffff,6.0,0.0,0.0
84c2e09ffffffff,5.0,0.0,0.0
84c2e0bffffffff,20.0,0.0,0.0
84c2e0dffffffff,5.0,0.0,0.0
84c2e11ffffffff,2.0,0.0,0.0
84c2e13ffffffff,2.0,0.0,0.0
84c2e1bffffffff,6.0,0.0,0.0
84c2e1dffffffff,10.0,0.0,0.0
84c2e21ffffffff,1.0,0.0,0.0
84c2e23ffffffff,1.0,0.0,0.0
84c2e2bffffffff,1.0,0.0,0.0
84c2e2dffffffff,1.0,0.0,0.0
84c2e31ffffffff,7.0,0.0,0.0
84c2e33ffffffff,41.0,0.0,0.0
84c2e3bffffffff,3.0,0.0,0.0
84c2e3dffffffff,12.0,0.0,0.0
84c2e43ffffffff,4.0,0.0,0.0
84c2e53ffffffff,2.0,0.0,0.0
84c2e55ffffffff,5.0,0.0,0.0
84c2e57ffffffff,1.0,0.0,0.0
84c2e5dffffffff,9.0,0.0,0.0
84c2e61ffffffff,1.0,0.0,0.0
84c2e63ffffffff,5.0,0.0,0.0
84c2e69ffffffff,1.0,0.0,0.0
84c2e6bffffffff,4.0,0.0,0.0
84c2e6dffffffff,3.0,0.0,0.0
84c2e85ffffffff,1.0,0.0,0.0
84c2e87ffffffff,4.0,0.0,0.0
84c2e89ffffffff,1.0,0.0,0.0
84c2e8bffffffff,2.0,0.0,0.0
84c2e91ffffffff,2.0,0.0,0.0
84c2e99ffffffff,52.0,0.0,0.0
84c2ea1ffffffff,2.0,0.0,0.0
84c2ea9ffffffff,1.0,0.0,0.0
84c2eb1ffffffff,1.0,0.0,0.0
84c2eb9ffffffff,2.0,0.0,0.0
84c2ebbffffffff,2.0,0.0,0.0
84c2ecdffffffff,7.0,0.0,0.0
84c2eddffffffff,3.0,0.0,0.0
84c2ee5ffffffff,1.0,0.0,0.0
84c2eedffffffff,3.0,0.0,0.0
84c3093ffffffff,9.0,0.0,0.0
84c3097ffffffff,7.0,0.0,0.0
84c3401ffffffff,52.0,0.0,0.0
84c3403ffffffff,83.0,0.0,0.0
84c3405ffffffff,9.0,0.0,0.0
84c3409ffffffff,4.0,0.0,0.0
84c340dffffffff,6.0,0.0,0.0
84c3411ffffffff,9.0,0.0,0.0
84c3415ffffffff,12.0,0.0,0.0
84c3417ffffffff,7.0,0.0,0.0
84c3427ffffffff,4.0,0.0,0.0
84c3437ffffffff,4.0,0.0,0.0
84c3439ffffffff,8.0,0.0,0.0
84c343bffffffff,33.0,0.0,0.0
84c343dffffffff,5.0,0.0,0.0
84c3447ffffffff,3.0,0.0,0.0
84c3459ffffffff,1.0,0.0,0.0
84c345dffffffff,3.0,0.0,0.0
84c3463ffffffff,2.0,0.0,0.0
84c346bffffffff,2.0,0.0,0.0
84c3481ffffffff,2.0,0.0,0.0
84c3483ffffffff,2.0,0.0,0.0
84c3485ffffffff,9.0,0.0,0.0
84c3489ffffffff,12.0,0.0,0.0
84c348bffffffff,11.0,0.0,0.0
84c348dffffffff,2.0,0.0,0.0
84c3491ffffffff,3.0,0.0,0.0
84c3493ffffffff,17.0,0.0,0.0
84c3497ffffffff,41.0,0.0,0.0
84c349bffffffff,34.0,0.0,0.0
84c349dffffffff,6.0,0.0,0.0
84c34a1ffffffff,4.0,0.0,0.0
84c34a3ffffffff,5.0,0.0,0.0
84c34a9ffffffff,2.0,0.0,0.0
84c34adffffffff,3.0,0.0,0.0
84c34b1ffffffff,4.0,0.0,0.0
84c34b7ffffffff,3.0,0.0,0.0
84c34bbffffffff,97.0,0.0,0.0
84c34bdffffffff,6.0,0.0,0.0
84c34c1ffffffff,2.0,0.0,0.0
84c34c5ffffffff,2.0,0.0,0.0
84c34c7ffffffff,2.0,0.0,0.0
84c34c9ffffffff,1.0,0.0,0.0
84c34cbffffffff,5.0,0.0,0.0
84c34cdffffffff,3.0,0.0,0.0
84c34d1ffffffff,5.0,0.0,0.0
84c34ddffffffff,3.0,0.0,0.0
84c34e3ffffffff,27.0,0.0,0.0
84c34e5ffffffff,6.0,0.0,0.0
84c34e7ffffffff,17.0,0.0,0.0
84c34e9ffffffff,28.0,0.0,0.0
84c34ebffffffff,5.0,0.0,0.0
84c34edffffffff,1.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3503ffffffff,4.0,0.0,0.0
84c3505ffffffff,14.0,0.0,0.0
84c3509ffffffff,4.0,0.0,0.0
84c350dffffffff,2.0,0.0,0.0
84c3511ffffffff,2.0,0.0,0.0
84c3519ffffffff,9.0,0.0,0.0
84c351bffffffff,4.0,0.0,0.0
84c3521ffffffff,14.0,0.0,0.0
84c3543ffffffff,6.0,0.0,0.0
84c3545ffffffff,4.0,0.0,0.0
84c3551ffffffff,2.0,0.0,0.0
84c3553ffffffff,3.0,0.0,0.0
84c3557ffffffff,2.0,0.0,0.0
84c3563ffffffff,7.0,0.0,0.0
84c3569ffffffff,4.0,0.0,0.0
84c356dffffffff,6.0,0.0,0.0
84c358bffffffff,6.0,0.0,0.0
84c359dffffffff,8.0,0.0,0.0
84c35adffffffff,6.0,0.0,0.0
84c35b9ffffffff,1.0,0.0,0.0
84c35c1ffffffff,1.0,0.0,0.0
84c35c5ffffffff,3.0,0.0,0.0
84c35d1ffffffff,25.0,0.0,0.0
84c35d7ffffffff,21.0,0.0,0.0
84c35d9ffffffff,7.0,0.0,0.0
84c35edffffffff,4.0,0.0,0.0
84c3663ffffffff,2.0,0.0,0.0
84c3687ffffffff,2.0,0.0,0.0
84c36a3ffffffff,2.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36b5ffffffff,6.0,0.0,0.0
84c36e9ffffffff,2.0,0.0,0.0
84ce881ffffffff,26.0,0.0,0.0
84cea85ffffffff,38.0,0.0,0.0
84cea8dffffffff,7.0,0.0,0.0
84ceaa7ffffffff,1.0,0.0,0.0
84ceae3ffffffff,1.0,0.0,0.0
84cf16dffffffff,2.0,0.0,0.0
84cfa45ffffffff,8.0,0.0,0.0
84cfa47ffffffff,58.0,0.0,0.0
84cfa49ffffffff,8.0,0.0,0.0
84cfacdffffffff,6.0,0.0,0.0
84df451ffffffff,1.0,0.0,0.0
84df68bffffffff,1.0,0.0,0.0
84df695ffffffff,1.0,0.0,0.0
84df699ffffffff,4.0,0.0,0.0
84df69dffffffff,2.0,0.0,0.0
