cell_id,Colaptes melanochloros,Colaptes melanochloros melanochloros/nattereri,Colaptes melanochloros [melanolaimus Group]
83a8aafffffffff,21.0,0.0,0.0
83a8abfffffffff,5.0,0.0,0.0
83a8acfffffffff,51.0,2.0,0.0
83a8adfffffffff,21.0,0.0,0.0
83a8aefffffffff,12.0,0.0,0.0
83a8c0fffffffff,137.0,2.0,0.0
83a8c1fffffffff,4.0,0.0,0.0
83a8c2fffffffff,64.0,4.0,0.0
83a8c3fffffffff,4.0,0.0,0.0
83a8c4fffffffff,14.0,0.0,0.0
83a8c6fffffffff,8.0,0.0,0.0
83a8cafffffffff,1.0,0.0,0.0
83a8ccfffffffff,5.0,0.0,0.0
83a8d0fffffffff,7.0,0.0,0.0
83a8d1fffffffff,111.0,2.0,0.0
83a8d3fffffffff,39.0,0.0,0.0
83a8d4fffffffff,10.0,0.0,0.0
83a8d5fffffffff,8.0,0.0,0.0
83a8d6fffffffff,3.0,0.0,0.0
83a8dafffffffff,4.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0
83a8defffffffff,14.0,0.0,0.0
83a8e1fffffffff,2.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e5fffffffff,2.0,0.0,0.0
83a8e6fffffffff,12.0,1.0,0.0
83a8ebfffffffff,2.0,0.0,0.0
83a8ecfffffffff,13.0,0.0,0.0
83a8f1fffffffff,7.0,0.0,0.0
83a8f4fffffffff,15.0,0.0,0.0
83a8f5fffffffff,14.0,1.0,0.0
83a8f6fffffffff,2.0,0.0,0.0
83a901fffffffff,150.0,2.0,0.0
83a903fffffffff,4.0,1.0,0.0
83a905fffffffff,80.0,2.0,0.0
83a908fffffffff,2.0,0.0,0.0
83a909fffffffff,43.0,0.0,0.0
83a90afffffffff,1.0,1.0,0.0
83a90bfffffffff,6.0,0.0,0.0
83a90cfffffffff,43.0,0.0,0.0
83a90dfffffffff,6.0,0.0,0.0
83a90efffffffff,50.0,1.0,0.0
83a918fffffffff,9.0,0.0,0.0
83a919fffffffff,41.0,0.0,0.0
83a91bfffffffff,16.0,0.0,0.0
83a91dfffffffff,47.0,3.0,0.0
83a921fffffffff,26.0,0.0,0.0
83a928fffffffff,4.0,0.0,0.0
83a929fffffffff,29.0,0.0,0.0
83a92afffffffff,3.0,0.0,0.0
83a92bfffffffff,5.0,0.0,0.0
83a92cfffffffff,714.0,0.0,0.0
83a92dfffffffff,43.0,3.0,0.0
83a92efffffffff,159.0,1.0,0.0
83a940fffffffff,34.0,0.0,0.0
83a941fffffffff,332.0,0.0,0.0
83a942fffffffff,45.0,0.0,0.0
83a943fffffffff,209.0,0.0,0.0
83a944fffffffff,556.0,0.0,1.0
83a945fffffffff,156.0,0.0,0.0
83a946fffffffff,472.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a949fffffffff,8.0,0.0,0.0
83a94bfffffffff,5.0,0.0,0.0
83a94cfffffffff,47.0,0.0,0.0
83a94dfffffffff,20.0,0.0,0.0
83a94efffffffff,594.0,0.0,0.0
83a950fffffffff,218.0,0.0,0.0
83a951fffffffff,23.0,0.0,0.0
83a952fffffffff,127.0,0.0,0.0
83a953fffffffff,251.0,0.0,0.0
83a954fffffffff,2.0,0.0,0.0
83a955fffffffff,67.0,0.0,0.0
83a956fffffffff,7.0,0.0,0.0
83a959fffffffff,2.0,0.0,0.0
83a95afffffffff,45.0,0.0,0.0
83a95bfffffffff,16.0,0.0,0.0
83a95cfffffffff,88.0,0.0,0.0
83a95dfffffffff,103.0,0.0,0.0
83a95efffffffff,7.0,0.0,0.0
83a960fffffffff,45.0,0.0,0.0
83a961fffffffff,174.0,0.0,0.0
83a962fffffffff,656.0,0.0,0.0
83a963fffffffff,130.0,0.0,0.0
83a964fffffffff,148.0,0.0,0.0
83a965fffffffff,19.0,0.0,0.0
83a966fffffffff,33.0,4.0,0.0
83a968fffffffff,128.0,0.0,0.0
83a96afffffffff,374.0,0.0,0.0
83a96bfffffffff,48.0,0.0,0.0
83a96cfffffffff,32.0,0.0,0.0
83a96dfffffffff,1.0,0.0,0.0
83a96efffffffff,406.0,0.0,0.0
83a971fffffffff,113.0,0.0,0.0
83a972fffffffff,4.0,0.0,0.0
83a973fffffffff,29.0,0.0,0.0
83a974fffffffff,21.0,0.0,0.0
83a975fffffffff,35.0,0.0,0.0
83a976fffffffff,60.0,0.0,0.0
83b209fffffffff,38.0,0.0,0.0
83b20bfffffffff,3.0,0.0,0.0
83b20dfffffffff,6.0,0.0,0.0
83b229fffffffff,2.0,0.0,0.0
83b22bfffffffff,3.0,0.0,0.0
83b22dfffffffff,6.0,0.0,0.0
83b240fffffffff,44.0,0.0,0.0
83b241fffffffff,447.0,0.0,0.0
83b242fffffffff,165.0,5.0,0.0
83b243fffffffff,1572.0,0.0,0.0
83b244fffffffff,12.0,0.0,0.0
83b245fffffffff,7.0,0.0,0.0
83b246fffffffff,70.0,0.0,0.0
83b248fffffffff,23.0,0.0,0.0
83b249fffffffff,5.0,0.0,0.0
83b24afffffffff,228.0,0.0,0.0
83b24bfffffffff,25.0,0.0,0.0
83b24cfffffffff,170.0,0.0,0.0
83b24dfffffffff,84.0,0.0,0.0
83b24efffffffff,155.0,0.0,0.0
83b250fffffffff,17.0,0.0,0.0
83b251fffffffff,163.0,0.0,0.0
83b252fffffffff,37.0,0.0,0.0
83b253fffffffff,17.0,0.0,0.0
83b254fffffffff,14.0,0.0,0.0
83b255fffffffff,13.0,0.0,0.0
83b256fffffffff,9.0,0.0,0.0
83b258fffffffff,410.0,0.0,0.0
83b259fffffffff,364.0,0.0,0.0
83b25afffffffff,55.0,0.0,0.0
83b25bfffffffff,81.0,0.0,0.0
83b25cfffffffff,592.0,0.0,0.0
83b25dfffffffff,821.0,0.0,0.0
83b25efffffffff,236.0,0.0,0.0
83b261fffffffff,29.0,0.0,0.0
83b262fffffffff,527.0,0.0,0.0
83b263fffffffff,24.0,0.0,0.0
83b265fffffffff,7.0,0.0,0.0
83b266fffffffff,22.0,0.0,0.0
83b268fffffffff,115.0,0.0,0.0
83b269fffffffff,115.0,0.0,0.0
83b26afffffffff,16.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,110.0,0.0,0.0
83b26efffffffff,13.0,0.0,0.0
83b270fffffffff,175.0,0.0,0.0
83b271fffffffff,18.0,0.0,0.0
83b272fffffffff,29.0,0.0,0.0
83b273fffffffff,2.0,0.0,0.0
83b274fffffffff,70.0,0.0,0.0
83b275fffffffff,326.0,0.0,0.0
83b276fffffffff,8.0,0.0,0.0
83b2c8fffffffff,14.0,0.0,0.0
83b2cdfffffffff,7.0,0.0,0.0
83b2e1fffffffff,33.0,0.0,0.0
83b2e5fffffffff,5.0,0.0,0.0
83b2e8fffffffff,79.0,0.0,0.0
83b2e9fffffffff,113.0,0.0,0.0
83b2eafffffffff,28.0,0.0,0.0
83b2ebfffffffff,48.0,0.0,0.0
83b2ecfffffffff,147.0,0.0,0.0
83b2edfffffffff,14.0,0.0,0.0
83b2eefffffffff,286.0,0.0,0.0
83b321fffffffff,4.0,0.0,0.0
83b325fffffffff,1.0,0.0,0.0
83b32cfffffffff,3.0,0.0,0.0
83b32dfffffffff,9.0,0.0,0.0
83b340fffffffff,3.0,0.0,0.0
83b342fffffffff,35.0,0.0,0.0
83b343fffffffff,40.0,0.0,0.0
83b344fffffffff,5.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b346fffffffff,16.0,0.0,0.0
83b348fffffffff,13.0,0.0,0.0
83b349fffffffff,28.0,0.0,0.0
83b34afffffffff,18.0,0.0,0.0
83b34bfffffffff,98.0,0.0,0.0
83b34cfffffffff,16.0,0.0,0.0
83b34dfffffffff,120.0,0.0,0.0
83b34efffffffff,10.0,0.0,0.0
83b351fffffffff,323.0,0.0,0.0
83b355fffffffff,15.0,0.0,0.0
83b358fffffffff,71.0,0.0,0.0
83b35afffffffff,176.0,0.0,0.0
83b35bfffffffff,11.0,0.0,0.0
83b35cfffffffff,29.0,0.0,0.0
83b35dfffffffff,52.0,0.0,0.0
83b35efffffffff,701.0,0.0,0.0
83b360fffffffff,8.0,0.0,0.0
83b361fffffffff,22.0,0.0,0.0
83b362fffffffff,19.0,0.0,0.0
83b365fffffffff,6.0,0.0,0.0
83b368fffffffff,18.0,0.0,0.0
83b369fffffffff,20.0,0.0,0.0
83b36afffffffff,4.0,0.0,0.0
83b36bfffffffff,11.0,0.0,0.0
83b36dfffffffff,65.0,0.0,0.0
83b373fffffffff,167.0,0.0,0.0
83c203fffffffff,90.0,0.0,0.0
83c205fffffffff,85.0,0.0,4.0
83c218fffffffff,45.0,0.0,0.0
83c219fffffffff,15.0,0.0,0.0
83c21bfffffffff,241.0,0.0,0.0
83c21dfffffffff,337.0,0.0,1.0
83c221fffffffff,21.0,0.0,0.0
83c228fffffffff,41.0,0.0,0.0
83c229fffffffff,2.0,0.0,0.0
83c22afffffffff,70.0,0.0,0.0
83c22bfffffffff,3.0,0.0,0.0
83c22cfffffffff,18.0,0.0,0.0
83c22efffffffff,56.0,0.0,4.0
83c289fffffffff,1.0,0.0,0.0
83c2c0fffffffff,28.0,0.0,0.0
83c2c1fffffffff,366.0,0.0,0.0
83c2c2fffffffff,47.0,0.0,0.0
83c2c3fffffffff,35.0,0.0,1.0
83c2c4fffffffff,143.0,0.0,1.0
83c2c5fffffffff,1324.0,0.0,1.0
83c2c6fffffffff,105.0,0.0,0.0
83c2c8fffffffff,98.0,0.0,0.0
83c2c9fffffffff,173.0,0.0,0.0
83c2cafffffffff,421.0,0.0,0.0
83c2cbfffffffff,479.0,0.0,0.0
83c2ccfffffffff,88.0,0.0,0.0
83c2cdfffffffff,514.0,0.0,0.0
83c2cefffffffff,420.0,0.0,0.0
83c2d0fffffffff,164.0,0.0,0.0
83c2d1fffffffff,16.0,0.0,0.0
83c2d2fffffffff,28.0,0.0,0.0
83c2d3fffffffff,135.0,0.0,0.0
83c2d4fffffffff,304.0,0.0,8.0
83c2d5fffffffff,44.0,0.0,0.0
83c2d6fffffffff,132.0,0.0,0.0
83c2d8fffffffff,109.0,0.0,0.0
83c2d9fffffffff,264.0,10.0,0.0
83c2dafffffffff,4.0,0.0,0.0
83c2dbfffffffff,20.0,0.0,0.0
83c2dcfffffffff,7.0,0.0,0.0
83c2ddfffffffff,26.0,0.0,0.0
83c2defffffffff,20.0,0.0,0.0
83c2e0fffffffff,215.0,0.0,0.0
83c2e1fffffffff,198.0,0.0,0.0
83c2e2fffffffff,1427.0,0.0,0.0
83c2e3fffffffff,5704.0,0.0,95.0
83c2e4fffffffff,10.0,0.0,0.0
83c2e5fffffffff,29.0,0.0,0.0
83c2e6fffffffff,34.0,0.0,0.0
83c2e8fffffffff,74.0,0.0,0.0
83c2e9fffffffff,58.0,0.0,0.0
83c2eafffffffff,164.0,0.0,0.0
83c2ebfffffffff,54.0,0.0,0.0
83c2ecfffffffff,55.0,0.0,0.0
83c2edfffffffff,2.0,0.0,0.0
83c2eefffffffff,436.0,0.0,4.0
83c2f1fffffffff,900.0,0.0,2.0
83c2f2fffffffff,600.0,0.0,2.0
83c2f3fffffffff,1064.0,0.0,1.0
83c308fffffffff,9.0,0.0,0.0
83c309fffffffff,9.0,0.0,0.0
83c30dfffffffff,13.0,0.0,0.0
83c329fffffffff,59.0,0.0,4.0
83c32bfffffffff,4.0,0.0,0.0
83c32dfffffffff,19.0,0.0,0.0
83c340fffffffff,248.0,0.0,0.0
83c341fffffffff,20.0,0.0,0.0
83c342fffffffff,10.0,0.0,0.0
83c343fffffffff,10.0,0.0,0.0
83c344fffffffff,5.0,0.0,0.0
83c345fffffffff,32.0,0.0,0.0
83c346fffffffff,17.0,0.0,0.0
83c348fffffffff,15.0,0.0,0.0
83c349fffffffff,17.0,0.0,0.0
83c34afffffffff,3.0,0.0,0.0
83c34bfffffffff,64.0,0.0,0.0
83c34cfffffffff,15.0,0.0,0.0
83c34dfffffffff,8.0,0.0,0.0
83c34efffffffff,28.0,0.0,0.0
83c350fffffffff,63.0,0.0,3.0
83c351fffffffff,14.0,0.0,0.0
83c352fffffffff,8.0,0.0,0.0
83c353fffffffff,62.0,0.0,0.0
83c354fffffffff,39.0,0.0,2.0
83c355fffffffff,17.0,0.0,0.0
83c356fffffffff,85.0,0.0,0.0
83c358fffffffff,2.0,0.0,0.0
83c35afffffffff,13.0,0.0,0.0
83c35bfffffffff,7.0,0.0,0.0
83c35cfffffffff,5.0,0.0,0.0
83c35dfffffffff,8.0,0.0,0.0
83c35efffffffff,1.0,0.0,0.0
83c360fffffffff,131.0,0.0,0.0
83c361fffffffff,2.0,0.0,0.0
83c363fffffffff,5.0,0.0,0.0
83c364fffffffff,13.0,0.0,0.0
83c366fffffffff,19.0,0.0,0.0
83c36afffffffff,16.0,0.0,0.0
83c36bfffffffff,7.0,0.0,0.0
83c36cfffffffff,7.0,0.0,0.0
83c36dfffffffff,16.0,0.0,0.0
83c36efffffffff,5.0,0.0,0.0
83c370fffffffff,71.0,0.0,0.0
83c371fffffffff,92.0,0.0,0.0
83c373fffffffff,26.0,0.0,0.0
83c374fffffffff,10.0,0.0,0.0
83c375fffffffff,65.0,0.0,0.0
83c376fffffffff,38.0,0.0,0.0
83ce91fffffffff,11.0,0.0,0.0
83ce92fffffffff,55.0,0.0,0.0
83ce93fffffffff,1124.0,0.0,0.0
83ce96fffffffff,12.0,0.0,0.0
83ce98fffffffff,82.0,0.0,0.0
83ce9afffffffff,1.0,0.0,0.0
83ce9bfffffffff,7.0,0.0,0.0
83ce9cfffffffff,29.0,0.0,0.0
83ce9efffffffff,9.0,0.0,0.0
