cell_id,Oxyura ferruginea,Oxyura ferruginea andina,Oxyura ferruginea ferruginea
848e6b9ffffffff,1.0,0.0,0.0
848e6c1ffffffff,8.0,0.0,5.0
848e6c3ffffffff,12.0,0.0,6.0
848e6c5ffffffff,7.0,0.0,0.0
848e6c7ffffffff,1.0,0.0,0.0
848e6d1ffffffff,9.0,0.0,4.0
848e6d9ffffffff,2.0,0.0,2.0
848e6ddffffffff,6.0,0.0,3.0
848e6e9ffffffff,2.0,0.0,0.0
848e6edffffffff,2.0,0.0,0.0
848e759ffffffff,41.0,0.0,1.0
848e75bffffffff,47.0,0.0,2.0
848f095ffffffff,57.0,0.0,0.0
848f0bbffffffff,10.0,0.0,0.0
848f291ffffffff,3.0,0.0,0.0
848f297ffffffff,22.0,0.0,0.0
848f299ffffffff,98.0,0.0,40.0
848f29bffffffff,6.0,0.0,0.0
848f2d1ffffffff,20.0,0.0,3.0
848f2d9ffffffff,93.0,0.0,20.0
848f2dbffffffff,6.0,0.0,2.0
848f501ffffffff,6.0,0.0,0.0
848f505ffffffff,153.0,0.0,0.0
848f513ffffffff,11.0,0.0,0.0
848f519ffffffff,49.0,0.0,14.0
848f51dffffffff,18.0,0.0,3.0
848f557ffffffff,2.0,0.0,0.0
848f581ffffffff,6.0,0.0,3.0
848f583ffffffff,15.0,0.0,6.0
848f589ffffffff,9.0,0.0,4.0
848f58bffffffff,1.0,0.0,0.0
848f58dffffffff,73.0,0.0,28.0
848f597ffffffff,1.0,0.0,0.0
848f59dffffffff,9.0,0.0,6.0
848f5a9ffffffff,2.0,0.0,0.0
848f5b7ffffffff,34.0,0.0,3.0
848f5b9ffffffff,44.0,0.0,9.0
848f5bbffffffff,1.0,0.0,0.0
848f5c1ffffffff,2.0,0.0,0.0
848f5c3ffffffff,7.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0
848f5cdffffffff,2.0,0.0,0.0
848f5d5ffffffff,3.0,0.0,0.0
848f5ddffffffff,4.0,0.0,0.0
848f5e7ffffffff,14.0,0.0,0.0
848f5edffffffff,6.0,0.0,0.0
848f761ffffffff,2.0,0.0,0.0
848f767ffffffff,3.0,0.0,3.0
848f76dffffffff,424.0,0.0,118.0
84b2289ffffffff,2.0,0.0,0.0
84b228bffffffff,7.0,0.0,0.0
84b22d9ffffffff,5.0,0.0,0.0
84b22dbffffffff,1.0,0.0,0.0
84b2709ffffffff,3.0,0.0,0.0
84b2749ffffffff,7.0,0.0,2.0
84b2ca7ffffffff,10.0,0.0,2.0
84b2d97ffffffff,2.0,0.0,0.0
84b3001ffffffff,2.0,0.0,0.0
84b3009ffffffff,2.0,0.0,0.0
84b301bffffffff,2.0,0.0,0.0
84b3047ffffffff,28.0,0.0,0.0
84b3059ffffffff,306.0,0.0,83.0
84b305dffffffff,45.0,0.0,14.0
84b309dffffffff,3.0,0.0,0.0
84b3201ffffffff,5.0,0.0,0.0
84b3203ffffffff,48.0,0.0,0.0
84b3209ffffffff,27.0,0.0,0.0
84b320bffffffff,91.0,0.0,0.0
84b320dffffffff,31.0,0.0,0.0
84b3211ffffffff,1.0,0.0,0.0
84b321dffffffff,66.0,0.0,0.0
84b3221ffffffff,2.0,0.0,0.0
84b3225ffffffff,2.0,0.0,0.0
84b322dffffffff,2.0,0.0,0.0
84b3237ffffffff,2.0,0.0,0.0
84b3241ffffffff,11.0,0.0,0.0
84b3243ffffffff,5.0,0.0,0.0
84b3247ffffffff,11.0,0.0,0.0
84b3253ffffffff,4.0,0.0,0.0
84b3257ffffffff,58.0,0.0,0.0
84b3261ffffffff,153.0,0.0,20.0
84b3263ffffffff,2.0,0.0,0.0
84b3269ffffffff,2.0,0.0,2.0
84b326bffffffff,14.0,0.0,1.0
84b326dffffffff,10.0,0.0,5.0
84b3289ffffffff,6.0,0.0,0.0
84b32c5ffffffff,9.0,0.0,0.0
84b32c7ffffffff,10.0,0.0,0.0
84b32cdffffffff,3.0,0.0,0.0
84b32d9ffffffff,2.0,0.0,0.0
84b3301ffffffff,3.0,0.0,0.0
84b3303ffffffff,105.0,0.0,0.0
84b3313ffffffff,66.0,0.0,0.0
84b3341ffffffff,11.0,0.0,0.0
84b334bffffffff,2.0,0.0,0.0
84b334dffffffff,4.0,0.0,0.0
84b3351ffffffff,9.0,0.0,0.0
84b3355ffffffff,2.0,0.0,0.0
84b3359ffffffff,12.0,0.0,2.0
84b335dffffffff,4.0,0.0,0.0
84b3363ffffffff,9.0,0.0,0.0
84b3513ffffffff,30.0,0.0,3.0
84b3515ffffffff,76.0,0.0,6.0
84b351bffffffff,4.0,0.0,0.0
84b3541ffffffff,1.0,0.0,0.0
84b3543ffffffff,11.0,0.0,0.0
84b3545ffffffff,19.0,0.0,0.0
84b354bffffffff,18.0,0.0,0.0
84b355bffffffff,3.0,0.0,0.0
84b355dffffffff,210.0,0.0,0.0
84b35a9ffffffff,2.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84b35adffffffff,4.0,0.0,0.0
84b35c5ffffffff,3.0,0.0,3.0
84b35cdffffffff,2.0,0.0,0.0
84b35e1ffffffff,39.0,0.0,0.0
84b35e5ffffffff,4.0,0.0,4.0
84b35e9ffffffff,269.0,0.0,32.0
84b35ebffffffff,11.0,0.0,0.0
84b3669ffffffff,2.0,0.0,0.0
84b366dffffffff,38.0,0.0,0.0
84b3731ffffffff,1.0,0.0,0.0
84c329bffffffff,6.0,0.0,0.0
84c3641ffffffff,2.0,0.0,0.0
84ce809ffffffff,2.0,0.0,0.0
84ce80dffffffff,1.0,0.0,0.0
84ce815ffffffff,1.0,0.0,0.0
84ce827ffffffff,2.0,0.0,0.0
84ce82bffffffff,2.0,0.0,0.0
84ce833ffffffff,4.0,0.0,0.0
84ce835ffffffff,2.0,0.0,0.0
84ce839ffffffff,30.0,0.0,0.0
84ce83bffffffff,3.0,0.0,0.0
84ce83dffffffff,11.0,0.0,0.0
84ce855ffffffff,4.0,0.0,0.0
84ce8a5ffffffff,1.0,0.0,0.0
84ce8e1ffffffff,9.0,0.0,0.0
84ce8e5ffffffff,8.0,0.0,0.0
84ce913ffffffff,1.0,0.0,0.0
84ce935ffffffff,1.0,0.0,0.0
84ce981ffffffff,2.0,0.0,0.0
84ce983ffffffff,33.0,0.0,0.0
84ce989ffffffff,112.0,0.0,0.0
84ce98dffffffff,9.0,0.0,0.0
84ce995ffffffff,2.0,0.0,0.0
84ce999ffffffff,5.0,0.0,0.0
84ce9b3ffffffff,36.0,0.0,2.0
84ce9b5ffffffff,8.0,0.0,2.0
84ce9b7ffffffff,3.0,0.0,0.0
84ce9bdffffffff,3.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9c3ffffffff,2.0,0.0,0.0
84ce9c7ffffffff,84.0,0.0,2.0
84ce9cdffffffff,1.0,0.0,0.0
84ce9d1ffffffff,97.0,0.0,2.0
84ce9d3ffffffff,20.0,0.0,0.0
84ce9d7ffffffff,11.0,0.0,0.0
84ce9ddffffffff,42.0,0.0,0.0
84ce9e3ffffffff,8.0,0.0,0.0
84ce9ebffffffff,2.0,0.0,0.0
84cea07ffffffff,15.0,0.0,0.0
84cea2bffffffff,2.0,0.0,0.0
84cea37ffffffff,2.0,0.0,2.0
84cea3dffffffff,1.0,0.0,0.0
84cf121ffffffff,5.0,0.0,5.0
84cf123ffffffff,190.0,0.0,61.0
84cf129ffffffff,11.0,0.0,1.0
84cf12bffffffff,57.0,0.0,10.0
84cf135ffffffff,3.0,0.0,2.0
84cf13dffffffff,2.0,0.0,0.0
84cf161ffffffff,3.0,0.0,3.0
84cf163ffffffff,2.0,0.0,0.0
84cf165ffffffff,9.0,0.0,0.0
84cf167ffffffff,5.0,0.0,0.0
84cf16dffffffff,2.0,0.0,2.0
84cf853ffffffff,52.0,0.0,8.0
84cf8a3ffffffff,1.0,0.0,0.0
84cf8c3ffffffff,2.0,0.0,0.0
84cf8c7ffffffff,9.0,0.0,3.0
84cf8e9ffffffff,2.0,0.0,0.0
84cf8ebffffffff,30.0,0.0,25.0
84cfa09ffffffff,4.0,0.0,4.0
84cfa35ffffffff,5.0,0.0,0.0
84cfaa1ffffffff,4.0,0.0,4.0
84cfaadffffffff,15.0,0.0,0.0
84cfac1ffffffff,2.0,0.0,2.0
84cfac5ffffffff,1.0,0.0,0.0
84cfac9ffffffff,18.0,0.0,8.0
84cfacdffffffff,334.0,0.0,61.0
84cfae3ffffffff,7.0,0.0,0.0
84cfae7ffffffff,17.0,0.0,1.0
84df699ffffffff,8.0,0.0,0.0
84df69dffffffff,23.0,0.0,10.0
84df6d7ffffffff,1.0,0.0,0.0
