cell_id,Carpodacus sibiricus,Carpodacus sibiricus [sibiricus Group],Carpodacus sibiricus lepidus/henrici
842e6d7ffffffff,2.0,0.0,0.0
842e701ffffffff,1.0,0.0,0.0
842e729ffffffff,7.0,0.0,0.0
842e741ffffffff,1.0,0.0,0.0
842e745ffffffff,7.0,0.0,0.0
842e749ffffffff,10.0,0.0,0.0
842e751ffffffff,2.0,0.0,0.0
842e759ffffffff,5.0,0.0,0.0
842e75bffffffff,3.0,0.0,0.0
842e75dffffffff,71.0,0.0,0.0
842e881ffffffff,10.0,0.0,0.0
842e885ffffffff,3.0,0.0,0.0
842e889ffffffff,11.0,0.0,0.0
842e88bffffffff,7.0,0.0,0.0
842e89dffffffff,6.0,0.0,0.0
842e8a3ffffffff,3.0,0.0,0.0
842e8a7ffffffff,3.0,0.0,0.0
842e8c3ffffffff,2.0,0.0,0.0
842e8c7ffffffff,3.0,0.0,0.0
842e993ffffffff,5.0,0.0,0.0
842e99bffffffff,3.0,0.0,0.0
842ea3dffffffff,3.0,0.0,0.0
842ea9dffffffff,10.0,0.0,0.0
842eac1ffffffff,1.0,0.0,0.0
842eac3ffffffff,4.0,0.0,0.0
842eac7ffffffff,1.0,0.0,0.0
842eac9ffffffff,23.0,0.0,0.0
842eacbffffffff,2.0,0.0,0.0
842ead1ffffffff,2.0,0.0,0.0
842ead5ffffffff,12.0,0.0,0.0
842ead9ffffffff,23.0,0.0,0.0
842eadbffffffff,1.0,0.0,0.0
842eaddffffffff,3.0,0.0,0.0
842ec03ffffffff,2.0,0.0,0.0
842ec23ffffffff,2.0,0.0,0.0
842ec25ffffffff,2.0,0.0,0.0
842ec81ffffffff,3.0,0.0,0.0
842ec95ffffffff,2.0,0.0,0.0
842ec99ffffffff,3.0,0.0,0.0
842ecb9ffffffff,17.0,0.0,0.0
842ecbbffffffff,1.0,0.0,0.0
842ecdbffffffff,6.0,0.0,0.0
842ed53ffffffff,2.0,0.0,0.0
842ef47ffffffff,2.0,0.0,0.0
842ef59ffffffff,2.0,0.0,0.0
842ef61ffffffff,8.0,0.0,0.0
842ef65ffffffff,2.0,0.0,0.0
842ef67ffffffff,3.0,0.0,0.0
842f5a1ffffffff,9.0,0.0,0.0
842f5a3ffffffff,19.0,0.0,0.0
842f5a5ffffffff,1.0,0.0,0.0
842f5adffffffff,6.0,0.0,0.0
842f5b1ffffffff,2.0,0.0,0.0
842f5b5ffffffff,2.0,0.0,0.0
842f5b9ffffffff,3.0,0.0,0.0
842f5bdffffffff,22.0,0.0,0.0
8430005ffffffff,3.0,0.0,0.0
8430063ffffffff,1.0,0.0,0.0
843020bffffffff,1.0,0.0,0.0
84302b7ffffffff,2.0,0.0,0.0
84302ebffffffff,2.0,0.0,0.0
8430305ffffffff,2.0,0.0,0.0
8430c0bffffffff,3.0,0.0,0.0
8430c41ffffffff,3.0,0.0,0.0
8430e01ffffffff,4.0,0.0,0.0
8430e03ffffffff,5.0,0.0,0.0
8430e07ffffffff,1.0,0.0,0.0
8430e09ffffffff,8.0,0.0,0.0
8430e0bffffffff,17.0,0.0,0.0
8430e17ffffffff,3.0,0.0,0.0
8430e19ffffffff,2.0,0.0,0.0
8430e1dffffffff,16.0,0.0,0.0
8430e31ffffffff,2.0,0.0,0.0
8430e43ffffffff,1.0,0.0,0.0
8430e53ffffffff,13.0,0.0,0.0
8430e55ffffffff,2.0,0.0,0.0
8430e57ffffffff,2.0,0.0,0.0
8430e85ffffffff,1.0,0.0,0.0
8430ec3ffffffff,3.0,0.0,0.0
8430eedffffffff,4.0,0.0,0.0
8431125ffffffff,2.0,0.0,0.0
8431265ffffffff,6.0,0.0,0.0
8431267ffffffff,7.0,0.0,0.0
8431503ffffffff,1.0,0.0,0.0
8431565ffffffff,1.0,0.0,0.0
8431597ffffffff,4.0,0.0,0.0
84315b7ffffffff,6.0,0.0,0.0
8431649ffffffff,12.0,0.0,0.0
84316c1ffffffff,20.0,0.0,0.0
84316c5ffffffff,9.0,0.0,0.0
84316c7ffffffff,4.0,0.0,0.0
84316c9ffffffff,3.0,0.0,0.0
84316cdffffffff,32.0,0.0,0.0
84316e5ffffffff,8.0,0.0,0.0
84316e7ffffffff,3.0,0.0,0.0
84316ebffffffff,2.0,0.0,0.0
8431819ffffffff,1.0,0.0,0.0
8431851ffffffff,81.0,1.0,4.0
8431853ffffffff,7.0,0.0,2.0
843185bffffffff,5.0,0.0,0.0
8431905ffffffff,1.0,0.0,0.0
8431909ffffffff,2.0,0.0,0.0
843190dffffffff,14.0,0.0,0.0
8431915ffffffff,2.0,0.0,0.0
8431921ffffffff,1.0,0.0,0.0
843196bffffffff,4.0,0.0,0.0
8431a33ffffffff,1.0,0.0,1.0
844058dffffffff,6.0,0.0,0.0
84405b9ffffffff,2.0,0.0,0.0
8440c27ffffffff,5.0,0.0,0.0
8440c29ffffffff,2.0,0.0,0.0
8440c43ffffffff,1.0,0.0,1.0
8440c53ffffffff,1.0,0.0,0.0
8440c55ffffffff,1.0,0.0,0.0
8440c59ffffffff,4.0,0.0,0.0
8440c5bffffffff,6.0,0.0,0.0
8440c5dffffffff,1.0,0.0,0.0
8440d05ffffffff,2.0,0.0,0.0
8440d1bffffffff,1.0,0.0,0.0
8440dedffffffff,4.0,0.0,0.0
8440e89ffffffff,1.0,0.0,1.0
8440ec5ffffffff,2.0,0.0,0.0
8440ee5ffffffff,4.0,0.0,0.0
844b661ffffffff,1.0,0.0,0.0
