cell_id,Chondrohierax uncinatus,Chondrohierax uncinatus uncinatus,Chondrohierax uncinatus mirus
838016fffffffff,1.0,0.0,0.0
838030fffffffff,6.0,0.0,0.0
838036fffffffff,2.0,0.0,0.0
838044fffffffff,12.0,0.0,0.0
838046fffffffff,4.0,0.0,0.0
83806afffffffff,2.0,0.0,0.0
838071fffffffff,4.0,0.0,0.0
838114fffffffff,1.0,0.0,0.0
838116fffffffff,7.0,0.0,0.0
838124fffffffff,6.0,0.0,0.0
838130fffffffff,2.0,0.0,0.0
838132fffffffff,10.0,0.0,0.0
838145fffffffff,4.0,4.0,0.0
838146fffffffff,3.0,0.0,0.0
83814afffffffff,7.0,0.0,0.0
83814dfffffffff,1.0,0.0,0.0
83814efffffffff,2.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0
83815afffffffff,1.0,0.0,0.0
83815dfffffffff,1.0,0.0,0.0
838163fffffffff,6.0,0.0,0.0
838171fffffffff,8.0,0.0,0.0
838181fffffffff,18.0,1.0,0.0
838183fffffffff,9.0,0.0,0.0
838185fffffffff,5.0,0.0,0.0
83818efffffffff,13.0,0.0,0.0
83819dfffffffff,2.0,0.0,0.0
8381a1fffffffff,2.0,2.0,0.0
8381adfffffffff,2.0,0.0,0.0
838a05fffffffff,2.0,1.0,0.0
838a24fffffffff,1.0,1.0,0.0
838a25fffffffff,2.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0
838a35fffffffff,3.0,0.0,0.0
838a45fffffffff,27.0,0.0,0.0
838a4dfffffffff,3.0,0.0,0.0
838a63fffffffff,4.0,0.0,0.0
838a69fffffffff,21.0,0.0,0.0
838a6dfffffffff,28.0,0.0,0.0
838a70fffffffff,1.0,0.0,0.0
838aabfffffffff,10.0,0.0,0.0
838adcfffffffff,9.0,0.0,0.0
838ae5fffffffff,2.0,0.0,0.0
838af0fffffffff,3.0,0.0,0.0
838af2fffffffff,13.0,0.0,0.0
838af4fffffffff,1.0,0.0,0.0
838af6fffffffff,39.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,5.0,0.0,0.0
838b20fffffffff,1.0,0.0,0.0
838b22fffffffff,14.0,0.0,0.0
838b26fffffffff,2.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0
838b2cfffffffff,1.0,0.0,0.0
838b31fffffffff,4.0,0.0,0.0
838b34fffffffff,2.0,0.0,0.0
838b44fffffffff,2.0,0.0,0.0
838b45fffffffff,6.0,0.0,0.0
838b46fffffffff,3.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0
838b56fffffffff,3.0,0.0,0.0
838b61fffffffff,17.0,0.0,0.0
838b63fffffffff,22.0,0.0,0.0
838b6cfffffffff,57.0,0.0,0.0
838b6efffffffff,7.0,0.0,0.0
838b71fffffffff,14.0,0.0,0.0
838b74fffffffff,5.0,0.0,0.0
838b75fffffffff,7.0,0.0,0.0
838b84fffffffff,2.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0
838b99fffffffff,5.0,0.0,0.0
838b9dfffffffff,129.0,0.0,0.0
838ba6fffffffff,16.0,0.0,0.0
838bb4fffffffff,2.0,0.0,0.0
838bb5fffffffff,6.0,0.0,0.0
838e64fffffffff,79.0,0.0,0.0
838e65fffffffff,8.0,0.0,0.0
838f0dfffffffff,100.0,2.0,0.0
838f28fffffffff,7.0,0.0,0.0
838f29fffffffff,78.0,0.0,0.0
838f2afffffffff,356.0,28.0,0.0
838f2bfffffffff,190.0,15.0,0.0
838f2cfffffffff,199.0,6.0,0.0
838f2efffffffff,35.0,6.0,0.0
838f40fffffffff,178.0,0.0,0.0
838f42fffffffff,12.0,0.0,0.0
838f43fffffffff,18.0,1.0,0.0
838f46fffffffff,30.0,1.0,0.0
838f4afffffffff,11.0,0.0,0.0
838f50fffffffff,7.0,0.0,0.0
838f51fffffffff,2.0,0.0,0.0
838f54fffffffff,23.0,0.0,0.0
838f55fffffffff,46.0,0.0,0.0
838f59fffffffff,1.0,0.0,0.0
838f5dfffffffff,1.0,0.0,0.0
838f61fffffffff,58.0,0.0,0.0
838f65fffffffff,3.0,0.0,0.0
838f6cfffffffff,5.0,0.0,0.0
838f6efffffffff,7.0,0.0,0.0
838f70fffffffff,7.0,0.0,0.0
838f71fffffffff,1.0,0.0,0.0
838f72fffffffff,35.0,5.0,0.0
838f73fffffffff,9.0,0.0,0.0
838f74fffffffff,3.0,0.0,0.0
838f76fffffffff,14.0,0.0,0.0
83a596fffffffff,18.0,1.0,0.0
83a802fffffffff,5.0,0.0,0.0
83a804fffffffff,1.0,0.0,0.0
83a806fffffffff,7.0,1.0,0.0
83a80dfffffffff,2.0,0.0,0.0
83a810fffffffff,74.0,3.0,0.0
83a811fffffffff,3.0,0.0,0.0
83a812fffffffff,11.0,0.0,0.0
83a813fffffffff,26.0,6.0,0.0
83a814fffffffff,78.0,2.0,0.0
83a816fffffffff,2.0,0.0,0.0
83a818fffffffff,1.0,0.0,0.0
83a81afffffffff,4.0,0.0,0.0
83a81bfffffffff,3.0,0.0,0.0
83a81cfffffffff,2.0,0.0,0.0
83a81efffffffff,27.0,0.0,0.0
83a833fffffffff,1.0,0.0,0.0
83a840fffffffff,6.0,0.0,0.0
83a841fffffffff,10.0,0.0,0.0
83a845fffffffff,1.0,0.0,0.0
83a851fffffffff,2.0,0.0,0.0
83a855fffffffff,6.0,0.0,0.0
83a859fffffffff,25.0,0.0,0.0
83a85dfffffffff,20.0,0.0,0.0
83a860fffffffff,3.0,0.0,0.0
83a866fffffffff,3.0,0.0,0.0
83a86dfffffffff,1.0,0.0,0.0
83a875fffffffff,1.0,0.0,0.0
83a883fffffffff,2.0,0.0,0.0
83a886fffffffff,9.0,0.0,0.0
83a891fffffffff,24.0,2.0,0.0
83a8a0fffffffff,13.0,1.0,0.0
83a8a1fffffffff,15.0,0.0,0.0
83a8a2fffffffff,26.0,4.0,0.0
83a8a3fffffffff,5.0,0.0,0.0
83a8a8fffffffff,1.0,0.0,0.0
83a8a9fffffffff,6.0,6.0,0.0
83a8acfffffffff,1.0,0.0,0.0
83a8adfffffffff,1.0,1.0,0.0
83a8b1fffffffff,2.0,0.0,0.0
83a8c0fffffffff,13.0,0.0,0.0
83a8c2fffffffff,2.0,2.0,0.0
83a8ccfffffffff,1.0,0.0,0.0
83a8d1fffffffff,5.0,2.0,0.0
83a8d4fffffffff,6.0,0.0,0.0
83a8e6fffffffff,2.0,0.0,0.0
83a8ecfffffffff,1.0,0.0,0.0
83a8f4fffffffff,6.0,0.0,0.0
83a942fffffffff,6.0,0.0,0.0
83a943fffffffff,3.0,0.0,0.0
83a950fffffffff,7.0,0.0,0.0
83a953fffffffff,7.0,0.0,0.0
83a955fffffffff,1.0,0.0,0.0
83a95afffffffff,1.0,0.0,0.0
83a95bfffffffff,8.0,0.0,0.0
83a95cfffffffff,1.0,0.0,0.0
83a95efffffffff,4.0,0.0,0.0
83b274fffffffff,1.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0
83b342fffffffff,28.0,0.0,0.0
83b343fffffffff,3.0,0.0,0.0
83b346fffffffff,3.0,0.0,0.0
83b35cfffffffff,6.0,0.0,0.0
83b35efffffffff,10.0,0.0,0.0
83b361fffffffff,2.0,0.0,0.0
83b363fffffffff,3.0,0.0,0.0
83b365fffffffff,2.0,0.0,0.0
