cell_id,Mergus merganser,Mergus merganser merganser/orientalis,Mergus merganser americanus
8408835ffffffff,2.0,0.0,0.0
8408837ffffffff,53.0,0.0,0.0
8408839ffffffff,15.0,0.0,0.0
840883dffffffff,65.0,3.0,0.0
8408841ffffffff,2.0,0.0,0.0
8408843ffffffff,12.0,6.0,0.0
8408845ffffffff,2.0,2.0,0.0
8408847ffffffff,2.0,0.0,0.0
8408851ffffffff,2.0,0.0,0.0
8408855ffffffff,16.0,2.0,0.0
8408863ffffffff,21.0,9.0,0.0
8408865ffffffff,8.0,4.0,0.0
8408867ffffffff,281.0,104.0,0.0
8408869ffffffff,38.0,0.0,0.0
840886bffffffff,33.0,11.0,0.0
8408881ffffffff,3.0,0.0,0.0
8408889ffffffff,98.0,10.0,0.0
840888dffffffff,15.0,11.0,0.0
84088a3ffffffff,1.0,0.0,0.0
84088a9ffffffff,7.0,0.0,0.0
84088adffffffff,1.0,0.0,0.0
84088d3ffffffff,2.0,2.0,0.0
84088dbffffffff,2.0,0.0,0.0
84088e1ffffffff,43.0,43.0,0.0
84088e3ffffffff,1.0,0.0,0.0
84088e7ffffffff,3.0,3.0,0.0
84088edffffffff,2.0,0.0,0.0
8408901ffffffff,24.0,0.0,0.0
840890dffffffff,7.0,0.0,0.0
8408933ffffffff,6.0,0.0,0.0
8408937ffffffff,73.0,0.0,0.0
8408959ffffffff,101.0,76.0,0.0
840895bffffffff,96.0,64.0,0.0
8408961ffffffff,9.0,4.0,0.0
8408965ffffffff,30.0,18.0,0.0
8408967ffffffff,4.0,4.0,0.0
8408969ffffffff,3.0,0.0,0.0
840896bffffffff,7.0,0.0,0.0
8408985ffffffff,56.0,11.0,0.0
8408987ffffffff,2.0,0.0,0.0
840898bffffffff,117.0,0.0,0.0
840898dffffffff,3.0,0.0,0.0
8408991ffffffff,13.0,2.0,0.0
8408995ffffffff,91.0,5.0,0.0
8408997ffffffff,212.0,30.0,0.0
8408999ffffffff,13.0,0.0,0.0
840899dffffffff,23.0,1.0,0.0
84089a5ffffffff,10.0,0.0,0.0
84089a9ffffffff,157.0,3.0,0.0
84089abffffffff,5.0,0.0,0.0
84089adffffffff,48.0,4.0,0.0
84089b1ffffffff,47.0,4.0,0.0
84089b5ffffffff,2.0,0.0,0.0
84089b7ffffffff,14.0,1.0,0.0
84089bbffffffff,100.0,1.0,0.0
84089bdffffffff,2.0,0.0,0.0
84089c3ffffffff,5.0,0.0,0.0
84089cbffffffff,24.0,0.0,0.0
84089d1ffffffff,33.0,0.0,0.0
84089d3ffffffff,66.0,0.0,0.0
84089d7ffffffff,1.0,0.0,0.0
84089d9ffffffff,41.0,0.0,0.0
84089dbffffffff,23.0,0.0,0.0
84089ddffffffff,23.0,0.0,0.0
84089e1ffffffff,9.0,2.0,0.0
84089e3ffffffff,29.0,3.0,0.0
84089e5ffffffff,57.0,0.0,0.0
84089e7ffffffff,21.0,5.0,0.0
84089ebffffffff,43.0,0.0,0.0
84089edffffffff,35.0,0.0,0.0
8408a15ffffffff,2.0,2.0,0.0
8408a25ffffffff,2.0,0.0,0.0
8408a31ffffffff,1.0,1.0,0.0
8408a45ffffffff,7.0,2.0,0.0
8408a53ffffffff,4.0,2.0,0.0
8408a5bffffffff,2.0,2.0,0.0
8408a65ffffffff,2.0,0.0,0.0
8408a69ffffffff,6.0,0.0,0.0
8408a6dffffffff,8.0,2.0,0.0
8408a85ffffffff,1.0,0.0,0.0
8408a8dffffffff,2.0,0.0,0.0
8408a95ffffffff,2.0,0.0,0.0
8408acbffffffff,2.0,0.0,0.0
8408ae3ffffffff,2.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0
8408b05ffffffff,6.0,2.0,0.0
8408b07ffffffff,4.0,0.0,0.0
8408b09ffffffff,7.0,2.0,0.0
8408b0bffffffff,1.0,0.0,0.0
8408b0dffffffff,9.0,2.0,0.0
8408b11ffffffff,23.0,0.0,0.0
8408b15ffffffff,13.0,0.0,0.0
8408b17ffffffff,14.0,2.0,0.0
8408b29ffffffff,4.0,0.0,0.0
8408b2dffffffff,2.0,0.0,0.0
8408b33ffffffff,24.0,2.0,0.0
8408b37ffffffff,18.0,0.0,0.0
8408b3bffffffff,2.0,2.0,0.0
8408b3dffffffff,6.0,1.0,0.0
8408b41ffffffff,5.0,4.0,0.0
8408b4dffffffff,8.0,0.0,0.0
8408b51ffffffff,2.0,2.0,0.0
8408b57ffffffff,2.0,0.0,0.0
8408b5bffffffff,1.0,0.0,0.0
8408b63ffffffff,2.0,0.0,0.0
8408b65ffffffff,1.0,0.0,0.0
8408b67ffffffff,8.0,2.0,0.0
8408b69ffffffff,1.0,0.0,0.0
8408c19ffffffff,1.0,0.0,0.0
8408c21ffffffff,5.0,0.0,0.0
8408c29ffffffff,8.0,2.0,0.0
8408c31ffffffff,4.0,1.0,0.0
8408c35ffffffff,1.0,0.0,0.0
8408c63ffffffff,1.0,0.0,0.0
8408c6bffffffff,2.0,0.0,0.0
8408c6dffffffff,2.0,0.0,0.0
8408c83ffffffff,1.0,0.0,0.0
8408c8bffffffff,29.0,1.0,0.0
8408c8dffffffff,3.0,0.0,0.0
8408c91ffffffff,6.0,4.0,0.0
8408c93ffffffff,7.0,2.0,0.0
8408c95ffffffff,6.0,0.0,0.0
8408c97ffffffff,29.0,16.0,0.0
8408c99ffffffff,7.0,0.0,0.0
8408cd5ffffffff,19.0,0.0,0.0
8408cd7ffffffff,9.0,4.0,0.0
8408ce1ffffffff,10.0,5.0,0.0
8408ce5ffffffff,2.0,0.0,0.0
8408cebffffffff,9.0,0.0,0.0
8408d07ffffffff,2.0,0.0,0.0
8408d11ffffffff,1.0,0.0,0.0
8408d19ffffffff,77.0,11.0,0.0
8408d33ffffffff,4.0,0.0,0.0
8408d41ffffffff,4.0,0.0,0.0
8408d43ffffffff,11.0,1.0,0.0
8408d49ffffffff,9.0,0.0,0.0
8408d4bffffffff,4.0,0.0,0.0
8408d51ffffffff,15.0,4.0,0.0
8408d53ffffffff,5.0,0.0,0.0
8408d55ffffffff,14.0,0.0,0.0
8408d57ffffffff,21.0,4.0,0.0
8408d5dffffffff,10.0,0.0,0.0
8408d81ffffffff,43.0,5.0,0.0
8408d83ffffffff,2.0,2.0,0.0
8408d85ffffffff,6.0,6.0,0.0
8408d87ffffffff,1.0,0.0,0.0
8408d8bffffffff,31.0,8.0,0.0
8408da9ffffffff,2.0,0.0,0.0
8408dbdffffffff,2.0,0.0,0.0
8408dd9ffffffff,4.0,0.0,0.0
8408dddffffffff,2.0,0.0,0.0
8408e01ffffffff,3.0,0.0,0.0
8408e13ffffffff,4.0,0.0,0.0
8408e39ffffffff,2.0,0.0,0.0
8408e3dffffffff,2.0,0.0,0.0
8408e4bffffffff,2.0,0.0,0.0
8408e83ffffffff,4.0,0.0,0.0
8408e99ffffffff,2.0,0.0,0.0
8408e9bffffffff,10.0,2.0,0.0
8408ea7ffffffff,5.0,0.0,0.0
8408ec1ffffffff,6.0,4.0,0.0
8408ec9ffffffff,3.0,0.0,0.0
8408ecdffffffff,5.0,0.0,0.0
8408ed3ffffffff,7.0,0.0,0.0
8408ed7ffffffff,5.0,0.0,0.0
8408edbffffffff,14.0,0.0,0.0
8408eebffffffff,1.0,0.0,0.0
8408f0dffffffff,2.0,0.0,0.0
8408f25ffffffff,4.0,0.0,0.0
8408f29ffffffff,4.0,0.0,0.0
8408f2dffffffff,8.0,2.0,0.0
8408f47ffffffff,2.0,0.0,0.0
8408f63ffffffff,26.0,4.0,0.0
84094a7ffffffff,3.0,0.0,0.0
84094b3ffffffff,4.0,0.0,0.0
84094b5ffffffff,5.0,0.0,0.0
8409585ffffffff,7.0,0.0,0.0
8409587ffffffff,3.0,0.0,0.0
8409599ffffffff,5.0,0.0,0.0
840959dffffffff,1.0,0.0,0.0
84095a7ffffffff,2.0,0.0,0.0
84095a9ffffffff,9.0,0.0,0.0
84095abffffffff,2.0,0.0,0.0
84095adffffffff,1.0,0.0,0.0
84095e7ffffffff,2.0,0.0,0.0
8409821ffffffff,11.0,2.0,0.0
8409825ffffffff,1.0,0.0,0.0
840982bffffffff,2.0,0.0,0.0
840982dffffffff,9.0,0.0,0.0
8409883ffffffff,9.0,0.0,0.0
8409893ffffffff,2.0,0.0,0.0
8409895ffffffff,3.0,1.0,0.0
840989bffffffff,2.0,0.0,0.0
84098a3ffffffff,2.0,0.0,0.0
84098abffffffff,1.0,0.0,0.0
84098bbffffffff,1.0,0.0,0.0
84098bdffffffff,1.0,0.0,0.0
84098c1ffffffff,1.0,0.0,0.0
84098c3ffffffff,1.0,0.0,0.0
84098c7ffffffff,1.0,0.0,0.0
84098d3ffffffff,2.0,0.0,0.0
84098d5ffffffff,4.0,0.0,0.0
84098dbffffffff,2.0,2.0,0.0
84098e1ffffffff,1.0,0.0,0.0
84098e3ffffffff,4.0,0.0,0.0
84098ebffffffff,1.0,0.0,0.0
8409911ffffffff,11.0,2.0,0.0
8409913ffffffff,4.0,0.0,0.0
8409917ffffffff,13.0,3.0,0.0
840991bffffffff,70.0,0.0,0.0
8409927ffffffff,2.0,0.0,0.0
8409981ffffffff,2.0,0.0,0.0
8409983ffffffff,1.0,1.0,0.0
8409987ffffffff,2.0,2.0,0.0
8409991ffffffff,21.0,2.0,0.0
8409993ffffffff,34.0,11.0,0.0
8409997ffffffff,26.0,11.0,0.0
8409999ffffffff,4.0,0.0,0.0
840999bffffffff,8.0,0.0,0.0
84099a5ffffffff,2.0,2.0,0.0
84099a7ffffffff,2.0,0.0,0.0
84099b1ffffffff,2.0,0.0,0.0
84099b9ffffffff,3.0,1.0,0.0
84099bdffffffff,19.0,13.0,0.0
84099c9ffffffff,2.0,0.0,0.0
84099e9ffffffff,4.0,0.0,0.0
84099ebffffffff,4.0,0.0,0.0
8409a09ffffffff,8.0,0.0,0.0
8409a43ffffffff,4.0,0.0,0.0
8409a45ffffffff,8.0,0.0,0.0
8409a47ffffffff,7.0,4.0,0.0
8409aa5ffffffff,1.0,0.0,0.0
8409ab1ffffffff,4.0,0.0,0.0
8409ab3ffffffff,2.0,0.0,0.0
840a337ffffffff,1.0,0.0,0.0
840aa6dffffffff,1.0,0.0,0.0
840b893ffffffff,1.0,0.0,0.0
840b93dffffffff,2.0,0.0,0.0
840bb01ffffffff,1.0,0.0,0.0
840bb3dffffffff,2.0,0.0,0.0
840c063ffffffff,4.0,0.0,0.0
840c0b1ffffffff,3.0,0.0,0.0
840c0b3ffffffff,2.0,0.0,0.0
840c141ffffffff,19.0,0.0,0.0
840c143ffffffff,429.0,0.0,0.0
840c145ffffffff,7.0,0.0,0.0
840c147ffffffff,152.0,0.0,0.0
840c149ffffffff,10.0,0.0,0.0
840c14bffffffff,10.0,0.0,0.0
840c14dffffffff,10.0,0.0,0.0
840c15dffffffff,22.0,0.0,0.0
840c1b1ffffffff,1.0,0.0,0.0
840c1e1ffffffff,9.0,0.0,0.0
840c335ffffffff,9.0,0.0,0.0
840c349ffffffff,8.0,0.0,0.0
840c401ffffffff,2.0,0.0,0.0
840c40dffffffff,1.0,0.0,0.0
840c421ffffffff,13.0,0.0,0.0
840c425ffffffff,47.0,0.0,0.0
840c427ffffffff,14.0,0.0,0.0
840c42dffffffff,913.0,0.0,0.0
840c441ffffffff,15.0,0.0,0.0
840c443ffffffff,4.0,0.0,0.0
840c44bffffffff,2.0,0.0,0.0
840c451ffffffff,36.0,0.0,0.0
840c455ffffffff,184.0,0.0,0.0
840c45dffffffff,4.0,0.0,0.0
840c461ffffffff,28.0,0.0,3.0
840c465ffffffff,165.0,0.0,15.0
840c467ffffffff,26.0,0.0,0.0
840c469ffffffff,2.0,0.0,0.0
840c46bffffffff,6.0,0.0,0.0
840c46dffffffff,16.0,0.0,0.0
840c503ffffffff,372.0,0.0,0.0
840c507ffffffff,5.0,0.0,0.0
840c50bffffffff,21.0,0.0,0.0
840c50dffffffff,6.0,0.0,0.0
840c511ffffffff,54.0,0.0,0.0
840c515ffffffff,55.0,0.0,0.0
840c51dffffffff,327.0,0.0,0.0
840c527ffffffff,4.0,0.0,4.0
840c52dffffffff,2.0,0.0,0.0
840c54bffffffff,16.0,0.0,2.0
840c551ffffffff,31.0,0.0,0.0
840c555ffffffff,98.0,0.0,6.0
840c557ffffffff,2.0,0.0,0.0
840c55bffffffff,237.0,0.0,7.0
840c55dffffffff,2.0,0.0,0.0
840c563ffffffff,2.0,0.0,0.0
840c567ffffffff,4.0,0.0,0.0
840c5a1ffffffff,29.0,0.0,0.0
840c5a5ffffffff,696.0,0.0,0.0
840c5a7ffffffff,52.0,0.0,0.0
840c5adffffffff,365.0,0.0,0.0
840c623ffffffff,2.0,0.0,0.0
840c625ffffffff,4.0,0.0,2.0
840c629ffffffff,4.0,0.0,0.0
840c631ffffffff,2.0,0.0,0.0
840c639ffffffff,2.0,0.0,0.0
840c641ffffffff,2.0,0.0,0.0
840c647ffffffff,2.0,0.0,0.0
840c65dffffffff,5.0,0.0,0.0
840c661ffffffff,2.0,0.0,0.0
840c663ffffffff,2.0,0.0,0.0
840c665ffffffff,52.0,0.0,0.0
840c667ffffffff,3.0,0.0,0.0
840c68bffffffff,8.0,0.0,0.0
840c699ffffffff,5.0,0.0,0.0
840c6adffffffff,4.0,0.0,0.0
840c705ffffffff,11.0,0.0,0.0
840c707ffffffff,15.0,0.0,1.0
840c70dffffffff,19.0,0.0,0.0
840c71bffffffff,7.0,0.0,1.0
840c731ffffffff,9.0,0.0,0.0
840c733ffffffff,1137.0,0.0,36.0
840c735ffffffff,14.0,0.0,0.0
840c739ffffffff,11.0,0.0,0.0
840c73bffffffff,124.0,0.0,3.0
840c741ffffffff,59.0,0.0,4.0
840c745ffffffff,3.0,0.0,3.0
840c74bffffffff,9.0,0.0,3.0
840c74dffffffff,10.0,0.0,2.0
840c759ffffffff,28.0,0.0,2.0
840c769ffffffff,2.0,0.0,0.0
840ca43ffffffff,39.0,0.0,12.0
840ca99ffffffff,2.0,0.0,0.0
840cc53ffffffff,2.0,0.0,0.0
840cd8dffffffff,20.0,0.0,0.0
840ce13ffffffff,1.0,0.0,0.0
840ce17ffffffff,4.0,0.0,0.0
840ce1bffffffff,2.0,0.0,2.0
840ce89ffffffff,2.0,0.0,0.0
840ce95ffffffff,2.0,0.0,0.0
840ce9bffffffff,1.0,0.0,0.0
840ce9dffffffff,9.0,0.0,0.0
840cec1ffffffff,2.0,0.0,0.0
840cec5ffffffff,30.0,0.0,3.0
840cec9ffffffff,14.0,0.0,0.0
840ced1ffffffff,1.0,0.0,0.0
840ced3ffffffff,2.0,0.0,0.0
840ced5ffffffff,3.0,0.0,0.0
840cedbffffffff,2.0,0.0,0.0
840ceddffffffff,2.0,0.0,0.0
840cee5ffffffff,3.0,0.0,0.0
840d039ffffffff,6.0,0.0,0.0
840d093ffffffff,2.0,0.0,0.0
840d09bffffffff,2.0,0.0,0.0
840d0d9ffffffff,8.0,0.0,0.0
840d405ffffffff,5.0,0.0,0.0
840d40dffffffff,10.0,0.0,0.0
840d447ffffffff,2.0,0.0,0.0
840d461ffffffff,2.0,0.0,0.0
840d49bffffffff,1.0,0.0,0.0
840d49dffffffff,1.0,0.0,0.0
840d4a1ffffffff,10.0,0.0,0.0
840d4a9ffffffff,2.0,0.0,0.0
840d4c3ffffffff,17.0,0.0,0.0
840d4c9ffffffff,1.0,0.0,0.0
840d4d5ffffffff,3.0,0.0,0.0
840d563ffffffff,8.0,0.0,3.0
840d585ffffffff,11.0,0.0,0.0
840d587ffffffff,4.0,0.0,0.0
840d58dffffffff,7.0,0.0,0.0
840d595ffffffff,9.0,0.0,0.0
840d5a9ffffffff,46.0,0.0,0.0
840d5abffffffff,2.0,0.0,0.0
840d5b9ffffffff,29.0,0.0,0.0
840d5e7ffffffff,12.0,0.0,0.0
840d605ffffffff,3.0,0.0,0.0
840d65dffffffff,2.0,0.0,0.0
840d683ffffffff,6.0,0.0,0.0
840d6b9ffffffff,2.0,0.0,0.0
840d6bbffffffff,2.0,0.0,0.0
840d6bdffffffff,2.0,0.0,0.0
840d709ffffffff,2.0,0.0,0.0
840d723ffffffff,6.0,0.0,0.0
840d747ffffffff,4.0,0.0,0.0
840d751ffffffff,7.0,0.0,0.0
840d761ffffffff,9.0,0.0,0.0
840d89bffffffff,1.0,0.0,0.0
840e033ffffffff,3.0,0.0,0.0
840e039ffffffff,2.0,0.0,0.0
840e083ffffffff,3.0,0.0,0.0
840e085ffffffff,53.0,0.0,0.0
840e087ffffffff,14.0,0.0,0.0
840e08dffffffff,15.0,0.0,0.0
840e097ffffffff,3.0,0.0,0.0
840e0abffffffff,2.0,0.0,0.0
840e0b1ffffffff,7.0,0.0,0.0
840e0b3ffffffff,11.0,0.0,0.0
840e0b9ffffffff,15.0,0.0,0.0
840e0bbffffffff,15.0,0.0,0.0
840e0bdffffffff,20.0,0.0,0.0
840e0e3ffffffff,24.0,0.0,0.0
840e0e5ffffffff,22.0,0.0,0.0
840e0e7ffffffff,12.0,0.0,0.0
840e1d9ffffffff,18.0,0.0,0.0
840e233ffffffff,1.0,0.0,0.0
840e31bffffffff,1.0,0.0,0.0
840e453ffffffff,2.0,0.0,0.0
840e45bffffffff,34.0,0.0,0.0
840e485ffffffff,1.0,0.0,0.0
840e487ffffffff,3.0,0.0,0.0
840e48dffffffff,2.0,0.0,0.0
840e491ffffffff,217.0,0.0,0.0
840e493ffffffff,64.0,0.0,0.0
840e497ffffffff,110.0,0.0,0.0
840e499ffffffff,23.0,0.0,0.0
840e49bffffffff,62.0,0.0,0.0
840e4a5ffffffff,2.0,0.0,0.0
840e4a9ffffffff,30.0,0.0,0.0
840e4b1ffffffff,1.0,0.0,0.0
840e4b3ffffffff,11.0,0.0,0.0
840e4cdffffffff,2.0,0.0,0.0
840e4d1ffffffff,6.0,0.0,0.0
840e4d3ffffffff,78.0,0.0,0.0
840e4d5ffffffff,1.0,0.0,0.0
840e4dbffffffff,426.0,0.0,2.0
840e515ffffffff,2.0,0.0,0.0
840e523ffffffff,10.0,0.0,0.0
840e531ffffffff,2.0,0.0,0.0
840e53dffffffff,2.0,0.0,0.0
840e563ffffffff,5.0,0.0,0.0
840e567ffffffff,6.0,0.0,0.0
840e5a5ffffffff,2.0,0.0,0.0
840e5adffffffff,9.0,0.0,0.0
840e5b3ffffffff,46.0,0.0,0.0
840e5b7ffffffff,2.0,0.0,0.0
840e5bdffffffff,2.0,0.0,0.0
840e603ffffffff,3.0,0.0,0.0
840e623ffffffff,5.0,0.0,0.0
840e63dffffffff,3.0,0.0,0.0
840e691ffffffff,2.0,0.0,0.0
840e6c9ffffffff,2.0,0.0,0.0
840e6e1ffffffff,1.0,0.0,0.0
840e6e7ffffffff,5.0,0.0,0.0
840e801ffffffff,3.0,0.0,0.0
840e805ffffffff,782.0,0.0,0.0
840e807ffffffff,2.0,0.0,0.0
840e82bffffffff,2.0,0.0,0.0
840e831ffffffff,1.0,0.0,0.0
840e83bffffffff,7.0,0.0,0.0
840e863ffffffff,6.0,0.0,0.0
840e891ffffffff,3.0,0.0,0.0
840e89bffffffff,3.0,0.0,0.0
840e8e1ffffffff,4.0,0.0,0.0
840e911ffffffff,1.0,0.0,0.0
840e945ffffffff,3.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0
840e981ffffffff,1.0,0.0,0.0
840e98bffffffff,4.0,0.0,0.0
840e9a1ffffffff,3.0,0.0,0.0
840e9a7ffffffff,8.0,0.0,0.0
840e9ebffffffff,4.0,0.0,0.0
840eb37ffffffff,2.0,0.0,0.0
840ec09ffffffff,2.0,0.0,0.0
840ec11ffffffff,1.0,0.0,0.0
840ec15ffffffff,2.0,0.0,0.0
840ec19ffffffff,47.0,0.0,0.0
840ec1bffffffff,2.0,0.0,2.0
840ec21ffffffff,7.0,0.0,0.0
840ec2dffffffff,4.0,0.0,0.0
840ec51ffffffff,11.0,0.0,0.0
840ec81ffffffff,1.0,0.0,1.0
840ec85ffffffff,6.0,0.0,0.0
840ec91ffffffff,6.0,0.0,0.0
840ec95ffffffff,16.0,0.0,0.0
840ec97ffffffff,10.0,0.0,0.0
840eca5ffffffff,4.0,0.0,0.0
840eca7ffffffff,2.0,0.0,0.0
840ecabffffffff,2.0,0.0,0.0
840ecb9ffffffff,2.0,0.0,0.0
840ecbdffffffff,15.0,0.0,0.0
840ecc1ffffffff,32.0,0.0,0.0
840ecc7ffffffff,1.0,0.0,0.0
840ecc9ffffffff,184.0,0.0,0.0
840ed1dffffffff,2.0,0.0,0.0
840ed45ffffffff,4.0,0.0,0.0
840ed49ffffffff,3.0,0.0,0.0
840ed4dffffffff,5.0,0.0,0.0
840ed55ffffffff,1.0,0.0,0.0
840ed57ffffffff,1.0,0.0,0.0
840ed85ffffffff,7.0,0.0,0.0
840ed91ffffffff,10.0,0.0,1.0
840ed93ffffffff,2.0,0.0,0.0
840ed97ffffffff,7.0,0.0,0.0
840edabffffffff,1.0,0.0,0.0
840edb9ffffffff,2.0,0.0,0.0
840edbbffffffff,2.0,0.0,0.0
840edc9ffffffff,2.0,0.0,0.0
840edcbffffffff,2.0,0.0,0.0
840ede1ffffffff,3.0,0.0,0.0
840ede5ffffffff,1.0,0.0,0.0
840edebffffffff,1.0,0.0,0.0
840ee03ffffffff,14.0,0.0,0.0
840ee0bffffffff,14.0,0.0,0.0
840ee11ffffffff,2.0,0.0,0.0
840ee13ffffffff,2.0,0.0,0.0
840ee15ffffffff,12.0,0.0,0.0
840ee1dffffffff,5.0,0.0,0.0
840ee39ffffffff,3.0,0.0,0.0
840ee51ffffffff,6.0,0.0,0.0
840ee53ffffffff,2.0,0.0,0.0
840ee57ffffffff,18.0,0.0,0.0
840ee59ffffffff,12.0,0.0,0.0
840ee5bffffffff,12.0,0.0,0.0
840ee85ffffffff,5.0,0.0,0.0
840ee8bffffffff,2.0,0.0,0.0
840eea7ffffffff,1111.0,0.0,0.0
840eeabffffffff,14.0,0.0,0.0
840eeb5ffffffff,68.0,0.0,0.0
840eeb9ffffffff,8.0,0.0,0.0
840eebbffffffff,1.0,0.0,0.0
840eebdffffffff,3.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0
840eed3ffffffff,3.0,0.0,0.0
840eed5ffffffff,19.0,0.0,0.0
840eee1ffffffff,3.0,0.0,0.0
840eee3ffffffff,6.0,0.0,0.0
840eee5ffffffff,14.0,0.0,0.0
840eeedffffffff,3.0,0.0,0.0
840ef07ffffffff,1.0,0.0,0.0
840ef1dffffffff,2.0,0.0,2.0
840ef25ffffffff,3.0,0.0,0.0
840ef31ffffffff,7.0,0.0,0.0
840ef35ffffffff,4.0,0.0,0.0
840ef39ffffffff,9.0,0.0,0.0
