cell_id,Sicalis flaveola,Sicalis flaveola [flaveola Group],Sicalis flaveola pelzelni
83c2c2fffffffff,115.0,0.0,0.0
83c2c3fffffffff,63.0,0.0,0.0
83c2c4fffffffff,332.0,0.0,8.0
83c2c5fffffffff,1687.0,0.0,0.0
83c2c6fffffffff,330.0,0.0,0.0
83c2c8fffffffff,65.0,0.0,0.0
83c2c9fffffffff,225.0,0.0,0.0
83c2cafffffffff,465.0,0.0,0.0
83c2cbfffffffff,354.0,0.0,0.0
83c2ccfffffffff,92.0,0.0,0.0
83c2cdfffffffff,427.0,0.0,0.0
83c2cefffffffff,469.0,0.0,0.0
83c2d0fffffffff,286.0,0.0,0.0
83c2d1fffffffff,56.0,0.0,0.0
83c2d2fffffffff,98.0,0.0,0.0
83c2d3fffffffff,313.0,0.0,0.0
83c2d4fffffffff,572.0,0.0,0.0
83c2d5fffffffff,83.0,0.0,0.0
83c2d6fffffffff,273.0,0.0,0.0
83c2d8fffffffff,188.0,0.0,0.0
83c2d9fffffffff,454.0,0.0,0.0
83c2dafffffffff,16.0,0.0,0.0
83c2dbfffffffff,46.0,0.0,0.0
83c2dcfffffffff,23.0,0.0,0.0
83c2ddfffffffff,36.0,0.0,0.0
83c2defffffffff,34.0,0.0,0.0
83c2e0fffffffff,284.0,0.0,0.0
83c2e1fffffffff,230.0,0.0,0.0
83c2e2fffffffff,1190.0,0.0,0.0
83c2e3fffffffff,5564.0,0.0,73.0
83c2e4fffffffff,12.0,0.0,0.0
83c2e5fffffffff,21.0,0.0,0.0
83c2e6fffffffff,80.0,0.0,0.0
83c2e8fffffffff,123.0,0.0,0.0
83c2e9fffffffff,115.0,0.0,0.0
83c2eafffffffff,193.0,0.0,0.0
83c2ebfffffffff,69.0,0.0,0.0
83c2ecfffffffff,57.0,0.0,0.0
83c2edfffffffff,1.0,0.0,0.0
83c2eefffffffff,454.0,0.0,8.0
83c2f1fffffffff,1483.0,0.0,5.0
83c2f2fffffffff,1337.0,0.0,0.0
83c2f3fffffffff,1691.0,0.0,1.0
83c308fffffffff,18.0,0.0,0.0
83c309fffffffff,6.0,0.0,0.0
83c30dfffffffff,4.0,0.0,0.0
83c320fffffffff,1.0,0.0,0.0
83c328fffffffff,2.0,0.0,0.0
83c329fffffffff,81.0,0.0,0.0
83c32bfffffffff,2.0,0.0,0.0
83c32efffffffff,14.0,0.0,0.0
83c340fffffffff,187.0,0.0,0.0
83c341fffffffff,6.0,0.0,0.0
83c342fffffffff,4.0,0.0,0.0
83c343fffffffff,15.0,0.0,0.0
83c344fffffffff,5.0,0.0,0.0
83c345fffffffff,31.0,0.0,0.0
83c346fffffffff,18.0,0.0,0.0
83c348fffffffff,16.0,0.0,0.0
83c349fffffffff,22.0,0.0,0.0
83c34bfffffffff,55.0,0.0,0.0
83c34cfffffffff,11.0,0.0,0.0
83c34dfffffffff,3.0,0.0,0.0
83c34efffffffff,6.0,0.0,0.0
83c350fffffffff,66.0,0.0,0.0
83c351fffffffff,10.0,0.0,0.0
83c352fffffffff,1.0,0.0,0.0
83c353fffffffff,37.0,0.0,0.0
83c354fffffffff,48.0,0.0,2.0
83c355fffffffff,20.0,0.0,0.0
83c356fffffffff,57.0,0.0,0.0
83c358fffffffff,4.0,0.0,0.0
83c359fffffffff,4.0,0.0,0.0
83c35afffffffff,12.0,0.0,0.0
83c35bfffffffff,3.0,0.0,0.0
83c360fffffffff,87.0,0.0,0.0
83c364fffffffff,6.0,0.0,0.0
83c365fffffffff,2.0,0.0,0.0
83c366fffffffff,16.0,0.0,0.0
83c368fffffffff,3.0,0.0,0.0
83c369fffffffff,2.0,0.0,0.0
83c36afffffffff,4.0,0.0,0.0
83c36bfffffffff,2.0,0.0,0.0
83c36dfffffffff,3.0,0.0,0.0
83c36efffffffff,10.0,0.0,0.0
83c370fffffffff,62.0,0.0,0.0
83c371fffffffff,33.0,0.0,0.0
83c373fffffffff,49.0,0.0,0.0
83c375fffffffff,71.0,0.0,0.0
83c376fffffffff,30.0,0.0,0.0
83ce80fffffffff,39.0,0.0,0.0
83ce81fffffffff,11.0,0.0,0.0
83ce82fffffffff,8.0,0.0,0.0
83ce83fffffffff,18.0,0.0,0.0
83ce85fffffffff,15.0,0.0,0.0
83ce88fffffffff,6.0,0.0,0.0
83ce8afffffffff,22.0,0.0,0.0
83ce8cfffffffff,26.0,0.0,0.0
83ce8efffffffff,154.0,0.0,0.0
83ce90fffffffff,2.0,0.0,0.0
83ce91fffffffff,6.0,0.0,0.0
83ce92fffffffff,48.0,0.0,0.0
83ce93fffffffff,1130.0,0.0,2.0
83ce95fffffffff,2.0,0.0,0.0
83ce96fffffffff,6.0,0.0,0.0
83ce98fffffffff,45.0,0.0,0.0
83ce9bfffffffff,3.0,0.0,0.0
83ce9cfffffffff,20.0,0.0,0.0
83ce9dfffffffff,2.0,0.0,0.0
83ce9efffffffff,39.0,0.0,0.0
83cea8fffffffff,3.0,0.0,0.0
83ceaafffffffff,61.0,0.0,0.0
83ceaefffffffff,3.0,0.0,0.0
