cell_id,Metallura tyrianthina,Metallura tyrianthina districta,Metallura tyrianthina chloropogon,Metallura tyrianthina oreopola,Metallura tyrianthina tyrianthina/quitensis,Metallura tyrianthina septentrionalis,Metallura tyrianthina smaragdinicollis
836741fffffffff,108.0,0.0,3.0,0.0,0.0,0.0,0.0
836743fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83674cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83674efffffffff,199.0,0.0,10.0,0.0,0.0,0.0,0.0
83675afffffffff,159.0,0.0,0.0,0.0,0.0,0.0,0.0
838b20fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,202.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838b60fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,2456.0,0.0,0.0,0.0,0.0,0.0,128.0
838b66fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,407.0,0.0,0.0,0.0,0.0,0.0,16.0
838b75fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
838e61fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6cfffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6dfffffffff,474.0,0.0,0.0,0.0,0.0,0.0,13.0
838f29fffffffff,47.0,0.0,0.0,0.0,1.0,0.0,0.0
838f2bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2dfffffffff,79.0,0.0,0.0,0.0,3.0,0.0,0.0
838f42fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,45.0,0.0,0.0,0.0,0.0,0.0,2.0
838f50fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
838f51fffffffff,371.0,0.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0
838f55fffffffff,573.0,0.0,0.0,0.0,0.0,0.0,0.0
838f58fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
838f59fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,11.0
838f5bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5cfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,319.0,0.0,0.0,0.0,0.0,0.0,0.0
838f73fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f74fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,757.0,0.0,0.0,0.0,16.0,0.0,0.0
83b321fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
