cell_id,Troglodytes musculus,Troglodytes musculus [intermedius Group],Troglodytes musculus [audax Group],Troglodytes musculus carabayae,Troglodytes musculus [musculus Group]
83c2c5fffffffff,22.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,227.0,0.0,0.0,0.0,0.0
83c2cafffffffff,2.0,0.0,0.0,0.0,0.0
83c2cbfffffffff,3.0,0.0,0.0,0.0,0.0
83c2cdfffffffff,242.0,0.0,0.0,0.0,0.0
83c2e0fffffffff,2.0,0.0,0.0,0.0,0.0
83c2e2fffffffff,10.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,9.0,0.0,0.0,0.0,0.0
83c2e6fffffffff,1.0,0.0,0.0,0.0,0.0
83c2e9fffffffff,100.0,0.0,0.0,0.0,0.0
83c2ebfffffffff,49.0,0.0,0.0,0.0,0.0
83c320fffffffff,8.0,0.0,0.0,0.0,0.0
83c32afffffffff,2.0,0.0,0.0,0.0,0.0
83c32efffffffff,15.0,0.0,0.0,0.0,0.0
83c34bfffffffff,49.0,0.0,0.0,0.0,0.0
83c350fffffffff,5.0,0.0,0.0,0.0,0.0
83c353fffffffff,1.0,0.0,0.0,0.0,0.0
83c354fffffffff,4.0,0.0,0.0,0.0,0.0
83ce81fffffffff,1.0,0.0,0.0,0.0,0.0
83ce8bfffffffff,1.0,0.0,0.0,0.0,0.0
83ce93fffffffff,4.0,0.0,0.0,0.0,0.0
83ce9efffffffff,3.0,0.0,0.0,0.0,0.0
83cea3fffffffff,2.0,0.0,0.0,0.0,0.0
83cf12fffffffff,7.0,0.0,0.0,0.0,0.0
83cf9dfffffffff,1.0,0.0,0.0,0.0,0.0
83df45fffffffff,7.0,0.0,0.0,0.0,0.0
83df68fffffffff,3.0,0.0,0.0,0.0,0.0
83df69fffffffff,1.0,0.0,0.0,0.0,0.0
83df6afffffffff,6.0,0.0,0.0,0.0,0.0
83df6bfffffffff,5.0,0.0,0.0,0.0,0.0
83df6dfffffffff,5.0,0.0,0.0,0.0,0.0
