cell_id,Dacnis lineata,Dacnis lineata egregia/aequatorialis,Dacnis lineata lineata
8366e9fffffffff,3.0,0.0,0.0
8366ecfffffffff,6.0,0.0,0.0
8366eefffffffff,15.0,0.0,0.0
83675afffffffff,1.0,0.0,0.0
838046fffffffff,4.0,0.0,0.0
83804dfffffffff,1.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0
83806afffffffff,2.0,0.0,0.0
83806bfffffffff,7.0,0.0,3.0
838075fffffffff,4.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0
838143fffffffff,5.0,0.0,1.0
83814afffffffff,21.0,0.0,1.0
83814dfffffffff,17.0,0.0,0.0
83814efffffffff,12.0,0.0,0.0
838a04fffffffff,4.0,0.0,0.0
838a05fffffffff,27.0,0.0,8.0
838a10fffffffff,23.0,0.0,0.0
838a15fffffffff,2.0,0.0,1.0
838a21fffffffff,1.0,0.0,0.0
838a23fffffffff,5.0,0.0,0.0
838a24fffffffff,4.0,0.0,0.0
838a31fffffffff,22.0,0.0,0.0
838a33fffffffff,4.0,0.0,0.0
838a45fffffffff,15.0,0.0,0.0
838a63fffffffff,12.0,0.0,0.0
838a68fffffffff,2.0,0.0,0.0
838a69fffffffff,158.0,0.0,0.0
838a6dfffffffff,49.0,0.0,0.0
838a70fffffffff,4.0,0.0,0.0
838a80fffffffff,3.0,0.0,1.0
838a81fffffffff,1.0,0.0,0.0
838a92fffffffff,8.0,0.0,0.0
838a9cfffffffff,7.0,0.0,0.0
838aa8fffffffff,13.0,0.0,0.0
838aadfffffffff,5.0,0.0,0.0
838adcfffffffff,4.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0
838af0fffffffff,2.0,0.0,0.0
838af2fffffffff,38.0,0.0,0.0
838af6fffffffff,258.0,0.0,10.0
838b01fffffffff,1.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0
838b21fffffffff,5.0,0.0,0.0
838b22fffffffff,8.0,0.0,0.0
838b2cfffffffff,11.0,0.0,0.0
838b2efffffffff,1.0,0.0,0.0
838b40fffffffff,26.0,0.0,2.0
838b44fffffffff,234.0,0.0,2.0
838b45fffffffff,3.0,0.0,0.0
838b46fffffffff,5.0,0.0,0.0
838b4efffffffff,3.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,2.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0
838b56fffffffff,14.0,0.0,0.0
838b5cfffffffff,26.0,0.0,3.0
838b5dfffffffff,4.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0
838b60fffffffff,2.0,0.0,0.0
838b61fffffffff,346.0,0.0,10.0
838b62fffffffff,24.0,0.0,0.0
838b63fffffffff,270.0,0.0,4.0
838b66fffffffff,3.0,0.0,0.0
838b68fffffffff,3.0,0.0,0.0
838b69fffffffff,19.0,0.0,0.0
838b6cfffffffff,26.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,39.0,0.0,0.0
838b71fffffffff,140.0,0.0,1.0
838b74fffffffff,106.0,0.0,9.0
838b75fffffffff,7.0,0.0,2.0
838b83fffffffff,4.0,0.0,0.0
838b84fffffffff,101.0,0.0,1.0
838b88fffffffff,3.0,0.0,0.0
838b96fffffffff,9.0,0.0,9.0
838b99fffffffff,73.0,0.0,3.0
838b9cfffffffff,1.0,0.0,1.0
838b9dfffffffff,448.0,0.0,25.0
838ba0fffffffff,18.0,0.0,0.0
838e64fffffffff,79.0,0.0,3.0
838e65fffffffff,9.0,0.0,0.0
838e66fffffffff,1.0,0.0,0.0
838e6cfffffffff,1.0,0.0,0.0
838f0dfffffffff,231.0,140.0,0.0
838f28fffffffff,16.0,7.0,0.0
838f29fffffffff,26.0,10.0,0.0
838f2afffffffff,80.0,49.0,0.0
838f2bfffffffff,58.0,29.0,0.0
838f2cfffffffff,172.0,64.0,0.0
838f2efffffffff,2.0,0.0,0.0
838f40fffffffff,344.0,0.0,30.0
838f41fffffffff,1.0,0.0,0.0
838f42fffffffff,15.0,0.0,0.0
838f43fffffffff,120.0,0.0,8.0
838f44fffffffff,3.0,0.0,0.0
838f46fffffffff,580.0,0.0,59.0
838f48fffffffff,9.0,0.0,0.0
838f4afffffffff,19.0,0.0,0.0
838f4bfffffffff,8.0,0.0,0.0
838f4cfffffffff,1.0,0.0,0.0
838f5cfffffffff,3.0,0.0,0.0
838f5dfffffffff,16.0,0.0,0.0
838f61fffffffff,14.0,0.0,0.0
838f63fffffffff,4.0,0.0,0.0
838f65fffffffff,2.0,0.0,0.0
838f6bfffffffff,3.0,0.0,0.0
838f70fffffffff,75.0,0.0,11.0
838f71fffffffff,5.0,0.0,0.0
838f72fffffffff,782.0,0.0,226.0
838f73fffffffff,18.0,0.0,5.0
838f74fffffffff,115.0,0.0,7.0
838f76fffffffff,118.0,5.0,29.0
83a859fffffffff,1.0,0.0,0.0
83a8c9fffffffff,12.0,0.0,12.0
83b324fffffffff,15.0,0.0,0.0
83b325fffffffff,12.0,0.0,0.0
