cell_id,Amazona farinosa,Amazona farinosa guatemalae/virenticeps,Amazona farinosa farinosa
8366d0fffffffff,236.0,0.0,23.0
8366d1fffffffff,295.0,0.0,0.0
8366d2fffffffff,265.0,0.0,37.0
8366d3fffffffff,222.0,0.0,0.0
8366d4fffffffff,2.0,0.0,0.0
8366d5fffffffff,5.0,0.0,0.0
8366d8fffffffff,89.0,0.0,1.0
8366dafffffffff,12.0,0.0,0.0
8366dbfffffffff,20.0,0.0,1.0
8366dcfffffffff,1811.0,0.0,146.0
8366ddfffffffff,225.0,0.0,9.0
8366defffffffff,265.0,0.0,11.0
8366e0fffffffff,13.0,0.0,0.0
8366e1fffffffff,19.0,0.0,0.0
8366e3fffffffff,21.0,0.0,0.0
8366e4fffffffff,14.0,0.0,0.0
8366e5fffffffff,46.0,0.0,0.0
8366e6fffffffff,4.0,0.0,0.0
8366e8fffffffff,18.0,0.0,0.0
8366e9fffffffff,20.0,0.0,0.0
8366eafffffffff,3.0,0.0,0.0
8366ecfffffffff,356.0,0.0,4.0
8366eefffffffff,54.0,0.0,0.0
8366f0fffffffff,266.0,0.0,2.0
8366f1fffffffff,11.0,0.0,0.0
8366f3fffffffff,39.0,0.0,0.0
8366f5fffffffff,9.0,0.0,0.0
836753fffffffff,20.0,0.0,0.0
83678bfffffffff,2.0,0.0,0.0
836790fffffffff,14.0,0.0,0.0
836791fffffffff,5.0,0.0,0.0
836793fffffffff,16.0,0.0,0.0
836794fffffffff,29.0,0.0,0.0
836796fffffffff,58.0,0.0,0.0
83679afffffffff,3466.0,0.0,0.0
83679bfffffffff,1247.0,0.0,0.0
836d05fffffffff,5.0,0.0,0.0
836d20fffffffff,2.0,0.0,0.0
836d21fffffffff,42.0,5.0,0.0
836d22fffffffff,18.0,0.0,0.0
836d23fffffffff,5.0,0.0,0.0
836d2cfffffffff,414.0,67.0,0.0
836d2dfffffffff,40.0,0.0,0.0
836d30fffffffff,37.0,0.0,0.0
836d31fffffffff,297.0,25.0,0.0
836d36fffffffff,1.0,1.0,0.0
836d68fffffffff,660.0,0.0,0.0
836d69fffffffff,4651.0,0.0,0.0
836d6cfffffffff,2.0,0.0,0.0
836d6dfffffffff,715.0,0.0,0.0
838044fffffffff,9.0,0.0,0.0
838046fffffffff,172.0,0.0,1.0
838061fffffffff,54.0,0.0,0.0
838062fffffffff,4.0,0.0,0.0
838064fffffffff,3.0,0.0,0.0
838065fffffffff,66.0,0.0,0.0
838066fffffffff,8.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0
83806afffffffff,2.0,0.0,0.0
83806bfffffffff,34.0,0.0,1.0
838074fffffffff,11.0,0.0,0.0
838075fffffffff,9.0,0.0,2.0
838134fffffffff,7.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0
838143fffffffff,4.0,0.0,0.0
83814afffffffff,34.0,0.0,0.0
83814dfffffffff,16.0,0.0,0.0
83814efffffffff,14.0,0.0,0.0
838159fffffffff,8.0,0.0,0.0
83815dfffffffff,20.0,0.0,0.0
838a00fffffffff,21.0,0.0,6.0
838a01fffffffff,14.0,0.0,3.0
838a04fffffffff,9.0,0.0,0.0
838a05fffffffff,64.0,0.0,4.0
838a12fffffffff,6.0,0.0,0.0
838a13fffffffff,2.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0
838a20fffffffff,1.0,0.0,1.0
838a21fffffffff,34.0,0.0,0.0
838a22fffffffff,2.0,0.0,0.0
838a23fffffffff,9.0,0.0,1.0
838a24fffffffff,10.0,0.0,0.0
838a25fffffffff,4.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0
838a2efffffffff,6.0,0.0,1.0
838a31fffffffff,19.0,0.0,12.0
838a35fffffffff,1.0,0.0,1.0
838a42fffffffff,1.0,0.0,0.0
838a45fffffffff,148.0,0.0,5.0
838a4bfffffffff,17.0,0.0,0.0
838a4dfffffffff,3.0,0.0,0.0
838a56fffffffff,3.0,0.0,0.0
838a5afffffffff,3.0,0.0,3.0
838a63fffffffff,35.0,0.0,1.0
838a68fffffffff,12.0,0.0,0.0
838a69fffffffff,164.0,0.0,0.0
838a6dfffffffff,337.0,0.0,0.0
838a6efffffffff,4.0,0.0,0.0
838a80fffffffff,24.0,0.0,1.0
838a81fffffffff,28.0,0.0,1.0
838a82fffffffff,3.0,0.0,0.0
838a85fffffffff,1.0,0.0,0.0
838a8cfffffffff,1.0,0.0,0.0
838a8dfffffffff,2.0,0.0,0.0
838a91fffffffff,4.0,0.0,0.0
838a92fffffffff,7.0,0.0,0.0
838a9cfffffffff,37.0,0.0,1.0
838aa8fffffffff,37.0,0.0,1.0
838aa9fffffffff,29.0,0.0,1.0
838aaafffffffff,38.0,0.0,6.0
838aabfffffffff,3.0,0.0,0.0
838aacfffffffff,4.0,0.0,0.0
838ac6fffffffff,2.0,0.0,0.0
838ad1fffffffff,4.0,0.0,0.0
838ad8fffffffff,1.0,0.0,0.0
838adbfffffffff,2.0,0.0,0.0
838adcfffffffff,4.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0
838ae5fffffffff,11.0,0.0,0.0
838af0fffffffff,71.0,0.0,12.0
838af1fffffffff,25.0,0.0,0.0
838af2fffffffff,86.0,0.0,7.0
838af4fffffffff,42.0,0.0,0.0
838af6fffffffff,491.0,0.0,50.0
838b01fffffffff,2.0,0.0,0.0
838b0bfffffffff,4.0,0.0,2.0
838b13fffffffff,2.0,0.0,0.0
838b1afffffffff,3.0,0.0,0.0
838b1efffffffff,6.0,0.0,0.0
838b20fffffffff,2.0,0.0,0.0
838b21fffffffff,10.0,0.0,0.0
838b22fffffffff,72.0,0.0,0.0
838b23fffffffff,13.0,0.0,1.0
838b2afffffffff,1.0,0.0,0.0
838b2cfffffffff,5.0,0.0,0.0
838b2efffffffff,4.0,0.0,0.0
838b40fffffffff,92.0,0.0,3.0
838b42fffffffff,9.0,0.0,0.0
838b44fffffffff,544.0,0.0,21.0
838b45fffffffff,38.0,0.0,0.0
838b46fffffffff,54.0,0.0,2.0
838b48fffffffff,2.0,0.0,0.0
838b4efffffffff,21.0,0.0,3.0
838b50fffffffff,1.0,0.0,0.0
838b51fffffffff,17.0,0.0,0.0
838b52fffffffff,15.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0
838b56fffffffff,34.0,0.0,0.0
838b5cfffffffff,56.0,0.0,4.0
838b5dfffffffff,11.0,0.0,0.0
838b61fffffffff,79.0,0.0,5.0
838b62fffffffff,208.0,0.0,11.0
838b63fffffffff,753.0,0.0,54.0
838b68fffffffff,9.0,0.0,0.0
838b69fffffffff,40.0,0.0,0.0
838b6cfffffffff,3.0,0.0,0.0
838b6efffffffff,171.0,0.0,10.0
838b70fffffffff,2.0,0.0,0.0
838b71fffffffff,1027.0,0.0,27.0
838b74fffffffff,68.0,0.0,0.0
838b75fffffffff,27.0,0.0,10.0
838b76fffffffff,1.0,0.0,0.0
838b84fffffffff,3.0,0.0,0.0
838b88fffffffff,19.0,0.0,4.0
838b99fffffffff,6.0,0.0,0.0
838b9dfffffffff,109.0,0.0,5.0
838ba0fffffffff,43.0,0.0,0.0
838e64fffffffff,7.0,0.0,0.0
838f29fffffffff,20.0,0.0,0.0
838f2afffffffff,3.0,0.0,0.0
838f2bfffffffff,16.0,0.0,0.0
838f2cfffffffff,8.0,0.0,0.0
838f40fffffffff,4.0,0.0,0.0
838f44fffffffff,4.0,0.0,0.0
838f46fffffffff,17.0,0.0,0.0
838f48fffffffff,88.0,0.0,0.0
838f4afffffffff,9.0,0.0,0.0
838f4cfffffffff,6.0,0.0,0.0
838f61fffffffff,227.0,0.0,0.0
838f63fffffffff,4.0,0.0,0.0
838f65fffffffff,5.0,0.0,0.0
838f6bfffffffff,11.0,0.0,4.0
838f6cfffffffff,14.0,0.0,0.0
838f6efffffffff,55.0,0.0,0.0
838f71fffffffff,6.0,0.0,0.0
838f74fffffffff,8.0,0.0,0.0
83a596fffffffff,5.0,0.0,4.0
83a810fffffffff,397.0,0.0,4.0
83a812fffffffff,11.0,0.0,2.0
83a816fffffffff,154.0,0.0,8.0
83a859fffffffff,2.0,0.0,0.0
83a883fffffffff,45.0,0.0,8.0
83a891fffffffff,238.0,0.0,42.0
83b325fffffffff,20.0,0.0,0.0
