cell_id,Thryomanes bewickii,Thryomanes bewickii bewickii,Thryomanes bewickii [mexicanus Group],Thryomanes bewickii [spilurus Group]
8326e4fffffffff,3.0,0.0,0.0,0.0
8326e5fffffffff,21.0,0.0,0.0,0.0
8326e6fffffffff,6.0,0.0,0.0,0.0
8326ecfffffffff,31.0,0.0,0.0,0.0
8326edfffffffff,21.0,0.0,0.0,0.0
8326f0fffffffff,2.0,0.0,0.0,0.0
8326f1fffffffff,18.0,0.0,0.0,0.0
8326f2fffffffff,14.0,0.0,0.0,0.0
8326f3fffffffff,3.0,0.0,0.0,0.0
832719fffffffff,2.0,0.0,0.0,0.0
832792fffffffff,4.0,0.0,0.0,0.0
832800fffffffff,28.0,0.0,0.0,0.0
832802fffffffff,228.0,0.0,0.0,5.0
832806fffffffff,16.0,0.0,0.0,7.0
832810fffffffff,2.0,0.0,0.0,2.0
832812fffffffff,17.0,0.0,0.0,0.0
832813fffffffff,16.0,0.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0,0.0
832815fffffffff,6.0,0.0,0.0,0.0
83281efffffffff,8.0,0.0,0.0,0.0
832830fffffffff,159.0,0.0,0.0,6.0
832831fffffffff,15.0,0.0,0.0,15.0
832832fffffffff,12.0,0.0,0.0,4.0
832833fffffffff,4.0,0.0,0.0,4.0
832834fffffffff,65.0,0.0,0.0,33.0
832835fffffffff,52.0,0.0,0.0,2.0
832836fffffffff,963.0,0.0,0.0,4.0
832880fffffffff,31.0,0.0,0.0,0.0
832881fffffffff,6.0,0.0,0.0,0.0
832884fffffffff,297.0,0.0,0.0,2.0
832885fffffffff,90.0,0.0,0.0,0.0
832888fffffffff,19.0,0.0,0.0,0.0
83288bfffffffff,7.0,0.0,0.0,0.0
83288cfffffffff,2.0,0.0,0.0,0.0
83288dfffffffff,5.0,0.0,0.0,0.0
83288efffffffff,5.0,0.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0,0.0
832898fffffffff,40.0,0.0,0.0,0.0
832899fffffffff,1.0,0.0,0.0,1.0
83289dfffffffff,2.0,0.0,0.0,0.0
83289efffffffff,2.0,0.0,0.0,0.0
8328a0fffffffff,4.0,0.0,0.0,0.0
8328a1fffffffff,9.0,0.0,0.0,0.0
8328a3fffffffff,2.0,0.0,0.0,0.0
8328a9fffffffff,8.0,0.0,0.0,0.0
8328aafffffffff,2.0,0.0,0.0,0.0
8328abfffffffff,6.0,0.0,0.0,0.0
8328acfffffffff,4.0,0.0,0.0,0.0
8328aefffffffff,38.0,0.0,0.0,0.0
8328b0fffffffff,44.0,0.0,2.0,0.0
8328b1fffffffff,4.0,0.0,0.0,0.0
8328b6fffffffff,52.0,0.0,2.0,0.0
8328c6fffffffff,72.0,0.0,0.0,69.0
8328d0fffffffff,1.0,0.0,0.0,0.0
8328d1fffffffff,7.0,0.0,0.0,5.0
8328d5fffffffff,1.0,0.0,0.0,0.0
8328d6fffffffff,12.0,0.0,0.0,1.0
8328d9fffffffff,2.0,0.0,0.0,0.0
8328dcfffffffff,2.0,0.0,0.0,0.0
8328ddfffffffff,4.0,0.0,0.0,0.0
8328defffffffff,8.0,0.0,0.0,2.0
8328f0fffffffff,4.0,0.0,0.0,0.0
8328f1fffffffff,2.0,0.0,0.0,2.0
8328f4fffffffff,6.0,0.0,0.0,0.0
8328f5fffffffff,3.0,0.0,0.0,0.0
8328f6fffffffff,8.0,0.0,0.0,0.0
832913fffffffff,12.0,0.0,0.0,2.0
832916fffffffff,3.0,0.0,0.0,0.0
83291afffffffff,1.0,0.0,0.0,0.0
832985fffffffff,3.0,0.0,0.0,0.0
832986fffffffff,2.0,0.0,2.0,0.0
832989fffffffff,1.0,0.0,0.0,1.0
83298cfffffffff,27.0,0.0,1.0,0.0
83298dfffffffff,1.0,0.0,1.0,0.0
832990fffffffff,8.0,0.0,4.0,0.0
832992fffffffff,3.0,0.0,3.0,0.0
832994fffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,67.0,0.0,0.0,1.0
8329a1fffffffff,124.0,0.0,0.0,1.0
8329a2fffffffff,8.0,0.0,0.0,0.0
8329a4fffffffff,12.0,0.0,0.0,5.0
8329a5fffffffff,9.0,0.0,0.0,2.0
8329a6fffffffff,263.0,0.0,0.0,3.0
8329a8fffffffff,3.0,0.0,0.0,0.0
8329a9fffffffff,15.0,0.0,0.0,7.0
8329aafffffffff,4.0,0.0,0.0,2.0
8329acfffffffff,4.0,0.0,0.0,2.0
8329adfffffffff,10.0,0.0,0.0,2.0
8329aefffffffff,1.0,0.0,0.0,0.0
8329b0fffffffff,8.0,0.0,0.0,0.0
8329b2fffffffff,1.0,0.0,0.0,0.0
8329b5fffffffff,4.0,0.0,0.0,0.0
8329b6fffffffff,1.0,0.0,1.0,0.0
832a81fffffffff,1.0,0.0,0.0,0.0
832a85fffffffff,2.0,0.0,0.0,0.0
832a93fffffffff,2.0,0.0,0.0,0.0
832aaefffffffff,1.0,0.0,0.0,0.0
832ab2fffffffff,6.0,0.0,0.0,0.0
834440fffffffff,10.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0
834445fffffffff,17.0,1.0,0.0,0.0
834446fffffffff,2.0,0.0,0.0,0.0
834449fffffffff,3.0,0.0,0.0,0.0
83444afffffffff,2.0,0.0,0.0,0.0
83444cfffffffff,66.0,2.0,0.0,0.0
83444dfffffffff,3.0,0.0,0.0,0.0
83444efffffffff,19.0,0.0,0.0,0.0
834463fffffffff,8.0,0.0,0.0,0.0
834468fffffffff,1.0,0.0,0.0,0.0
83446cfffffffff,3.0,0.0,0.0,0.0
83446dfffffffff,119.0,4.0,0.0,0.0
83446efffffffff,14.0,0.0,0.0,0.0
8344c9fffffffff,2.0,0.0,0.0,0.0
8344ddfffffffff,2.0,0.0,0.0,0.0
834814fffffffff,4.0,0.0,0.0,0.0
83482efffffffff,2.0,0.0,0.0,0.0
834836fffffffff,9.0,0.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0,0.0
83484afffffffff,2.0,0.0,0.0,0.0
834859fffffffff,30.0,0.0,0.0,0.0
83485afffffffff,13.0,0.0,0.0,0.0
83485bfffffffff,34.0,0.0,0.0,0.0
834882fffffffff,14.0,1.0,0.0,0.0
834883fffffffff,4.0,0.0,0.0,0.0
834890fffffffff,2.0,0.0,0.0,0.0
834891fffffffff,1.0,0.0,0.0,0.0
834892fffffffff,7.0,0.0,0.0,0.0
834893fffffffff,19.0,0.0,0.0,0.0
834895fffffffff,12.0,0.0,2.0,0.0
834898fffffffff,2.0,0.0,0.0,0.0
83489afffffffff,4.0,0.0,0.0,0.0
83489dfffffffff,1.0,0.0,1.0,0.0
83489efffffffff,8.0,0.0,0.0,0.0
8348b1fffffffff,4.0,1.0,2.0,0.0
8348b2fffffffff,1.0,0.0,1.0,0.0
8348b3fffffffff,2.0,0.0,0.0,0.0
8348c1fffffffff,22.0,0.0,10.0,0.0
8348c3fffffffff,1.0,0.0,0.0,0.0
8348c5fffffffff,17.0,0.0,3.0,0.0
8348cafffffffff,2.0,0.0,2.0,0.0
8348cdfffffffff,11.0,0.0,9.0,0.0
8348d8fffffffff,5.0,0.0,5.0,0.0
8348dbfffffffff,1.0,0.0,0.0,0.0
8348dcfffffffff,2.0,0.0,1.0,0.0
8348e3fffffffff,12.0,0.0,11.0,0.0
8348e8fffffffff,321.0,0.0,75.0,0.0
8348eafffffffff,33.0,0.0,9.0,0.0
8348ebfffffffff,33.0,0.0,12.0,0.0
8348ecfffffffff,379.0,0.0,366.0,0.0
8348eefffffffff,269.0,0.0,247.0,0.0
8348f2fffffffff,11.0,0.0,9.0,0.0
834980fffffffff,6.0,0.0,6.0,0.0
834982fffffffff,11.0,0.0,11.0,0.0
834983fffffffff,13.0,0.0,13.0,0.0
834988fffffffff,2.0,0.0,0.0,0.0
834990fffffffff,16.0,0.0,8.0,0.0
834994fffffffff,11.0,0.0,5.0,0.0
834995fffffffff,8.0,0.0,3.0,0.0
834996fffffffff,9.0,0.0,0.0,0.0
83499cfffffffff,8.0,0.0,8.0,0.0
8349b2fffffffff,2.0,0.0,0.0,0.0
8349b3fffffffff,4.0,0.0,4.0,0.0
836d32fffffffff,11.0,0.0,4.0,0.0
