cell_id,Lonchura malacca,Lonchura malacca (Pale-flanked),Lonchura malacca (Cinnamon-flanked)
836016fffffffff,2.0,0.0,0.0
83601efffffffff,4.0,0.0,0.0
836022fffffffff,38.0,0.0,0.0
836026fffffffff,16.0,0.0,0.0
836030fffffffff,2.0,0.0,0.0
836031fffffffff,139.0,0.0,0.0
836032fffffffff,10.0,0.0,0.0
836033fffffffff,114.0,0.0,0.0
836034fffffffff,2.0,0.0,0.0
836035fffffffff,13.0,0.0,0.0
836088fffffffff,14.0,0.0,0.0
83608bfffffffff,2.0,0.0,0.0
83608efffffffff,24.0,0.0,0.0
836090fffffffff,5.0,0.0,0.0
836092fffffffff,1.0,0.0,0.0
83609efffffffff,19.0,0.0,0.0
8360a3fffffffff,2.0,0.0,0.0
8360a9fffffffff,123.0,0.0,0.0
8360abfffffffff,5.0,0.0,0.0
8360acfffffffff,3.0,0.0,0.0
8360adfffffffff,1.0,0.0,0.0
8360aefffffffff,8.0,0.0,0.0
8360b1fffffffff,2.0,0.0,0.0
836102fffffffff,1.0,0.0,0.0
836188fffffffff,2.0,0.0,0.0
836189fffffffff,11.0,0.0,1.0
83618cfffffffff,21.0,0.0,0.0
83618dfffffffff,2.0,0.0,0.0
83618efffffffff,15.0,0.0,0.0
8361a9fffffffff,4.0,0.0,0.0
8361abfffffffff,19.0,0.0,0.0
836602fffffffff,14.0,0.0,0.0
836603fffffffff,2.0,0.0,0.0
83660cfffffffff,14.0,0.0,0.0
83661bfffffffff,6.0,0.0,0.0
83661cfffffffff,6.0,0.0,0.0
83662bfffffffff,11.0,0.0,0.0
836656fffffffff,15.0,0.0,0.0
8366a0fffffffff,1.0,0.0,0.0
8366a5fffffffff,6.0,0.0,0.0
8366b5fffffffff,19.0,0.0,0.0
8366c0fffffffff,7.0,0.0,0.0
8366c2fffffffff,1.0,0.0,0.0
8366c6fffffffff,1.0,0.0,0.0
8366d2fffffffff,3.0,0.0,0.0
8366d3fffffffff,48.0,0.0,6.0
8366e0fffffffff,2.0,0.0,0.0
8366e1fffffffff,9.0,0.0,0.0
8366e5fffffffff,32.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0
8366f0fffffffff,2.0,0.0,0.0
8366f1fffffffff,6.0,0.0,0.0
8366f5fffffffff,1.0,0.0,0.0
836725fffffffff,5.0,0.0,0.0
836726fffffffff,9.0,0.0,0.0
83674afffffffff,7.0,0.0,0.0
83674cfffffffff,2.0,0.0,0.0
83674efffffffff,1.0,0.0,0.0
836753fffffffff,12.0,0.0,0.0
83675cfffffffff,6.0,0.0,0.0
836d25fffffffff,13.0,0.0,0.0
836d29fffffffff,7.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0
836d2bfffffffff,4.0,0.0,0.0
836d2cfffffffff,36.0,0.0,0.0
836d30fffffffff,2.0,0.0,0.0
836d34fffffffff,2.0,0.0,0.0
836d35fffffffff,2.0,0.0,0.0
836d60fffffffff,10.0,0.0,0.0
836d66fffffffff,2.0,0.0,0.0
836d68fffffffff,28.0,0.0,0.0
836d69fffffffff,18.0,0.0,0.0
836d6dfffffffff,12.0,0.0,0.0
836d74fffffffff,11.0,0.0,0.0
836d75fffffffff,2.0,0.0,0.0
838f29fffffffff,19.0,0.0,0.0
838f2bfffffffff,79.0,0.0,14.0
