cell_id,Catharus aurantiirostris,Catharus aurantiirostris [melpomene Group],Catharus aurantiirostris [griseiceps Group],Catharus aurantiirostris [aurantiirostris Group]
836d2afffffffff,213.0,27.0,0.0,0.0
836d2bfffffffff,939.0,41.0,0.0,0.0
836d2cfffffffff,18.0,0.0,0.0,0.0
836d2dfffffffff,2785.0,1350.0,0.0,0.0
836d2efffffffff,98.0,8.0,0.0,0.0
836d30fffffffff,267.0,11.0,0.0,0.0
836d32fffffffff,1045.0,156.0,0.0,0.0
836d33fffffffff,181.0,62.0,0.0,0.0
836d36fffffffff,95.0,1.0,0.0,0.0
836d60fffffffff,132.0,6.0,0.0,0.0
836d61fffffffff,479.0,9.0,0.0,0.0
836d64fffffffff,1709.0,0.0,0.0,0.0
836d65fffffffff,1032.0,5.0,0.0,0.0
836d66fffffffff,166.0,0.0,0.0,0.0
836d68fffffffff,2.0,0.0,0.0,0.0
836d69fffffffff,5349.0,0.0,0.0,0.0
836d6bfffffffff,751.0,0.0,0.0,0.0
836d6dfffffffff,2.0,0.0,0.0,0.0
836d6efffffffff,13.0,0.0,0.0,0.0
836d74fffffffff,499.0,0.0,0.0,0.0
836d75fffffffff,7.0,0.0,0.0,0.0
