cell_id,Ninox boobook,Ninox boobook [boobook Group],Ninox boobook lurida
839c40fffffffff,2.0,2.0,0.0
839c41fffffffff,2.0,0.0,0.0
839c43fffffffff,2.0,0.0,0.0
839c44fffffffff,2.0,0.0,0.0
839c45fffffffff,1.0,0.0,0.0
839c49fffffffff,3.0,0.0,0.0
839c4afffffffff,6.0,0.0,0.0
839c4cfffffffff,1.0,1.0,0.0
839c58fffffffff,4.0,0.0,0.0
839c5afffffffff,6.0,0.0,0.0
839c60fffffffff,3.0,0.0,0.0
839c74fffffffff,6.0,0.0,0.0
839ce2fffffffff,1.0,0.0,0.0
839ce6fffffffff,2.0,0.0,0.0
839cf5fffffffff,5.0,2.0,0.0
839d01fffffffff,8.0,2.0,0.0
839d08fffffffff,1.0,0.0,0.0
839d0afffffffff,2.0,0.0,0.0
839d0bfffffffff,17.0,2.0,0.0
839d0cfffffffff,41.0,6.0,0.0
839d0efffffffff,2.0,0.0,0.0
839d21fffffffff,44.0,3.0,0.0
839d23fffffffff,1.0,1.0,0.0
839d25fffffffff,17.0,5.0,0.0
839d2afffffffff,4.0,1.0,0.0
839d2cfffffffff,4.0,2.0,0.0
839d2efffffffff,1.0,0.0,0.0
839d44fffffffff,7.0,0.0,0.0
839d45fffffffff,2.0,0.0,0.0
839d4afffffffff,11.0,2.0,0.0
839d50fffffffff,4.0,0.0,0.0
839d54fffffffff,6.0,0.0,0.0
839d55fffffffff,2.0,0.0,0.0
839d5bfffffffff,2.0,0.0,0.0
839d5dfffffffff,2.0,0.0,0.0
839d66fffffffff,5.0,0.0,0.0
839d6dfffffffff,1.0,1.0,0.0
839d75fffffffff,4.0,0.0,0.0
83a630fffffffff,2.0,2.0,0.0
83a631fffffffff,2.0,0.0,0.0
83a633fffffffff,2.0,0.0,0.0
83a6a4fffffffff,4.0,0.0,0.0
83a6a5fffffffff,3.0,0.0,0.0
83a700fffffffff,4.0,4.0,0.0
83a714fffffffff,2.0,0.0,0.0
83a722fffffffff,2.0,0.0,0.0
83a726fffffffff,115.0,13.0,0.0
83a730fffffffff,2.0,0.0,0.0
83a732fffffffff,2.0,2.0,0.0
83a733fffffffff,9.0,4.0,0.0
83a734fffffffff,2.0,0.0,0.0
83a735fffffffff,17.0,0.0,0.0
83a736fffffffff,2.0,0.0,0.0
83a782fffffffff,3.0,0.0,0.0
83a78afffffffff,2.0,0.0,0.0
83a791fffffffff,4.0,2.0,0.0
83a79dfffffffff,11.0,0.0,0.0
83a7a6fffffffff,2.0,2.0,0.0
83b828fffffffff,1.0,1.0,0.0
83b841fffffffff,2.0,0.0,0.0
83b856fffffffff,6.0,3.0,0.0
83b868fffffffff,4.0,0.0,0.0
83b86afffffffff,5.0,3.0,0.0
83b86efffffffff,7.0,1.0,0.0
83b871fffffffff,2.0,0.0,0.0
83b880fffffffff,15.0,6.0,0.0
83b881fffffffff,13.0,10.0,0.0
83b885fffffffff,19.0,11.0,0.0
83b886fffffffff,1.0,0.0,0.0
83b888fffffffff,3.0,1.0,0.0
83b89afffffffff,2.0,2.0,0.0
83b8a1fffffffff,2.0,0.0,0.0
83b8a8fffffffff,1.0,0.0,0.0
83b8aafffffffff,8.0,6.0,0.0
83b8acfffffffff,5.0,0.0,0.0
83b8c2fffffffff,1.0,1.0,0.0
83b911fffffffff,8.0,1.0,0.0
83b912fffffffff,4.0,0.0,0.0
83b914fffffffff,8.0,0.0,0.0
83b915fffffffff,4.0,0.0,0.0
83b916fffffffff,59.0,2.0,0.0
83b984fffffffff,6.0,0.0,0.0
83b985fffffffff,2.0,2.0,0.0
83b991fffffffff,2.0,0.0,0.0
83b99cfffffffff,4.0,0.0,0.0
83b9a0fffffffff,2.0,0.0,0.0
83b9a3fffffffff,19.0,6.0,0.0
83b9a4fffffffff,34.0,7.0,0.0
83b9a5fffffffff,11.0,2.0,0.0
83b9acfffffffff,22.0,13.0,0.0
83b9b5fffffffff,5.0,2.0,0.0
83b9b6fffffffff,2.0,0.0,0.0
83be08fffffffff,793.0,110.0,0.0
83be09fffffffff,3.0,0.0,0.0
83be0afffffffff,76.0,10.0,0.0
83be0bfffffffff,18.0,2.0,0.0
83be0cfffffffff,140.0,49.0,0.0
83be0dfffffffff,134.0,44.0,0.0
83be0efffffffff,61.0,10.0,0.0
83be18fffffffff,38.0,5.0,0.0
83be19fffffffff,50.0,19.0,0.0
83be1afffffffff,20.0,2.0,0.0
83be1bfffffffff,13.0,0.0,0.0
83be1dfffffffff,27.0,7.0,0.0
83be29fffffffff,32.0,14.0,0.0
83be40fffffffff,99.0,22.0,0.0
83be41fffffffff,12.0,0.0,0.0
83be42fffffffff,57.0,13.0,0.0
83be43fffffffff,6.0,2.0,0.0
83be44fffffffff,42.0,13.0,0.0
83be45fffffffff,57.0,5.0,0.0
83be46fffffffff,54.0,15.0,0.0
83be48fffffffff,2.0,1.0,0.0
83be49fffffffff,4.0,0.0,0.0
83be4afffffffff,44.0,18.0,0.0
83be4bfffffffff,24.0,2.0,0.0
83be4cfffffffff,62.0,22.0,0.0
83be4dfffffffff,11.0,0.0,0.0
83be4efffffffff,193.0,58.0,0.0
83be50fffffffff,30.0,0.0,0.0
83be51fffffffff,10.0,0.0,0.0
83be53fffffffff,32.0,2.0,0.0
83be54fffffffff,4.0,1.0,0.0
83be55fffffffff,26.0,4.0,0.0
83be56fffffffff,27.0,2.0,0.0
83be58fffffffff,2.0,0.0,0.0
83be59fffffffff,5.0,2.0,0.0
83be5bfffffffff,6.0,2.0,0.0
83be5dfffffffff,2.0,0.0,0.0
83be5efffffffff,3.0,3.0,0.0
83be60fffffffff,18.0,1.0,0.0
83be61fffffffff,53.0,10.0,0.0
83be62fffffffff,262.0,45.0,0.0
83be63fffffffff,253.0,81.0,0.0
83be66fffffffff,20.0,3.0,0.0
83be68fffffffff,54.0,13.0,0.0
83be69fffffffff,11.0,0.0,0.0
83be6afffffffff,28.0,5.0,0.0
83be6bfffffffff,20.0,6.0,0.0
83be6cfffffffff,2.0,2.0,0.0
83be6efffffffff,53.0,7.0,0.0
83be70fffffffff,11.0,2.0,0.0
83be71fffffffff,64.0,17.0,0.0
83be72fffffffff,133.0,11.0,0.0
83be73fffffffff,16.0,0.0,0.0
83be74fffffffff,109.0,13.0,0.0
83be75fffffffff,41.0,10.0,0.0
83be76fffffffff,16.0,4.0,0.0
83be88fffffffff,37.0,2.0,0.0
83be89fffffffff,70.0,17.0,0.0
83be8bfffffffff,13.0,4.0,0.0
83be8dfffffffff,732.0,74.0,0.0
83bea9fffffffff,9.0,0.0,0.0
83beabfffffffff,74.0,9.0,0.0
83bec6fffffffff,2.0,2.0,0.0
83becafffffffff,2.0,2.0,0.0
83beccfffffffff,10.0,2.0,0.0
83becefffffffff,38.0,6.0,0.0
83bed0fffffffff,2.0,2.0,0.0
83bed2fffffffff,3.0,0.0,0.0
83bed3fffffffff,2.0,0.0,0.0
83bed4fffffffff,9.0,0.0,0.0
83bed5fffffffff,2.0,2.0,0.0
83bed6fffffffff,4.0,0.0,0.0
83bed8fffffffff,3.0,0.0,0.0
83bed9fffffffff,2.0,0.0,0.0
83bedbfffffffff,2.0,0.0,0.0
83bedcfffffffff,2.0,0.0,0.0
83beddfffffffff,1.0,0.0,0.0
83bedefffffffff,17.0,3.0,0.0
83bee0fffffffff,21.0,1.0,0.0
83bee1fffffffff,2.0,0.0,0.0
83bee2fffffffff,3.0,0.0,0.0
83bee3fffffffff,2.0,0.0,0.0
83bee4fffffffff,11.0,0.0,0.0
83bee5fffffffff,25.0,3.0,0.0
83bee6fffffffff,14.0,0.0,0.0
83bee8fffffffff,18.0,0.0,0.0
83beeafffffffff,5.0,1.0,0.0
83beebfffffffff,5.0,0.0,0.0
83beecfffffffff,2.0,2.0,0.0
83bef0fffffffff,57.0,14.0,0.0
83bef1fffffffff,2.0,0.0,0.0
83bef2fffffffff,69.0,28.0,0.0
83bef3fffffffff,17.0,0.0,0.0
83bef4fffffffff,11.0,0.0,0.0
83bef5fffffffff,8.0,0.0,0.0
83bef6fffffffff,297.0,51.0,0.0
83c980fffffffff,3.0,0.0,0.0
83c982fffffffff,31.0,16.0,0.0
83c986fffffffff,33.0,17.0,0.0
83c990fffffffff,75.0,9.0,0.0
83c991fffffffff,9.0,0.0,0.0
83c992fffffffff,19.0,4.0,0.0
83c993fffffffff,25.0,8.0,0.0
83c996fffffffff,3.0,0.0,0.0
83c99cfffffffff,19.0,5.0,0.0
83c99efffffffff,1.0,0.0,0.0
83c9b0fffffffff,12.0,0.0,0.0
83c9b1fffffffff,10.0,1.0,0.0
83c9b3fffffffff,19.0,4.0,0.0
83c9b6fffffffff,2.0,2.0,0.0
