cell_id,Aegolius funereus,Aegolius funereus [funereus Group],Aegolius funereus richardsoni
842b9b9ffffffff,8.0,0.0,0.0
842b9bdffffffff,18.0,0.0,0.0
842b9d3ffffffff,57.0,0.0,0.0
842b9dbffffffff,16.0,0.0,0.0
842b9e1ffffffff,1.0,0.0,0.0
842b9e3ffffffff,2.0,0.0,0.0
842ba01ffffffff,3.0,0.0,0.0
842ba49ffffffff,1.0,0.0,0.0
842ba51ffffffff,1.0,0.0,0.0
842ba55ffffffff,17.0,0.0,0.0
842ba8dffffffff,3.0,0.0,0.0
842baa5ffffffff,117.0,0.0,2.0
842baa7ffffffff,10.0,0.0,0.0
842baadffffffff,2.0,0.0,0.0
842bac1ffffffff,2.0,0.0,0.0
842bac3ffffffff,4.0,0.0,0.0
842bae7ffffffff,195.0,0.0,0.0
842bb27ffffffff,19.0,0.0,0.0
842d311ffffffff,2.0,0.0,0.0
842d313ffffffff,3.0,0.0,0.0
842d349ffffffff,2.0,0.0,0.0
8439621ffffffff,2.0,0.0,0.0
843962dffffffff,2.0,0.0,0.0
8439751ffffffff,2.0,0.0,0.0
8439753ffffffff,2.0,0.0,0.0
843975bffffffff,2.0,0.0,0.0
843d333ffffffff,3.0,0.0,0.0
