cell_id,Myiodynastes maculatus,Myiodynastes maculatus [maculatus Group],Myiodynastes maculatus solitarius
8466061ffffffff,11.0,0.0,0.0
8466063ffffffff,8.0,0.0,0.0
8466067ffffffff,26.0,0.0,0.0
8466069ffffffff,1.0,0.0,0.0
846606bffffffff,13.0,0.0,0.0
8466081ffffffff,158.0,0.0,0.0
8466085ffffffff,15.0,0.0,0.0
8466087ffffffff,66.0,5.0,0.0
8466089ffffffff,358.0,6.0,0.0
846608dffffffff,862.0,13.0,0.0
8466091ffffffff,1.0,0.0,0.0
8466093ffffffff,2.0,0.0,0.0
8466097ffffffff,3.0,0.0,0.0
8466099ffffffff,5.0,0.0,0.0
84660a1ffffffff,23.0,0.0,0.0
84660a3ffffffff,4.0,0.0,0.0
84660a5ffffffff,58.0,0.0,0.0
84660a7ffffffff,353.0,12.0,0.0
84660a9ffffffff,7.0,0.0,0.0
84660abffffffff,5.0,0.0,0.0
84660adffffffff,16.0,0.0,0.0
84660b3ffffffff,12.0,0.0,0.0
84660b7ffffffff,1.0,0.0,0.0
84660bbffffffff,2.0,0.0,0.0
84660bdffffffff,32.0,0.0,0.0
84660c1ffffffff,11.0,0.0,0.0
84660c3ffffffff,1.0,0.0,0.0
84660c7ffffffff,32.0,0.0,0.0
84660c9ffffffff,7.0,0.0,0.0
84660cbffffffff,107.0,0.0,0.0
84660cdffffffff,4.0,0.0,0.0
84660d1ffffffff,30.0,0.0,0.0
84660d3ffffffff,19.0,0.0,0.0
84660d9ffffffff,5.0,0.0,0.0
84660ddffffffff,16.0,0.0,0.0
84660e1ffffffff,26.0,0.0,0.0
84660e3ffffffff,45.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0
84660e7ffffffff,18.0,0.0,0.0
84660ebffffffff,60.0,0.0,0.0
8466103ffffffff,10.0,0.0,0.0
8466105ffffffff,66.0,5.0,0.0
8466107ffffffff,1534.0,139.0,0.0
846610bffffffff,5.0,0.0,0.0
846610dffffffff,5.0,0.0,0.0
8466111ffffffff,2.0,0.0,0.0
8466113ffffffff,100.0,0.0,0.0
8466115ffffffff,1.0,0.0,0.0
8466117ffffffff,15.0,0.0,0.0
8466119ffffffff,174.0,0.0,0.0
846611bffffffff,5.0,0.0,0.0
846611dffffffff,6.0,0.0,0.0
8466123ffffffff,4.0,0.0,0.0
8466125ffffffff,3.0,0.0,0.0
8466129ffffffff,86.0,6.0,0.0
8466131ffffffff,51.0,6.0,0.0
8466135ffffffff,26.0,9.0,0.0
8466139ffffffff,921.0,72.0,0.0
846613bffffffff,7.0,0.0,0.0
846613dffffffff,49.0,1.0,0.0
8466153ffffffff,43.0,0.0,0.0
846615bffffffff,21.0,0.0,0.0
8466163ffffffff,1113.0,111.0,0.0
8466165ffffffff,179.0,34.0,0.0
8466167ffffffff,244.0,26.0,0.0
8466181ffffffff,10.0,0.0,0.0
8466183ffffffff,374.0,5.0,0.0
8466189ffffffff,28.0,0.0,0.0
846618bffffffff,210.0,1.0,0.0
846618dffffffff,7.0,3.0,0.0
8466191ffffffff,239.0,5.0,0.0
8466193ffffffff,721.0,9.0,0.0
8466195ffffffff,169.0,0.0,0.0
8466197ffffffff,134.0,0.0,0.0
8466199ffffffff,188.0,2.0,0.0
846619bffffffff,941.0,39.0,0.0
846619dffffffff,340.0,5.0,0.0
84661a3ffffffff,4.0,0.0,0.0
84661a5ffffffff,79.0,1.0,0.0
84661a7ffffffff,2.0,0.0,0.0
84661adffffffff,64.0,0.0,0.0
84661b1ffffffff,68.0,6.0,0.0
84661b3ffffffff,383.0,2.0,0.0
84661b5ffffffff,2.0,0.0,0.0
84661b7ffffffff,8.0,0.0,0.0
84661b9ffffffff,317.0,1.0,0.0
84661bbffffffff,266.0,1.0,0.0
84661bdffffffff,13.0,0.0,0.0
84661c1ffffffff,3.0,0.0,0.0
84661c3ffffffff,39.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0
84661c9ffffffff,25.0,0.0,0.0
84661cbffffffff,18.0,0.0,0.0
84661cdffffffff,86.0,0.0,0.0
84661d1ffffffff,163.0,5.0,0.0
84661d3ffffffff,35.0,0.0,0.0
84661d5ffffffff,13.0,0.0,0.0
84661d7ffffffff,122.0,1.0,0.0
84661d9ffffffff,2.0,0.0,0.0
84661dbffffffff,9.0,0.0,0.0
84661ddffffffff,24.0,2.0,0.0
84661e9ffffffff,2.0,0.0,0.0
84661ebffffffff,123.0,0.0,0.0
8466201ffffffff,123.0,8.0,0.0
8466203ffffffff,116.0,3.0,0.0
8466205ffffffff,443.0,46.0,0.0
8466207ffffffff,22.0,2.0,0.0
846620bffffffff,148.0,12.0,0.0
8466211ffffffff,6.0,0.0,0.0
8466213ffffffff,14.0,0.0,0.0
8466217ffffffff,86.0,0.0,0.0
8466219ffffffff,29.0,0.0,0.0
846621bffffffff,11.0,0.0,0.0
846621dffffffff,5.0,0.0,0.0
8466221ffffffff,39.0,2.0,0.0
8466225ffffffff,21.0,0.0,0.0
8466227ffffffff,55.0,0.0,0.0
846622bffffffff,923.0,90.0,0.0
8466231ffffffff,9.0,0.0,0.0
846623bffffffff,54.0,3.0,0.0
8466251ffffffff,2.0,0.0,0.0
846628bffffffff,1.0,0.0,0.0
8466291ffffffff,8.0,0.0,0.0
8466293ffffffff,3.0,0.0,0.0
8466295ffffffff,5.0,0.0,0.0
846629bffffffff,24.0,0.0,0.0
846629dffffffff,11.0,0.0,0.0
84662b5ffffffff,9.0,0.0,0.0
84662b7ffffffff,27.0,0.0,0.0
84662bbffffffff,2.0,0.0,0.0
84662cdffffffff,2.0,0.0,0.0
84662d3ffffffff,27.0,0.0,0.0
84662d7ffffffff,3.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0
84662e1ffffffff,21.0,0.0,0.0
84662e5ffffffff,31.0,0.0,0.0
84662e9ffffffff,25.0,0.0,0.0
8466311ffffffff,15.0,0.0,0.0
8466313ffffffff,215.0,4.0,0.0
8466317ffffffff,2.0,0.0,0.0
846631bffffffff,53.0,0.0,0.0
8466411ffffffff,4.0,0.0,0.0
8466415ffffffff,42.0,0.0,0.0
8466417ffffffff,1.0,0.0,0.0
846641dffffffff,14.0,0.0,0.0
8466441ffffffff,2.0,0.0,0.0
8466485ffffffff,2.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0
84664e9ffffffff,2.0,0.0,0.0
8466509ffffffff,3.0,0.0,0.0
846650dffffffff,1.0,0.0,0.0
8466529ffffffff,27.0,0.0,0.0
846652dffffffff,36.0,0.0,0.0
8466545ffffffff,11.0,0.0,0.0
8466549ffffffff,4.0,0.0,0.0
846654bffffffff,2.0,0.0,0.0
846654dffffffff,4.0,0.0,0.0
8466561ffffffff,1.0,0.0,0.0
8466565ffffffff,15.0,0.0,0.0
8466567ffffffff,4.0,0.0,0.0
8466569ffffffff,6.0,0.0,0.0
846656bffffffff,4.0,0.0,0.0
846656dffffffff,42.0,0.0,0.0
84665abffffffff,37.0,3.0,0.0
84665bdffffffff,25.0,0.0,0.0
84665e9ffffffff,8.0,0.0,0.0
846661dffffffff,3.0,0.0,0.0
8466637ffffffff,5.0,0.0,0.0
8466639ffffffff,1.0,0.0,0.0
8466647ffffffff,11.0,0.0,0.0
84666e3ffffffff,2.0,0.0,0.0
84666ebffffffff,2.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0
8466705ffffffff,3.0,0.0,0.0
846670dffffffff,11.0,0.0,0.0
8466725ffffffff,12.0,0.0,0.0
8466727ffffffff,26.0,0.0,0.0
8466729ffffffff,1.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0
8466735ffffffff,6.0,0.0,0.0
8466737ffffffff,5.0,0.0,0.0
846675dffffffff,23.0,0.0,0.0
8466763ffffffff,10.0,0.0,0.0
846676dffffffff,6.0,0.0,0.0
8466841ffffffff,2.0,0.0,0.0
8466849ffffffff,20.0,3.0,0.0
8466a01ffffffff,41.0,0.0,0.0
8466a03ffffffff,14.0,0.0,0.0
8466a05ffffffff,4.0,0.0,0.0
8466a09ffffffff,2.0,0.0,0.0
8466a0bffffffff,640.0,11.0,0.0
8466a15ffffffff,29.0,13.0,0.0
8466a17ffffffff,20.0,3.0,0.0
8466a1dffffffff,366.0,14.0,0.0
8466a21ffffffff,25.0,7.0,0.0
8466a23ffffffff,2.0,0.0,0.0
8466a25ffffffff,40.0,0.0,0.0
8466a27ffffffff,62.0,2.0,0.0
8466a31ffffffff,37.0,0.0,0.0
8466a33ffffffff,78.0,0.0,0.0
8466a35ffffffff,1.0,0.0,0.0
8466a37ffffffff,7.0,0.0,0.0
8466a39ffffffff,36.0,0.0,0.0
8466a3bffffffff,22.0,0.0,0.0
8466a3dffffffff,9.0,0.0,0.0
8466a51ffffffff,4305.0,321.0,0.0
8466a53ffffffff,12.0,0.0,0.0
8466a55ffffffff,150.0,2.0,0.0
8466a57ffffffff,220.0,10.0,0.0
8466a59ffffffff,69.0,0.0,0.0
8466a5bffffffff,793.0,71.0,0.0
8466a5dffffffff,186.0,13.0,0.0
8466a65ffffffff,12.0,3.0,0.0
8466aedffffffff,19.0,0.0,0.0
8466b01ffffffff,36.0,0.0,0.0
8466b09ffffffff,304.0,0.0,0.0
8466b0bffffffff,834.0,0.0,0.0
8466b19ffffffff,23.0,0.0,0.0
8466b1dffffffff,43.0,3.0,0.0
8466b41ffffffff,726.0,0.0,0.0
8466b43ffffffff,259.0,0.0,0.0
8466b45ffffffff,574.0,0.0,0.0
8466b47ffffffff,788.0,0.0,0.0
8466b4dffffffff,9.0,0.0,0.0
8466b51ffffffff,226.0,6.0,0.0
8466b53ffffffff,291.0,17.0,0.0
8466b55ffffffff,588.0,0.0,0.0
8466b57ffffffff,289.0,0.0,0.0
8466b59ffffffff,4.0,0.0,0.0
8466b5bffffffff,13.0,0.0,0.0
8466b5dffffffff,17.0,0.0,0.0
8466b69ffffffff,109.0,0.0,0.0
8466c01ffffffff,107.0,4.0,0.0
8466c05ffffffff,13.0,0.0,0.0
8466c0dffffffff,19.0,0.0,0.0
8466c19ffffffff,4.0,0.0,0.0
8466c21ffffffff,103.0,0.0,0.0
8466c23ffffffff,38.0,0.0,0.0
8466c27ffffffff,3.0,0.0,0.0
8466c2bffffffff,5.0,0.0,0.0
8466c41ffffffff,21.0,0.0,0.0
8466c45ffffffff,11.0,0.0,0.0
8466c47ffffffff,60.0,0.0,0.0
8466c49ffffffff,42.0,2.0,0.0
8466c4dffffffff,23.0,0.0,0.0
8466c53ffffffff,6.0,0.0,0.0
8466c5bffffffff,2.0,0.0,0.0
8466c5dffffffff,12.0,0.0,0.0
8466c63ffffffff,28.0,0.0,0.0
8466c6bffffffff,9.0,0.0,0.0
8466c6dffffffff,8.0,0.0,0.0
8466ce1ffffffff,16.0,0.0,0.0
8466ce9ffffffff,19.0,0.0,0.0
8466cedffffffff,5.0,0.0,0.0
8466d01ffffffff,17.0,0.0,0.0
8466d03ffffffff,3.0,0.0,0.0
8466d05ffffffff,21.0,2.0,0.0
8466d07ffffffff,16.0,3.0,0.0
8466d0bffffffff,11.0,0.0,0.0
8466d0dffffffff,154.0,17.0,0.0
8466d21ffffffff,2.0,0.0,0.0
8466d23ffffffff,46.0,0.0,0.0
8466d25ffffffff,11.0,0.0,0.0
8466d27ffffffff,17.0,2.0,0.0
8466d2bffffffff,2.0,0.0,0.0
8466d31ffffffff,154.0,11.0,0.0
8466d35ffffffff,764.0,55.0,0.0
8466d37ffffffff,7.0,0.0,0.0
8466d3dffffffff,7.0,0.0,0.0
8466d47ffffffff,3.0,0.0,0.0
8466d53ffffffff,6.0,0.0,0.0
8466d81ffffffff,35.0,3.0,0.0
8466d8dffffffff,7.0,0.0,0.0
8466da7ffffffff,1.0,0.0,0.0
8466da9ffffffff,3.0,0.0,0.0
8466dadffffffff,1.0,0.0,0.0
8466db1ffffffff,6.0,0.0,0.0
8466dc1ffffffff,2.0,0.0,0.0
8466dc3ffffffff,345.0,38.0,8.0
8466dc7ffffffff,22.0,0.0,0.0
8466dc9ffffffff,41.0,0.0,0.0
8466dcbffffffff,26.0,0.0,0.0
8466dcdffffffff,3.0,0.0,0.0
8466dd1ffffffff,2.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0
8466dd5ffffffff,6.0,0.0,0.0
8466dd9ffffffff,4.0,0.0,0.0
8466ddbffffffff,8.0,0.0,0.0
8466dddffffffff,10.0,0.0,0.0
8466de3ffffffff,80.0,0.0,1.0
8466de7ffffffff,10.0,0.0,0.0
8466debffffffff,7.0,2.0,0.0
8466e01ffffffff,2.0,0.0,0.0
8466e03ffffffff,23.0,0.0,0.0
8466e05ffffffff,28.0,0.0,0.0
8466e09ffffffff,4.0,0.0,0.0
8466e0bffffffff,56.0,0.0,0.0
8466e0dffffffff,105.0,0.0,0.0
8466e11ffffffff,45.0,0.0,0.0
8466e15ffffffff,226.0,0.0,0.0
8466e17ffffffff,19.0,0.0,0.0
8466e19ffffffff,4.0,0.0,0.0
8466e1dffffffff,49.0,0.0,0.0
8466e21ffffffff,1.0,0.0,0.0
8466e23ffffffff,20.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0
8466e27ffffffff,24.0,0.0,0.0
8466e29ffffffff,19.0,0.0,0.0
8466e2bffffffff,35.0,0.0,0.0
8466e2dffffffff,37.0,0.0,0.0
8466e31ffffffff,4.0,0.0,0.0
8466e39ffffffff,14.0,0.0,0.0
8466e3bffffffff,24.0,0.0,0.0
8466e3dffffffff,4.0,0.0,0.0
8466e41ffffffff,10.0,0.0,0.0
8466e43ffffffff,8.0,0.0,0.0
8466e45ffffffff,242.0,0.0,0.0
8466e47ffffffff,83.0,0.0,0.0
8466e49ffffffff,79.0,0.0,0.0
8466e4bffffffff,2.0,2.0,0.0
8466e4dffffffff,18.0,0.0,0.0
8466e51ffffffff,6.0,0.0,0.0
8466e53ffffffff,103.0,0.0,0.0
8466e55ffffffff,2.0,0.0,0.0
8466e57ffffffff,290.0,0.0,0.0
8466e59ffffffff,27.0,0.0,0.0
8466e5dffffffff,3.0,0.0,0.0
8466e61ffffffff,17.0,0.0,0.0
8466e63ffffffff,352.0,5.0,0.0
8466e65ffffffff,548.0,0.0,0.0
8466e67ffffffff,400.0,2.0,0.0
8466e69ffffffff,296.0,0.0,0.0
8466e6bffffffff,53.0,0.0,0.0
8466e6dffffffff,1703.0,7.0,0.0
8466e8dffffffff,5.0,0.0,0.0
8466eadffffffff,11.0,0.0,0.0
8466ec1ffffffff,6.0,0.0,0.0
8466ec3ffffffff,1.0,0.0,0.0
8466ec5ffffffff,6.0,0.0,0.0
8466ec7ffffffff,50.0,0.0,0.0
8466ec9ffffffff,22.0,0.0,0.0
8466ecbffffffff,113.0,0.0,0.0
8466ee5ffffffff,199.0,2.0,0.0
8466ee7ffffffff,17.0,0.0,0.0
8466eedffffffff,7.0,0.0,0.0
8466f01ffffffff,4.0,0.0,0.0
8466f03ffffffff,14.0,2.0,0.0
8466f0bffffffff,24.0,5.0,0.0
8466f11ffffffff,70.0,0.0,0.0
8466f15ffffffff,36.0,0.0,0.0
8466f17ffffffff,19.0,0.0,0.0
8466f19ffffffff,226.0,0.0,0.0
8466f1dffffffff,329.0,0.0,0.0
8466f35ffffffff,2.0,0.0,0.0
8466f51ffffffff,37.0,0.0,0.0
8466f53ffffffff,62.0,0.0,0.0
8466f57ffffffff,944.0,8.0,0.0
8466f59ffffffff,409.0,0.0,0.0
8466f5bffffffff,228.0,6.0,0.0
8466f5dffffffff,18.0,0.0,0.0
8467413ffffffff,844.0,11.0,0.0
8467417ffffffff,5.0,0.0,0.0
8467425ffffffff,134.0,0.0,0.0
8467427ffffffff,2.0,0.0,0.0
846742dffffffff,3.0,0.0,0.0
8467431ffffffff,2.0,0.0,0.0
8467433ffffffff,90.0,0.0,0.0
8467435ffffffff,7.0,0.0,0.0
8467437ffffffff,122.0,3.0,0.0
846743bffffffff,125.0,0.0,0.0
846743dffffffff,24.0,3.0,0.0
84674a1ffffffff,3.0,0.0,0.0
84674a7ffffffff,4.0,0.0,0.0
84674c1ffffffff,6.0,0.0,0.0
84674c5ffffffff,421.0,26.0,0.0
84674c7ffffffff,13.0,0.0,0.0
84674cbffffffff,2.0,0.0,0.0
84674cdffffffff,78.0,0.0,0.0
84674e1ffffffff,9.0,0.0,0.0
84674e9ffffffff,109.0,0.0,0.0
84674ebffffffff,18.0,0.0,0.0
84674edffffffff,37.0,0.0,0.0
8467519ffffffff,60.0,0.0,0.0
846751bffffffff,2.0,0.0,0.0
8467525ffffffff,2.0,0.0,0.0
8467531ffffffff,12.0,0.0,0.0
8467535ffffffff,113.0,0.0,0.0
8467537ffffffff,52.0,0.0,0.0
8467539ffffffff,50.0,0.0,0.0
8467553ffffffff,10.0,0.0,0.0
8467585ffffffff,6.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0
846758dffffffff,6.0,0.0,0.0
8467599ffffffff,24.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a5ffffffff,41.0,0.0,0.0
84675a7ffffffff,2.0,0.0,0.0
84675a9ffffffff,35.0,0.0,0.0
84675abffffffff,2.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0
84675c1ffffffff,19.0,0.0,0.0
84675c3ffffffff,4.0,0.0,0.0
84675c5ffffffff,5.0,0.0,0.0
84675c7ffffffff,27.0,0.0,0.0
84675c9ffffffff,3.0,0.0,0.0
84675cbffffffff,84.0,0.0,0.0
84675cdffffffff,2.0,0.0,0.0
84675d5ffffffff,5.0,0.0,0.0
84675d9ffffffff,4.0,0.0,0.0
84675ddffffffff,2.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0
84675ebffffffff,4.0,0.0,0.0
84676b7ffffffff,1.0,0.0,0.0
84678b7ffffffff,4.0,0.0,0.0
84679a5ffffffff,48.0,0.0,0.0
84679a7ffffffff,3.0,0.0,0.0
84679b3ffffffff,10.0,3.0,0.0
84679b7ffffffff,3.0,0.0,0.0
846d21bffffffff,2.0,0.0,0.0
846d21dffffffff,5.0,0.0,0.0
846d23dffffffff,2.0,0.0,0.0
846d2c9ffffffff,13.0,0.0,0.0
846d2cbffffffff,4.0,0.0,0.0
846d319ffffffff,3.0,3.0,0.0
846d34bffffffff,2.0,0.0,0.0
846d35bffffffff,2.0,0.0,0.0
846d35dffffffff,8.0,0.0,0.0
846d619ffffffff,4.0,0.0,0.0
846d653ffffffff,9.0,0.0,0.0
846d65bffffffff,2.0,0.0,0.0
846d681ffffffff,112.0,0.0,0.0
846d683ffffffff,221.0,0.0,0.0
846d685ffffffff,73.0,0.0,0.0
846d687ffffffff,110.0,0.0,0.0
846d689ffffffff,18.0,0.0,0.0
846d68bffffffff,48.0,0.0,0.0
846d68dffffffff,24.0,0.0,0.0
846d691ffffffff,163.0,0.0,0.0
846d693ffffffff,659.0,0.0,0.0
846d695ffffffff,243.0,0.0,0.0
846d697ffffffff,4438.0,0.0,0.0
846d699ffffffff,2.0,0.0,0.0
846d69bffffffff,59.0,0.0,0.0
846d69dffffffff,68.0,0.0,0.0
846d6abffffffff,33.0,0.0,0.0
846d6b1ffffffff,17.0,0.0,0.0
846d6b9ffffffff,94.0,0.0,0.0
846d6bbffffffff,1307.0,0.0,0.0
846d6bdffffffff,61.0,0.0,0.0
8480007ffffffff,4.0,0.0,0.0
8480021ffffffff,9.0,0.0,0.0
8480025ffffffff,2.0,0.0,0.0
8480051ffffffff,2.0,0.0,0.0
8480053ffffffff,8.0,0.0,0.0
8480055ffffffff,2.0,0.0,0.0
84800c5ffffffff,4.0,0.0,0.0
84800cbffffffff,5.0,0.0,0.0
8480101ffffffff,23.0,0.0,0.0
8480105ffffffff,33.0,0.0,0.0
8480107ffffffff,3.0,0.0,0.0
8480109ffffffff,97.0,0.0,0.0
848010dffffffff,2.0,0.0,0.0
848011bffffffff,14.0,0.0,0.0
8480141ffffffff,94.0,0.0,0.0
8480147ffffffff,3.0,0.0,0.0
848014bffffffff,2.0,0.0,0.0
8480157ffffffff,2.0,0.0,0.0
848016bffffffff,10.0,0.0,0.0
8480207ffffffff,2.0,0.0,0.0
8480239ffffffff,1.0,0.0,0.0
8480245ffffffff,2.0,0.0,0.0
848024dffffffff,2.0,0.0,0.0
8480293ffffffff,5.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0
8480301ffffffff,62.0,0.0,0.0
8480305ffffffff,9.0,0.0,0.0
8480309ffffffff,19.0,0.0,0.0
848030dffffffff,6.0,0.0,0.0
848032dffffffff,2.0,0.0,0.0
8480341ffffffff,4.0,0.0,0.0
8480345ffffffff,2.0,0.0,0.0
8480359ffffffff,5.0,0.0,0.0
8480363ffffffff,21.0,0.0,0.0
8480369ffffffff,2.0,0.0,0.0
8480441ffffffff,2.0,0.0,0.0
8480445ffffffff,2.0,0.0,0.0
8480469ffffffff,9.0,0.0,0.0
8480541ffffffff,4.0,0.0,0.0
848054bffffffff,3.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0
8480643ffffffff,7.0,0.0,0.0
8480655ffffffff,2.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848068bffffffff,1.0,0.0,1.0
848068dffffffff,2.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0
84806a7ffffffff,1.0,0.0,0.0
8480717ffffffff,1.0,0.0,0.0
8480723ffffffff,2.0,0.0,0.0
8480737ffffffff,3.0,0.0,0.0
8480755ffffffff,1.0,0.0,0.0
8481005ffffffff,5.0,0.0,1.0
8481007ffffffff,2.0,0.0,0.0
8481011ffffffff,3.0,0.0,3.0
8481013ffffffff,3.0,0.0,3.0
8481023ffffffff,12.0,0.0,12.0
8481027ffffffff,6.0,0.0,6.0
8481029ffffffff,86.0,0.0,17.0
848102dffffffff,2.0,0.0,2.0
8481049ffffffff,14.0,0.0,5.0
8481063ffffffff,4.0,0.0,0.0
8481069ffffffff,4.0,0.0,4.0
84810e5ffffffff,3.0,0.0,3.0
8481105ffffffff,2.0,0.0,0.0
8481119ffffffff,3.0,0.0,0.0
8481125ffffffff,3.0,0.0,1.0
8481163ffffffff,9.0,0.0,2.0
8481167ffffffff,6.0,0.0,0.0
8481189ffffffff,4.0,0.0,0.0
8481193ffffffff,11.0,0.0,0.0
84811a5ffffffff,2.0,0.0,0.0
84811a7ffffffff,1.0,0.0,1.0
84811abffffffff,4.0,0.0,0.0
84811e1ffffffff,3.0,0.0,3.0
84811e9ffffffff,5.0,0.0,5.0
8481211ffffffff,67.0,0.0,8.0
8481215ffffffff,29.0,0.0,15.0
8481219ffffffff,2.0,0.0,0.0
848121dffffffff,4.0,0.0,3.0
8481225ffffffff,8.0,0.0,0.0
8481237ffffffff,2.0,0.0,0.0
848123bffffffff,9.0,0.0,9.0
8481243ffffffff,2.0,0.0,0.0
