cell_id,Coccothraustes vespertinus,Coccothraustes vespertinus (type 1),Coccothraustes vespertinus (type 2),Coccothraustes vespertinus (type 3),Coccothraustes vespertinus (type 4),Coccothraustes vespertinus (type 5)
8226dffffffffff,20.0,0.0,0.0,0.0,5.0,0.0
8226e7fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,20.0,0.0,0.0,0.0,2.0,0.0
822707fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,98.0,0.0,0.0,51.0,0.0,0.0
822717fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,75.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,576.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,368.0,0.0,0.0,1.0,0.0,0.0
822757fffffffff,135.0,2.0,0.0,12.0,0.0,0.0
82275ffffffffff,128.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,183.0,0.0,0.0,2.0,0.0,0.0
822777fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,11.0,4.0,0.0,0.0,0.0,0.0
82279ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,22.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,174.0,7.0,0.0,0.0,0.0,0.0
822817fffffffff,129.0,11.0,11.0,0.0,0.0,0.0
82281ffffffffff,97.0,29.0,13.0,0.0,0.0,0.0
822837fffffffff,313.0,8.0,2.0,0.0,0.0,0.0
822887fffffffff,108.0,5.0,0.0,0.0,0.0,0.0
82288ffffffffff,78.0,6.0,0.0,0.0,0.0,0.0
822897fffffffff,52.0,4.0,0.0,0.0,0.0,0.0
82289ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,98.0,83.0,5.0,0.0,0.0,0.0
8228b7fffffffff,18.0,8.0,0.0,0.0,3.0,0.0
8228c7fffffffff,8.0,5.0,0.0,0.0,0.0,0.0
8228d7fffffffff,52.0,27.0,0.0,0.0,0.0,0.0
8228dffffffffff,5.0,5.0,0.0,0.0,0.0,0.0
8228f7fffffffff,139.0,95.0,0.0,0.0,0.0,0.0
822917fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,20.0,11.0,0.0,0.0,0.0,0.0
822987fffffffff,94.0,1.0,0.0,0.0,0.0,0.0
82298ffffffffff,164.0,13.0,14.0,0.0,0.0,0.0
822997fffffffff,40.0,3.0,0.0,0.0,1.0,0.0
82299ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,270.0,18.0,3.0,0.0,0.0,0.0
8229affffffffff,103.0,1.0,0.0,0.0,0.0,0.0
8229b7fffffffff,106.0,2.0,0.0,0.0,3.0,0.0
822a07fffffffff,25.0,0.0,0.0,3.0,0.0,0.0
822a17fffffffff,810.0,0.0,0.0,54.0,0.0,0.0
822a37fffffffff,1507.0,0.0,0.0,110.0,0.0,0.0
822a87fffffffff,383.0,0.0,0.0,4.0,0.0,0.0
822a8ffffffffff,558.0,0.0,0.0,17.0,0.0,0.0
822a97fffffffff,312.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,32.0,0.0,0.0,2.0,0.0,0.0
822aa7fffffffff,1696.0,0.0,0.0,683.0,0.0,0.0
822aaffffffffff,874.0,0.0,0.0,126.0,0.0,0.0
822ab7fffffffff,1018.0,0.0,0.0,6.0,0.0,0.0
822ad7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,91.0,0.0,0.0,16.0,0.0,0.0
822b07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,135.0,0.0,0.0,4.0,0.0,0.0
822b1ffffffffff,35.0,0.0,0.0,12.0,0.0,0.0
822b27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,1.0,0.0,0.0,1.0,0.0,0.0
822b37fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,511.0,0.0,0.0,3.0,0.0,0.0
822b8ffffffffff,1322.0,0.0,0.0,57.0,0.0,0.0
822b97fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,1971.0,1.0,0.0,31.0,0.0,0.0
822ba7fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
822baffffffffff,511.0,0.0,0.0,26.0,0.0,0.0
822bb7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,191.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,52.0,0.0,0.0,0.0,0.0,0.0
8244effffffffff,4.0,0.0,0.0,1.0,0.0,0.0
82485ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,169.0,0.0,0.0,0.0,0.0,0.0
8248cffffffffff,54.0,0.0,0.0,0.0,4.0,0.0
8248d7fffffffff,92.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,64.0,1.0,0.0,0.0,23.0,0.0
8248e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,204.0,0.0,0.0,0.0,5.0,0.0
8248f7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,31.0,0.0,0.0,0.0,0.0,13.0
826d37fffffffff,9.0,0.0,0.0,0.0,0.0,1.0
